start;classe_mod_1024;steps_total;max_value;peak_step;max_debt;max_debt_step;first_surplus_step;first_descent_step;max_run_1;count_1;count_2;count_3;count_4_plus;ratio_1;ratio_2;ratio_3;ratio_4_plus;avg_v2;prefix_30;until_debt_peak;until_peak;until_descent;full_sequence
1689023;447;195;30079718549;125;14.120312590144522;125;140;140;10;126;32;22;15;0.6461538461538462;0.1641025641025641;0.11282051282051282;0.07692307692307693;1.6923076923076923;1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1;1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1;1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1;1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1,6,1,1,3,2,3,1,1,1,1,1,1,5,5,10;1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1,6,1,1,3,2,3,1,1,1,1,1,1,5,5,10,2,1,4,3,1,3,1,1,1,6,1,3,4,2,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
2375451;795;124;42216015293;72;14.117300051923237;72;89;89;10;71;31;11;11;0.5725806451612904;0.25;0.08870967741935484;0.08870967741935484;1.7580645161290323;1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2;1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1;1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1;1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,5,3,1,2,4,3,1,1,2,4,2,9;1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,5,3,1,2,4,3,1,1,2,4,2,9,4,3,1,1,1,4,1,1,1,2,1,1,1,2,2,1,3,2,3,1,2,1,2,3,2,1,2,5,4,4,1,1,2,3,4
2943135;159;168;52304792741;72;14.117300051923237;72;96;96;12;102;34;17;15;0.6071428571428571;0.20238095238095238;0.10119047619047619;0.08928571428571429;1.7142857142857142;1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,3;1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,2,1,2,1,2,3,3,1,4,3,1,1,2,3,4,6;1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,2,1,2,1,2,3,3,1,4,3,1,1,2,3,4,6,2,2,1,2,2,1,1,2,1,4,1,1,2,2,3,1,2,1,5,1,1,5,1,1,3,1,3,1,1,3,1,2,6,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
4985343;511;150;88598411297;72;14.117300051923237;72;111;111;8;89;31;20;10;0.5933333333333334;0.20666666666666667;0.13333333333333333;0.06666666666666667;1.7333333333333334;1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,4;1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1,2,3,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1;1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1,2,3,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1;1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1,2,3,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,4,2,4,3,1,2,2,3,1,3,1,1,3,2,1,1,1,1,1,1,3,2,1,1,4,2,1,1,1,1,2,3,4,3;1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1,2,3,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,4,2,4,3,1,2,2,3,1,3,1,1,3,2,1,1,1,1,1,1,3,2,1,1,4,2,1,1,1,1,2,3,4,3,1,3,2,2,1,1,2,2,1,1,1,1,5,1,3,2,1,2,1,1,2,1,1,1,4,3,4,2,1,2,6,2,1,2,1,3,3,1,10
997823;447;162;17494428437;60;14.097750043269372;60;87;87;9;96;36;18;12;0.5925925925925926;0.2222222222222222;0.1111111111111111;0.07407407407407407;1.7098765432098766;1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1;1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1;1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1;1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,6,4,2,1,1,2,1,2,2,4,2,1,4,1,2,2,1,4,1,1,1,3,1,3,1,1,6;1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,6,4,2,1,1,2,1,2,2,4,2,1,4,1,2,2,1,4,1,1,1,3,1,3,1,1,6,1,1,1,1,1,1,1,1,1,4,1,3,1,2,2,2,3,1,1,2,1,1,2,1,1,3,5,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,5,1,1,3,2,2,2,5,2,1,2,1,2,3,2,2,1,3,3,2,2,4,1,1,2,3,4
2882815;255;134;50543191457;60;14.097750043269372;60;94;94;7;78;33;11;12;0.582089552238806;0.2462686567164179;0.08208955223880597;0.08955223880597014;1.7462686567164178;1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1;1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1;1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1;1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,7,3,2,1,1,3,2,1,1,2,1,3,3,1,2,1,1,2,1,1,4,5,1,1,4;1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,7,3,2,1,1,3,2,1,1,2,1,3,3,1,2,1,1,2,1,1,4,5,1,1,4,1,1,3,2,1,1,1,3,1,2,2,1,6,2,1,1,2,2,6,1,2,4,3,1,1,1,2,1,1,1,1,4,2,2,4,3,1,1,5,4
2983289;377;156;52304792741;60;14.097750043269372;60;1;1;12;94;33;14;15;0.6025641025641025;0.21153846153846154;0.08974358974358974;0.09615384615384616;1.7243589743589745;2,1,2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1;2,1,2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;2,1,2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;2;2,1,2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,2,1,2,1,2,3,3,1,4,3,1,1,2,3,4,6,2,2,1,2,2,1,1,2,1,4,1,1,2,2,3,1,2,1,5,1,1,5,1,1,3,1,3,1,1,3,1,2,6,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
3362671;879;149;58956314129;60;14.097750043269372;60;101;101;7;87;32;18;12;0.5838926174496645;0.21476510067114093;0.12080536912751678;0.08053691275167785;1.7315436241610738;1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1;1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1;1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1;1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,3,5,3,1,1,3,3,1,3,3,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,5,4,1,2,1,1,2,3,3,2,1,5;1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,3,5,3,1,1,3,3,1,3,3,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,5,4,1,2,1,1,2,3,3,2,1,5,4,2,2,1,1,2,1,1,1,3,3,5,1,4,3,1,1,2,1,1,2,1,1,2,2,1,2,1,2,4,3,1,1,1,2,1,1,1,1,4,2,2,4,3,1,1,5,4
480481;225;152;8216025965;89;14.061662564182882;89;1;1;7;91;36;13;12;0.5986842105263158;0.23684210526315788;0.08552631578947369;0.07894736842105263;1.7105263157894737;2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2;2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;2;2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
1469439;1023;115;25074208145;36;14.058650025961619;36;47;47;12;70;22;12;11;0.6086956521739131;0.19130434782608696;0.10434782608695652;0.09565217391304348;1.7652173913043478;1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1;1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1;1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1;1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,3,1,3,1,4,4,2,11;1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,3,1,3,1,4,4,2,11,3,1,1,1,2,3,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,4,1,2,1,5,5,1,1,1,1,3,1,1,4,3,1,2,2,4,2,1,1,1,1,1,1,2,4,3,3,3,1,2,3,4
2727935;1023;117;46548912269;36;14.058650025961619;36;63;63;12;74;16;15;12;0.6324786324786325;0.13675213675213677;0.1282051282051282;0.10256410256410256;1.7692307692307692;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,5,3,3,1,2,2,4,2,1,1,1,3,3,1,1,1,2,1,1,1,3,2,3,1,1,5;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,5,3,3,1,2,2,4,2,1,1,1,3,3,1,1,1,2,1,1,1,3,2,3,1,1,5,3,3,1,1,1,1,1,1,1,4,3,1,1,1,2,1,6,1,2,5,1,4,6,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
487039;639;140;8216025965;77;14.042112555529016;77;92;92;7;84;33;11;12;0.6;0.2357142857142857;0.07857142857142857;0.08571428571428572;1.7214285714285715;1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1;1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5;1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
3037039;879;139;50543191457;65;14.02256254687515;65;99;99;6;81;34;12;12;0.5827338129496403;0.2446043165467626;0.08633093525179857;0.08633093525179857;1.7410071942446044;1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2;1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1;1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1;1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,7,3,2,1,1,3,2,1,1,2,1,3,3,1,2,1,1,2,1,1,4,5,1,1,4;1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,7,3,2,1,1,3,2,1,1,2,1,3,3,1,2,1,1,2,1,1,4,5,1,1,4,1,1,3,2,1,1,1,3,1,2,2,1,6,2,1,1,2,2,6,1,2,4,3,1,1,1,2,1,1,1,1,4,2,2,4,3,1,1,5,4
1853211;795;164;30079718549;94;13.98647506778866;94;109;109;11;105;27;19;13;0.6402439024390244;0.16463414634146342;0.11585365853658537;0.07926829268292683;1.7134146341463414;1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2;1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1;1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1;1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1,6,1,1,3,2,3,1,1,1,1,1,1,5,5,10;1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1,6,1,1,3,2,3,1,1,1,1,1,1,5,5,10,2,1,4,3,1,3,1,1,1,6,1,3,4,2,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
502441;681;121;8138196845;41;13.983462529567404;41;1;1;13;71;27;14;9;0.5867768595041323;0.2231404958677686;0.11570247933884298;0.0743801652892562;1.743801652892562;2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1;2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1;2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1;2;2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,5,2,2,2,3,2,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,1,1,2,2,1,1,3,1,3,1,2,1,2,1,8,1,3,1,1,2,1,1,1,1,1,1,6,3,3,5,3,2,2,1,2,2,4,3,2,1,2,3,1,2,1,4,1,3,1,2,3,4
2431999;1023;102;39391746821;41;13.983462529567404;41;66;66;9;61;17;13;11;0.5980392156862745;0.16666666666666666;0.12745098039215685;0.10784313725490197;1.7941176470588236;1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1;1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1;1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1;1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,2,3,3,3,2,2,2,1,1,1,1,1,3,6,1,2,3,2,1,1,3,2,1,3;1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,2,3,3,3,2,2,2,1,1,1,1,1,3,6,1,2,3,2,1,1,3,2,1,3,1,1,1,3,2,1,2,4,2,1,3,1,1,4,2,1,1,1,2,1,5,1,2,1,1,3,3,1,4,4,1,2,5,1,5,4
