family_id;members_count;nodes_count;max_common_value;min_common_value;max_avg_step;min_avg_step;members_preview;common_values_preview
8953bc6def58;2;50;34273584341;58901;49.5;0.5;3174015,4761023;34273584341,25359205889,22849056227,22541516345,20310272201,20036903417,19019404417,18053575289,16906137259,15232704151,15027677563,14264553313,13540181467,13357935611,12035716859,10698414985,8905290407,8023811239,5936860271,5277209129,3957906847,3518139419,2345426279,1563617519,1042411679,803287133,694941119,463294079,451849013,308862719
6fb6c0962c48;2;30;5375459285;4849663;30.0;1.0;4310811,4849663;5375459285,3583639523,3228917417,3185457353,2421688063,2389093015,2152611611,2123638235,1435074407,1415758823,956716271,943839215,637810847,629226143,425207231,419484095,283471487,279656063,188980991,186437375,125987327,124291583,82861055,55240703,36827135,24551423,16367615,10911743,7274495,4849663
8bcfa77e8eab;2;17;468017;11123;137.5;117.5;2548479,3927679;468017,351013,312011,208007,148085,138671,98723,92447,65815,61631,41087,23429,20825,16685,15619,13883,11123
094d651c32b5;2;15;1061819117;3637247;14.5;0.5;2424831,3637247;1061819117,707879411,471919607,314613071,209742047,139828031,93218687,62145791,41430527,27620351,18413567,12275711,8183807,5455871,3637247
742329cb57de;2;13;84858029;4414703;12.5;0.5;2943135,4414703;84858029,56572019,37714679,31821761,25143119,23866321,17899741,16762079,14899625,11174719,9933083,6622055,4414703
7e40088d485e;2;10;280482749;7295999;13.5;4.5;4554855,4863999;280482749,186988499,124658999,83105999,55403999,36935999,24623999,16415999,10943999,7295999
3660fe996aad;2;9;126692909;4943359;10.0;2.0;3905863,4943359;126692909,84461939,56307959,37538639,25025759,16683839,11122559,7415039,4943359
c68b6f8454c0;2;9;10773161;630527;8.5;0.5;420351,630527;10773161,8079871,7182107,4788071,3192047,2128031,1418687,945791,630527
f9f228e49636;2;8;42230969;3707519;7.5;0.5;2471679,3707519;42230969,31673227,28153979,18769319,12512879,8341919,5561279,3707519
ba691178a347;2;8;38766761;3403391;7.5;0.5;2268927,3403391;38766761,29075071,25844507,17229671,11486447,7657631,5105087,3403391
5ee6b5c774e5;2;8;8939261;2092775;7.5;0.5;1395183,2092775;8939261,7946009,5959507,5297339,4708745,3531559,3139163,2092775
ebd167267eee;2;7;38478077;3378047;6.5;0.5;2252031,3378047;38478077,25652051,17101367,11400911,7600607,5067071,3378047
1798332cb17a;2;7;25694333;2255743;6.5;0.5;2255743,3007657;25694333,17129555,11419703,7613135,5075423,3383615,2255743
ea5f5f9c6d6e;2;6;10310273;3054895;5.5;0.5;3054895,4073193;10310273,7732705,6873515,5799529,4582343,3054895
d233aaeaba42;2;6;8144873;1608863;5.5;0.5;1072575,1608863;8144873,6108655,5429915,3619943,2413295,1608863
eba5ceee6062;2;5;20479229;4045279;5.0;1.0;3595803,4045279;20479229,13652819,9101879,6067919,4045279
7b6df1f3c2db;2;5;12959513;3839855;4.5;0.5;2559903,3839855;12959513,9719635,8639675,5759783,3839855
944896456d1d;2;5;817289;242159;4.5;0.5;161439,242159;817289,612967,544859,363239,242159
873ec7164bd9;2;3;10689533;4750903;4.0;2.0;3753799,4750903;10689533,7126355,4750903
89fc59a26168;2;3;5267645;2341175;2.5;0.5;1560783,2341175;5267645,3511763,2341175
ca9d442f704c;2;3;4811489;3207659;2.5;0.5;2138439,3207659;4811489,3608617,3207659
398b839bbac7;2;2;5345417;3563611;1.5;0.5;3563611,4751481;5345417,3563611
84226e9a7e2e;2;2;5338145;3558763;1.5;0.5;3558763,4745017;5338145,3558763
84c26f71eca0;2;2;5224673;3483115;1.5;0.5;3483115,4644153;5224673,3483115
25b2a382d200;2;2;4893353;3262235;1.5;0.5;2174823,3262235;4893353,3262235
ffad38e7bc57;2;2;3307049;2204699;1.5;0.5;1469799,2204699;3307049,2204699
76f7098e2c39;2;2;2699657;1799771;1.5;0.5;1199847,1799771;2699657,1799771
2b49ca96c72b;2;2;2311721;1541147;1.5;0.5;1027431,1541147;2311721,1541147
55290d7b6a16;2;2;1701197;1134131;1.5;0.5;756087,1134131;1701197,1134131
9e545f79c9c0;2;1;4837001;4837001;0.5;0.5;3224667,4837001;4837001
aba021af29af;2;1;4772705;4772705;0.5;0.5;3181803,4772705;4772705
548148069007;2;1;4723849;4723849;2.0;2.0;3732423,4723849;4723849
e94362ed2c06;2;1;4571689;4571689;1.0;1.0;4063723,4571689;4571689
f5b02353daf3;2;1;4483561;4483561;1.0;1.0;3985387,4483561;4483561
11402b6299af;2;1;4172287;4172287;1.0;1.0;3708699,4172287;4172287
79e5d1de7893;2;1;3706423;3706423;0.5;0.5;3706423,4941897;3706423
48bbab11ac4e;2;1;3644863;3644863;0.5;0.5;3644863,4859817;3644863
5fb727eef938;2;1;3563177;3563177;0.5;0.5;2375451,3563177;3563177
d3f2dafc7d14;2;1;3540649;3540649;1.0;1.0;3147243,3540649;3540649
adef897de0da;2;1;3339905;3339905;0.5;0.5;2226603,3339905;3339905
81d133e667b8;2;1;3339817;3339817;0.5;0.5;3339817,4453089;3339817
94bde44d8c7c;2;1;3242665;3242665;0.5;0.5;3242665,4323553;3242665
d485364395d7;2;1;3233107;3233107;0.5;0.5;3233107,4310809;3233107
2d08b799f25d;2;1;3219199;3219199;0.5;0.5;3219199,4292265;3219199
43de626b05b6;2;1;3191911;3191911;0.5;0.5;3191911,4255881;3191911
b266d5cfef91;2;1;3064033;3064033;0.5;0.5;3064033,4085377;3064033
43d73c0f4d09;2;1;3037039;3037039;0.5;0.5;3037039,4049385;3037039
852d29e50141;2;1;3033959;3033959;0.5;0.5;2022639,3033959;3033959
31177fa12f3c;2;1;2989823;2989823;0.5;0.5;1993215,2989823;2989823
b8b0770e22a1;2;1;2983289;2983289;0.5;0.5;1988859,2983289;2983289
23192a046dc9;2;1;2884699;2884699;0.5;0.5;2884699,3846265;2884699
fdf9081e4a5e;2;1;2882815;2882815;0.5;0.5;2882815,3843753;2882815
cd8a3f6c2bfe;2;1;2870431;2870431;0.5;0.5;2870431,3827241;2870431
fa0aa92f57f9;2;1;2818045;2818045;0.5;0.5;2818045,3757393;2818045
b04ab344f775;2;1;2799007;2799007;0.5;0.5;2799007,3732009;2799007
eb9f6a6bae70;2;1;2779817;2779817;0.5;0.5;1853211,2779817;2779817
6cb83a17379f;2;1;2752511;2752511;0.5;0.5;1835007,2752511;2752511
375c3836aec0;2;1;2612167;2612167;0.5;0.5;2612167,3482889;2612167
948f1e056a1c;2;1;2314735;2314735;0.5;0.5;2314735,3086313;2314735
0b6718aaa775;2;1;2204159;2204159;0.5;0.5;1469439,2204159;2204159
e01a1a6e919e;2;1;2162111;2162111;0.5;0.5;1441407,2162111;2162111
300bb19abeb1;2;1;2117281;2117281;1.0;1.0;1882027,2117281;2117281
69d523fc32b2;2;1;2102407;2102407;0.5;0.5;2102407,2803209;2102407
e90cf7422ea6;2;1;1995647;1995647;0.5;0.5;1330431,1995647;1995647
85c3076e6d25;2;1;1991615;1991615;0.5;0.5;1327743,1991615;1991615
d308c8ec1733;2;1;1773907;1773907;0.5;0.5;1773907,2365209;1773907
e0b2751322be;2;1;1691807;1691807;0.5;0.5;1127871,1691807;1691807
0e7e6d754925;2;1;1507325;1507325;0.5;0.5;1004883,1507325;1507325
173d1ea42597;2;1;1461119;1461119;0.5;0.5;974079,1461119;1461119
d17c6f86f6e0;2;1;1450015;1450015;0.5;0.5;1450015,1933353;1450015
aaf05cfbc1a3;2;1;1441447;1441447;0.5;0.5;1441447,1921929;1441447
28e953bd7d4a;2;1;1441445;1441445;0.5;0.5;960963,1441445;1441445
79e39267cb90;2;1;1357855;1357855;0.5;0.5;1357855,1810473;1357855
6a1f0bfdfd3b;2;1;1281283;1281283;0.5;0.5;1281283,1708377;1281283
77843f050811;2;1;1212415;1212415;0.5;0.5;1212415,1616553;1212415
c1a06358226d;2;1;1138921;1138921;0.5;0.5;1138921,1518561;1138921
7146bc7029d3;2;1;1126015;1126015;0.5;0.5;1126015,1501353;1126015
4c07bb1f0f18;2;1;1081085;1081085;0.5;0.5;720723,1081085;1081085
979d77e9733b;2;1;1026187;1026187;0.5;0.5;1026187,1368249;1026187
6f2e58816e90;2;1;1008115;1008115;0.5;0.5;1008115,1344153;1008115
fafeae4f642f;2;1;917161;917161;0.5;0.5;917161,1222881;917161
67acff56c060;2;1;850597;850597;0.5;0.5;850597,1134129;850597
32d36ddc0848;2;1;829087;829087;0.5;0.5;829087,1105449;829087
dc532030cc36;2;1;822139;822139;0.5;0.5;822139,1096185;822139
ec0f5b99f01b;2;1;654619;654619;1.0;1.0;581883,654619;654619
94fd54c178b5;2;1;577231;577231;0.5;0.5;577231,769641;577231
992f3de1211a;2;1;502441;502441;0.5;0.5;502441,669921;502441
94db9b2629f4;2;1;378043;378043;0.5;0.5;378043,504057;378043
8a36336effc7;2;1;201569;201569;0.5;0.5;134379,201569;201569
0057b4469e35;2;1;184489;184489;0.5;0.5;184489,245985;184489
327ea0267e70;2;1;103561;103561;0.5;0.5;103561,138081;103561
