common_value;members_count;min_step;max_step;avg_step;trunk_start;reached_one;steps_to_1;total_v2;avg_v2;critical_v2;final_surplus;max_debt;max_debt_step;min_surplus;min_surplus_step;starts_dissipative;max_value;max_value_step;max_ratio;biggest_drop_ratio;biggest_drop_step;biggest_drop_v2;biggest_drop_from;biggest_drop_to;prefix_80_v2
234003691;62;39;70;54.0;234003691;True;94;177;1.8829787234042554;1.584962500721156;28.01352493221134;5.13383752235584;31;-5.13383752235584;31;False;8216025965;31;35.11066825437382;0.005859379553959686;47;9;428885;2513;1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1
225151145;62;56;87;71.0;225151145;True;77;150;1.948051948051948;1.584962500721156;27.957887444470984;5.189475010096185;14;-5.189475010096185;14;False;8216025965;14;36.49115781756295;0.005859379553959686;30;9;428885;2513;2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
205203631;62;25;56;40.0;205203631;True;108;199;1.8425925925925926;1.584962500721156;27.824049922115137;5.323312532452022;45;-5.323312532452022;45;False;8216025965;45;40.03840441302913;0.005859379553959686;61;9;428885;2513;1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2
197440615;62;42;73;57.0;197440615;True;91;172;1.89010989010989;1.584962500721156;27.768412434374795;5.37895002019237;28;-5.37895002019237;28;False;8216025965;28;41.61264370555167;0.005859379553959686;44;9;428885;2513;1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1
194783135;62;30;61;45.0;194783135;True;103;191;1.854368932038835;1.584962500721156;27.748862425720915;5.398500028846243;40;-5.398500028846243;40;False;8216025965;40;42.18037647355866;0.005859379553959686;56;9;428885;2513;1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3
192161423;62;18;49;33.0;192161423;True;115;210;1.826086956521739;1.584962500721156;27.729312417067064;5.418050037500109;52;-5.418050037500109;52;False;8216025965;52;42.7558551385207;0.005859379553959686;68;9;428885;2513;1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1
182403227;62;23;54;38.0;182403227;True;110;202;1.8363636363636364;1.584962500721156;27.654124920672842;5.49323753389433;47;-5.49323753389433;47;False;8216025965;47;45.043205101848336;0.005859379553959686;63;9;428885;2513;1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1
170810153;62;16;47;31.0;170810153;True;117;213;1.8205128205128205;1.584962500721156;27.55938741562474;5.587975038942432;54;-5.587975038942432;54;False;8216025965;54;48.10033724985891;0.005859379553959686;70;9;428885;2513;2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1
168863359;62;57;88;72.0;168863359;True;76;148;1.9473684210526316;1.584962500721156;27.54284994519213;5.604512509375027;13;-5.604512509375027;13;False;8216025965;13;48.654877018051025;0.005859379553959686;29;9;428885;2513;1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
137088385;62;77;108;92.0;137088385;True;56;116;2.0714285714285716;1.584962500721156;27.24209995961526;0.0;0;0.0;0;True;137088385;0;1.0;0.005859379553959686;9;9;428885;2513;2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
128107615;62;17;48;32.0;128107615;True;116;211;1.8189655172413792;1.584962500721156;27.144349916345902;6.00301253822127;53;-6.00301253822127;53;False;8216025965;53;64.13378287465581;0.005859379553959686;69;9;428885;2513;1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1
121602151;62;22;53;37.0;121602151;True;111;203;1.8288288288288288;1.584962500721156;27.06916241995168;6.078200034615492;48;-6.078200034615492;48;False;8216025965;48;67.56480783797977;0.005859379553959686;64;9;428885;2513;1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2
113873435;62;15;46;30.0;113873435;True;118;214;1.8135593220338984;1.584962500721156;26.97442491490358;6.172937539663579;55;-6.172937539663579;55;False;8216025965;55;72.15050608598924;0.005859379553959686;71;9;428885;2513;1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3
102816289;62;78;109;93.0;102816289;True;55;114;2.0727272727272728;1.584962500721156;26.82706246033642;0.0;0;0.0;0;True;102816289;0;1.0;0.005859379553959686;8;9;428885;2513;2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
86751245;62;81;112;96.0;86751245;True;52;109;2.0961538461538463;1.584962500721156;26.58194996249989;0.0;0;0.0;0;True;86751245;0;1.0;0.005859379553959686;5;9;428885;2513;3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
77112217;62;79;110;94.0;77112217;True;54;112;2.074074074074074;1.584962500721156;26.41202496105757;0.16992500144231215;2;-0.16992500144231215;2;False;86751245;2;1.1250000113470995;0.005859379553959686;7;9;428885;2513;2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
75915623;62;14;45;29.0;75915623;True;119;215;1.8067226890756303;1.584962500721156;26.389462414182418;6.75790004038474;56;-6.75790004038474;56;False;8216025965;56;108.22575960418582;0.005859379553959686;72;9;428885;2513;1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2
67480553;62;12;43;27.0;67480553;True;121;218;1.8016528925619835;1.584962500721156;26.219537412740124;6.927825041827049;58;-6.927825041827049;58;False;8216025965;58;121.75398095803986;0.005859379553959686;74;9;428885;2513;2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1
59982713;62;10;41;25.0;59982713;True;123;221;1.7967479674796747;1.584962500721156;26.0496124112978;7.097750043269372;60;-7.097750043269372;60;False;8216025965;60;136.97323035388547;0.005859379553959686;76;9;428885;2513;2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4
57834163;62;80;111;95.0;57834163;True;53;110;2.0754716981132075;1.584962500721156;25.99698746177873;0.5849625007211561;1;-0.5849625007211561;1;False;86751245;1;1.500000008645409;0.005859379553959686;6;9;428885;2513;1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
50610415;62;13;44;28.0;50610415;True;120;216;1.8;1.584962500721156;25.804499913461257;7.342862541105902;57;-7.342862541105902;57;False;8216025965;57;162.33864047548315;0.005859379553959686;73;9;428885;2513;1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2
44987035;62;11;42;26.0;44987035;True;122;219;1.7950819672131149;1.584962500721156;25.634574912018962;7.51278754254821;59;-7.51278754254821;59;False;8216025965;59;182.6309727902717;0.005859379553959686;75;9;428885;2513;1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1
39988475;62;9;40;24.0;39988475;True;124;222;1.7903225806451613;1.584962500721156;25.46464991057664;7.682712543990519;61;-7.682712543990519;61;False;8216025965;61;205.45984724348702;0.005859379553959686;77;9;428885;2513;1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1
32531717;62;82;113;97.0;32531717;True;51;106;2.0784313725490198;1.584962500721156;25.16691246322104;0.0;0;0.0;0;True;32531717;0;1.0;0.005859379553959686;4;9;428885;2513;4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
26658983;62;8;39;23.0;26658983;True;125;223;1.784;1.584962500721156;24.879687409855478;8.26767504471168;62;-8.26767504471168;62;False;8216025965;62;308.189774718713;0.005859379553959686;78;9;428885;2513;1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3
6099697;62;83;114;98.0;6099697;True;50;102;2.04;1.584962500721156;22.7518749639422;0.0;0;0.0;0;True;6099697;0;1.0;0.005859379553959686;3;9;428885;2513;2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
4574773;62;84;115;99.0;4574773;True;49;100;2.0408163265306123;1.584962500721156;22.336837464663347;0.0;0;0.0;0;True;4574773;0;1.0;0.005859379553959686;2;9;428885;2513;5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
428885;62;85;116;100.0;428885;True;48;95;1.9791666666666667;1.584962500721156;18.92179996538451;0.0;0;0.0;0;True;428885;0;1.0;0.005859379553959686;1;9;428885;2513;9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
71090621;61;11;38;22.24590163934426;71090621;True;126;226;1.7936507936507937;1.584962500721156;26.294724909134345;6.852637545432827;63;-6.852637545432827;63;False;8216025965;63;115.57116606141336;0.005859379553959686;79;9;428885;2513;3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2
47393747;61;10;37;21.24590163934426;47393747;True;127;227;1.7874015748031495;1.584962500721156;25.709762408413184;7.437600046153989;64;-7.437600046153989;64;False;8216025965;64;173.356750311386;0.005859379553959686;80;9;428885;2513;1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9
31595831;61;9;36;20.24590163934426;31595831;True;128;228;1.78125;1.584962500721156;25.124799907692022;8.02256254687515;65;-8.02256254687515;65;False;8216025965;65;260.0351282104275;0.005859379553959686;81;9;428885;2513;1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5
21063887;61;8;35;19.24590163934426;21063887;True;129;229;1.7751937984496124;1.584962500721156;24.53983740697086;8.607525047596297;66;-8.607525047596297;66;False;8216025965;66;390.0526984881755;0.005859379553959686;82;9;428885;2513;1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2
14042591;61;7;34;18.24590163934426;14042591;True;130;230;1.7692307692307692;1.584962500721156;23.9548749062497;9.192487548317459;67;-9.192487548317459;67;False;8216025965;67;585.079061620466;0.005859379553959686;83;9;428885;2513;1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4
9361727;61;6;33;17.24590163934426;9361727;True;131;231;1.7633587786259541;1.584962500721156;23.369912405528567;9.777450049038606;68;-9.777450049038606;68;False;8216025965;68;877.6186236791566;0.005859379553959686;84;9;428885;2513;1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3
6241151;61;5;32;16.24590163934426;6241151;True;132;232;1.7575757575757576;1.584962500721156;22.784949904807405;10.362412549759767;69;-10.362412549759767;69;False;8216025965;69;1316.4280058277711;0.005859379553959686;85;9;428885;2513;1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1
5547689;58;3;30;14.724137931034482;5547689;True;134;235;1.7537313432835822;1.584962500721156;22.615024903365082;10.532337551202076;71;-10.532337551202076;71;False;8216025965;71;1480.9817141876554;0.005859379553959686;87;9;428885;2513;2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2
4160767;58;4;31;15.724137931034482;4160767;True;133;233;1.7518796992481203;1.584962500721156;22.199987404086244;10.947375050480929;70;-10.947375050480929;70;False;8216025965;70;1974.6421669370095;0.005859379553959686;86;9;428885;2513;1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2
3698459;58;2;29;13.724137931034482;3698459;True;135;236;1.7481481481481482;1.584962500721156;22.03006240264392;11.117300051923237;72;-11.117300051923237;72;False;8216025965;72;2221.4727714975347;0.005859379553959686;88;9;428885;2513;1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2
2465639;58;1;28;12.724137931034482;2465639;True;136;237;1.7426470588235294;1.584962500721156;21.445099901922788;11.702262552644399;73;-11.702262552644399;73;False;8216025965;73;3332.2096077325186;0.005859379553959686;89;9;428885;2513;1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
1643759;58;0;27;11.724137931034482;1643759;True;137;238;1.7372262773722629;1.584962500721156;20.860137401201627;12.287225053365546;74;-12.287225053365546;74;False;8216025965;74;4998.315425193109;0.005859379553959686;90;9;428885;2513;1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1
1095839;57;0;26;10.929824561403509;1095839;True;138;239;1.7318840579710144;1.584962500721156;20.275174900480465;12.872187554086707;75;-12.872187554086707;75;False;8216025965;75;7497.475418378065;0.005859379553959686;91;9;428885;2513;1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3
730559;56;0;25;10.125;730559;True;139;240;1.7266187050359711;1.584962500721156;19.690212399759304;13.457150054807869;76;-13.457150054807869;76;False;8216025965;76;11246.218258894902;0.005859379553959686;92;9;428885;2513;1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1
1948157;42;0;24;10.666666666666666;1948157;True;140;243;1.7357142857142858;1.584962500721156;21.105249899038142;12.042112555529016;77;-12.042112555529016;77;False;8216025965;77;4217.332568679013;0.005859379553959686;93;9;428885;2513;3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1
1298771;41;0;23;9.926829268292684;1298771;True;141;244;1.7304964539007093;1.584962500721156;20.52028739831698;12.627075056250177;78;-12.627075056250177;78;False;8216025965;78;6326.00047660442;0.005859379553959686;94;9;428885;2513;1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2
865847;40;0;22;9.175;865847;True;142;245;1.7253521126760563;1.584962500721156;19.935324897595848;13.212037556971325;79;-13.212037556971325;79;False;8216025965;79;9489.004367977252;0.005859379553959686;95;9;428885;2513;1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3
2308925;37;0;21;8.837837837837839;2308925;True;143;248;1.7342657342657342;1.584962500721156;21.350362396874687;11.797000057692486;80;-11.797000057692486;80;False;8216025965;80;3558.3771517047976;0.005859379553959686;96;9;428885;2513;3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1
17981;28;87;110;97.32142857142857;17981;True;25;54;2.16;1.584962500721156;14.3759374819711;0.0;0;0.0;0;True;17981;0;1.0;0.18750411915903248;4;4;15173;2845;3,1,1,4,3,1,2,2,4,2,1,1,1,1,1,1,2,4,3,3,3,1,2,3,4
15173;28;90;113;100.32142857142857;15173;True;22;49;2.227272727272727;1.584962500721156;14.130824984134563;0.0;0;0.0;0;True;15173;0;1.0;0.18750411915903248;1;4;15173;2845;4,3,1,2,2,4,2,1,1,1,1,1,1,2,4,3,3,3,1,2,3,4
11987;28;86;109;96.32142857142857;11987;True;26;55;2.1153846153846154;1.584962500721156;13.790974981249946;0.5849625007211561;1;-0.5849625007211561;1;False;17981;1;1.500041711854509;0.18750411915903248;5;4;15173;2845;1,3,1,1,4,3,1,2,2,4,2,1,1,1,1,1,1,2,4,3,3,3,1,2,3,4
10115;28;89;112;99.32142857142857;10115;True;23;50;2.1739130434782608;1.584962500721156;13.545862483413408;0.5849625007211561;1;-0.5849625007211561;1;False;15173;1;1.5000494315373207;0.18750411915903248;2;4;15173;2845;1,4,3,1,2,2,4,2,1,1,1,1,1,1,2,4,3,3,3,1,2,3,4
