start;classe_mod_1024;reached_one;total_syracuse_steps;max_value;max_ratio;peak_step;first_positive_surplus_step;first_descent_step;max_debt;max_debt_step;max_consecutive_v2_1;total_v2;avg_v2;final_surplus
540543;895;True;150;8216025965;15199.578877166108;87;102;102;13.891737562740587;87;7;257;1.7133333333333334;19.255624891826585
378043;187;True;67;5734125917;15167.919831870977;34;4;4;13.888725024519303;34;12;125;1.8656716417910448;18.80751245168254
2559903;927;True;117;38828142341;15167.817820050213;34;82;82;13.888725024519303;34;16;207;1.7692307692307692;21.55938741562474
3512991;671;True;142;51968116565;14793.125449225461;63;8;8;13.852637545432827;63;12;247;1.7394366197183098;21.935324897595848
3985387;1003;True;152;58956314129;14793.121503382232;63;3;3;13.852637545432827;63;7;263;1.730263157894737;22.085699890384262
2084863;1023;True;162;30079718549;14427.67152997583;92;107;107;13.816550066346366;92;11;278;1.7160493827160495;21.236074883172705
565247;1023;True;119;8138196845;14397.594051803902;39;95;95;13.813537528125089;39;12;208;1.7478991596638656;19.389462414182418
3233107;339;True;120;46548912269;14397.578635349835;39;2;2;13.813537528125089;39;13;212;1.7666666666666666;21.804499913461257
577231;719;True;143;8216025965;14233.514771382688;80;95;95;13.797000057692486;80;7;246;1.7202797202797202;19.350362396874687
3751423;511;True;135;51968116565;13852.907700624537;56;27;27;13.75790004038474;56;12;236;1.7481481481481482;22.03006240264392
3775727;239;True;152;52304792741;13852.906404779795;56;80;80;13.75790004038474;56;12;263;1.730263157894737;22.085699890384262
4255881;137;True;145;58956314129;13852.904752036065;56;1;1;13.75790004038474;56;7;252;1.7379310344827585;22.180437395432364
3888063;959;True;106;53860955093;13852.901841611105;56;82;82;13.75790004038474;56;9;190;1.7924528301886793;21.99397492355746
3827241;553;True;140;52304792741;13666.44868744874;44;1;1;13.738350031730874;44;12;244;1.7428571428571429;22.105249899038142
608111;879;True;148;8216025965;13510.73400250941;85;100;100;13.721812561298265;85;7;254;1.7162162162162162;19.425549893268908
425299;339;True;65;5734125917;13482.575592700665;32;2;2;13.718800023076994;32;12;122;1.876923076923077;18.97743745312485
1409023;1023;True;86;18997161173;13482.506086132022;32;44;44;13.718800023076994;32;14;157;1.8255813953488371;20.693224937980574
3423871;639;True;84;46162343069;13482.500675113051;32;51;51;13.718800023076994;32;9;155;1.8452380952380953;21.863149939422897
2252031;255;True;196;30079718549;13356.70714523912;126;141;141;13.705275090865655;126;10;332;1.6938775510204083;21.347349858653388
1330431;255;True;163;17494428437;13149.444380805919;61;85;85;13.682712543990519;61;9;279;1.7116564417177915;20.651112382451572
3977719;503;True;157;52304792741;13149.44387499469;61;3;3;13.682712543990519;61;12;271;1.7261146496815287;22.160887386778484
4483561;489;True;150;58956314129;13149.439503332283;61;1;1;13.682712543990519;61;7;260;1.7333333333333334;22.255624891826585
3843753;681;True;135;50543191457;13149.43792095902;61;1;1;13.682712543990519;61;7;236;1.7481481481481482;22.03006240264392
4881511;103;True;112;64189112525;13149.435190251543;61;72;72;13.682712543990519;61;5;200;1.7857142857142858;22.48419991923052
3707519;639;True;164;48095597285;12972.447959133857;49;92;92;13.663162535336653;49;13;282;1.7195121951219512;22.066149881730382
640641;641;True;153;8216025965;12824.695835889366;90;1;1;13.646625064904043;90;7;262;1.7124183006535947;19.50073738966313
2345471;511;True;160;30079718549;12824.596232057442;90;105;105;13.646625064904043;90;9;275;1.71875;21.405999884615028
3033959;871;True;120;38828142341;12797.846754356271;37;85;85;13.643612526682773;37;16;212;1.7666666666666666;21.804499913461257
3637247;1023;True;118;46548912269;12797.8419582173;37;64;64;13.643612526682773;37;14;209;1.771186440677966;21.97442491490358
649385;169;True;141;8216025965;12652.010694734248;78;1;1;13.627075056250177;78;7;243;1.7234042553191489;19.52028739831698
4049385;489;True;140;50543191457;12481.69572836369;66;1;1;13.607525047596297;66;6;244;1.7428571428571429;22.105249899038142
4220351;447;True;133;51968116565;12313.69536917664;54;25;25;13.587975038942432;54;12;233;1.7518796992481203;22.199987404086244
3905863;327;True;169;48095597285;12313.692847137752;54;97;97;13.587975038942432;54;13;290;1.7159763313609468;22.141337378124604
4787867;667;True;143;58956314129;12313.690862549023;54;95;95;13.587975038942432;54;7;249;1.7412587412587412;22.350362396874687
3428767;415;True;207;41739568049;12173.34629299687;95;118;118;13.571437568509822;95;9;350;1.6908212560386473;21.912762350720698
669921;225;True;122;8138196845;12147.994830733773;42;1;1;13.568425030288552;42;13;213;1.7459016393442623;19.634574912018962
3242665;681;True;103;39391746821;12147.954482192888;42;1;1;13.568425030288552;42;9;185;1.796116504854369;21.748862425720915
3563631;111;True;111;43290821789;12147.952969597582;42;70;70;13.568425030288552;42;7;198;1.7837837837837838;22.06916241995168
4305647;751;True;138;52304792741;12147.951920117928;42;66;66;13.568425030288552;42;12;241;1.7463768115942029;22.275174900480465
478463;255;True;63;5734125917;11984.47093505663;30;43;43;13.548875021634686;30;12;119;1.8888888888888888;19.147362454567173
1585151;1023;True;84;18997161173;11984.448909283721;30;42;42;13.548875021634686;30;11;154;1.8333333333333333;20.863149939422897
4336297;681;True;109;51968116565;11984.445845153134;30;1;1;13.548875021634686;30;12;195;1.7889908256880733;22.239087421393975
3959295;511;True;92;47449950497;11984.444325820632;30;62;62;13.548875021634686;30;8;168;1.826086956521739;22.183449933653634
2533535;159;True;194;30079718549;11872.627987772026;124;139;139;13.53535008942336;124;10;329;1.6958762886597938;21.51727486009571
4414703;239;True;167;52304792741;11847.862187105226;71;15;15;13.532337551202076;71;12;287;1.718562874251497;22.311262379566926
