classe_mod;count;avg_first_descent;max_first_descent;no_descent_count;no_descent_ratio;avg_max_ratio;max_ratio;avg_final_ratio;max_final_ratio;min_final_ratio
759;4883;3.0;3;0;0.0;2.2500024004011094;2.251646903820817;0.8437511401905277;0.8445322793148881;0.8437501187517338
791;4883;3.0;3;0;0.0;2.250002380818591;2.2515802781289507;0.21093778272220748;0.2111251580278129;0.21093752968774343
823;4883;3.0;3;0;0.0;2.250002362430029;2.2515188335358443;0.8437511221542694;0.8444714459295262;0.8437501187502138
855;4882;3.0;3;0;0.0;2.250002345539807;2.2514619883040936;0.4218755570657038;0.4222222222222222;0.42187505938688924
887;4882;3.0;3;0;0.0;2.2500023291790106;2.2514092446448704;0.8437511063600297;0.8444193912063134;0.8437501187730182
919;4882;3.0;3;0;0.0;2.2500023136875953;2.251360174102285;0.10546888737520105;0.10554951033732318;0.10546876484653224
951;4882;3.0;3;0;0.0;2.2500022989849175;2.2513144058885386;0.8437510920178396;0.8443743427970557;0.8437501187714976
983;4882;3.0;3;0;0.0;2.250002285000486;2.2512716174974567;0.4218755426876147;0.422177009155646;0.4218750593853687
1015;4882;3.0;3;0;0.0;2.250002271672391;2.251231527093596;0.8437510790443841;0.8443349753694581;0.8437501187699771
11;4883;3.0;3;0;0.0;1.5000102140084606;1.5454545454545454;0.4218823413185828;0.45454545454545453;0.4218750718868038
43;4883;3.0;3;0;0.0;1.5000032816298474;1.5116279069767442;0.8437547173429072;0.8604651162790697;0.8437501437726873
75;4883;3.0;3;0;0.0;1.5000022608680845;1.5066666666666666;0.01757628070614985;0.026387625113739762;1.6093258501827069e-06
107;4883;3.0;3;0;0.0;1.5000018480152895;1.5046728971962617;0.8437526565219793;0.8504672897196262;0.8437501437708468
139;4883;3.0;3;0;0.0;1.5000016233404905;1.5035971223021583;0.4218761667759815;0.4244604316546763;0.42187507188496326
171;4883;3.0;3;0;0.0;1.5000014812880562;1.5029239766081872;0.843752129351576;0.847953216374269;0.8437501437690063
203;4883;3.0;3;0;0.0;1.5000013828527226;1.5024630541871922;0.21093799696269663;0.21182266009852216;0.2109375359420215
235;4883;3.0;3;0;0.0;1.5000013102694751;1.5021276595744681;0.8437518835123708;0.8468085106382979;0.8437501437671658
267;4883;3.0;3;0;0.0;1.5000012542858034;1.5018726591760299;0.4218759015179224;0.4232209737827715;0.4218750718831228
299;4883;3.0;3;0;0.0;1.500001209606954;1.5016722408026757;0.8437517388099978;0.8461538461538461;0.8437501437653254
331;4883;3.0;3;0;0.0;1.5000011729831184;1.501510574018127;0.10546896077040385;0.10574018126888217;0.10546876797055064
363;4883;3.0;3;0;0.0;1.5000011423083215;1.5013774104683195;0.843751642068216;0.8457300275482094;0.843750143763485
395;4883;3.0;3;0;0.0;1.5000011161573428;1.5012658227848101;0.4218758022380915;0.42278481012658226;0.4218750718812824
427;4883;3.0;3;0;0.0;1.500001093530746;1.5011709601873535;0.8437515719504451;0.8454332552693209;0.8437501437616447
459;4883;3.0;3;0;0.0;1.5000010737066154;1.5010893246187365;0.21093788586331205;0.2113289760348584;0.21093753594018114
491;4883;3.0;3;0;0.0;1.5000010561502168;1.5010183299389002;0.8437515182159312;0.845213849287169;0.8437501437598044
523;4883;3.0;3;0;0.0;1.5000010404568518;1.5009560229445507;0.4218757478283583;0.4225621414913958;0.4218750718794422
555;4883;3.0;3;0;0.0;1.5000010263144012;1.500900900900901;0.843751475326953;0.8450450450450451;0.8437501437579642
587;4883;3.0;3;0;0.0;1.500001013478205;1.5008517887563884;0.05273446605468249;0.05281090289608177;0.05273438398481525
619;4883;3.0;3;0;0.0;1.5000010017536296;1.5008077544426495;0.8437514400208409;0.8449111470113085;0.843750143756124
651;4883;3.0;3;0;0.0;1.5000009909838454;1.5007680491551458;0.42187571226963905;0.42242703533026116;0.421875071877602
683;4883;3.0;3;0;0.0;1.5000009810410044;1.500732064421669;0.8437514102464372;0.8448023426061494;0.8437501437542839
715;4883;3.0;3;0;0.0;1.5000009718197724;1.5006993006993008;0.21093784924773074;0.2111888111888112;0.21093753593834097
747;4883;3.0;3;0;0.0;1.500000963232575;1.500669344042838;0.84375138464682;0.8447121820615796;0.8437501437524438
779;4883;3.0;3;0;0.0;1.50000095520591;1.5006418485237485;0.4218756865542501;0.42233632862644416;0.4218750718757619
811;4883;3.0;3;0;0.0;1.5000009476776612;1.500616522811344;0.843751362286641;0.8446362515413071;0.8437501437506038
