start;log_step;log_value;h_step;h_value;loss;initial_dmax;initial_dmax_step;initial_cmax;initial_cmax_step;initial_pmax;initial_pmax_step;initial_pavg;initial_longest_run_1;dmax_at_log_step;dmax_step_at_log_step;dmax_delta_at_log_step;cmax_at_log_step;cmax_step_at_log_step;cmax_delta_at_log_step;pmax_at_log_step;pmax_step_at_log_step;pmax_delta_at_log_step;pavg_at_log_step;longest_run_1_future_at_log_step;max_single_v2_at_log_step;max_single_v2_step_at_log_step;log_delta_at_log_step;h_delta_at_log_step;local_debt_at_log_step;max_value;max_value_step;max_ratio;avg_v2_until_h;ratio_1_until_h;max_run_1_until_h;count_1_until_h;count_2_until_h;count_3_until_h;count_4_plus_until_h;prefix_120_v2;classification
1368251;4;865847;95;32531717;91;11.212037556971325;79;0.9052624949519075;7;1.0;1;0.675;7;13.212037556971325;79;2.0;0.24511249783653177;3;-0.6601499971153757;1.0;1;0.0;0.6875;7;5;65;-0.45758034229556266;0.12222415761790018;-0.6601499971153757;8216025965;83;6004.765181973191;1.5368421052631578;0.6421052631578947;7;61;23;8;3;1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3;VERO_RIBELLE_ESTREMO+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX+ESPLOSIONE_FORTE
810815;10;730559;98;32531717;88;11.947375050480929;70;0.15037499278843924;10;1.0;1;0.6875;7;13.457150054807869;76;1.50977500432694;0.0;0;-0.15037499278843924;1.0;1;0.0;0.6875;7;5;62;-0.1042299201258583;0.3230183308693384;-0.15037499278843924;8216025965;86;10133.04633609393;1.530612244897959;0.6530612244897959;7;64;22;9;3;1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3;VERO_RIBELLE_ESTREMO+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX+ESPLOSIONE_FORTE
2959003;31;1623323;108;53485067;77;8.342862541105902;57;0.8661624776441599;31;1.0;1;0.65;8;11.342862541105902;57;3.0;0.0;0;-0.8661624776441599;1.0;1;0.0;0.65;11;5;31;-0.6003771043705406;0.265607769958784;-0.8661624776441599;4216452893;88;1424.957288992272;1.5462962962962963;0.6481481481481481;11;70;25;8;5;1,2,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,2,3,1,5,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,5,2,1,1,1,1,1,1,2,2,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,4,1,5,1,2,1,2,1,1,1,1,1,1,3,3;VERO_RIBELLE_ESTREMO+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX+ESPLOSIONE_FORTE
3328879;29;1623323;106;53485067;77;8.172937539663579;55;1.0360874790864756;29;1.0;1;0.6625;8;11.342862541105902;57;3.169925001442323;0.0;0;-1.0360874790864756;1.0;1;0.0;0.65;11;5;31;-0.7181603277778343;0.20050129699860975;-1.0360874790864756;4216452893;86;1266.628463515796;1.5471698113207548;0.6509433962264151;11;69;24;8;5;1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,2,3,1,5,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,5,2,1,1,1,1,1,1,2,2,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,4,1,5,1,2,1,2,1,1,1,1,1,1,3,3;VERO_RIBELLE_ESTREMO+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX+ESPLOSIONE_FORTE
2826655;15;2417531;85;18647521;70;5.908275033173183;46;0.3007499855768785;20;1.0;1;0.6375;6;7.362412549759767;69;1.4541375165865844;2.957887444470984;77;2.6571374588941055;1.0;1;0.0;0.6375;6;6;70;-0.15634726234117124;0.17109711853624887;-0.2255624891826571;397813781;84;140.73658829959794;1.5529411764705883;0.6352941176470588;6;54;22;6;3;1,1,1,1,2,1,2,2,2,1,3,1,1,2,3,1,2,1,2,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,2,1,3,1,1,2,5,1,1,1,1,1,3,1,2,1,1,2,1,5,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,6;VERO_RIBELLE+DMAX_CRESCE+ALTA_PRESSIONE_PMAX
1835049;1;1376287;41;453535;40;5.797000057692486;80;2.9217999653845084;48;0.8;5;0.6875;8;6.797000057692486;80;1.0;2.5067624661056698;47;-0.4150374992788386;1.0;1;0.19999999999999996;0.7;8;6;39;-0.28768189080360607;0.06476923417476144;-0.4150374992788439;68802929;38;37.493782999800004;1.6341463414634145;0.6341463414634146;8;26;10;2;3;2,1,1,1,1,2,2,1,2,1,1,2,3,1,3,2,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,2,1,1,2,6,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
1883311;5;1787675;40;1241233;35;6.797000057692486;80;2.846612468990287;43;1.0;1;0.6375;11;7.457150054807869;76;0.6601499971153828;2.7714249725960656;38;-0.0751874963942214;1.0;1;0.0;0.625;11;5;24;-0.05211550512101937;0.13498211896311219;-0.07518749639421962;208985741;27;110.96719607117466;1.6;0.625;11;25;9;4;2;1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,3,5,1,3,1,1,2,1,2,2,1,2,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
2972615;5;2821663;39;326527;34;2.888725024519303;34;3.1864624718749113;39;1.0;1;0.625;6;3.797000057692486;80;0.908275033173183;3.111274975480697;34;-0.07518749639421429;1.0;1;0.0;0.65;6;6;34;-0.05211560935978099;0.20445702482053463;-0.07518749639421962;22015709;34;7.406175707247659;1.6666666666666667;0.5641025641025641;4;22;12;3;2;1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,3,1,6;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3131643;10;2821663;44;326527;34;2.8135375281250887;39;3.2616499682691256;44;1.0;1;0.625;6;3.797000057692486;80;0.9834625295673973;3.111274975480697;34;-0.15037499278842859;1.0;1;0.0;0.65;6;6;34;-0.10423135950973617;0.17564939855278716;-0.15037499278843924;22015709;39;7.030082611587591;1.6590909090909092;0.5909090909090909;4;26;12;3;3;1,2,1,2,1,1,1,1,4,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,3,1,6;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
1653409;1;1240057;31;453535;30;7.797000057692486;80;2.7714249725960656;38;0.72;25;0.6875;8;8.797000057692486;80;1.0;2.356387473317227;37;-0.4150374992788386;0.7692307692307693;13;0.0492307692307693;0.7;8;6;29;-0.28768187084812347;0.01953848489947063;-0.4150374992788439;68802929;28;41.612770342970194;1.6451612903225807;0.6451612903225806;8;20;8;0;3;2,2,1,2,1,2,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,2,1,1,2,6,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
