T;j_count;states;rho_full;mu_core;tail_action_on_v_core;bound_via_v_core;tail_action_on_v_full;core_action_on_v_full;full_action_on_v_full;bound_via_v_full;gap_full_minus_core
16;16;164;0.030675745611865403;0.016860210179046594;3399095.342846675;3399095.359706885;0.030675745409267333;0.020878734845515428;0.03067574560410415;0.051554480254782764;0.013815535432818809
