start;entry_value;entry_step_computed;max_value_pre_entry;max_value_step_pre_entry;ratio_max_pre_entry;total_v2_pre_entry;avg_v2_pre_entry;final_surplus_at_entry;final_debt_at_entry;max_debt_pre_entry;max_debt_step_pre_entry;first_positive_surplus_step_pre_entry;first_descent_step_pre_entry;count_1;count_2;count_3;count_4_plus;ratio_1;ratio_2;ratio_3;ratio_4_plus;max_run_1;prefix_80_v2;full_v2_pre_entry;start_mod_1024;start_mod_4096;start_mod_65536;total_steps_to_1;steps_from_entry_to_1
640641;8216025965;90;8216025965;90;12824.695835889366;129;1.4333333333333333;-13.646625064904043;13.646625064904043;13.646625064904043;90;1;1;61;22;5;2;0.6777777777777778;0.24444444444444444;0.05555555555555555;0.022222222222222223;7;2,2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1;2,2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;641;1665;50817;153;63
649385;8216025965;78;8216025965;78;12652.010694734248;110;1.4102564102564104;-13.627075056250177;13.627075056250177;13.627075056250177;78;1;1;54;19;3;2;0.6923076923076923;0.24358974358974358;0.038461538461538464;0.02564102564102564;7;2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;169;2217;59561;141;63
720723;8216025965;88;8216025965;88;11399.699974886329;126;1.4318181818181819;-13.476700063461749;13.476700063461749;13.476700063461749;88;2;2;61;19;6;2;0.6931818181818182;0.2159090909090909;0.06818181818181818;0.022727272727272728;7;1,3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1;1,3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;851;3923;65363;151;63
730559;8216025965;76;8216025965;76;11246.218258894902;107;1.4078947368421053;-13.457150054807869;13.457150054807869;13.457150054807869;76;;;53;18;3;2;0.6973684210526315;0.23684210526315788;0.039473684210526314;0.02631578947368421;7;1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;447;1471;9663;139;63
769641;8216025965;81;8216025965;81;10675.140701963643;115;1.4197530864197532;-13.381962558413647;13.381962558413647;13.381962558413647;81;1;1;56;19;4;2;0.691358024691358;0.2345679012345679;0.04938271604938271;0.024691358024691357;7;2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1;2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;617;3689;48745;144;63
810815;8216025965;86;8216025965;86;10133.04633609393;123;1.430232558139535;-13.306775062019426;13.306775062019426;13.306775062019426;86;10;10;60;18;6;2;0.6976744186046512;0.20930232558139536;0.06976744186046512;0.023255813953488372;7;1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2;1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;831;3903;24383;149;63
854191;8216025965;91;8216025965;91;9618.48809575376;131;1.4395604395604396;-13.231587565625205;13.231587565625205;13.231587565625205;91;5;5;63;19;7;2;0.6923076923076923;0.2087912087912088;0.07692307692307693;0.02197802197802198;7;1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1;1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;175;2223;2223;154;63
865847;8216025965;79;8216025965;79;9489.004367977252;112;1.4177215189873418;-13.212037556971325;13.212037556971325;13.212037556971325;79;3;3;55;18;4;2;0.6962025316455697;0.22784810126582278;0.05063291139240506;0.02531645569620253;7;1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;567;1591;13879;142;63
912167;8216025965;84;8216025965;84;9007.151064443244;120;1.4285714285714286;-13.136850060577103;13.136850060577103;13.136850060577103;84;5;5;58;19;5;2;0.6904761904761905;0.2261904761904762;0.05952380952380952;0.023809523809523808;7;1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1;1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;807;2855;60199;147;63
960963;8216025965;89;8216025965;89;8549.783878255459;128;1.4382022471910112;-13.061662564182882;13.061662564182882;13.061662564182882;89;2;2;62;19;5;3;0.6966292134831461;0.21348314606741572;0.056179775280898875;0.033707865168539325;7;1,4,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1;1,4,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;451;2499;43459;152;63
974079;8216025965;77;8216025965;77;8434.660807798957;109;1.4155844155844155;-13.042112555529016;13.042112555529016;13.042112555529016;77;;;54;17;4;2;0.7012987012987013;0.22077922077922077;0.05194805194805195;0.025974025974025976;7;1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;255;3327;56575;140;63
1026187;8216025965;82;8216025965;82;8006.363328516148;117;1.4268292682926829;-12.966925059134809;12.966925059134809;12.966925059134809;82;3;3;56;20;4;2;0.6829268292682927;0.24390243902439024;0.04878048780487805;0.024390243902439025;7;1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1;1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;139;2187;43147;145;63
1081085;8216025965;87;8216025965;87;7599.796468362802;125;1.4367816091954022;-12.891737562740587;12.891737562740587;12.891737562740587;87;1;1;60;19;6;2;0.6896551724137931;0.21839080459770116;0.06896551724137931;0.022988505747126436;7;3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1;3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;765;3837;32509;150;63
1095839;8216025965;75;8216025965;75;7497.475418378065;106;1.4133333333333333;-12.872187554086707;12.872187554086707;12.872187554086707;75;;;52;18;3;2;0.6933333333333334;0.24;0.04;0.02666666666666667;7;1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;159;2207;47263;138;63
1138921;8216025965;92;8216025965;92;7213.868183131227;133;1.4456521739130435;-12.816550066346366;12.816550066346366;12.816550066346366;92;1;1;63;20;7;2;0.6847826086956522;0.21739130434782608;0.07608695652173914;0.021739130434782608;7;2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1;2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;233;233;24809;155;63
1154461;8216025965;80;8216025965;80;7116.76355026285;114;1.425;-12.797000057692486;12.797000057692486;12.797000057692486;80;1;1;55;19;4;2;0.6875;0.2375;0.05;0.025;7;3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;413;3485;40349;143;63
1199847;8216025965;97;8216025965;97;6847.561368241118;141;1.4536082474226804;-12.741362569952145;12.741362569952145;12.741362569952145;97;9;9;66;22;6;3;0.6804123711340206;0.2268041237113402;0.061855670103092786;0.030927835051546393;7;1,1,2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1;1,1,2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;743;3815;20199;160;63
1216223;8216025965;85;8216025965;85;6755.361446872818;122;1.4352941176470588;-12.721812561298265;12.721812561298265;12.721812561298265;85;6;6;59;18;6;2;0.6941176470588235;0.21176470588235294;0.07058823529411765;0.023529411764705882;7;1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1;1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;735;3807;36575;148;63
1281283;8216025965;90;8216025965;90;6412.342913314233;130;1.4444444444444444;-12.646625064904043;12.646625064904043;12.646625064904043;90;2;2;62;20;5;3;0.6888888888888889;0.2222222222222222;0.05555555555555555;0.03333333333333333;7;1,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1;1,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;259;3331;36099;153;63
1281287;8216025965;90;8216025965;90;6412.322894870548;130;1.4444444444444444;-12.646625064904043;12.646625064904043;12.646625064904043;90;4;4;62;19;7;2;0.6888888888888889;0.2111111111111111;0.07777777777777778;0.022222222222222223;7;1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1;1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;263;3335;36103;153;63
1298771;8216025965;78;8216025965;78;6326.00047660442;111;1.4230769230769231;-12.627075056250177;12.627075056250177;12.627075056250177;78;2;2;54;18;4;2;0.6923076923076923;0.23076923076923078;0.05128205128205128;0.02564102564102564;7;1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;339;339;53587;141;63
1368249;8216025965;83;8216025965;83;6004.773959272033;119;1.4337349397590362;-12.551887559855942;12.551887559855942;12.551887559855942;83;1;1;56;21;4;2;0.6746987951807228;0.25301204819277107;0.04819277108433735;0.024096385542168676;7;2,1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2;2,1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;185;185;57529;146;63
1368251;8216025965;83;8216025965;83;6004.765181973191;119;1.4337349397590362;-12.551887559855942;12.551887559855942;12.551887559855942;83;4;4;57;19;5;2;0.6867469879518072;0.2289156626506024;0.060240963855421686;0.024096385542168676;7;1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2;1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;187;187;57531;146;63
1441445;8216025965;88;8216025965;88;5699.853941704331;127;1.4431818181818181;-12.476700063461749;12.476700063461749;12.476700063461749;88;1;1;61;19;5;3;0.6931818181818182;0.2159090909090909;0.056818181818181816;0.03409090909090909;7;4,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1;4,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;677;3749;65189;151;63
1441447;8216025965;88;8216025965;88;5699.846033187485;127;1.4431818181818181;-12.476700063461749;12.476700063461749;12.476700063461749;88;8;8;59;22;5;2;0.6704545454545454;0.25;0.056818181818181816;0.022727272727272728;7;1,1,2,1,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1;1,1,2,1,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;679;3751;65191;151;63
1461119;8216025965;76;8216025965;76;5623.105280952475;108;1.4210526315789473;-12.457150054807869;12.457150054807869;12.457150054807869;76;;;53;17;4;2;0.6973684210526315;0.2236842105263158;0.05263157894736842;0.02631578947368421;6;1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;895;2943;19327;139;63
1518561;8216025965;93;8216025965;93;5410.402324964226;135;1.4516129032258065;-12.401512567067527;12.401512567067527;12.401512567067527;93;1;1;63;21;7;2;0.6774193548387096;0.22580645161290322;0.07526881720430108;0.021505376344086023;7;2,2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2;2,2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;993;3041;11233;156;63
1539281;8216025965;81;8216025965;81;5337.5738185555465;116;1.4320987654320987;-12.381962558413647;12.381962558413647;12.381962558413647;81;1;1;55;20;4;2;0.6790123456790124;0.24691358024691357;0.04938271604938271;0.024691358024691357;7;2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1;2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;209;3281;31953;144;63
1539283;8216025965;81;8216025965;81;5337.566883412602;116;1.4320987654320987;-12.381962558413647;12.381962558413647;12.381962558413647;81;2;2;56;18;5;2;0.691358024691358;0.2222222222222222;0.06172839506172839;0.024691358024691357;7;1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1;1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;211;3283;31955;144;63
1621629;8216025965;86;8216025965;86;5066.526292388703;124;1.441860465116279;-12.306775062019426;12.306775062019426;12.306775062019426;86;1;1;59;19;6;2;0.686046511627907;0.22093023255813954;0.06976744186046512;0.023255813953488372;7;3,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2;3,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;637;3709;48765;149;63
