start;entry_step;max_value;max_value_step;max_ratio;max_debt;max_debt_step;total_v2_pre_trunk;avg_v2_pre_trunk;final_surplus_at_trunk;final_debt_at_trunk;count_1;count_2;count_3;count_4_plus;ratio_1;ratio_2;ratio_3;ratio_4_plus;max_run_1;first_positive_surplus_step;first_descent_step;mod_1024;mod_4096;mod_65536;prefix_80_v2;is_top_member
4555685;92;8216025965;92;1803.4666499110451;10.816550066346366;92;135;1.4673913043478262;-10.816550066346366;10.816550066346366;63;19;7;3;0.6847826086956522;0.20652173913043478;0.07608695652173914;0.03260869565217391;7;1;1;933;933;33701;4,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1;False
4555687;92;8216025965;92;1803.4658581680435;10.816550066346366;92;135;1.4673913043478262;-10.816550066346366;10.816550066346366;62;22;5;3;0.6739130434782609;0.2391304347826087;0.05434782608695652;0.03260869565217391;7;7;7;935;935;33703;1,1,2,1,2,2,5,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1;False
4617845;80;8216025965;80;1779.190502279743;10.797000057692486;80;116;1.45;-10.797000057692486;10.797000057692486;55;19;3;3;0.6875;0.2375;0.0375;0.0375;7;1;1;629;1653;30325;5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;False
4680863;68;8216025965;68;1755.2374348490866;10.777450049038606;68;97;1.4264705882352942;-10.777450049038606;10.777450049038606;46;18;2;2;0.6764705882352942;0.2647058823529412;0.029411764705882353;0.029411764705882353;6;;;159;3231;27807;1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;False
4734811;109;8216025965;109;1735.2384213435341;10.760912578606025;109;162;1.4862385321100917;-10.760912578606025;10.760912578606025;75;22;8;4;0.6880733944954128;0.2018348623853211;0.07339449541284404;0.03669724770642202;7;24;24;859;3931;16219;1,2,1,1,2,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,5,2,5,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2;False
4799389;97;8216025965;97;1711.8899853710545;10.741362569952145;97;143;1.4742268041237114;-10.741362569952145;10.741362569952145;65;22;7;3;0.6701030927835051;0.2268041237113402;0.07216494845360824;0.030927835051546393;7;1;1;925;2973;15261;3,1,2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1;False
4799391;97;8216025965;97;1711.889271993051;10.741362569952145;97;143;1.4742268041237114;-10.741362569952145;10.741362569952145;67;21;5;4;0.6907216494845361;0.21649484536082475;0.05154639175257732;0.041237113402061855;7;7;7;927;2975;15263;1,1,1,1,2,1,6,1,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1;False
4799401;97;8216025965;97;1711.8857051119505;10.741362569952145;97;143;1.4742268041237114;-10.741362569952145;10.741362569952145;66;21;7;3;0.6804123711340206;0.21649484536082475;0.07216494845360824;0.030927835051546393;7;1;1;937;2985;15273;2,1,1,1,1,1,2,3,1,5,3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1;False
4799403;97;8216025965;97;1711.884991737514;10.741362569952145;97;143;1.4742268041237114;-10.741362569952145;10.741362569952145;65;22;7;3;0.6701030927835051;0.2268041237113402;0.07216494845360824;0.030927835051546393;7;3;3;939;2987;15275;1,2,2,2,1,4,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1;False
4864887;85;8216025965;85;1688.842097462901;10.721812561298265;85;124;1.4588235294117646;-10.721812561298265;10.721812561298265;57;20;6;2;0.6705882352941176;0.23529411764705882;0.07058823529411765;0.023529411764705882;7;3;3;887;2935;15223;1,1,3,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1;False
4864893;85;8216025965;85;1688.8400145696935;10.721812561298265;85;124;1.4588235294117646;-10.721812561298265;10.721812561298265;58;18;7;2;0.6823529411764706;0.21176470588235294;0.08235294117647059;0.023529411764705882;7;1;1;893;2941;15229;3,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1;False
4931279;73;8216025965;73;1666.1044660016194;10.702262552644399;73;105;1.4383561643835616;-10.702262552644399;10.702262552644399;50;17;4;2;0.684931506849315;0.2328767123287671;0.0547945205479452;0.0273972602739726;6;;;719;3791;16079;1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;False
