start;log_step;log_value;h_step;h_value;loss;initial_debt;initial_debt_step;future_debt_at_log_step;future_debt_step_at_log_step;future_debt_delta_at_log_step;log_delta_at_log_step;h_delta_at_log_step;local_debt_at_log_step;max_value;max_value_step;max_ratio;avg_v2_until_h;ratio_1_until_h;max_run_1_until_h;count_1_until_h;count_2_until_h;count_3_until_h;count_4_plus_until_h;prefix_100_v2
3718483;2;2091647;89;15523463;87;7.172937539663579;55;8.797000057692486;80;1.6240625180289072;-0.5753639954997549;0.1554641376132534;-0.8300749985576878;1395535877;83;375.29709749916833;1.5617977528089888;0.6292134831460674;6;56;20;10;3;1,3,1,1,1,1,1,1,2,1,3,1,1,1,2,3,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,4,1,1,1,2,1,1,1,1,2,2,1,2,3,1,2,2,1,1,1,1,1,3,2,5,1,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,4,2,2,2,3,3
3794537;1;2845903;88;21121493;87;5.02256254687515;65;5.797000057692486;80;0.7744375108173358;-0.28768198460619665;0.060814895261604496;-0.4150374992788439;534034781;84;140.73779778666014;1.5568181818181819;0.6590909090909091;8;58;18;7;5;2,1,1,1,3,1,1,3,1,3,1,1,1,1,2,1,2,1,1,1,1,6,1,2,1,3,1,1,4,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,2,2,1,1,3,1,2,1,2,4,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,4,3
4893471;17;4708349;104;4368013;87;3.8135375281250887;39;7.457150054807869;76;3.64361252668278;-0.03856455184501861;1.6010610851622324;-0.05563748774034849;827370449;93;169.07639771442396;1.5865384615384615;0.6634615384615384;7;69;23;5;7;1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,2,5,3,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,2,1,1,2,6,4,1,1,1,1,2,1,5,1,1,1,2,1,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,3,1,3,1,1,1
912167;5;865847;91;137088385;86;11.797000057692486;80;13.212037556971325;79;1.4150374992788386;-0.052114868757305643;0.5846520059181718;-0.07518749639421962;8216025965;84;9007.151064443244;1.5054945054945055;0.6703296703296703;7;61;20;7;3;1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
1026187;3;432923;89;137088385;86;11.797000057692486;80;14.212037556971325;79;2.4150374992788386;-0.8630453872420212;0.22372148743345632;-1.2451124978365318;8216025965;82;8006.363328516148;1.5056179775280898;0.6629213483146067;7;59;21;6;3;1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
1216223;6;865847;92;137088385;86;11.362412549759767;69;13.212037556971325;79;1.8496250072115572;-0.33979721528166884;0.4925340379635319;-0.49022499567306355;8216025965;85;6755.361446872818;1.5108695652173914;0.6739130434782609;7;62;19;8;3;1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
1368251;4;865847;90;137088385;86;11.212037556971325;79;13.212037556971325;79;2.0;-0.45758034229556266;0.44241965770443736;-0.6601499971153757;8216025965;83;6004.765181973191;1.511111111111111;0.6666666666666666;7;60;20;7;3;1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
1539283;2;865847;88;137088385;86;11.797000057692486;80;13.212037556971325;79;1.4150374992788386;-0.5753637839852281;0.061403090690249296;-0.8300749985576878;8216025965;81;5337.566883412602;1.5113636363636365;0.6704545454545454;7;59;19;7;3;1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
1824335;5;865847;91;137088385;86;10.797000057692486;80;13.212037556971325;79;2.4150374992788386;-0.7452625974623412;0.34150427721313625;-1.0751874963942196;8216025965;84;4503.5730636094795;1.5164835164835164;0.6703296703296703;7;61;19;8;3;1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6
3963487;5;3762217;91;4653677;86;2.4736875252404644;35;3.2120375569713246;79;0.7383500317308602;-0.05211578206104939;0.2801417322178377;-0.07518749639421962;88247501;88;22.26511680245198;1.5824175824175823;0.6373626373626373;6;58;19;10;4;1,1,1,1,4,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,3,1,6,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,2,1,3,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,3,3,3
4644975;13;1765631;99;4368013;86;5.042112555529016;77;8.872187554086707;75;3.8300749985576914;-0.96727785654301;0.7562558928079512;-1.3954874906249728;827370449;88;178.12161507866028;1.5858585858585859;0.6666666666666666;7;66;22;4;7;1,1,1,2,1,2,1,1,1,1,2,5,3,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,2,1,1,2,6,4,1,1,1,1,2,1,5,1,1,1,2,1,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,3,1,3,1,1,1,2,2,3,6
2972615;5;2821663;90;4653677;85;2.888725024519303;34;3.797000057692486;80;0.908275033173183;-0.05211560935978099;0.3566081555681514;-0.07518749639421962;88247501;87;29.686824899961817;1.5777777777777777;0.6222222222222222;6;56;21;10;3;1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,3,1,6,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,2,1,3,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,3,3,3
