family_rank;family_id;members_count;nodes_count;max_common_value;min_common_value;common_span;max_avg_step;min_avg_step;steps_to_1;total_v2;avg_v2;final_surplus;max_debt_trunk;max_debt_trunk_step;trunk_starts_dissipative;max_value_inside_trunk;max_value_inside_trunk_step;max_ratio_inside_trunk;biggest_drop_ratio;biggest_drop_v2;biggest_drop_step;biggest_drop_from;biggest_drop_to;prefix_60_v2_trunk;surplus_per_step;nodes_per_member
231;6410c1562d84;3;1;480481;480481;0;1.3333333333333333;1.3333333333333333;152;260;1.7105263157894737;19.085699890384262;14.061662564182882;89;False;8216025965;89;17099.585550729375;0.005859379553959686;9;105;428885;2513;2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2;0.1255638150683175;0.3333333333333333
232;42f20e563a44;3;1;478463;478463;0;0.6666666666666666;0.6666666666666666;63;119;1.8888888888888888;19.147362454567173;13.548875021634686;30;False;5734125917;30;11984.47093505663;0.005859382340671029;9;44;266069;1559;1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,6,4,1,2,2,3,2,1,3,3,9,1,1,5,2,1,1,3,2,3,1,2,1,4,1,3,1;0.3039263881677329;0.3333333333333333
233;ec6009b30cea;3;1;151177;151177;0;1.0;1.0;90;160;1.7777777777777777;17.353374935095957;12.418050037500109;52;False;827370449;52;5472.85929076513;0.0468750001676785;6;63;93184277;4368013;2,1,1,2,1,1,2,1,1,1,1,1,3,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,3,1,3,1,1,1,2;0.19281527705662174;0.3333333333333333
234;bd8606ab9bed;3;1;138367;138367;0;1.0;1.0;56;106;1.8928571428571428;17.24209995961526;12.718800023076994;32;False;932774453;32;6741.3071975254215;0.04687520305656993;6;44;76949;3607;1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,5,5,4,3,5,2,1,3,1,1,1,6,1,1,5,2,1,2,1,4,5,2,3,4;0.3078946421359868;0.3333333333333333
235;e2b64cfffb55;3;1;77671;77671;0;1.0;1.0;83;148;1.783132530120482;16.448112440144058;12.718800023076994;32;False;523608245;32;6741.360932651826;0.023454157782515993;7;79;469;11;1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,5,2,3,3,1,1,1,1,1,2,1,3,1,3,1,2,1,1,4,2,1,3,2,2,2,3,2,1;0.19817002939932601;0.3333333333333333
236;92d37d82196f;3;1;23861;23861;0;94.0;94.0;31;64;2.064516129032258;14.86616247764416;0.0;0;True;23861;0;1.0;0.04689203925845147;6;22;917;43;5,3,1,1,2,2,1,1,2,1,4,2,1,2,1,2,2,2,1,1,1,6,1,2,2,4,1,1,2,3,4;0.47955362831110193;0.3333333333333333
237;a81548a2232e;2;142;2407427729;16175;2407411554;142.0;1.0;143;258;1.8041958041958042;31.350362396874687;0.0;0;True;2407427729;0;1.0;0.09375000002994627;5;28;1043535797;97831481;2,3,2,1,3,1,1,1,1,4,1,2,1,4,3,1,1,1,2,2,1,1,1,1,1,1,1,5,2,1,2,2,2,1,2,1,2,1,3,2,4,2,2,1,1,1,3,1,2,1,1,3,1,2,2,1,2,2,3,1;0.21923330347464814;71.0
238;1de1b304c6b1;2;137;14952269681;11921;14952257760;137.0;1.0;111;210;1.8918918918918919;34.06916241995168;0.0;0;True;14952269681;0;1.0;0.0029300962745918793;10;106;2389;7;2,6,1,4,1,1,1,1,2,1,2,3,2,1,1,1,1,3,3,3,2,5,1,2,2,1,4,4,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,4,2,2,1,2;0.30692939117073587;68.5
239;76e0521fb269;2;120;33294549221;14899;33294534322;126.0;7.0;85;170;2.0;35.278187438701735;0.0;0;True;33294549221;0;1.0;0.023437507777493503;7;42;1004501;23543;4,1,2,2,4,1,4,2,1,2,3,2,2,2,1,1,1,1,2,2,3,3,2,3,3,1,1,5,1,3,1,1,1,3,1,2,1,1,1,2,1,7,1,1,3,2,1,3,3,1,1,2,2,1,2,3,1,1,1,4;0.4150374992788439;60.0
240;1f683e81246f;2;115;63486606161;797173;63485808988;114.5;0.5;75;155;2.066666666666667;36.12781244591329;0.0;0;True;63486606161;0;1.0;0.04687500000218522;6;11;7150307861;335170681;2,3,1,1,1,2,3,1,4,1,6,2,1,2,1,1,2,4,1,2,1,1,2,1,2,3,1,1,2,3,3,6,5,1,1,1,2,1,1,3,2,2,2,1,2,3,2,1,2,1,5,1,2,2,3,1,2,2,4,2;0.4817041659455106;57.5
241;5664b3c5c3f2;2;113;27372165569;10081;27372155488;117.0;1.0;106;203;1.9150943396226414;34.99397492355746;0.0;0;True;27372165569;0;1.0;0.04687500002402782;6;14;650287765;30482239;2,2,3,1,1,1,2,1,5,2,2,2,2,6,1,1,1,1,1,3,3,1,1,1,1,1,2,4,1,1,1,1,1,2,2,4,1,2,1,1,3,5,1,2,1,2,2,3,4,4,1,2,1,1,1,1,1,4,1,1;0.33013183890148545;56.5
242;407e4fe44b3d;2;105;142195824593;15907;142195808686;104.5;0.5;78;161;2.0641025641025643;37.37292494374982;0.0;0;True;142195824593;0;1.0;0.046875046044043155;6;46;339349;15907;2,3,1,3,4,5,1,5,1,2,1,1,1,2,1,1,1,2,1,1,3,2,1,3,1,1,2,1,4,1,1,3,2,4,1,1,1,4,3,2,5,1,1,1,2,6,1,5,3,1,1,2,2,1,1,2,1,4,2,1;0.47914006338140797;52.5
243;b8a24848bee4;2;105;23119199981;13093;23119186888;104.5;0.5;98;190;1.9387755102040816;34.673674929326694;0.0;0;True;23119199981;0;1.0;0.0029296875002670004;10;5;3657529685;10715419;3,2,1,3,10,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,5,1,1,1,1,3,2,2,1,1,1,1,2,6,3,1,1,1,1,2,3,1,4,1,1,4,4,4,4,1,1,6,1,4,2,1,1,3;0.35381300948292543;52.5
244;4a88c70519b5;2;92;20048305409;14935;20048290474;91.5;0.5;59;128;2.169491525423729;34.48721245745179;0.0;0;True;20048305409;0;1.0;0.04687500036368316;6;32;42963221;2013901;2,2,2,3,1,1,3,2,2,1,3,1,2,1,2,2,5,1,1,1,2,1,1,3,2,1,2,2,2,1,3,6,3,3,4,3,2,1,1,4,3,1,2,1,6,1,2,1,3,1,1,3,4,1,3,1,2,3,4;0.5845290247025727;46.0
245;084fa95af496;2;87;13063393745;10253;13063383492;88.5;0.5;48;110;2.2916666666666665;33.92179996538451;0.0;0;True;13063393745;0;1.0;0.04687500000707995;6;12;2206936853;103450165;2,3,1,4,2,1,1,3,1,1,1,6,5,6,1,1,4,1,1,1,2,2,2,1,1,3,1,2,3,5,2,1,3,4,2,3,1,2,4,1,2,2,4,1,1,2,3,4;0.7067041659455106;43.5
246;d7f05a3f09a8;2;82;207572633873;23221;207572610652;81.5;0.5;96;190;1.9791666666666667;37.84359993076902;0.0;0;True;207572633873;0;1.0;0.046875000042198994;6;23;370269461;17356381;2,3,3,5,1,1,1,2,1,1,2,2,2,3,2,2,3,2,2,1,2,1,6,3,1,6,1,1,2,1,2,2,2,3,1,1,1,1,3,1,2,3,2,1,4,2,5,2,2,2,1,1,6,2,2,1,1,3,1,1;0.3942041659455106;41.0
247;b691a0627f67;2;79;37503439181;26519;37503412662;79.0;1.0;66;140;2.121212121212121;35.3924749524037;0.0;0;True;37503439181;0;1.0;0.04687500016627567;6;17;93970453;4404865;3,3,1,1,1,2,1,2,5,1,1,2,3,1,5,2,6,2,2,2,1,1,1,1,1,1,1,2,3,1,2,3,1,3,1,2,4,2,1,3,1,5,1,1,6,3,2,1,3,1,2,1,3,2,1,3,1,1,3,4;0.5362496204909651;39.5
248;c9a53df381ab;2;77;5003875349;13963;5003861386;78.0;2.0;59;126;2.135593220338983;32.48721245745179;0.0;0;True;5003875349;0;1.0;0.04687500000312258;6;1;5003875349;234556657;6,2,5,2,1,1,1,2,2,2,1,1,1,1,6,1,1,3,3,1,2,1,2,2,3,2,4,2,3,2,1,2,3,1,4,2,1,2,1,1,3,3,1,2,1,3,2,1,3,1,1,3,4,1,3,1,2,3,4;0.550630719617827;38.5
249;c99e728c1e75;2;74;29166172625;14485;29166158140;73.5;0.5;58;127;2.189655172413793;35.07217495817295;0.0;0;True;29166172625;0;1.0;0.023437509480947694;7;35;824021;19313;2,3,1,4,1,5,1,2,6,1,3,2,4,2,1,2,1,1,3,4,2,1,1,1,1,1,3,1,1,1,1,2,3,1,7,2,6,1,1,2,1,2,1,2,3,2,2,1,3,3,2,2,4,1,1,2,3,4;0.6046926716926371;37.0
250;2ad069a84750;2;73;15373321037;28213;15373292824;72.5;0.5;58;126;2.1724137931034484;34.07217495817295;0.0;0;True;15373321037;0;1.0;0.0029296876014079697;10;17;9630037;28213;3,3,1,1,3,3,1,1,2,3,1,1,7,2,2,2,10,5,8,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4;0.5874512923822922;36.5
251;fd2bf2f714a8;2;62;46162343069;152663;46162190406;61.5;0.5;52;118;2.269230769230769;35.58194996249989;0.0;0;True;46162343069;0;1.0;0.04687500000300531;6;11;5199127573;243709105;3,1,2,1,3,3,2,1,1,2,6,2,4,2,1,1,1,6,4,1,3,1,1,1,3,2,3,1,1,4,6,1,2,4,3,1,1,1,2,1,1,1,1,4,2,2,4,3,1,1,5,4;0.6842682685096133;31.0
252;00dedf5a0ad9;2;62;3432088421;10775;3432077646;64.0;1.0;84;165;1.9642857142857142;31.863149939422897;0.0;0;True;3432088421;0;1.0;0.046875002871218194;6;21;5441941;255091;4,1,5,1,1,3,1,1,1,1,1,2,3,2,3,4,2,1,2,2,6,1,3,2,2,2,1,1,3,4,2,1,1,1,5,2,2,1,1,1,1,1,1,1,3,2,1,1,2,3,5,3,2,1,1,2,1,1,1,2;0.3793232135645583;31.0
253;f010efe992da;2;57;4200355277;11563;4200343714;56.5;0.5;68;140;2.0588235294117645;32.222549950961394;0.0;0;True;4200355277;0;1.0;0.04687879523925188;6;25;4117;193;3,3,2,3,4,1,2,5,2,5,2,3,1,1,2,2,2,4,1,2,2,3,1,2,6,2,2,3,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4;0.47386102869060875;28.5
254;8953bc6def58;2;50;34273584341;58901;34273525440;49.5;0.5;56;124;2.2142857142857144;35.24209995961526;0.0;0;True;34273584341;0;1.0;0.023437500000227946;7;1;34273584341;803287133;7,3,1,5,3,4,2,2,3,5,6,2,1,1,5,5,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4;0.6293232135645582;25.0
255;6fb6c0962c48;2;30;5375459285;4849663;5370609622;30.0;1.0;100;191;1.91;32.5037499278844;3.114287513701967;19;False;46548912269;19;8.65952280559409;0.023437500001453365;7;1;5375459285;125987327;7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,5,3,3,1,2,2,4,2,1,1,1,3,3,1,1,1,2,1,1,1,3,2,3,1,1,5,3,3,1,1,1,1,1,1,1,4,3,1,1,1;0.325037499278844;15.0
256;8bcfa77e8eab;2;17;468017;11123;456894;137.5;117.5;58;111;1.9137931034482758;19.07217495817295;0.0;0;True;468017;0;1.0;0.01171958235670147;8;17;4693;55;2,4,1,1,5,1,2,1,4,2,1,1,1,1,3,2,8,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4;0.32883060272711984;8.5
257;094d651c32b5;2;15;1061819117;3637247;1058181870;14.5;0.5;104;195;1.875;30.163899924999782;5.4541375165865915;23;False;46548912269;23;43.83883424562604;0.046875009889709954;6;67;1579925;74059;3,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,5,3,3,1,2,2,4,2,1,1,1,3,3,1,1,1,2,1,1,1,3,2,3,1,1,5,3,3,1,1,1,1,1,1,1,4;0.29003749927884404;7.5
258;742329cb57de;2;13;84858029;4414703;80443326;12.5;0.5;158;277;1.7531645569620253;26.57592488605735;9.26767504471168;62;False;52304792741;62;616.3800097336695;0.04687500178632082;6;86;8747029;410017;3,2,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1;0.1682020562408693;6.5
259;7e40088d485e;2;10;280482749;7295999;273186750;13.5;4.5;92;174;1.891304347826087;28.183449933653634;7.13383752235584;31;False;39391746821;31;140.4426723619997;0.046875000044523274;6;46;350940053;16450315;3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,2,3,3,3,2,2,2,1,1,1,1,1,3,6,1,2,3,2,1,1,3,2,1,3,1,1,1,3;0.3063418471049308;5.0
260;3660fe996aad;2;9;126692909;4943359;121749550;10.0;2.0;157;276;1.7579617834394905;27.160887386778484;8.568425030288552;42;False;48095597285;42;379.623434844329;0.04687500179469865;6;85;8706197;408103;3,2,3,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,2,3,1,1,1,1,2,1,2,5,1,1,1,3,1,1;0.17299928271833429;4.5
261;c68b6f8454c0;2;9;10773161;630527;10142634;8.5;0.5;78;147;1.8846153846153846;23.372924943749823;8.039100017307746;24;False;2833697357;24;263.0330463825798;0.011764705882352941;8;78;85;1;2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,3,3,1,3,2,2,2,1,5,1,5,2,1,1,7,2,1,1,1,2,3,1,1,1,2,4,1,1,1,1,2,1,2,2,2,2;0.2996528838942285;4.5
262;f9f228e49636;2;8;42230969;3707519;38523450;7.5;0.5;158;276;1.7468354430379747;25.57592488605735;10.153387531009713;43;False;48095597285;43;1138.8703225114252;0.04687500179469865;6;86;8706197;408103;2,1,2,3,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,2,3,1,1,1,1,2,1,2,5,1,1,1,3,1;0.16187294231681867;4.0
263;ba691178a347;2;8;38766761;3403391;35363370;7.5;0.5;83;157;1.891566265060241;25.448112440144058;8.793987519471216;27;False;17207332949;27;443.8682135193085;0.011718750000227011;8;28;17207332949;201648433;2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,8,2,4,1,2,4,1,2,5,1,1,1,3,4,1,2,4,1,2,1,1,2,2,4,1,1,1,2,1,1,1,1,6;0.30660376433908504;4.0
264;5ee6b5c774e5;2;8;8939261;2092775;6846486;7.5;0.5;107;193;1.8037383177570094;23.409012422836298;9.833087536778962;51;False;8153728541;51;912.1255706707747;0.011718765072909473;8;88;259157;3037;3,1,1,1,1,2,1,1,2,1,2,1,4,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,3,1,2,6,1,1,1,1,2;0.21877581703585325;4.0
265;ebd167267eee;2;7;38478077;3378047;35100030;6.5;0.5;189;325;1.7195767195767195;25.44208736370149;9.610537585817582;119;False;30079718549;119;781.7365340009065;0.002929687529153357;10;134;33497429;98137;3,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1;0.13461421885556343;3.5
266;1798332cb17a;2;7;25694333;2255743;23438590;6.5;0.5;149;261;1.7516778523489933;24.840587392547747;8.702262552644399;73;False;10702358765;73;416.5260396134821;0.023437500038364895;7;95;203636693;4772735;3,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,2,2,1,4,1,1,2,1,1,3,1,1,1,1,1,3,2,1,1,4,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1;0.16671535162783724;3.5
267;ea5f5f9c6d6e;2;6;10310273;3054895;7255378;5.5;0.5;129;228;1.7674418604651163;23.53983740697086;10.548875021634686;30;False;15445365281;30;1498.0558983258736;0.0029296876292183313;10;84;7557461;22141;2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,3,3,1,1,3,1,1,1,1,4,6,1,2,1,1,1,2,1,1,1,1,1,2,7,3,1,1;0.18247935974396015;3.0
268;d233aaeaba42;2;6;8144873;1608863;6536010;5.5;0.5;133;234;1.7593984962406015;23.199987404086244;9.418050037500109;52;False;5571859265;52;684.0940632223486;0.0029298380878951427;10;127;6485;19;2,1,1,1,2,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2,2,7,2,1,1,1,2;0.17443599551944544;3.0
269;eba5ceee6062;2;5;20479229;4045279;16433950;5.0;1.0;117;210;1.794871794871795;24.55938741562474;10.888725024519303;34;False;38828142341;34;1895.9767646037847;0.04687500000330086;6;64;4733618069;221888347;3,1,1,1,1,3,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,1,1,3,1,2,1,1,1,2,5,1,1,1,1,2,1,1,1,3,1,1;0.2099092941506388;2.5
270;7b6df1f3c2db;2;5;12959513;3839855;9119658;4.5;0.5;113;203;1.7964601769911503;23.899237418509358;11.548875021634686;30;False;38828142341;30;2996.111222775115;0.04687500000330086;6;60;4733618069;221888347;2,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,1,1,3,1,2,1,1,1,2,5,1,1,1,1,2,1,1,1,3,1,1,1,1,3,6;0.21149767626999433;2.5
271;944896456d1d;2;5;817289;242159;575130;4.5;0.5;79;145;1.8354430379746836;19.787962443028675;9.983462529567404;41;False;827370449;41;1012.3352314787059;0.0468750001676785;6;52;93184277;4368013;2,1,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,3,1,3,1,1,1,2,2,3,6,3,5,1,2,1,1,4,1;0.25048053725352754;2.5
272;873ec7164bd9;2;3;10689533;4750903;5938630;4.0;2.0;122;217;1.778688524590164;23.634574912018962;11.947375050480929;70;False;42216015293;70;3949.2852768217285;0.005859375073857153;9;87;26444629;154949;3,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2;0.1937260238690079;1.5
273;89fc59a26168;2;3;5267645;2341175;2926470;2.5;0.5;117;208;1.7777777777777777;22.55938741562474;10.568425030288552;42;False;7998895637;42;1518.4955776252955;0.046875000001953396;6;43;7998895637;374948233;3,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,6,2,1,1,2,1,3,2,1,1,1,2,2,1,2,3,4,6;0.19281527705662171;1.5
274;ca9d442f704c;2;3;4811489;3207659;1603830;2.5;0.5;100;181;1.81;22.5037499278844;11.2481250360578;50;False;11703159125;50;2432.3362528730713;0.0029296875000834445;10;51;11703159125;34286599;2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,10,1,1,2,3,3,1,3,4,6;0.225037499278844;1.5
275;398b839bbac7;2;2;5345417;3563611;1781806;1.5;0.5;105;189;1.8;22.57893742427862;12.342862541105902;57;False;27768579569;57;5194.838787881282;0.04687500019961519;6;76;78275605;3669169;2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,3,2,1,4,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,1;0.215037499278844;1.0
276;84226e9a7e2e;2;2;5338145;3558763;1779382;1.5;0.5;199;338;1.6984924623115578;22.592462356489932;12.460162593029139;129;False;30079718549;129;5634.863524501488;0.002929687529153357;10;144;33497429;98137;2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1;0.11352996159040167;1.0
277;84c26f71eca0;2;2;5224673;3483115;1741558;1.5;0.5;117;208;1.7777777777777777;22.55938741562474;12.228575027403934;38;False;25074208145;38;4799.19186234239;0.0014648437610657323;11;49;44125525;64637;2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,3,1,3,1,4,4,2,11,3,1,1,1,2,3,2,2,1,1,1;0.19281527705662171;1.0
278;25b2a382d200;2;2;4893353;3262235;1631118;1.5;0.5;124;219;1.7661290322580645;22.46464991057664;11.6240625180289;25;False;15445365281;25;3156.3971127772716;0.0029296876292183313;10;79;7557461;22141;2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,3,3,1,1,3,1,1,1,1,4,6,1,2,1,1,1,2,1,1,1,1,1,2,7,3,1,1,1,1,1,3,1;0.18116653153690837;1.0
279;ffad38e7bc57;2;2;3307049;2204699;1102350;1.5;0.5;113;201;1.7787610619469028;21.899237418509358;11.49323753389433;47;False;9533450789;47;2882.7667170943037;0.005859375001819019;9;58;1073724245;6291353;2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,3,1,1,2,1,2,2,1,1,1,4,1,1,2,1,1,5,2,1,1,9,2,1;0.19379856122574654;1.0
280;76f7098e2c39;2;2;2699657;1799771;899886;1.5;0.5;158;272;1.7215189873417722;21.57592488605735;11.571437568509822;95;False;8216025965;95;3043.3591989649053;0.005859379553959686;9;111;428885;2513;2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2;0.13655648662061615;1.0
281;2b49ca96c72b;2;2;2311721;1541147;770574;1.5;0.5;136;237;1.7426470588235294;21.445099901922788;11.326325070673306;98;False;5936080241;98;2567.8186256040412;0.02343750029545578;7;113;26442197;619739;2,1,1,1,1,2,1,1,1,3,1,1,1,3,2,1,1,1,1,2,1,1,1,2,1,3,1,2,3,1,2,1,3,1,1,2,1,1,3,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,3,1,1,2;0.15768455810237345;1.0
282;55290d7b6a16;2;2;1701197;1134131;567066;1.5;0.5;65;124;1.9076923076923078;20.97743745312485;11.718800023076994;32;False;5734125917;32;3370.6419168385555;0.005859382340671029;9;46;266069;1559;3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,6,4,1,2,2,3,2,1,3,3,9,1,1,5,2,1,1,3,2,3,1,2,1,4,1;0.32272980697115156;1.0
283;9e545f79c9c0;2;1;4837001;4837001;0;0.5;0.5;88;162;1.8409090909090908;22.52329993653825;12.2481250360578;50;False;23530407821;50;4864.6687939489775;0.0029296875062960297;10;54;155107669;454417;2,1,1,2,1,1,2,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,2,1,1,1,1,1,3,7,2,10,2,3,3,1,1,3;0.2559465901879347;0.5
284;aba021af29af;2;1;4772705;4772705;0;0.5;0.5;148;257;1.7364864864864864;22.425549893268908;14.587975038942432;54;False;117539270981;54;24627.390752413987;0.005859375002655687;9;63;735449941;4309277;2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,3,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,1,1,3,2;0.15152398576533047;0.5
285;548148069007;2;1;4723849;4723849;0;2.0;2.0;218;368;1.688073394495413;22.47817484278795;14.342862541105902;57;False;98158530773;57;20779.354033755102;0.02343750000007959;7;58;98158530773;2300590565;2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,1,2,2,1,2,1,1,2,1,7,4,1;0.10311089377425665;0.5
286;e94362ed2c06;2;1;4571689;4571689;0;1.0;1.0;208;352;1.6923076923076923;22.327799849999565;13.156400069230983;96;False;41739568049;96;9130.010385439604;0.002929687748719742;10;122;3926357;11503;2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,3,1,3,1,1,3,2,1,2,1,1,3;0.10734519158653637;0.5
287;f5b02353daf3;2;1;4483561;4483561;0;1.0;1.0;150;260;1.7333333333333334;22.255624891826585;13.682712543990519;61;False;58956314129;61;13149.439503332283;0.09375000000188463;5;64;16581463349;1554512189;2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1;0.14837083261217723;0.5
288;11402b6299af;2;1;4172287;4172287;0;1.0;1.0;121;214;1.7685950413223142;22.219537412740124;11.983462529567404;41;False;16894913165;41;4049.3171167275887;0.09375000000493246;5;43;6335592437;593961791;1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,5,1,1,1,1,1,3,2,2,1,1,2,1,1,2,2,1,4;0.18363254060115805;0.5
289;79e5d1de7893;2;1;3706423;3706423;0;0.5;0.5;164;282;1.7195121951219512;22.066149881730382;12.98647506778866;94;False;30079718549;94;8115.565478899737;0.002929687529153357;10;109;33497429;98137;1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1;0.134549694400795;0.5
