common_value;members_count;min_step;max_step;avg_step;members
170810153;62;16;47;31.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
168863359;62;57;88;72.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
137088385;62;77;108;92.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
128107615;62;17;48;32.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
121602151;62;22;53;37.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
113873435;62;15;46;30.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
102816289;62;78;109;93.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
86751245;62;81;112;96.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
77112217;62;79;110;94.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
75915623;62;14;45;29.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
67480553;62;12;43;27.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
59982713;62;10;41;25.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
57834163;62;80;111;95.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
50610415;62;13;44;28.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
44987035;62;11;42;26.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
39988475;62;9;40;24.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
32531717;62;82;113;97.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
26658983;62;8;39;23.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
6099697;62;83;114;98.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
4574773;62;84;115;99.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
428885;62;85;116;100.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2080383,2162171,2162173,2191679,2277835,2277843,2308925,2399695
71090621;61;11;38;22.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
47393747;61;10;37;21.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
31595831;61;9;36;20.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
21063887;61;8;35;19.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
14042591;61;7;34;18.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
9361727;61;6;33;17.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
6241151;61;5;32;16.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1461119,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2191679,2277835,2277843,2308925,2399695
5547689;58;3;30;14.724137931034482;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2277835,2277843,2308925,2399695
4160767;58;4;31;15.724137931034482;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2277835,2277843,2308925,2399695
3698459;58;2;29;13.724137931034482;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2277835,2277843,2308925,2399695
2465639;58;1;28;12.724137931034482;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2277835,2277843,2308925,2399695
1643759;58;0;27;11.724137931034482;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249,1368251,1441445,1441447,1518561,1539281,1539283,1621629,1643759,1708377,1708383,1731693,1799771,1824335,1896063,1921925,1921929,1921931,1948157,2024743,2052375,2052377,2162171,2162173,2277835,2277843,2308925,2399695
