start;classe_mod_1024;reached_one;total_steps;first_descent_step;final_descent_step;last_above_start_step;first_positive_surplus_step;peak_step;max_value;max_ratio;max_debt;max_debt_step;max_run_1;count_1;count_2;count_3;count_4_plus;ratio_1;ratio_2;ratio_3;ratio_4_plus;total_v2;avg_v2;final_surplus;prefix_50
1834323;339;True;140;2;113;112;2;51;6692535845;3648.5045681703823;11.833087536778962;51;7;77;43;8;12;0.55;0.30714285714285716;0.05714285714285714;0.08571428571428572;243;1.7357142857142858;21.105249899038142;1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1
687871;767;True;139;92;112;111;92;50;6692535845;9729.347283138844;13.2481250360578;50;7;77;43;7;12;0.5539568345323741;0.30935251798561153;0.050359712230215826;0.08633093525179857;240;1.7266187050359711;19.690212399759304;1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1
1199847;743;True;160;9;112;111;9;97;8216025965;6847.561368241118;12.741362569952145;97;7;96;37;14;13;0.6;0.23125;0.0875;0.08125;274;1.7125;20.405999884615028;1,1,2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1
1375743;511;True;139;92;112;111;92;50;6692535845;4864.6701055357;12.2481250360578;50;8;77;42;8;12;0.5539568345323741;0.302158273381295;0.05755395683453238;0.08633093525179857;241;1.7338129496402879;20.690212399759304;1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1
2399695;463;True;160;8;112;111;8;97;8216025965;3423.7792573639567;11.741362569952145;97;7;96;36;15;13;0.6;0.225;0.09375;0.08125;275;1.71875;21.405999884615028;1,1,1,3,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1
1733791;159;True;135;112;112;111;112;97;5936080241;3423.7576737911318;11.741362569952145;97;6;76;36;15;8;0.562962962962963;0.26666666666666666;0.1111111111111111;0.05925925925925926;235;1.7407407407407407;21.03006240264392;1,1,1,1,2,1,1,1,3,1,1,1,3,2,1,1,1,1,2,1,1,1,2,1,3,1,2,3,1,2,1,3,1,1,2,1,1,3,1,2,2,2,2,2,1,2,1,1,1,1
1031807;639;True;138;91;111;110;91;49;6692535845;6486.228378950715;12.663162535336653;49;7;76;43;7;12;0.5507246376811594;0.3115942028985507;0.050724637681159424;0.08695652173913043;239;1.7318840579710144;20.275174900480465;1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,4
1799771;603;True;159;8;111;110;8;96;8216025965;4565.039643932478;12.156400069230983;96;7;95;37;14;13;0.5974842767295597;0.23270440251572327;0.0880503144654088;0.08176100628930817;273;1.7169811320754718;20.99096238533619;1,2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1
3846265;121;True;176;1;111;110;1;43;17521602389;4555.484967624436;12.153387531009713;43;10;99;46;20;11;0.5625;0.26136363636363635;0.11363636363636363;0.0625;301;1.7102272727272727;22.046599873076502;2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,2,3
4941897;73;True;165;1;110;109;1;95;30079718549;6086.674519723903;12.571437568509822;95;10;105;27;20;13;0.6363636363636364;0.16363636363636364;0.12121212121212122;0.07878787878787878;284;1.7212121212121212;22.48118738100925;2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1
2884699;91;True;175;56;110;109;56;42;17521602389;6073.979430436243;12.568425030288552;42;10;99;45;20;11;0.5657142857142857;0.2571428571428571;0.11428571428571428;0.06285714285714286;299;1.7085714285714286;21.631562373797692;1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,2,3,2
1547711;447;True;137;90;110;109;90;48;6692535845;4324.150855683006;12.078200034615492;48;7;75;43;7;12;0.5474452554744526;0.31386861313868614;0.051094890510948905;0.08759124087591241;238;1.7372262773722629;20.860137401201627;1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,4,1
1853211;795;True;164;109;109;108;109;94;30079718549;16231.135336990768;13.98647506778866;94;11;105;27;19;13;0.6402439024390244;0.16463414634146342;0.11585365853658537;0.07926829268292683;281;1.7134146341463414;21.066149881730382;1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3
3706423;567;True;164;3;109;108;3;94;30079718549;8115.565478899737;12.98647506778866;94;10;105;26;20;13;0.6402439024390244;0.15853658536585366;0.12195121951219512;0.07926829268292683;282;1.7195121951219512;22.066149881730382;1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3
4928623;111;True;170;109;109;108;109;85;33294549221;6755.34509760637;12.721812561298265;85;8;93;49;17;11;0.5470588235294118;0.28823529411764703;0.1;0.06470588235294118;292;1.7176470588235293;22.55637487740347;1,1,1,2,1,2,1,3,1,1,1,2,3,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,3,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,4,1,1,1,1
1072575;447;True;138;82;109;108;82;57;5571859265;5194.843498123674;12.342862541105902;57;9;80;38;9;11;0.5797101449275363;0.2753623188405797;0.06521739130434782;0.07971014492753623;239;1.7318840579710144;20.275174900480465;1,1,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,4,1,1,1,2
2024743;295;True;157;5;109;108;5;94;8216025965;4057.811764258476;11.98647506778866;94;7;94;36;14;13;0.5987261146496815;0.22929936305732485;0.08917197452229299;0.08280254777070063;270;1.7197452229299364;21.160887386778484;1,1,2,1,3,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1
4327049;649;True;174;1;109;108;1;41;17521602389;4049.3191523830674;11.983462529567404;41;10;98;45;20;11;0.5632183908045977;0.25862068965517243;0.11494252873563218;0.06321839080459771;298;1.7126436781609196;22.216524874518825;2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,2,3,2,1
2779817;681;True;163;1;108;107;1;93;30079718549;10820.754945019762;13.401512567067527;93;11;104;27;19;13;0.6380368098159509;0.1656441717791411;0.1165644171779141;0.07975460122699386;280;1.7177914110429449;21.651112382451572;2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1
1518561;993;True;156;1;108;107;1;93;8216025965;5410.402324964226;12.401512567067527;93;7;93;36;15;12;0.5961538461538461;0.23076923076923078;0.09615384615384616;0.07692307692307693;268;1.7179487179487178;20.745849887499645;2,2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1
3245287;231;True;173;54;108;107;54;40;17521602389;5399.091787259494;12.398500028846243;40;10;98;44;20;11;0.5664739884393064;0.2543352601156069;0.11560693641618497;0.06358381502890173;296;1.7109826589595376;21.801487375240015;1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,2,3,2,1,4
4395495;487;True;126;94;108;107;94;46;16894913165;3843.688404832675;11.908275033173183;46;9;72;27;15;12;0.5714285714285714;0.21428571428571427;0.11904761904761904;0.09523809523809523;222;1.7619047619047619;22.294724909134345;1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,5,1,1
1608863;159;True;137;81;108;107;81;56;5571859265;3463.227922452067;11.75790004038474;56;9;79;38;9;11;0.5766423357664233;0.2773722627737226;0.06569343065693431;0.08029197080291971;238;1.7372262773722629;20.860137401201627;1,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,4,1,1,1,2,1
1441407;639;True;134;94;107;106;94;60;50543191457;35065.17691186459;15.097750043269372;60;6;78;34;10;12;0.582089552238806;0.2537313432835821;0.07462686567164178;0.08955223880597014;233;1.7388059701492538;20.615024903365082;1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4
1042431;1023;True;162;107;107;106;107;92;30079718549;28855.35690036079;14.816550066346366;92;10;104;27;18;13;0.6419753086419753;0.16666666666666666;0.1111111111111111;0.08024691358024691;277;1.7098765432098766;20.236074883172705;1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1
3037039;879;True;139;99;107;106;99;65;50543191457;16642.25960121026;14.02256254687515;65;6;81;34;12;12;0.5827338129496403;0.2446043165467626;0.08633093525179857;0.08633093525179857;242;1.7410071942446044;21.690212399759304;1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1
2084863;1023;True;162;107;107;106;107;92;30079718549;14427.67152997583;13.816550066346366;92;11;104;26;19;13;0.6419753086419753;0.16049382716049382;0.11728395061728394;0.08024691358024691;278;1.7160493827160495;21.236074883172705;1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1
1138921;233;True;155;1;107;106;1;92;8216025965;7213.868183131227;12.816550066346366;92;7;93;35;15;12;0.6;0.22580645161290322;0.0967741935483871;0.07741935483870968;266;1.7161290322580645;20.330812388220806;2,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1
4169725;1021;True;162;1;107;106;1;92;30079718549;7213.8374950386415;12.816550066346366;92;9;103;27;19;13;0.6358024691358025;0.16666666666666666;0.11728395061728394;0.08024691358024691;279;1.7222222222222223;22.236074883172705;3,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1
2277835;459;True;155;3;107;106;3;92;8216025965;3606.945176011432;11.816550066346366;92;7;92;37;13;13;0.5935483870967742;0.23870967741935484;0.08387096774193549;0.08387096774193549;267;1.7225806451612904;21.330812388220806;1,2,4,2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1
2277843;467;True;155;2;107;106;2;92;8216025965;3606.932508078915;11.816550066346366;92;7;93;34;16;12;0.6;0.21935483870967742;0.1032258064516129;0.07741935483870968;267;1.7225806451612904;21.330812388220806;1,3,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1
4867931;859;True;172;53;107;106;53;39;17521602389;3599.394155134902;11.813537528125089;39;10;97;44;20;11;0.563953488372093;0.2558139534883721;0.11627906976744186;0.06395348837209303;295;1.7151162790697674;22.386449875961148;1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,9,1,1,2,1,2,3,2,1,4,1
1563647;1023;True;161;106;106;105;106;91;30079718549;19236.8984489466;14.231587565625205;91;9;103;27;18;13;0.639751552795031;0.16770186335403728;0.11180124223602485;0.08074534161490683;276;1.7142857142857142;20.821037383893866;1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1
854191;175;True;154;5;106;105;5;91;8216025965;9618.48809575376;13.231587565625205;91;7;93;34;15;12;0.6038961038961039;0.22077922077922077;0.09740259740259741;0.07792207792207792;264;1.7142857142857142;19.915774888941968;1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2
3127295;1023;True;161;106;106;105;106;91;30079718549;9618.446148828301;13.231587565625205;91;10;103;26;19;13;0.639751552795031;0.16149068322981366;0.11801242236024845;0.08074534161490683;277;1.720496894409938;21.821037383893866;1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1
1708377;345;True;154;1;106;105;1;91;8216025965;4809.258123353335;12.231587565625205;91;7;92;36;13;13;0.5974025974025974;0.23376623376623376;0.08441558441558442;0.08441558441558442;265;1.7207792207792207;20.915774888941968;2,1,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2
1708383;351;True;154;5;106;105;5;91;8216025965;4809.241232791476;12.231587565625205;91;7;94;33;14;13;0.6103896103896104;0.21428571428571427;0.09090909090909091;0.08441558441558442;265;1.7207792207792207;20.915774888941968;1,1,1,1,5,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2
640641;641;True;153;1;105;104;1;90;8216025965;12824.695835889366;13.646625064904043;90;7;91;37;13;12;0.5947712418300654;0.24183006535947713;0.08496732026143791;0.0784313725490196;262;1.7124183006535947;19.50073738966313;2,2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3
2345471;511;True;160;105;105;104;105;90;30079718549;12824.596232057442;13.646625064904043;90;9;102;27;18;13;0.6375;0.16875;0.1125;0.08125;275;1.71875;21.405999884615028;1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1
1281283;259;True;153;2;105;104;2;90;8216025965;6412.342913314233;12.646625064904043;90;7;92;35;13;13;0.6013071895424836;0.22875816993464052;0.08496732026143791;0.08496732026143791;263;1.7189542483660132;20.50073738966313;1,4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3
1281287;263;True;153;4;105;104;4;90;8216025965;6412.322894870548;12.646625064904043;90;7;92;34;15;12;0.6013071895424836;0.2222222222222222;0.09803921568627451;0.0784313725490196;263;1.7189542483660132;20.50073738966313;1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3
4690943;1023;True;160;105;105;104;105;90;30079718549;6412.296749075826;12.646625064904043;90;9;102;26;19;13;0.6375;0.1625;0.11875;0.08125;276;1.725;22.405999884615028;1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1
3708699;795;True;123;91;105;104;91;43;16894913165;4555.482438720424;12.153387531009713;43;9;70;27;14;12;0.5691056910569106;0.21951219512195122;0.11382113821138211;0.0975609756097561;217;1.7642276422764227;22.0496124112978;1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,5,1,1,1,1,1
360361;937;True;151;1;104;103;1;88;8216025965;22799.43158388394;14.476700063461749;88;7;91;35;13;12;0.6026490066225165;0.23178807947019867;0.08609271523178808;0.07947019867549669;258;1.7086092715231789;18.670662391105424;2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1
480481;225;True;152;1;104;103;1;89;8216025965;17099.585550729375;14.061662564182882;89;7;91;36;13;12;0.5986842105263158;0.23684210526315788;0.08552631578947369;0.07894736842105263;260;1.7105263157894737;19.085699890384262;2,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1
3985387;1003;True;152;3;104;103;3;63;58956314129;14793.121503382232;13.852637545432827;63;7;88;34;18;12;0.5789473684210527;0.2236842105263158;0.11842105263157894;0.07894736842105263;263;1.730263157894737;22.085699890384262;1,2,2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1
960963;451;True;152;2;104;103;2;89;8216025965;8549.783878255459;13.061662564182882;89;7;92;34;13;13;0.6052631578947368;0.2236842105263158;0.08552631578947369;0.08552631578947369;261;1.7171052631578947;20.085699890384262;1,4,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1
3518207;767;True;159;104;104;103;104;89;30079718549;8549.7296063023;13.061662564182882;89;9;101;27;18;13;0.6352201257861635;0.16981132075471697;0.11320754716981132;0.08176100628930817;274;1.7232704402515724;21.99096238533619;1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1
1921925;901;True;152;1;104;103;1;89;8216025965;4274.894163403879;12.061662564182882;89;7;91;35;13;13;0.5986842105263158;0.23026315789473684;0.08552631578947369;0.08552631578947369;262;1.7236842105263157;21.085699890384262;4,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1
1921929;905;True;152;1;104;103;1;89;8216025965;4274.885266313167;12.061662564182882;89;7;89;38;13;12;0.5855263157894737;0.25;0.08552631578947369;0.07894736842105263;262;1.7236842105263157;21.085699890384262;2,1,1,2,1,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1
1921931;907;True;152;3;104;103;3;89;8216025965;4274.8808177817;12.061662564182882;89;7;91;34;15;12;0.5986842105263158;0.2236842105263158;0.09868421052631579;0.07894736842105263;262;1.7236842105263157;21.085699890384262;1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1
270271;959;True;150;103;103;102;103;87;8216025965;30399.21399262222;14.891737562740587;87;7;91;34;13;12;0.6066666666666667;0.22666666666666666;0.08666666666666667;0.08;256;1.7066666666666668;18.255624891826585;1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1
720723;851;True;151;2;103;102;2;88;8216025965;11399.699974886329;13.476700063461749;88;7;91;34;14;12;0.6026490066225165;0.2251655629139073;0.09271523178807947;0.07947019867549669;259;1.7152317880794703;19.670662391105424;1,3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1
4799271;807;True;143;5;103;102;5;69;50543191457;10531.431014627013;13.362412549759767;69;6;83;35;13;12;0.5804195804195804;0.24475524475524477;0.09090909090909091;0.08391608391608392;249;1.7412587412587412;22.350362396874687;1,1,2,1,3,1,1,2,1,3,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1
2803209;521;True;168;1;103;102;1;66;17494428437;6240.857687386135;12.607525047596297;66;9;99;38;18;13;0.5892857142857143;0.2261904761904762;0.10714285714285714;0.07738095238095238;288;1.7142857142857142;21.726299878845794;2,1,1,2,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1
1441445;677;True;151;1;103;102;1;88;8216025965;5699.853941704331;12.476700063461749;88;7;91;34;13;13;0.6026490066225165;0.2251655629139073;0.08609271523178808;0.08609271523178808;260;1.7218543046357615;20.670662391105424;4,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1
1441447;679;True;151;8;103;102;8;88;8216025965;5699.846033187485;12.476700063461749;88;7;89;37;13;12;0.5894039735099338;0.24503311258278146;0.08609271523178808;0.07947019867549669;260;1.7218543046357615;20.670662391105424;1,1,2,1,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1
1882027;939;True;128;3;103;102;3;48;8138196845;4324.165830245794;12.078200034615492;48;13;74;30;14;10;0.578125;0.234375;0.109375;0.078125;224;1.75;21.124799907692022;1,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2
4172287;511;True;121;89;103;102;89;41;16894913165;4049.3171167275887;11.983462529567404;41;9;69;26;14;12;0.5702479338842975;0.21487603305785125;0.11570247933884298;0.09917355371900827;214;1.7685950413223142;22.219537412740124;1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,5,1,1,1,1,1,3,2
405407;927;True;149;102;102;101;102;86;8216025965;20266.117666937178;14.306775062019426;86;7;90;34;13;12;0.6040268456375839;0.22818791946308725;0.087248322147651;0.08053691275167785;255;1.7114093959731544;18.840587392547747;1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1
2882815;255;True;134;94;102;101;94;60;50543191457;17532.582374172467;14.097750043269372;60;7;78;33;11;12;0.582089552238806;0.2462686567164179;0.08208955223880597;0.08955223880597014;234;1.7462686567164178;21.615024903365082;1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4
540543;895;True;150;102;102;101;102;87;8216025965;15199.578877166108;13.891737562740587;87;7;91;33;14;12;0.6066666666666667;0.22;0.09333333333333334;0.08;257;1.7133333333333334;19.255624891826585;1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1
4483561;489;True;150;1;102;101;1;61;58956314129;13149.439503332283;13.682712543990519;61;7;87;33;18;12;0.58;0.22;0.12;0.08;260;1.7333333333333334;22.255624891826585;2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2
2102407;135;True;167;4;102;101;4;65;17494428437;8321.142593703313;13.02256254687515;65;9;99;37;18;13;0.592814371257485;0.2215568862275449;0.10778443113772455;0.07784431137724551;286;1.7125748502994012;21.311262379566926;1,1,2,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1
1081085;765;True;150;1;102;101;1;87;8216025965;7599.796468362802;12.891737562740587;87;7;90;34;14;12;0.6;0.22666666666666666;0.09333333333333334;0.08;258;1.72;20.255624891826585;3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1
4204815;271;True;167;4;102;101;4;65;17494428437;4160.570307373809;12.02256254687515;65;9;100;36;18;13;0.5988023952095808;0.2155688622754491;0.10778443113772455;0.07784431137724551;287;1.718562874251497;22.311262379566926;1,1,1,6,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1
2162171;507;True;150;6;102;101;6;87;8216025965;3799.8964767356515;11.891737562740587;87;7;88;37;13;12;0.5866666666666667;0.24666666666666667;0.08666666666666667;0.08;259;1.7266666666666666;21.255624891826585;1,2,1,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1
