src,dst,count,source_events,deterministic_probability,empirical_probability
K11:b1,K14:b1,2,1837,0.0010887316276537834,0.0010887316276537834
K13:b1,K14:b1,2,2935,0.0006814310051107325,0.0006814310051107325
K14:b1,K13:b2,2,13166,0.00015190642564180464,0.00015190642564180464
K14:b1,K15:b1,2,13166,0.00015190642564180464,0.00015190642564180464
K15:b1,K10:b2,2,19839,0.00010081153283935682,0.00010081153283935682
K16:b1,K11:b2,2,25664,7.793017456359102e-05,7.793017456359102e-05
K16:b1,K5:b4,2,25664,7.793017456359102e-05,7.793017456359102e-05
K3:b1,K4:b1,2,56,0.03571428571428571,0.03571428571428571
K6:b1,K9:b1,2,109,0.01834862385321101,0.01834862385321101
K6:b2,K13:b1,2,189,0.010582010582010581,0.010582010582010581
K6:b2,K12:b1,2,189,0.010582010582010581,0.010582010582010581
K9:b1,K16:b1,2,367,0.005449591280653951,0.005449591280653951
K11:b1,K11:b1,1,1837,0.0005443658138268917,0.0005443658138268917
K11:b1,K15:b1,1,1837,0.0005443658138268917,0.0005443658138268917
K11:b1,K8:b1,1,1837,0.0005443658138268917,0.0005443658138268917
K11:b1,K9:b1,1,1837,0.0005443658138268917,0.0005443658138268917
K11:b1,K10:b2,1,1837,0.0005443658138268917,0.0005443658138268917
K13:b1,K13:b1,1,2935,0.00034071550255536625,0.00034071550255536625
K13:b1,K15:b1,1,2935,0.00034071550255536625,0.00034071550255536625
K15:b1,K7:b3,1,19839,5.040576641967841e-05,5.040576641967841e-05
K16:b1,K15:b2,1,25664,3.896508728179551e-05,3.896508728179551e-05
K16:b1,K7:b2,1,25664,3.896508728179551e-05,3.896508728179551e-05
K16:b1,K6:b3,1,25664,3.896508728179551e-05,3.896508728179551e-05
K3:b1,K9:b1,1,56,0.017857142857142856,0.017857142857142856
K3:b1,K10:b1,1,56,0.017857142857142856,0.017857142857142856
K3:b1,K5:b2,1,56,0.017857142857142856,0.017857142857142856
K3:b1,K6:b1,1,56,0.017857142857142856,0.017857142857142856
K6:b1,K6:b1,1,109,0.009174311926605505,0.009174311926605505
K6:b1,K16:b1,1,109,0.009174311926605505,0.009174311926605505
K6:b1,K14:b1,1,109,0.009174311926605505,0.009174311926605505
K6:b2,K16:b1,1,189,0.005291005291005291,0.005291005291005291
K6:b2,K10:b1,1,189,0.005291005291005291,0.005291005291005291
K6:b2,K9:b2,1,189,0.005291005291005291,0.005291005291005291
K9:b1,K12:b1,1,367,0.0027247956403269754,0.0027247956403269754
K9:b2,K16:b1,1,893,0.0011198208286674132,0.0011198208286674132
K9:b1,K8:b2,1,367,0.0027247956403269754,0.0027247956403269754
