src,dst,count,source_events,deterministic_probability,empirical_probability
K15:L10:w1-1-1-1-2-1-2-1-2-3:b1,K14:L9:w1-1-1-2-1-2-1-2-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-2-1-3-2:b1,K14:L9:w1-1-1-2-1-2-1-3-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-2-2-1-3:b1,K14:L9:w1-1-1-2-1-2-2-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-2-2-2-2:b1,K14:L9:w1-1-1-2-1-2-2-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-2-3-1-2:b1,K14:L9:w1-1-1-2-1-2-3-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-3-1-1-3:b1,K14:L9:w1-1-1-2-1-3-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-3-1-2-2:b1,K14:L9:w1-1-1-2-1-3-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-3-2-1-2:b1,K14:L9:w1-1-1-2-1-3-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-1-4-1-1-2:b1,K14:L9:w1-1-1-2-1-4-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-1-1-1-4:b1,K14:L9:w1-1-1-2-2-1-1-1-4:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-1-1-2-3:b1,K14:L9:w1-1-1-2-2-1-1-2-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-1-1-3-2:b1,K14:L9:w1-1-1-2-2-1-1-3-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-1-2-1-3:b1,K14:L9:w1-1-1-2-2-1-2-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-1-2-2-2:b1,K14:L9:w1-1-1-2-2-1-2-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-1-3-1-2:b1,K14:L9:w1-1-1-2-2-1-3-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-2-1-1-3:b1,K14:L9:w1-1-1-2-2-2-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-2-1-2-2:b1,K14:L9:w1-1-1-2-2-2-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-2-2-1-2:b1,K14:L9:w1-1-1-2-2-2-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-2-3-1-1-2:b1,K14:L9:w1-1-1-2-2-3-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-3-1-1-1-3:b2,K14:L9:w1-1-1-2-3-1-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-3-1-1-2-2:b1,K14:L9:w1-1-1-2-3-1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-3-1-2-1-2:b1,K14:L9:w1-1-1-2-3-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-3-2-1-1-2:b1,K14:L9:w1-1-1-2-3-2-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-4-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-1-1-1-4:b1,K6:L4:w1-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-1-1-2-3:b1,K6:L4:w1-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-1-1-3-2:b1,K6:L4:w1-1-1-3:b2,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-1-2-1-3:b1,K14:L9:w1-1-1-3-1-1-2-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-1-2-2-2:b1,K14:L9:w1-1-1-3-1-1-2-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-1-3-1-2:b1,K14:L9:w1-1-1-3-1-1-3-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-2-1-1-3:b1,K14:L9:w1-1-1-3-1-2-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-2-1-2-2:b1,K14:L9:w1-1-1-3-1-2-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-2-2-1-2:b1,K14:L9:w1-1-1-3-1-2-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-1-3-1-1-2:b1,K14:L9:w1-1-1-3-1-3-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-2-1-1-1-3:b1,K6:L4:w1-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-2-1-1-2-2:b1,K14:L9:w1-1-1-3-2-1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-2-1-2-1-2:b1,K14:L9:w1-1-1-3-2-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-2-2-1-1-2:b1,K14:L9:w1-1-1-3-2-2-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-3-3-1-1-1-2:b1,K6:L4:w1-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-4-1-1-2-1-2:b1,K14:L9:w1-1-1-4-1-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-4-1-2-1-1-2:b1,K14:L9:w1-1-1-4-1-2-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-1-3-1-3:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-1-3-2-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-1-4-1-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-2-1-1-4:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-2-1-2-3:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-2-1-3-2:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-2-2-1-3:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-2-2-2-2:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-2-3-1-2:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-3-1-1-3:b1,K14:L9:w1-1-2-1-1-3-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-3-1-2-2:b1,K14:L9:w1-1-2-1-1-3-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-3-2-1-2:b1,K14:L9:w1-1-2-1-1-3-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-1-4-1-1-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-1-1-1-4:b1,K7:L5:w1-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-1-1-2-3:b1,K14:L9:w1-1-2-1-2-1-1-2-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-1-1-3-2:b1,K14:L9:w1-1-2-1-2-1-1-3-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-1-2-1-3:b1,K14:L9:w1-1-2-1-2-1-2-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-1-2-2-2:b1,K14:L9:w1-1-2-1-2-1-2-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-1-3-1-2:b1,K14:L9:w1-1-2-1-2-1-3-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-2-1-1-3:b1,K14:L9:w1-1-2-1-2-2-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-2-1-2-2:b1,K14:L9:w1-1-2-1-2-2-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-2-2-1-2:b1,K14:L9:w1-1-2-1-2-2-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-2-3-1-1-2:b1,K7:L5:w1-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-3-1-1-1-3:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-3-1-1-2-2:b1,K14:L9:w1-1-2-1-3-1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-3-1-2-1-2:b1,K14:L9:w1-1-2-1-3-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-1-3-2-1-1-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-1-1-2-3:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-1-1-3-2:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-1-2-1-3:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-1-2-2-2:b1,K6:L4:w1-1-2-2:b2,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-1-3-1-2:b1,K14:L9:w1-1-2-2-1-1-3-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-2-1-1-3:b1,K14:L9:w1-1-2-2-1-2-1-1-3:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-2-1-2-2:b1,K14:L9:w1-1-2-2-1-2-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-2-2-1-2:b1,K14:L9:w1-1-2-2-1-2-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-1-3-1-1-2:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-2-1-1-1-3:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-2-1-1-2-2:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-2-1-2-1-2:b1,K14:L9:w1-1-2-2-2-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-2-2-2-1-1-2:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-3-1-1-2-1-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-2-3-1-2-1-1-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-3-1-2-1-1-2-2:b1,K3:L2:w1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-3-1-2-1-2-1-2:b1,K14:L9:w1-1-3-1-2-1-2-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-3-1-2-2-1-1-2:b1,K3:L2:w1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-2-1-1-3-1-1-2-2:b1,K3:L2:w1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-2-1-1-3-1-2-1-2:b1,K3:L2:w1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-1-1-2-1-3:b1,K3:L2:w1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-1-1-2-2-2:b1,K3:L2:w1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-1-1-3-1-2:b1,K3:L2:w1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-1-2-1-1-3:b1,K3:L2:w1-2:b3,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-1-2-1-2-2:b1,K3:L2:w1-2:b4,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-1-2-2-1-2:b1,K3:L2:w1-2:b3,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-2-1-1-2-2:b1,K3:L2:w1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-2-1-2-2-1-2-1-2:b1,K3:L2:w1-2:b2,16,16,1.0,1.0
K15:L10:w1-1-2-2-1-2-1-2-1-2:b1,K3:L2:w1-2:b1,16,16,1.0,1.0
K15:L11:w1-1-1-1-1-3-1-1-1-1-3:b1,K7:L5:w1-1-1-1-3:b2,16,16,1.0,1.0
K15:L11:w1-1-1-1-2-1-1-1-1-3-2:b1,K5:L4:w1-1-1-2:b1,16,16,1.0,1.0
K15:L11:w1-1-1-1-2-1-1-1-2-1-3:b1,K5:L4:w1-1-1-2:b2,16,16,1.0,1.0
K15:L11:w1-1-1-1-2-1-1-1-2-2-2:b1,K5:L4:w1-1-1-2:b2,16,16,1.0,1.0
K15:L11:w1-1-1-1-2-2-1-1-1-1-3:b1,K7:L5:w1-1-1-2-2:b1,16,16,1.0,1.0
K15:L11:w1-1-1-1-3-1-1-1-2-1-2:b1,K6:L4:w1-1-1-3:b1,16,16,1.0,1.0
K15:L11:w1-1-1-1-3-1-2-1-1-1-2:b1,K9:L6:w1-1-1-3-1-2:b1,16,16,1.0,1.0
K15:L11:w1-1-1-2-1-1-1-3-1-1-2:b1,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K15:L11:w1-1-1-2-1-1-2-1-1-1-3:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L11:w1-1-1-2-1-1-2-1-1-2-2:b1,K4:L3:w1-1-2:b3,16,16,1.0,1.0
K15:L11:w1-1-1-2-1-1-2-1-2-1-2:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K15:L11:w1-1-1-2-1-2-1-1-1-2-2:b1,K7:L5:w1-1-2-1-2:b1,16,16,1.0,1.0
K15:L11:w1-1-1-2-1-2-1-1-2-1-2:b1,K7:L5:w1-1-2-1-2:b2,16,16,1.0,1.0
K15:L11:w1-1-1-2-2-1-1-2-1-1-2:b1,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K15:L12:w1-1-1-1-1-2-1-1-1-1-1-3:b1,K6:L5:w1-1-1-1-2:b1,16,16,1.0,1.0
K15:L12:w1-1-1-1-1-2-1-1-1-1-2-2:b1,K6:L5:w1-1-1-1-2:b2,16,16,1.0,1.0
K15:L12:w1-1-1-1-2-1-1-1-2-1-1-2:b1,K5:L4:w1-1-1-2:b2,16,16,1.0,1.0
K15:L13:w1-1-1-1-1-1-2-1-1-1-1-1-2:b1,K7:L6:w1-1-1-1-1-2:b2,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-1-1-6:b1,K15:L10:w1-1-1-1-1-1-1-1-1-6:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-1-2-5:b1,K15:L10:w1-1-1-1-1-1-1-1-2-5:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-1-3-4:b1,K15:L10:w1-1-1-1-1-1-1-1-3-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-1-4-3:b1,K15:L10:w1-1-1-1-1-1-1-1-4-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-1-5-2:b1,K15:L10:w1-1-1-1-1-1-1-1-5-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-2-1-5:b1,K15:L10:w1-1-1-1-1-1-1-2-1-5:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-2-2-4:b1,K15:L10:w1-1-1-1-1-1-1-2-2-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-2-3-3:b1,K15:L10:w1-1-1-1-1-1-1-2-3-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-2-4-2:b1,K15:L10:w1-1-1-1-1-1-1-2-4-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-3-1-4:b1,K15:L10:w1-1-1-1-1-1-1-3-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-3-2-3:b1,K15:L10:w1-1-1-1-1-1-1-3-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-3-3-2:b1,K15:L10:w1-1-1-1-1-1-1-3-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-4-1-3:b1,K15:L10:w1-1-1-1-1-1-1-4-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-4-2-2:b1,K15:L10:w1-1-1-1-1-1-1-4-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-1-5-1-2:b1,K15:L10:w1-1-1-1-1-1-1-5-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-1-1-5:b1,K15:L10:w1-1-1-1-1-1-2-1-1-5:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-1-2-4:b1,K15:L10:w1-1-1-1-1-1-2-1-2-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-1-3-3:b1,K15:L10:w1-1-1-1-1-1-2-1-3-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-1-4-2:b1,K15:L10:w1-1-1-1-1-1-2-1-4-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-2-1-4:b1,K15:L10:w1-1-1-1-1-1-2-2-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-2-2-3:b1,K15:L10:w1-1-1-1-1-1-2-2-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-2-3-2:b1,K15:L10:w1-1-1-1-1-1-2-2-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-3-1-3:b1,K15:L10:w1-1-1-1-1-1-2-3-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-3-2-2:b1,K15:L10:w1-1-1-1-1-1-2-3-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-2-4-1-2:b1,K15:L10:w1-1-1-1-1-1-2-4-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-3-1-1-4:b1,K15:L10:w1-1-1-1-1-1-3-1-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-3-1-2-3:b1,K15:L10:w1-1-1-1-1-1-3-1-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-3-1-3-2:b1,K15:L10:w1-1-1-1-1-1-3-1-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-3-2-1-3:b1,K15:L10:w1-1-1-1-1-1-3-2-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-3-2-2-2:b1,K15:L10:w1-1-1-1-1-1-3-2-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-3-3-1-2:b1,K15:L10:w1-1-1-1-1-1-3-3-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-4-1-1-3:b1,K15:L10:w1-1-1-1-1-1-4-1-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-4-1-2-2:b1,K15:L10:w1-1-1-1-1-1-4-1-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-4-2-1-2:b1,K15:L10:w1-1-1-1-1-1-4-2-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-1-5-1-1-2:b1,K15:L10:w1-1-1-1-1-1-5-1-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-1-1-5:b1,K15:L10:w1-1-1-1-1-2-1-1-1-5:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-1-2-4:b1,K15:L10:w1-1-1-1-1-2-1-1-2-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-1-3-3:b1,K15:L10:w1-1-1-1-1-2-1-1-3-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-1-4-2:b1,K15:L10:w1-1-1-1-1-2-1-1-4-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-2-1-4:b1,K15:L10:w1-1-1-1-1-2-1-2-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-2-2-3:b1,K15:L10:w1-1-1-1-1-2-1-2-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-2-3-2:b1,K15:L10:w1-1-1-1-1-2-1-2-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-3-1-3:b1,K15:L10:w1-1-1-1-1-2-1-3-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-3-2-2:b1,K15:L10:w1-1-1-1-1-2-1-3-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-1-4-1-2:b1,K15:L10:w1-1-1-1-1-2-1-4-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-2-1-1-4:b1,K15:L10:w1-1-1-1-1-2-2-1-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-2-1-2-3:b1,K15:L10:w1-1-1-1-1-2-2-1-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-2-1-3-2:b1,K15:L10:w1-1-1-1-1-2-2-1-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-2-2-1-3:b1,K15:L10:w1-1-1-1-1-2-2-2-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-2-2-2-2:b1,K15:L10:w1-1-1-1-1-2-2-2-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-2-3-1-2:b1,K15:L10:w1-1-1-1-1-2-2-3-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-3-1-1-3:b1,K15:L10:w1-1-1-1-1-2-3-1-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-3-1-2-2:b1,K15:L10:w1-1-1-1-1-2-3-1-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-3-2-1-2:b1,K15:L10:w1-1-1-1-1-2-3-2-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-2-4-1-1-2:b1,K15:L10:w1-1-1-1-1-2-4-1-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-1-1-1-4:b1,K15:L10:w1-1-1-1-1-3-1-1-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-1-1-2-3:b1,K15:L10:w1-1-1-1-1-3-1-1-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-1-1-3-2:b1,K15:L10:w1-1-1-1-1-3-1-1-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-1-2-1-3:b1,K15:L10:w1-1-1-1-1-3-1-2-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-1-2-2-2:b1,K15:L10:w1-1-1-1-1-3-1-2-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-1-3-1-2:b1,K15:L10:w1-1-1-1-1-3-1-3-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-2-1-1-3:b1,K15:L10:w1-1-1-1-1-3-2-1-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-2-1-2-2:b1,K15:L10:w1-1-1-1-1-3-2-1-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-2-2-1-2:b1,K15:L10:w1-1-1-1-1-3-2-2-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-3-3-1-1-2:b1,K15:L10:w1-1-1-1-1-3-3-1-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-4-1-1-1-3:b1,K15:L10:w1-1-1-1-1-4-1-1-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-4-1-1-2-2:b1,K15:L10:w1-1-1-1-1-4-1-1-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-4-1-2-1-2:b1,K15:L10:w1-1-1-1-1-4-1-2-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-4-2-1-1-2:b1,K15:L10:w1-1-1-1-1-4-2-1-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-1-5-1-1-1-2:b1,K15:L10:w1-1-1-1-1-5-1-1-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-1-1-5:b1,K15:L10:w1-1-1-1-2-1-1-1-1-5:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-1-2-4:b1,K15:L10:w1-1-1-1-2-1-1-1-2-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-1-3-3:b1,K15:L10:w1-1-1-1-2-1-1-1-3-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-1-4-2:b1,K15:L10:w1-1-1-1-2-1-1-1-4-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-2-1-4:b1,K15:L10:w1-1-1-1-2-1-1-2-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-2-2-3:b1,K15:L10:w1-1-1-1-2-1-1-2-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-2-3-2:b1,K15:L10:w1-1-1-1-2-1-1-2-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-3-1-3:b1,K15:L10:w1-1-1-1-2-1-1-3-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-3-2-2:b1,K15:L10:w1-1-1-1-2-1-1-3-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-1-4-1-2:b1,K15:L10:w1-1-1-1-2-1-1-4-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-2-1-1-4:b1,K15:L10:w1-1-1-1-2-1-2-1-1-4:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-2-1-2-3:b1,K15:L10:w1-1-1-1-2-1-2-1-2-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-2-1-3-2:b1,K15:L10:w1-1-1-1-2-1-2-1-3-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-2-2-1-3:b1,K15:L10:w1-1-1-1-2-1-2-2-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-2-2-2-2:b1,K15:L10:w1-1-1-1-2-1-2-2-2-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-2-3-1-2:b1,K15:L10:w1-1-1-1-2-1-2-3-1-2:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-3-1-1-3:b1,K15:L10:w1-1-1-1-2-1-3-1-1-3:b1,16,16,1.0,1.0
K16:L11:w1-1-1-1-1-2-1-3-1-2-2:b1,K15:L10:w1-1-1-1-2-1-3-1-2-2:b1,16,16,1.0,1.0
