src,dst,count,source_events,deterministic_probability,empirical_probability
K15:b1,K7:b2,127,9919,0.012803710051416473,0.012803710051416473
K8:b2,K7:b1,126,126,1.0,1.0
K11:b2,K3:b1,96,224,0.42857142857142855,0.42857142857142855
K15:b1,K5:b1,96,9919,0.009678394999495916,0.009678394999495916
K15:b1,K6:b2,96,9919,0.009678394999495916,0.009678394999495916
K7:b2,K6:b1,95,127,0.7480314960629921,0.7480314960629921
K9:b2,K3:b1,94,445,0.21123595505617979,0.21123595505617979
K11:b1,K4:b1,89,918,0.09694989106753812,0.09694989106753812
K11:b1,K7:b1,77,918,0.08387799564270153,0.08387799564270153
K11:b2,K4:b1,64,224,0.2857142857142857,0.2857142857142857
K14:b1,K3:b3,64,6582,0.009723488301428137,0.009723488301428137
K15:b1,K3:b3,64,9919,0.006452263332997278,0.006452263332997278
K16:b1,K4:b3,64,12832,0.004987531172069825,0.004987531172069825
K16:b1,K3:b1,64,12832,0.004987531172069825,0.004987531172069825
K16:b1,K8:b1,64,12832,0.004987531172069825,0.004987531172069825
K9:b2,K6:b1,63,445,0.14157303370786517,0.14157303370786517
K7:b3,K6:b1,62,62,1.0,1.0
K11:b1,K3:b2,55,918,0.05991285403050109,0.05991285403050109
K9:b1,K3:b1,54,185,0.2918918918918919,0.2918918918918919
K12:b1,K16:b1,53,958,0.055323590814196244,0.055323590814196244
K13:b1,K6:b2,53,1468,0.036103542234332424,0.036103542234332424
K11:b1,K5:b1,51,918,0.05555555555555555,0.05555555555555555
K14:b1,K5:b2,48,6582,0.007292616226071103,0.007292616226071103
K12:b1,K3:b1,40,958,0.04175365344467641,0.04175365344467641
K12:b1,K3:b2,40,958,0.04175365344467641,0.04175365344467641
K13:b1,K4:b1,40,1468,0.027247956403269755,0.027247956403269755
K13:b1,K4:b2,40,1468,0.027247956403269755,0.027247956403269755
K13:b1,K6:b1,40,1468,0.027247956403269755,0.027247956403269755
K12:b1,K4:b1,36,958,0.037578288100208766,0.037578288100208766
K10:b2,K4:b1,32,352,0.09090909090909091,0.09090909090909091
K10:b2,K3:b1,32,352,0.09090909090909091,0.09090909090909091
K10:b2,K3:b3,32,352,0.09090909090909091,0.09090909090909091
K11:b2,K7:b1,32,224,0.14285714285714285,0.14285714285714285
K11:b2,K5:b2,32,224,0.14285714285714285,0.14285714285714285
K13:b1,K7:b1,32,1468,0.021798365122615803,0.021798365122615803
K13:b2,K4:b2,32,64,0.5,0.5
K13:b2,K4:b1,32,64,0.5,0.5
K15:b2,K14:b1,32,32,1.0,1.0
K15:b1,K3:b4,32,9919,0.003226131666498639,0.003226131666498639
K15:b1,K4:b3,32,9919,0.003226131666498639,0.003226131666498639
K16:b1,K3:b2,32,12832,0.0024937655860349127,0.0024937655860349127
K16:b1,K3:b3,32,12832,0.0024937655860349127,0.0024937655860349127
K6:b3,K3:b1,32,95,0.3368421052631579,0.3368421052631579
K6:b4,K3:b1,32,32,1.0,1.0
K6:b3,K5:b1,32,95,0.3368421052631579,0.3368421052631579
K7:b2,K3:b2,32,127,0.25196850393700787,0.25196850393700787
K9:b2,K5:b1,32,445,0.07191011235955057,0.07191011235955057
K9:b1,K6:b1,32,185,0.17297297297297298,0.17297297297297298
K9:b2,K4:b1,32,445,0.07191011235955057,0.07191011235955057
K9:b2,K3:b2,32,445,0.07191011235955057,0.07191011235955057
K9:b2,K4:b2,32,445,0.07191011235955057,0.07191011235955057
K16:b1,K5:b3,31,12832,0.0024158354114713217,0.0024158354114713217
K5:b2,K4:b1,31,31,1.0,1.0
K5:b3,K4:b1,31,31,1.0,1.0
K5:b4,K4:b1,31,31,1.0,1.0
K6:b3,K6:b2,31,95,0.3263157894736842,0.3263157894736842
K6:b2,K3:b1,31,93,0.3333333333333333,0.3333333333333333
K6:b2,K5:b1,31,93,0.3333333333333333,0.3333333333333333
K12:b1,K4:b2,30,958,0.031315240083507306,0.031315240083507306
K4:b2,K3:b1,30,30,1.0,1.0
K4:b3,K3:b1,30,30,1.0,1.0
K4:b4,K3:b1,30,30,1.0,1.0
K7:b1,K6:b1,30,46,0.6521739130434783,0.6521739130434783
K12:b1,K6:b1,29,958,0.030271398747390398,0.030271398747390398
K8:b1,K7:b1,29,29,1.0,1.0
K15:b1,K11:b1,28,9919,0.0028228652081863093,0.0028228652081863093
K16:b1,K3:b5,28,12832,0.0021820448877805485,0.0021820448877805485
K3:b2,K3:b1,28,28,1.0,1.0
K3:b3,K3:b2,28,28,1.0,1.0
K3:b4,K3:b3,28,28,1.0,1.0
K3:b5,K3:b4,28,28,1.0,1.0
K3:b6,K3:b5,28,28,1.0,1.0
K15:b1,K8:b1,27,9919,0.0027220485936082267,0.0027220485936082267
K15:b1,K10:b1,27,9919,0.0027220485936082267,0.0027220485936082267
K6:b1,K3:b1,25,54,0.46296296296296297,0.46296296296296297
K9:b1,K8:b1,25,185,0.13513513513513514,0.13513513513513514
K6:b2,K6:b1,22,93,0.23655913978494625,0.23655913978494625
K12:b1,K3:b3,20,958,0.020876826722338204,0.020876826722338204
K13:b1,K3:b1,20,1468,0.013623978201634877,0.013623978201634877
K13:b1,K3:b2,20,1468,0.013623978201634877,0.013623978201634877
K13:b1,K3:b4,20,1468,0.013623978201634877,0.013623978201634877
K9:b1,K3:b2,19,185,0.10270270270270271,0.10270270270270271
K11:b1,K16:b1,17,918,0.018518518518518517,0.018518518518518517
K4:b1,K3:b1,17,17,1.0,1.0
K9:b1,K4:b1,17,185,0.0918918918918919,0.0918918918918919
K10:b1,K3:b3,16,180,0.08888888888888889,0.08888888888888889
K13:b1,K5:b1,16,1468,0.010899182561307902,0.010899182561307902
K13:b1,K5:b2,16,1468,0.010899182561307902,0.010899182561307902
K16:b1,K9:b2,16,12832,0.0012468827930174563,0.0012468827930174563
K7:b1,K3:b2,16,46,0.34782608695652173,0.34782608695652173
K10:b1,K4:b1,15,180,0.08333333333333333,0.08333333333333333
K9:b2,K9:b1,15,445,0.033707865168539325,0.033707865168539325
K9:b1,K5:b1,15,185,0.08108108108108109,0.08108108108108109
K13:b1,K4:b3,14,1468,0.009536784741144414,0.009536784741144414
K15:b1,K12:b1,13,9919,0.001310615989515072,0.001310615989515072
K12:b1,K7:b1,12,958,0.012526096033402923,0.012526096033402923
K5:b1,K4:b1,12,12,1.0,1.0
K11:b1,K4:b2,11,918,0.011982570806100218,0.011982570806100218
K16:b1,K14:b1,9,12832,0.0007013715710723192,0.0007013715710723192
K15:b1,K15:b1,8,9919,0.0008065329166246597,0.0008065329166246597
K15:b1,K8:b2,8,9919,0.0008065329166246597,0.0008065329166246597
K9:b1,K4:b2,8,185,0.043243243243243246,0.043243243243243246
K11:b1,K5:b2,7,918,0.007625272331154684,0.007625272331154684
K6:b1,K5:b1,7,54,0.12962962962962962,0.12962962962962962
K9:b2,K11:b1,7,445,0.015730337078651686,0.015730337078651686
K15:b1,K9:b2,6,9919,0.0006048996874684948,0.0006048996874684948
K16:b1,K12:b1,6,12832,0.0004675810473815461,0.0004675810473815461
K14:b1,K8:b2,4,6582,0.0006077180188392585,0.0006077180188392585
K14:b1,K14:b1,4,6582,0.0006077180188392585,0.0006077180188392585
K9:b2,K14:b1,4,445,0.008988764044943821,0.008988764044943821
K13:b1,K6:b3,3,1468,0.0020435967302452314,0.0020435967302452314
K16:b1,K16:b1,3,12832,0.00023379052369077306,0.00023379052369077306
K16:b1,K13:b1,3,12832,0.00023379052369077306,0.00023379052369077306
K16:b1,K3:b6,3,12832,0.00023379052369077306,0.00023379052369077306
K16:b1,K10:b2,3,12832,0.00023379052369077306,0.00023379052369077306
K3:b1,K15:b1,3,28,0.10714285714285714,0.10714285714285714
K9:b2,K15:b1,3,445,0.006741573033707865,0.006741573033707865
K10:b1,K16:b1,2,180,0.011111111111111112,0.011111111111111112
K13:b1,K11:b1,2,1468,0.0013623978201634877,0.0013623978201634877
K14:b1,K9:b2,2,6582,0.00030385900941962927,0.00030385900941962927
K14:b1,K4:b3,2,6582,0.00030385900941962927,0.00030385900941962927
K3:b1,K4:b1,2,28,0.07142857142857142,0.07142857142857142
K6:b2,K13:b1,2,93,0.021505376344086023,0.021505376344086023
K6:b2,K14:b1,2,93,0.021505376344086023,0.021505376344086023
K6:b2,K9:b1,2,93,0.021505376344086023,0.021505376344086023
K6:b2,K12:b1,2,93,0.021505376344086023,0.021505376344086023
K9:b2,K12:b1,2,445,0.0044943820224719105,0.0044943820224719105
K11:b1,K11:b1,1,918,0.0010893246187363835,0.0010893246187363835
K11:b1,K10:b2,1,918,0.0010893246187363835,0.0010893246187363835
K13:b1,K4:b4,1,1468,0.0006811989100817438,0.0006811989100817438
K13:b1,K14:b1,1,1468,0.0006811989100817438,0.0006811989100817438
K14:b1,K13:b2,1,6582,0.00015192950470981463,0.00015192950470981463
K15:b1,K7:b3,1,9919,0.00010081661457808247,0.00010081661457808247
K15:b1,K10:b2,1,9919,0.00010081661457808247,0.00010081661457808247
K16:b1,K15:b2,1,12832,7.793017456359102e-05,7.793017456359102e-05
K16:b1,K7:b2,1,12832,7.793017456359102e-05,7.793017456359102e-05
K16:b1,K11:b2,1,12832,7.793017456359102e-05,7.793017456359102e-05
K16:b1,K6:b3,1,12832,7.793017456359102e-05,7.793017456359102e-05
K16:b1,K5:b4,1,12832,7.793017456359102e-05,7.793017456359102e-05
K3:b1,K9:b1,1,28,0.03571428571428571,0.03571428571428571
K6:b1,K6:b1,1,54,0.018518518518518517,0.018518518518518517
K6:b1,K9:b1,1,54,0.018518518518518517,0.018518518518518517
K6:b2,K11:b1,1,93,0.010752688172043012,0.010752688172043012
K9:b1,K12:b1,1,185,0.005405405405405406,0.005405405405405406
K9:b2,K13:b1,1,445,0.0022471910112359553,0.0022471910112359553
K9:b1,K16:b1,1,185,0.005405405405405406,0.005405405405405406
