src,dst,count,source_events,empirical_probability
K14:L9:w1-1-1-3-1-1-2-2-2:b1,K6:L4:w1-1-2-2:b1,193,217,0.8894009216589862
K11:L8:w1-1-1-1-1-1-3-2:b1,K10:L7:w1-1-1-1-1-3-2:b1,192,204,0.9411764705882353
K12:L8:w1-1-1-1-1-1-1-5:b1,K11:L7:w1-1-1-1-1-1-5:b1,192,204,0.9411764705882353
K13:L9:w1-1-1-3-1-2-1-1-2:b1,K3:L2:w1-2:b1,192,192,1.0
K14:L9:w1-1-1-2-1-1-1-3-3:b1,K4:L3:w1-1-2:b1,191,191,1.0
K14:L9:w1-1-1-2-2-1-3-1-2:b1,K6:L4:w1-1-2-2:b1,191,191,1.0
K14:L9:w1-1-1-2-1-2-1-2-3:b1,K10:L7:w1-1-2-1-2-1-2:b1,189,189,1.0
K13:L9:w1-1-1-1-2-2-1-2-2:b1,K12:L8:w1-1-1-2-2-1-2-2:b1,188,198,0.9494949494949495
K11:L8:w1-1-1-1-1-2-1-3:b1,K10:L7:w1-1-1-1-2-1-3:b1,188,194,0.9690721649484536
K3:L2:w1-2:b1,K9:L7:w1-1-1-2-1-1-2:b1,187,100901,0.0018533017512214944
K14:L9:w1-1-1-1-1-2-2-2-3:b1,K10:L7:w1-1-1-1-2-2-2:b1,187,187,1.0
K14:L9:w1-1-1-1-2-1-2-3-2:b1,K11:L7:w1-1-1-2-1-2-3:b1,187,187,1.0
K14:L9:w1-1-1-1-1-3-3-1-2:b1,K7:L5:w1-1-1-1-3:b1,187,187,1.0
K7:L5:w1-1-1-1-3:b2,K6:L4:w1-1-1-3:b1,186,186,1.0
K14:L9:w1-1-1-2-2-1-2-1-3:b1,K9:L6:w1-1-2-2-1-2:b1,186,186,1.0
K3:L2:w1-2:b1,K10:L7:w1-1-1-2-1-1-3:b1,186,100901,0.0018433910466695077
K14:L9:w1-1-2-1-2-1-3-1-2:b1,K3:L2:w1-2:b2,186,186,1.0
K14:L9:w1-1-2-1-2-1-1-2-3:b1,K3:L2:w1-2:b2,185,185,1.0
K14:L9:w1-1-1-1-1-3-1-3-2:b1,K11:L7:w1-1-1-1-3-1-3:b1,185,185,1.0
K14:L9:w1-1-1-1-3-1-1-1-4:b1,K6:L4:w1-1-1-3:b1,184,184,1.0
K12:L9:w1-1-1-1-2-1-1-2-2:b1,K11:L8:w1-1-1-2-1-1-2-2:b1,184,195,0.9435897435897436
K14:L9:w1-1-1-2-1-1-4-1-2:b1,K4:L3:w1-1-2:b1,184,184,1.0
K13:L9:w1-1-1-1-1-3-2-1-2:b1,K12:L8:w1-1-1-1-3-2-1-2:b1,184,196,0.9387755102040817
K14:L9:w1-1-1-2-1-2-2-1-3:b1,K9:L6:w1-1-2-1-2-2:b1,184,184,1.0
K13:L9:w1-1-1-1-1-1-2-3-2:b1,K12:L8:w1-1-1-1-1-2-3-2:b1,183,195,0.9384615384615385
K14:L9:w1-1-1-3-1-2-1-1-3:b1,K3:L2:w1-2:b1,183,183,1.0
K11:L8:w1-1-1-1-2-1-1-3:b1,K10:L7:w1-1-1-2-1-1-3:b1,183,187,0.9786096256684492
K13:L9:w1-1-1-1-2-2-2-1-2:b1,K12:L8:w1-1-1-2-2-2-1-2:b1,182,197,0.9238578680203046
K13:L9:w1-1-1-1-2-1-2-2-2:b1,K12:L8:w1-1-1-2-1-2-2-2:b1,182,201,0.9054726368159204
K14:L9:w1-1-2-1-2-1-2-1-3:b1,K3:L2:w1-2:b3,182,182,1.0
K11:L8:w1-1-1-1-1-1-1-4:b1,K10:L7:w1-1-1-1-1-1-4:b1,181,199,0.9095477386934674
K13:L9:w1-1-1-1-1-2-1-2-3:b1,K12:L8:w1-1-1-1-2-1-2-3:b1,181,193,0.9378238341968912
K14:L9:w1-1-1-2-1-3-2-1-2:b1,K4:L3:w1-1-2:b1,181,181,1.0
K13:L9:w1-1-1-1-1-3-1-2-2:b1,K12:L8:w1-1-1-1-3-1-2-2:b1,180,192,0.9375
K14:L9:w1-1-1-1-2-1-1-2-4:b1,K9:L7:w1-1-1-2-1-1-2:b1,180,180,1.0
K14:L9:w1-1-1-1-1-3-2-1-3:b1,K9:L6:w1-1-1-1-3-2:b1,180,180,1.0
K14:L9:w1-1-1-1-3-1-3-1-2:b1,K6:L4:w1-1-1-3:b1,180,180,1.0
K13:L9:w1-1-1-1-1-2-1-3-2:b1,K12:L8:w1-1-1-1-2-1-3-2:b1,180,191,0.9424083769633508
K14:L9:w1-1-1-1-2-3-2-1-2:b1,K5:L4:w1-1-1-2:b1,180,180,1.0
