src,dst,count,source_events,deterministic_probability,empirical_probability
K16:b1,K4:b3,32,6416,0.004987531172069825,0.004987531172069825
K16:b1,K3:b1,32,6416,0.004987531172069825,0.004987531172069825
K16:b1,K8:b1,32,6416,0.004987531172069825,0.004987531172069825
K7:b3,K6:b1,31,31,1.0,1.0
K9:b2,K6:b1,31,222,0.13963963963963963,0.13963963963963963
K11:b1,K3:b2,27,459,0.058823529411764705,0.058823529411764705
K11:b1,K5:b1,26,459,0.05664488017429194,0.05664488017429194
K9:b1,K3:b1,26,94,0.2765957446808511,0.2765957446808511
K13:b1,K6:b2,25,734,0.0340599455040872,0.0340599455040872
K14:b1,K5:b2,24,3292,0.007290400972053463,0.007290400972053463
K12:b1,K16:b1,22,479,0.04592901878914405,0.04592901878914405
K12:b1,K3:b1,20,479,0.04175365344467641,0.04175365344467641
K12:b1,K3:b2,20,479,0.04175365344467641,0.04175365344467641
K13:b1,K4:b1,20,734,0.027247956403269755,0.027247956403269755
K13:b1,K4:b2,20,734,0.027247956403269755,0.027247956403269755
K13:b1,K6:b1,20,734,0.027247956403269755,0.027247956403269755
K12:b1,K4:b1,18,479,0.037578288100208766,0.037578288100208766
K7:b1,K6:b1,17,25,0.68,0.68
K9:b1,K6:b1,17,94,0.18085106382978725,0.18085106382978725
K10:b2,K4:b1,16,176,0.09090909090909091,0.09090909090909091
K10:b2,K3:b1,16,176,0.09090909090909091,0.09090909090909091
K10:b2,K3:b3,16,176,0.09090909090909091,0.09090909090909091
K11:b2,K7:b1,16,112,0.14285714285714285,0.14285714285714285
K11:b2,K5:b2,16,112,0.14285714285714285,0.14285714285714285
K13:b1,K7:b1,16,734,0.021798365122615803,0.021798365122615803
K13:b2,K4:b2,16,32,0.5,0.5
K13:b2,K4:b1,16,32,0.5,0.5
K15:b2,K14:b1,16,16,1.0,1.0
K15:b1,K3:b4,16,4959,0.003226456946965114,0.003226456946965114
K15:b1,K4:b3,16,4959,0.003226456946965114,0.003226456946965114
K16:b1,K3:b2,16,6416,0.0024937655860349127,0.0024937655860349127
K16:b1,K3:b3,16,6416,0.0024937655860349127,0.0024937655860349127
K5:b4,K4:b1,16,16,1.0,1.0
K6:b3,K6:b2,16,48,0.3333333333333333,0.3333333333333333
K6:b2,K3:b1,16,48,0.3333333333333333,0.3333333333333333
K6:b3,K3:b1,16,48,0.3333333333333333,0.3333333333333333
K6:b4,K3:b1,16,16,1.0,1.0
K6:b2,K5:b1,16,48,0.3333333333333333,0.3333333333333333
K6:b3,K5:b1,16,48,0.3333333333333333,0.3333333333333333
K7:b2,K3:b2,16,63,0.25396825396825395,0.25396825396825395
K9:b2,K5:b1,16,222,0.07207207207207207,0.07207207207207207
K9:b2,K4:b1,16,222,0.07207207207207207,0.07207207207207207
K9:b2,K3:b2,16,222,0.07207207207207207,0.07207207207207207
K9:b2,K4:b2,16,222,0.07207207207207207,0.07207207207207207
K12:b1,K4:b2,15,479,0.031315240083507306,0.031315240083507306
K16:b1,K5:b3,15,6416,0.0023379052369077308,0.0023379052369077308
K4:b2,K3:b1,15,15,1.0,1.0
K4:b3,K3:b1,15,15,1.0,1.0
K4:b4,K3:b1,15,15,1.0,1.0
K5:b2,K4:b1,15,15,1.0,1.0
K5:b3,K4:b1,15,15,1.0,1.0
K8:b1,K7:b1,15,15,1.0,1.0
K12:b1,K6:b1,14,479,0.029227557411273485,0.029227557411273485
K15:b1,K8:b1,14,4959,0.0028231498285944748,0.0028231498285944748
K16:b1,K3:b5,14,6416,0.0021820448877805485,0.0021820448877805485
K3:b2,K3:b1,14,14,1.0,1.0
K3:b3,K3:b2,14,14,1.0,1.0
K3:b4,K3:b3,14,14,1.0,1.0
K3:b5,K3:b4,14,14,1.0,1.0
K3:b6,K3:b5,14,14,1.0,1.0
K15:b1,K11:b1,13,4959,0.002621496269409155,0.002621496269409155
K15:b1,K10:b1,13,4959,0.002621496269409155,0.002621496269409155
K6:b1,K3:b1,13,27,0.48148148148148145,0.48148148148148145
K9:b1,K8:b1,12,94,0.1276595744680851,0.1276595744680851
K6:b2,K6:b1,11,48,0.22916666666666666,0.22916666666666666
K11:b1,K16:b1,10,459,0.02178649237472767,0.02178649237472767
K12:b1,K3:b3,10,479,0.020876826722338204,0.020876826722338204
K13:b1,K3:b1,10,734,0.013623978201634877,0.013623978201634877
K13:b1,K3:b2,10,734,0.013623978201634877,0.013623978201634877
K13:b1,K3:b4,10,734,0.013623978201634877,0.013623978201634877
K15:b1,K12:b1,10,4959,0.002016535591853196,0.002016535591853196
K9:b1,K4:b1,9,94,0.09574468085106383,0.09574468085106383
K9:b1,K3:b2,9,94,0.09574468085106383,0.09574468085106383
K10:b1,K4:b1,8,93,0.08602150537634409,0.08602150537634409
K13:b1,K5:b1,8,734,0.010899182561307902,0.010899182561307902
K13:b1,K5:b2,8,734,0.010899182561307902,0.010899182561307902
K16:b1,K9:b2,8,6416,0.0012468827930174563,0.0012468827930174563
K4:b1,K3:b1,8,8,1.0,1.0
K7:b1,K3:b2,8,25,0.32,0.32
K9:b1,K5:b1,8,94,0.0851063829787234,0.0851063829787234
K10:b1,K3:b3,7,93,0.07526881720430108,0.07526881720430108
K13:b1,K4:b3,7,734,0.009536784741144414,0.009536784741144414
K9:b2,K9:b1,7,222,0.03153153153153153,0.03153153153153153
K12:b1,K7:b1,6,479,0.012526096033402923,0.012526096033402923
K11:b1,K4:b2,5,459,0.010893246187363835,0.010893246187363835
K16:b1,K14:b1,5,6416,0.0007793017456359103,0.0007793017456359103
K5:b1,K4:b1,5,5,1.0,1.0
K11:b1,K5:b2,4,459,0.008714596949891068,0.008714596949891068
K15:b1,K8:b2,4,4959,0.0008066142367412785,0.0008066142367412785
K9:b2,K11:b1,4,222,0.018018018018018018,0.018018018018018018
K9:b1,K4:b2,4,94,0.0425531914893617,0.0425531914893617
K13:b1,K6:b3,3,734,0.004087193460490463,0.004087193460490463
K15:b1,K9:b2,3,4959,0.0006049606775559589,0.0006049606775559589
K16:b1,K12:b1,3,6416,0.0004675810473815461,0.0004675810473815461
K9:b2,K15:b1,3,222,0.013513513513513514,0.013513513513513514
K14:b1,K8:b2,2,3292,0.0006075334143377885,0.0006075334143377885
K14:b1,K14:b1,2,3292,0.0006075334143377885,0.0006075334143377885
K15:b1,K15:b1,2,4959,0.00040330711837063924,0.00040330711837063924
K16:b1,K16:b1,2,6416,0.0003117206982543641,0.0003117206982543641
K16:b1,K3:b6,2,6416,0.0003117206982543641,0.0003117206982543641
K16:b1,K10:b2,2,6416,0.0003117206982543641,0.0003117206982543641
K3:b1,K15:b1,2,14,0.14285714285714285,0.14285714285714285
K6:b2,K14:b1,2,48,0.041666666666666664,0.041666666666666664
K6:b1,K5:b1,2,27,0.07407407407407407,0.07407407407407407
K10:b1,K16:b1,1,93,0.010752688172043012,0.010752688172043012
K13:b1,K4:b4,1,734,0.0013623978201634877,0.0013623978201634877
K13:b1,K14:b1,1,734,0.0013623978201634877,0.0013623978201634877
K13:b1,K11:b1,1,734,0.0013623978201634877,0.0013623978201634877
K14:b1,K4:b3,1,3292,0.00030376670716889426,0.00030376670716889426
K15:b1,K7:b3,1,4959,0.00020165355918531962,0.00020165355918531962
K15:b1,K10:b2,1,4959,0.00020165355918531962,0.00020165355918531962
K16:b1,K15:b2,1,6416,0.00015586034912718204,0.00015586034912718204
K16:b1,K7:b2,1,6416,0.00015586034912718204,0.00015586034912718204
K16:b1,K11:b2,1,6416,0.00015586034912718204,0.00015586034912718204
K16:b1,K13:b1,1,6416,0.00015586034912718204,0.00015586034912718204
K16:b1,K6:b3,1,6416,0.00015586034912718204,0.00015586034912718204
K16:b1,K5:b4,1,6416,0.00015586034912718204,0.00015586034912718204
K3:b1,K4:b1,1,14,0.07142857142857142,0.07142857142857142
K6:b1,K6:b1,1,27,0.037037037037037035,0.037037037037037035
K6:b2,K13:b1,1,48,0.020833333333333332,0.020833333333333332
K6:b2,K11:b1,1,48,0.020833333333333332,0.020833333333333332
K6:b2,K9:b1,1,48,0.020833333333333332,0.020833333333333332
K9:b1,K12:b1,1,94,0.010638297872340425,0.010638297872340425
K9:b2,K14:b1,1,222,0.0045045045045045045,0.0045045045045045045
K9:b2,K12:b1,1,222,0.0045045045045045045,0.0045045045045045045
K9:b1,K16:b1,1,94,0.010638297872340425,0.010638297872340425
