src,dst,count
K16:L11:w1-1-1-1-1-1-1-4-2-1-2:b1,K15:L10:w1-1-1-1-1-1-4-2-1-2:b1,55
K16:L12:w1-1-1-1-1-1-1-2-1-1-2-3:b1,K15:L11:w1-1-1-1-1-1-2-1-1-2-3:b1,55
K16:L11:w1-1-1-1-1-1-1-2-1-3-3:b1,K15:L10:w1-1-1-1-1-1-2-1-3-3:b1,55
K16:L11:w1-1-1-2-2-1-1-1-3-1-2:b1,K6:L4:w1-1-2-2:b1,55
K16:L11:w1-1-1-1-2-1-3-1-2-1-2:b1,K15:L10:w1-1-1-2-1-3-1-2-1-2:b1,55
K16:L11:w1-1-1-2-1-3-1-1-2-1-2:b1,K4:L3:w1-1-2:b1,55
K16:L11:w1-1-1-1-3-1-1-1-3-1-2:b1,K6:L4:w1-1-1-3:b2,54
K16:L12:w1-1-1-1-1-2-2-1-1-2-1-2:b1,K15:L11:w1-1-1-1-2-2-1-1-2-1-2:b1,54
K16:L11:w1-1-1-1-1-1-1-2-1-2-4:b1,K15:L10:w1-1-1-1-1-1-2-1-2-4:b1,54
K16:L12:w1-1-1-1-1-1-1-2-2-1-1-3:b1,K15:L11:w1-1-1-1-1-1-2-2-1-1-3:b1,54
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-2-1-2-2:b1,54
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-1-2-2-2:b1,54
K16:L11:w1-1-1-1-1-1-1-3-3-1-2:b1,K15:L10:w1-1-1-1-1-1-3-3-1-2:b1,54
K16:L11:w1-1-1-1-1-2-1-3-2-1-2:b1,K15:L10:w1-1-1-1-2-1-3-2-1-2:b1,54
K16:L11:w1-1-1-1-1-1-3-1-3-1-2:b1,K15:L10:w1-1-1-1-1-3-1-3-1-2:b1,54
K16:L11:w1-1-1-1-1-2-1-2-2-1-3:b1,K15:L10:w1-1-1-1-2-1-2-2-1-3:b1,54
K16:L11:w1-1-1-2-2-2-1-2-1-1-2:b1,K11:L7:w1-1-2-2-2-1-2:b1,54
K16:L11:w1-1-1-1-1-1-4-1-2-1-2:b1,K15:L10:w1-1-1-1-1-4-1-2-1-2:b1,54
K16:L12:w1-1-1-1-2-1-2-1-2-1-1-2:b1,K15:L11:w1-1-1-2-1-2-1-2-1-1-2:b1,54
K16:L11:w1-1-1-1-1-2-2-1-3-1-2:b1,K15:L10:w1-1-1-1-2-2-1-3-1-2:b1,54
K16:L13:w1-1-1-1-1-1-1-1-2-1-2-1-2:b1,K15:L12:w1-1-1-1-1-1-1-2-1-2-1-2:b1,54
K16:L11:w1-1-1-1-1-2-1-2-3-1-2:b1,K15:L10:w1-1-1-1-2-1-2-3-1-2:b1,54
K16:L12:w1-1-1-1-1-2-1-1-1-1-2-3:b1,K6:L5:w1-1-1-1-2:b2,54
K16:L12:w1-1-1-2-1-1-2-1-1-1-2-2:b1,K4:L3:w1-1-2:b2,54
K16:L11:w1-1-1-2-1-3-1-1-1-2-2:b1,K4:L3:w1-1-2:b1,54
K16:L11:w1-1-1-1-3-2-1-2-1-1-2:b1,K15:L10:w1-1-1-3-2-1-2-1-1-2:b1,53
K16:L11:w1-1-1-1-1-2-1-1-1-3-3:b1,K15:L10:w1-1-1-1-2-1-1-1-3-3:b1,53
K16:L12:w1-1-1-1-1-3-1-1-1-2-1-2:b1,K15:L11:w1-1-1-1-3-1-1-1-2-1-2:b1,53
K16:L11:w1-1-1-1-3-1-1-2-1-1-3:b1,K15:L10:w1-1-1-3-1-1-2-1-1-3:b1,53
K16:L11:w1-1-1-1-2-2-1-1-3-1-2:b1,K15:L10:w1-1-1-2-2-1-1-3-1-2:b1,53
K16:L11:w1-1-1-1-1-1-1-3-2-1-3:b1,K15:L10:w1-1-1-1-1-1-3-2-1-3:b1,53
K16:L11:w1-1-1-1-1-1-2-2-1-2-3:b1,K15:L10:w1-1-1-1-1-2-2-1-2-3:b1,53
K16:L12:w1-1-1-1-2-1-1-2-2-1-1-2:b1,K15:L11:w1-1-1-2-1-1-2-2-1-1-2:b1,53
K15:L10:w1-1-1-1-4-1-1-1-2-2:b1,K7:L5:w1-1-1-2-2:b1,53
K16:L12:w1-1-1-1-1-1-1-1-1-3-1-3:b1,K15:L11:w1-1-1-1-1-1-1-1-3-1-3:b1,53
K11:L7:w1-1-1-1-1-1-5:b1,K3:L2:w1-2:b1,53
K16:L11:w1-1-1-1-2-1-2-1-3-1-2:b1,K15:L10:w1-1-1-2-1-2-1-3-1-2:b1,53
K16:L11:w1-1-1-1-1-1-1-2-4-1-2:b1,K15:L10:w1-1-1-1-1-1-2-4-1-2:b1,53
K16:L12:w1-1-1-1-1-2-1-1-3-1-1-2:b1,K15:L11:w1-1-1-1-2-1-1-3-1-1-2:b1,53
K16:L11:w1-1-1-1-1-2-2-1-2-1-3:b1,K15:L10:w1-1-1-1-2-2-1-2-1-3:b1,53
K16:L11:w1-1-1-1-1-1-1-3-1-2-3:b1,K15:L10:w1-1-1-1-1-1-3-1-2-3:b1,53
K16:L12:w1-1-1-1-1-1-1-1-1-4-1-2:b1,K15:L11:w1-1-1-1-1-1-1-1-4-1-2:b1,53
K16:L11:w1-1-1-1-1-1-1-1-2-3-3:b1,K15:L10:w1-1-1-1-1-1-1-2-3-3:b1,53
K16:L12:w1-1-1-1-1-1-2-1-2-2-1-2:b1,K15:L11:w1-1-1-1-1-2-1-2-2-1-2:b1,53
K16:L13:w1-1-1-1-1-1-2-1-1-1-2-1-2:b1,K15:L12:w1-1-1-1-1-2-1-1-1-2-1-2:b1,53
K16:L12:w1-1-1-1-1-2-1-2-1-2-1-2:b1,K15:L11:w1-1-1-1-2-1-2-1-2-1-2:b1,53
K16:L11:w1-1-1-1-2-1-2-2-1-1-3:b1,K15:L10:w1-1-1-2-1-2-2-1-1-3:b1,52
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-3-1-2-2:b1,52
K16:L12:w1-1-1-1-2-1-1-3-1-1-1-2:b1,K10:L7:w1-1-1-2-1-1-3:b1,52
K16:L12:w1-1-1-1-1-1-2-1-1-3-1-2:b1,K15:L11:w1-1-1-1-1-2-1-1-3-1-2:b1,52
K16:L11:w1-1-1-1-3-1-2-2-1-1-2:b1,K15:L10:w1-1-1-3-1-2-2-1-1-2:b1,52
K16:L12:w1-1-1-1-1-1-3-1-2-1-1-2:b1,K15:L11:w1-1-1-1-1-3-1-2-1-1-2:b1,52
K16:L11:w1-1-1-2-1-1-2-2-1-1-3:b1,K4:L3:w1-1-2:b2,52
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-2-2-1-2:b1,52
K16:L12:w1-1-1-1-1-2-2-1-2-1-1-2:b1,K15:L11:w1-1-1-1-2-2-1-2-1-1-2:b1,52
K16:L11:w1-1-1-1-1-1-3-1-1-2-3:b1,K15:L10:w1-1-1-1-1-3-1-1-2-3:b1,52
K16:L11:w1-1-1-1-2-2-1-1-1-2-3:b1,K15:L10:w1-1-1-2-2-1-1-1-2-3:b1,52
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-2-3:b1,K15:L12:w1-1-1-1-1-1-1-1-1-1-2-3:b1,52
K16:L13:w1-1-1-1-1-1-1-2-2-1-1-1-2:b1,K15:L12:w1-1-1-1-1-1-2-2-1-1-1-2:b1,51
K16:L12:w1-1-1-1-2-1-1-1-1-3-1-2:b1,K5:L4:w1-1-1-2:b1,51
K3:L2:w1-2:b1,K11:L8:w1-1-1-2-1-1-1-3:b1,51
K16:L11:w1-1-1-2-1-1-2-3-1-1-2:b1,K4:L3:w1-1-2:b2,51
K16:L11:w1-1-2-1-2-1-2-1-2-1-2:b1,K3:L2:w1-2:b5,51
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-1-1-2-3:b1,51
K16:L11:w1-1-1-1-1-3-1-1-3-1-2:b1,K15:L10:w1-1-1-1-3-1-1-3-1-2:b1,51
K16:L11:w1-1-1-1-1-1-3-2-1-1-3:b1,K15:L10:w1-1-1-1-1-3-2-1-1-3:b1,51
K16:L12:w1-1-1-1-1-1-2-2-2-1-1-2:b1,K15:L11:w1-1-1-1-1-2-2-2-1-1-2:b1,51
K16:L11:w1-1-1-1-2-1-2-1-2-1-3:b1,K15:L10:w1-1-1-2-1-2-1-2-1-3:b1,51
K16:L13:w1-1-1-1-1-1-1-2-1-2-1-1-2:b1,K15:L12:w1-1-1-1-1-1-2-1-2-1-1-2:b1,51
K16:L11:w1-1-1-1-2-3-2-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,51
K14:L9:w1-1-1-4-1-1-2-1-2:b1,K7:L5:w1-1-2-1-2:b1,51
K6:L4:w1-1-1-3:b1,K8:L6:w1-1-1-1-2-2:b1,51
K16:L13:w1-1-1-1-1-2-1-1-1-1-2-1-2:b1,K6:L5:w1-1-1-1-2:b2,51
K16:L11:w1-1-1-1-1-1-1-5-1-1-2:b1,K15:L10:w1-1-1-1-1-1-5-1-1-2:b1,51
K16:L11:w1-1-1-1-3-1-1-3-1-1-2:b1,K15:L10:w1-1-1-3-1-1-3-1-1-2:b1,51
K16:L11:w1-1-1-1-1-1-2-1-1-3-3:b1,K15:L10:w1-1-1-1-1-2-1-1-3-3:b1,51
K16:L11:w1-1-1-1-1-1-1-1-5-1-2:b1,K15:L10:w1-1-1-1-1-1-1-5-1-2:b1,51
K16:L11:w1-1-1-1-1-1-2-1-4-1-2:b1,K15:L10:w1-1-1-1-1-2-1-4-1-2:b1,51
K16:L11:w1-1-1-1-1-3-1-1-1-2-3:b1,K15:L10:w1-1-1-1-3-1-1-1-2-3:b1,51
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-2-1-2:b1,K15:L13:w1-1-1-1-1-1-1-1-1-1-2-1-2:b1,51
K16:L11:w1-1-1-1-1-4-1-2-1-1-2:b1,K15:L10:w1-1-1-1-4-1-2-1-1-2:b1,50
K16:L12:w1-1-1-1-2-1-1-2-1-1-1-3:b1,K15:L11:w1-1-1-2-1-1-2-1-1-1-3:b1,50
K16:L12:w1-1-1-1-1-1-1-2-1-2-1-3:b1,K15:L11:w1-1-1-1-1-1-2-1-2-1-3:b1,50
K16:L12:w1-1-1-1-1-2-1-2-2-1-1-2:b1,K15:L11:w1-1-1-1-2-1-2-2-1-1-2:b1,50
K16:L11:w1-1-1-1-1-1-4-2-1-1-2:b1,K15:L10:w1-1-1-1-1-4-2-1-1-2:b1,50
K16:L11:w1-1-1-1-1-1-2-2-2-1-3:b1,K15:L10:w1-1-1-1-1-2-2-2-1-3:b1,50
K16:L11:w1-1-1-1-1-1-2-2-1-1-4:b1,K15:L10:w1-1-1-1-1-2-2-1-1-4:b1,50
K6:L4:w1-1-1-3:b1,K9:L7:w1-1-1-2-1-1-2:b1,50
K16:L11:w1-1-1-1-1-3-3-1-1-1-2:b1,K15:L10:w1-1-1-1-3-3-1-1-1-2:b1,50
K16:L12:w1-1-1-1-1-1-1-1-2-2-1-3:b1,K15:L11:w1-1-1-1-1-1-1-2-2-1-3:b1,50
K16:L12:w1-1-1-1-1-3-1-2-1-1-1-2:b1,K15:L11:w1-1-1-1-3-1-2-1-1-1-2:b1,50
K16:L11:w1-1-1-1-2-1-1-2-2-1-3:b1,K15:L10:w1-1-1-2-1-1-2-2-1-3:b1,50
K6:L4:w1-1-1-3:b1,K5:L4:w1-1-1-2:b2,50
K16:L12:w1-1-1-1-1-1-1-2-1-1-1-4:b1,K15:L11:w1-1-1-1-1-1-2-1-1-1-4:b1,50
K16:L11:w1-1-1-1-1-1-2-1-3-1-3:b1,K15:L10:w1-1-1-1-1-2-1-3-1-3:b1,50
K16:L11:w1-1-1-1-3-1-1-1-2-1-3:b1,K6:L4:w1-1-1-3:b1,50
K3:L2:w1-2:b1,K3:L2:w1-2:b4,50
K16:L11:w1-1-1-1-3-2-1-1-2-1-2:b1,K15:L10:w1-1-1-3-2-1-1-2-1-2:b1,50
K16:L11:w1-1-1-1-2-1-1-1-1-3-3:b1,K5:L4:w1-1-1-2:b1,50
K16:L12:w1-1-1-1-1-1-1-1-1-1-3-3:b1,K15:L11:w1-1-1-1-1-1-1-1-1-3-3:b1,50
K3:L2:w1-2:b1,K11:L8:w1-1-1-1-2-1-2-2:b1,49
K16:L12:w1-1-1-2-1-2-1-1-2-1-1-2:b1,K7:L5:w1-1-2-1-2:b1,49
K16:L11:w1-1-2-1-1-3-1-1-2-1-2:b1,K3:L2:w1-2:b1,49
K16:L11:w1-1-1-1-3-1-3-1-1-1-2:b1,K6:L4:w1-1-1-3:b1,49
K16:L12:w1-1-1-1-1-3-1-1-2-1-1-2:b1,K15:L11:w1-1-1-1-3-1-1-2-1-1-2:b1,49
K16:L11:w1-1-1-1-1-1-3-1-2-1-3:b1,K15:L10:w1-1-1-1-1-3-1-2-1-3:b1,49
K16:L11:w1-1-1-1-1-1-2-4-1-1-2:b1,K15:L10:w1-1-1-1-1-2-4-1-1-2:b1,49
K16:L13:w1-1-1-1-1-1-1-1-2-2-1-1-2:b1,K15:L12:w1-1-1-1-1-1-1-2-2-1-1-2:b1,49
K16:L11:w1-1-1-2-1-2-1-2-1-1-3:b1,K15:L10:w1-1-2-1-2-1-2-1-1-3:b1,49
K16:L11:w1-1-1-1-2-1-2-3-1-1-2:b1,K15:L10:w1-1-1-2-1-2-3-1-1-2:b1,49
K16:L11:w1-1-1-1-1-2-2-3-1-1-2:b1,K15:L10:w1-1-1-1-2-2-3-1-1-2:b1,49
K16:L11:w1-1-1-1-1-3-1-3-1-1-2:b1,K15:L10:w1-1-1-1-3-1-3-1-1-2:b1,49
K16:L13:w1-1-1-1-1-1-1-1-1-3-1-1-2:b1,K15:L12:w1-1-1-1-1-1-1-1-3-1-1-2:b1,49
K16:L11:w1-1-1-2-2-1-2-2-1-1-2:b1,K11:L7:w1-1-2-2-1-2-2:b1,49
K16:L12:w1-1-1-1-1-1-4-1-1-1-1-2:b1,K15:L11:w1-1-1-1-1-4-1-1-1-1-2:b1,48
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-3-2-1-2:b1,48
K16:L12:w1-1-1-1-1-1-1-2-3-1-1-2:b1,K15:L11:w1-1-1-1-1-1-2-3-1-1-2:b1,48
K3:L2:w1-2:b1,K12:L8:w1-1-1-3-1-1-2-2:b1,48
K16:L11:w1-1-1-1-2-2-3-1-1-1-2:b1,K7:L5:w1-1-1-2-2:b1,48
K16:L12:w1-1-1-1-1-1-1-3-2-1-1-2:b1,K15:L11:w1-1-1-1-1-1-3-2-1-1-2:b1,48
K16:L12:w1-1-1-1-1-1-3-1-1-1-1-3:b1,K15:L11:w1-1-1-1-1-3-1-1-1-1-3:b1,48
K16:L11:w1-1-1-1-1-1-1-1-2-2-4:b1,K15:L10:w1-1-1-1-1-1-1-2-2-4:b1,48
K16:L12:w1-1-1-1-1-1-1-1-3-1-1-3:b1,K15:L11:w1-1-1-1-1-1-1-3-1-1-3:b1,48
K16:L12:w1-1-1-1-2-1-2-2-1-1-1-2:b1,K10:L7:w1-1-1-2-1-2-2:b1,48
K6:L4:w1-1-1-3:b1,K7:L6:w1-1-1-1-1-2:b1,48
K16:L11:w1-1-1-1-2-3-1-2-1-1-2:b1,K15:L10:w1-1-1-2-3-1-2-1-1-2:b1,48
K16:L11:w1-1-1-2-1-2-1-3-1-1-2:b1,K11:L7:w1-1-2-1-2-1-3:b1,48
K16:L11:w1-1-1-1-1-1-1-1-4-1-3:b1,K15:L10:w1-1-1-1-1-1-1-4-1-3:b1,48
K16:L11:w1-1-1-2-1-1-2-1-1-1-4:b1,K4:L3:w1-1-2:b2,48
K16:L12:w1-1-1-1-1-1-2-1-3-1-1-2:b1,K15:L11:w1-1-1-1-1-2-1-3-1-1-2:b1,48
K16:L11:w1-1-1-2-1-2-1-1-2-1-3:b1,K15:L10:w1-1-2-1-2-1-1-2-1-3:b1,48
K16:L13:w1-1-1-1-1-1-2-1-1-2-1-1-2:b1,K15:L12:w1-1-1-1-1-2-1-1-2-1-1-2:b1,48
K16:L13:w1-1-1-1-1-2-1-1-1-2-1-1-2:b1,K15:L12:w1-1-1-1-2-1-1-1-2-1-1-2:b1,47
K3:L2:w1-2:b1,K11:L8:w1-1-1-1-1-2-2-2:b1,47
K16:L14:w1-1-1-1-1-1-1-1-1-1-2-1-1-2:b1,K15:L13:w1-1-1-1-1-1-1-1-1-2-1-1-2:b1,47
K16:L12:w1-1-1-1-1-1-2-1-2-1-1-3:b1,K15:L11:w1-1-1-1-1-2-1-2-1-1-3:b1,47
K16:L11:w1-1-1-1-2-1-4-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,47
K16:L11:w1-1-1-1-1-2-3-2-1-1-2:b1,K15:L10:w1-1-1-1-2-3-2-1-1-2:b1,47
K16:L11:w1-1-1-1-2-1-3-2-1-1-2:b1,K15:L10:w1-1-1-2-1-3-2-1-1-2:b1,47
K16:L12:w1-1-1-1-2-1-1-1-3-1-1-2:b1,K15:L11:w1-1-1-2-1-1-1-3-1-1-2:b1,47
K16:L11:w1-1-1-1-2-1-1-4-1-1-2:b1,K15:L10:w1-1-1-2-1-1-4-1-1-2:b1,47
K16:L11:w1-1-1-1-2-2-1-3-1-1-2:b1,K15:L10:w1-1-1-2-2-1-3-1-1-2:b1,47
K16:L11:w1-1-1-2-1-3-1-2-1-1-2:b1,K11:L7:w1-1-2-1-3-1-2:b1,47
K16:L11:w1-1-1-1-1-1-1-2-3-1-3:b1,K15:L10:w1-1-1-1-1-1-2-3-1-3:b1,47
K16:L11:w1-1-1-1-1-2-1-1-1-2-4:b1,K15:L10:w1-1-1-1-2-1-1-1-2-4:b1,47
K16:L12:w1-1-1-1-1-1-1-1-1-1-2-4:b1,K15:L11:w1-1-1-1-1-1-1-1-1-2-4:b1,47
K3:L2:w1-2:b1,K13:L9:w1-1-2-1-2-1-1-2-2:b1,46
K16:L11:w1-1-1-1-1-3-1-2-1-1-3:b1,K15:L10:w1-1-1-1-3-1-2-1-1-3:b1,46
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-1-3-1-2-2:b1,46
K3:L2:w1-2:b1,K14:L9:w1-1-2-2-1-1-3-1-2:b1,46
K16:L11:w1-1-1-1-1-1-5-1-1-1-2:b1,K15:L10:w1-1-1-1-1-5-1-1-1-2:b1,46
K16:L11:w1-1-1-1-1-4-2-1-1-1-2:b1,K15:L10:w1-1-1-1-4-2-1-1-1-2:b1,46
K16:L12:w1-1-1-1-3-1-1-2-1-1-1-2:b1,K10:L7:w1-1-1-3-1-1-2:b1,46
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-1-1-3-2:b1,46
K16:L11:w1-1-1-1-1-1-2-1-2-1-4:b1,K15:L10:w1-1-1-1-1-2-1-2-1-4:b1,46
K16:L11:w1-1-1-1-1-1-1-1-3-1-4:b1,K15:L10:w1-1-1-1-1-1-1-3-1-4:b1,46
K16:L11:w1-1-1-1-1-3-1-1-2-1-3:b1,K15:L10:w1-1-1-1-3-1-1-2-1-3:b1,46
K16:L11:w1-1-1-1-1-2-1-1-2-1-4:b1,K15:L10:w1-1-1-1-2-1-1-2-1-4:b1,46
K16:L11:w1-1-1-1-2-1-1-1-2-1-4:b1,K5:L4:w1-1-1-2:b2,46
K16:L12:w1-1-1-1-1-1-1-1-4-1-1-2:b1,K15:L11:w1-1-1-1-1-1-1-4-1-1-2:b1,46
K16:L11:w1-1-1-1-1-2-1-1-3-1-3:b1,K15:L10:w1-1-1-1-2-1-1-3-1-3:b1,46
K16:L11:w1-1-1-1-2-1-1-1-3-1-3:b1,K15:L10:w1-1-1-2-1-1-1-3-1-3:b1,46
K16:L11:w1-1-1-1-2-2-1-1-2-1-3:b1,K15:L10:w1-1-1-2-2-1-1-2-1-3:b1,46
K16:L13:w1-1-1-1-1-1-1-3-1-1-1-1-2:b1,K15:L12:w1-1-1-1-1-1-3-1-1-1-1-2:b1,46
K16:L12:w1-1-1-1-1-2-1-1-1-2-1-3:b1,K15:L11:w1-1-1-1-2-1-1-1-2-1-3:b1,46
K16:L13:w1-1-1-1-2-1-1-1-2-1-1-1-2:b1,K5:L4:w1-1-1-2:b3,45
K3:L2:w1-2:b1,K12:L8:w1-1-1-3-2-1-1-2:b1,45
K16:L11:w1-1-1-1-1-1-2-1-1-1-5:b1,K15:L10:w1-1-1-1-1-2-1-1-1-5:b1,45
K3:L2:w1-2:b1,K14:L9:w1-1-2-2-1-2-2-1-2:b1,45
K16:L13:w1-1-1-1-1-1-2-1-1-1-1-1-3:b1,K15:L12:w1-1-1-1-1-2-1-1-1-1-1-3:b1,45
K16:L11:w1-1-1-1-2-3-1-1-1-1-3:b1,K5:L4:w1-1-1-2:b1,45
K16:L12:w1-1-1-1-1-1-1-4-1-1-1-2:b1,K15:L11:w1-1-1-1-1-1-4-1-1-1-2:b1,45
K16:L11:w1-1-1-2-1-1-1-3-1-1-3:b1,K4:L3:w1-1-2:b1,45
K3:L2:w1-2:b1,K7:L5:w1-1-2-1-2:b2,45
K16:L11:w1-1-1-1-1-1-3-3-1-1-2:b1,K15:L10:w1-1-1-1-1-3-3-1-1-2:b1,45
K16:L12:w1-1-1-1-3-1-1-1-2-1-1-2:b1,K6:L4:w1-1-1-3:b1,45
K16:L12:w1-1-1-1-1-1-1-1-1-1-1-5:b1,K15:L11:w1-1-1-1-1-1-1-1-1-1-5:b1,45
K3:L2:w1-2:b1,K7:L5:w1-1-1-2-2:b2,45
K16:L12:w1-1-1-1-1-1-2-1-1-2-1-3:b1,K15:L11:w1-1-1-1-1-2-1-1-2-1-3:b1,45
K3:L2:w1-2:b1,K14:L9:w1-1-2-2-1-2-1-2-2:b1,45
K16:L11:w1-1-1-1-1-1-1-1-1-3-4:b1,K15:L10:w1-1-1-1-1-1-1-1-3-4:b1,45
K15:L10:w1-1-1-3-2-1-1-2-1-2:b1,K7:L5:w1-1-2-1-2:b1,44
K16:L11:w1-1-1-1-1-1-2-3-1-1-3:b1,K15:L10:w1-1-1-1-1-2-3-1-1-3:b1,44
K16:L11:w1-1-1-1-2-1-1-2-1-1-4:b1,K15:L10:w1-1-1-2-1-1-2-1-1-4:b1,44
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-2-1-2-3:b1,44
K16:L12:w1-1-1-1-1-1-1-3-1-1-1-3:b1,K15:L11:w1-1-1-1-1-1-3-1-1-1-3:b1,44
K16:L11:w1-1-1-1-1-1-1-3-1-1-4:b1,K15:L10:w1-1-1-1-1-1-3-1-1-4:b1,44
K16:L11:w1-1-1-1-1-2-2-2-1-1-3:b1,K15:L10:w1-1-1-1-2-2-2-1-1-3:b1,44
K16:L11:w1-1-1-1-2-1-1-3-1-1-3:b1,K15:L10:w1-1-1-2-1-1-3-1-1-3:b1,44
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-1-1-2-3:b1,44
K16:L13:w1-1-1-1-1-1-1-1-3-1-1-1-2:b1,K15:L12:w1-1-1-1-1-1-1-3-1-1-1-2:b1,44
K16:L11:w1-1-1-1-1-1-1-1-1-2-5:b1,K15:L10:w1-1-1-1-1-1-1-1-2-5:b1,44
K16:L11:w1-1-1-2-2-1-1-3-1-1-2:b1,K11:L7:w1-1-2-2-1-1-3:b1,44
K16:L12:w1-1-1-1-1-2-1-3-1-1-1-2:b1,K15:L11:w1-1-1-1-2-1-3-1-1-1-2:b1,44
K16:L13:w1-1-1-1-1-1-1-1-1-1-2-1-3:b1,K15:L12:w1-1-1-1-1-1-1-1-1-2-1-3:b1,44
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-2-2-1-2:b1,43
K3:L2:w1-2:b1,K13:L9:w1-1-2-1-2-1-2-1-2:b1,43
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-2-1-3-2:b1,43
K16:L12:w1-1-1-1-2-2-1-2-1-1-1-2:b1,K10:L7:w1-1-1-2-2-1-2:b1,43
K16:L11:w1-1-1-1-2-2-1-2-1-1-3:b1,K15:L10:w1-1-1-2-2-1-2-1-1-3:b1,43
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-1-2-3-2:b1,43
K16:L11:w1-1-1-1-1-3-2-1-1-1-3:b1,K15:L10:w1-1-1-1-3-2-1-1-1-3:b1,43
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-1-2-2-2:b1,43
K16:L11:w1-1-1-1-1-1-1-2-2-1-4:b1,K15:L10:w1-1-1-1-1-1-2-2-1-4:b1,43
K16:L12:w1-1-1-1-1-3-2-1-1-1-1-2:b1,K9:L6:w1-1-1-1-3-2:b1,43
K16:L11:w1-1-1-1-1-2-1-3-1-1-3:b1,K15:L10:w1-1-1-1-2-1-3-1-1-3:b1,43
K16:L11:w1-1-1-1-2-1-3-1-1-1-3:b1,K15:L10:w1-1-1-2-1-3-1-1-1-3:b1,43
K16:L11:w1-1-1-1-1-1-1-4-1-1-3:b1,K15:L10:w1-1-1-1-1-1-4-1-1-3:b1,43
K16:L12:w1-1-1-1-1-2-1-1-2-1-1-3:b1,K15:L11:w1-1-1-1-2-1-1-2-1-1-3:b1,43
K16:L12:w1-1-1-1-1-1-2-3-1-1-1-2:b1,K15:L11:w1-1-1-1-1-2-3-1-1-1-2:b1,43
K16:L11:w1-1-1-1-1-2-4-1-1-1-2:b1,K15:L10:w1-1-1-1-2-4-1-1-1-2:b1,43
K16:L12:w1-1-1-1-2-1-1-1-2-1-1-3:b1,K5:L4:w1-1-1-2:b2,43
K16:L12:w1-1-1-1-1-2-1-1-1-1-1-4:b1,K6:L5:w1-1-1-1-2:b1,42
K3:L2:w1-2:b1,K9:L8:w1-1-1-1-1-1-1-2:b1,42
K15:L11:w1-1-1-1-2-1-1-2-1-2-2:b1,K16:L11:w1-1-1-2-1-1-2-1-2-2-2:b1,42
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-1-3-1-2:b1,42
K16:L12:w1-1-1-1-1-1-1-1-2-1-1-4:b1,K15:L11:w1-1-1-1-1-1-1-2-1-1-4:b1,42
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-2-1-2-2-1-2:b1,42
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-2-2-3:b1,42
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-1-3-2-1-2:b1,42
K16:L11:w1-1-1-2-2-1-2-1-1-1-3:b1,K9:L6:w1-1-2-2-1-2:b1,42
K16:L13:w1-1-1-1-1-2-1-1-2-1-1-1-2:b1,K15:L12:w1-1-1-1-2-1-1-2-1-1-1-2:b1,42
K16:L11:w1-1-1-2-2-1-1-2-1-1-3:b1,K6:L4:w1-1-2-2:b1,42
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-2-1-2-3:b1,41
K6:L4:w1-1-1-3:b1,K11:L7:w1-1-1-1-3-2-2:b1,41
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-1-4-1-2:b1,41
K8:L6:w1-1-1-2-1-2:b2,K7:L5:w1-1-2-1-2:b1,41
K16:L12:w1-1-1-1-2-1-2-1-1-1-1-3:b1,K8:L6:w1-1-1-2-1-2:b1,41
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-2-2-2-2:b1,41
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-2-3-1-2:b1,41
K16:L12:w1-1-1-1-1-2-2-2-1-1-1-2:b1,K15:L11:w1-1-1-1-2-2-2-1-1-1-2:b1,41
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-2-1-2-1-1-2-2:b1,41
K16:L12:w1-1-1-1-1-1-2-1-1-1-1-4:b1,K15:L11:w1-1-1-1-1-2-1-1-1-1-4:b1,41
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-3-1-2-2:b1,40
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-1-1-2-4:b1,40
