source_node,source_b,t,event_index,step,node,node_id,K,L,b,v2_n_minus_q,value_bit_length
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,0,3,3,K11:L7:w1-1-2-1-2-2-2,68,11,7,1,15,17
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,0,4,4,K3:L2:w1-2,0,3,2,2,7,18
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,0,5,6,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,0,0,K16:L11:w1-1-1-1-1-2-1-2-2-2-2,903,16,11,1,23,16
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,1,1,K15:L10:w1-1-1-1-2-1-2-2-2-2,574,15,10,1,20,17
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,2,2,K14:L9:w1-1-1-2-1-2-2-2-2,327,14,9,1,18,18
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,3,3,K11:L7:w1-1-2-1-2-2-2,68,11,7,1,12,18
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,4,4,K3:L2:w1-2,0,3,2,2,7,19
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,5,6,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,6,11,K15:L10:w1-1-1-1-1-3-1-2-2-2,549,15,10,1,16,18
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,7,12,K14:L9:w1-1-1-1-3-1-2-2-2,303,14,9,1,15,18
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,8,13,K11:L7:w1-1-1-3-1-2-2,62,11,7,1,12,19
K14:L10:w1-1-1-1-1-2-1-2-2-2,1,1,9,17,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,0,0,K14:L10:w1-1-1-1-1-2-1-3-1-2,412,14,10,1,16,14
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,1,1,K13:L9:w1-1-1-1-2-1-3-1-2,185,13,9,1,15,15
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,2,2,K12:L8:w1-1-1-2-1-3-1-2,121,12,8,1,14,16
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,3,3,K11:L7:w1-1-2-1-3-1-2,69,11,7,1,13,16
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,4,4,K3:L2:w1-2,0,3,2,1,6,17
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,5,12,K15:L10:w1-1-1-1-2-1-1-1-1-5,560,15,10,1,16,15
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,6,13,K5:L4:w1-1-1-2,2,5,4,1,9,15
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,7,14,K4:L3:w1-1-2,1,4,3,1,7,16
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,0,8,15,K3:L2:w1-2,0,3,2,1,5,16
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,1,0,0,K14:L10:w1-1-1-1-1-2-1-3-1-2,412,14,10,1,15,16
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,1,1,1,K13:L9:w1-1-1-1-2-1-3-1-2,185,13,9,1,14,17
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,1,2,2,K12:L8:w1-1-1-2-1-3-1-2,121,12,8,1,13,17
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,1,3,3,K11:L7:w1-1-2-1-3-1-2,69,11,7,1,12,18
K14:L10:w1-1-1-1-1-2-1-3-1-2,1,1,4,4,K3:L2:w1-2,0,3,2,1,6,18
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,0,0,0,K14:L10:w1-1-1-1-1-2-2-1-1-3,413,14,10,1,15,15
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,0,1,1,K13:L9:w1-1-1-1-2-2-1-1-3,186,13,9,1,14,15
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,0,2,2,K12:L8:w1-1-1-2-2-1-1-3,122,12,8,1,13,16
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,0,3,3,K11:L7:w1-1-2-2-1-1-3,70,11,7,1,12,17
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,0,4,4,K3:L2:w1-2,0,3,2,1,4,17
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,0,0,K14:L10:w1-1-1-1-1-2-2-1-1-3,413,14,10,1,18,16
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,1,1,K13:L9:w1-1-1-1-2-2-1-1-3,186,13,9,1,17,17
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,2,2,K12:L8:w1-1-1-2-2-1-1-3,122,12,8,1,17,17
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,3,3,K11:L7:w1-1-2-2-1-1-3,70,11,7,1,14,18
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,4,4,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,5,15,K15:L11:w1-1-1-1-1-1-2-3-1-1-2,719,15,11,1,18,17
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,6,16,K14:L10:w1-1-1-1-1-2-3-1-1-2,416,14,10,1,17,18
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,7,17,K13:L9:w1-1-1-1-2-3-1-1-2,189,13,9,1,16,18
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,8,18,K16:L11:w1-1-1-2-3-1-1-2-1-1-2,1071,16,11,1,19,19
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,9,19,K4:L3:w1-1-2,1,4,3,1,5,19
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,10,20,K3:L2:w1-2,0,3,2,1,4,20
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,11,23,K4:L3:w1-1-2,1,4,3,3,13,19
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,12,24,K3:L2:w1-2,0,3,2,1,5,19
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,13,26,K4:L3:w1-1-2,1,4,3,2,9,19
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,14,27,K3:L2:w1-2,0,3,2,1,5,20
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,15,29,K6:L4:w1-1-2-2,4,6,4,1,7,20
K14:L10:w1-1-1-1-1-2-2-1-1-3,1,1,16,30,K3:L2:w1-2,0,3,2,1,4,21
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,0,0,K14:L10:w1-1-1-1-1-2-2-1-2-2,414,14,10,1,24,12
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,1,1,K13:L9:w1-1-1-1-2-2-1-2-2,187,13,9,1,18,13
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,2,2,K12:L8:w1-1-1-2-2-1-2-2,123,12,8,1,16,13
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,3,3,K11:L7:w1-1-2-2-1-2-2,71,11,7,1,14,14
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,4,4,K3:L2:w1-2,0,3,2,1,4,14
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,5,10,K9:L7:w1-1-1-1-1-2-2,24,9,7,1,10,14
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,6,11,K8:L6:w1-1-1-1-2-2,11,8,6,1,9,14
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,7,12,K7:L5:w1-1-1-2-2,7,7,5,1,8,15
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,8,13,K6:L4:w1-1-2-2,4,6,4,1,7,16
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,9,14,K3:L2:w1-2,0,3,2,1,4,16
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,10,19,K11:L7:w1-1-2-2-1-1-3,70,11,7,1,12,13
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,0,11,20,K3:L2:w1-2,0,3,2,1,4,14
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,1,0,0,K16:L11:w1-1-1-1-1-2-2-1-2-2-2,913,16,11,1,17,16
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,1,1,1,K15:L10:w1-1-1-1-2-2-1-2-2-2,584,15,10,1,16,16
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,1,2,2,K14:L9:w1-1-1-2-2-1-2-2-2,337,14,9,1,15,17
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,1,3,3,K11:L7:w1-1-2-2-1-2-2,71,11,7,1,12,17
K14:L10:w1-1-1-1-1-2-2-1-2-2,1,1,4,4,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,0,0,0,K14:L10:w1-1-1-1-1-2-2-2-1-2,415,14,10,1,15,15
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,0,1,1,K13:L9:w1-1-1-1-2-2-2-1-2,188,13,9,1,14,16
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,0,2,2,K12:L8:w1-1-1-2-2-2-1-2,124,12,8,1,13,16
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,0,3,3,K11:L7:w1-1-2-2-2-1-2,72,11,7,1,12,17
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,0,4,4,K3:L2:w1-2,0,3,2,1,4,17
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,1,0,0,K14:L10:w1-1-1-1-1-2-2-2-1-2,415,14,10,1,18,16
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,1,1,1,K13:L9:w1-1-1-1-2-2-2-1-2,188,13,9,1,17,17
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,1,2,2,K12:L8:w1-1-1-2-2-2-1-2,124,12,8,1,17,17
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,1,3,3,K11:L7:w1-1-2-2-2-1-2,72,11,7,1,14,18
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,1,4,4,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-2-2-2-1-2,1,1,5,10,K6:L4:w1-1-1-3,3,6,4,1,12,18
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,0,0,K14:L10:w1-1-1-1-1-2-3-1-1-2,416,14,10,1,19,13
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,1,1,K13:L9:w1-1-1-1-2-3-1-1-2,189,13,9,1,20,14
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,2,2,K12:L8:w1-1-1-2-3-1-1-2,125,12,8,1,16,15
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,3,3,K4:L3:w1-1-2,1,4,3,1,5,15
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,4,4,K3:L2:w1-2,0,3,2,1,4,16
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,5,7,K4:L3:w1-1-2,1,4,3,1,7,14
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,6,8,K3:L2:w1-2,0,3,2,1,5,15
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,7,10,K12:L8:w1-1-1-1-2-1-3-2,108,12,8,1,13,15
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,8,11,K11:L7:w1-1-1-2-1-3-2,57,11,7,1,12,16
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,9,12,K4:L3:w1-1-2,1,4,3,1,6,16
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,0,10,13,K3:L2:w1-2,0,3,2,1,6,17
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,0,0,K16:L11:w1-1-1-1-1-2-3-1-1-2-2,920,16,11,1,17,16
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,1,1,K15:L10:w1-1-1-1-2-3-1-1-2-2,591,15,10,1,16,16
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,2,2,K14:L9:w1-1-1-2-3-1-1-2-2,344,14,9,1,15,17
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,3,3,K4:L3:w1-1-2,1,4,3,1,5,18
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,4,4,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,5,7,K6:L4:w1-1-2-2,4,6,4,1,7,17
K14:L10:w1-1-1-1-1-2-3-1-1-2,1,1,6,8,K3:L2:w1-2,0,3,2,1,4,17
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,0,0,0,K14:L10:w1-1-1-1-1-3-1-1-1-3,417,14,10,1,16,15
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,0,1,1,K16:L11:w1-1-1-1-3-1-1-1-3-1-2,1002,16,11,1,17,15
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,0,2,2,K6:L4:w1-1-1-3,3,6,4,2,14,16
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,0,3,6,K11:L7:w1-1-1-3-1-2-2,62,11,7,1,12,16
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,0,4,10,K3:L2:w1-2,0,3,2,1,4,16
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,0,0,K14:L10:w1-1-1-1-1-3-1-1-1-3,417,14,10,1,15,16
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,1,1,K13:L9:w1-1-1-1-3-1-1-1-3,190,13,9,1,14,17
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,2,2,K6:L4:w1-1-1-3,3,6,4,2,13,17
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,3,6,K6:L4:w1-1-1-3,3,6,4,1,7,18
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,4,11,K9:L6:w1-1-1-2-2-2,18,9,6,1,11,17
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,5,12,K6:L4:w1-1-2-2,4,6,4,1,7,17
K14:L10:w1-1-1-1-1-3-1-1-1-3,1,1,6,13,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,0,0,K14:L10:w1-1-1-1-1-3-1-1-2-2,418,14,10,1,20,15
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,1,1,K13:L9:w1-1-1-1-3-1-1-2-2,191,13,9,1,18,16
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,2,2,K12:L8:w1-1-1-3-1-1-2-2,126,12,8,1,16,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,3,6,K6:L4:w1-1-2-2,4,6,4,1,9,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,4,7,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,5,10,K10:L8:w1-1-1-1-1-1-1-3,40,10,8,1,11,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,6,11,K9:L7:w1-1-1-1-1-1-3,23,9,7,1,10,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,7,12,K8:L6:w1-1-1-1-1-3,10,8,6,1,9,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,8,13,K7:L5:w1-1-1-1-3,6,7,5,1,8,19
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,9,14,K6:L4:w1-1-1-3,3,6,4,1,7,20
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,10,19,K16:L11:w1-1-1-1-1-1-2-1-1-2-4,855,16,11,1,17,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,11,20,K15:L10:w1-1-1-1-1-2-1-1-2-4,526,15,10,1,16,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,12,21,K14:L9:w1-1-1-1-2-1-1-2-4,280,14,9,1,15,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,13,22,K9:L7:w1-1-1-2-1-1-2,26,9,7,1,10,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,14,23,K4:L3:w1-1-2,1,4,3,2,9,19
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,15,24,K3:L2:w1-2,0,3,2,1,5,19
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,16,26,K4:L3:w1-1-2,1,4,3,1,5,20
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,0,17,27,K3:L2:w1-2,0,3,2,1,4,20
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,0,0,K16:L11:w1-1-1-1-1-3-1-1-2-2-2,928,16,11,1,17,16
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,1,1,K15:L10:w1-1-1-1-3-1-1-2-2-2,599,15,10,1,16,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,2,2,K14:L9:w1-1-1-3-1-1-2-2-2,349,14,9,1,15,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,3,6,K6:L4:w1-1-2-2,4,6,4,1,7,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,4,7,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,5,12,K7:L5:w1-1-2-1-2,8,7,5,2,15,16
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,6,13,K3:L2:w1-2,0,3,2,2,8,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,7,15,K3:L2:w1-2,0,3,2,1,5,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,8,17,K9:L6:w1-1-2-1-2-2,21,9,6,1,11,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,9,18,K3:L2:w1-2,0,3,2,2,7,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,10,20,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,11,26,K14:L10:w1-1-1-1-2-2-1-2-1-2,434,14,10,1,15,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,12,27,K13:L9:w1-1-1-2-2-1-2-1-2,206,13,9,1,14,17
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,13,28,K12:L8:w1-1-2-2-1-2-1-2,135,12,8,1,13,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,14,29,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,15,32,K3:L2:w1-2,0,3,2,2,7,18
K14:L10:w1-1-1-1-1-3-1-1-2-2,1,1,16,34,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,0,0,K14:L10:w1-1-1-1-1-3-1-2-1-2,419,14,10,1,16,15
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,1,1,K16:L11:w1-1-1-1-3-1-2-1-2-1-2,1009,16,11,1,17,15
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,2,2,K15:L10:w1-1-1-3-1-2-1-2-1-2,665,15,10,1,16,16
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,3,3,K14:L9:w1-1-3-1-2-1-2-1-2,385,14,9,1,15,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,4,6,K3:L2:w1-2,0,3,2,3,10,16
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,5,8,K3:L2:w1-2,0,3,2,2,7,16
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,6,10,K3:L2:w1-2,0,3,2,1,4,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,7,19,K8:L6:w1-1-1-1-1-3,10,8,6,1,9,16
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,8,20,K7:L5:w1-1-1-1-3,6,7,5,1,8,16
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,0,9,21,K6:L4:w1-1-1-3,3,6,4,1,7,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,0,0,K14:L10:w1-1-1-1-1-3-1-2-1-2,419,14,10,1,15,16
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,1,1,K13:L9:w1-1-1-1-3-1-2-1-2,192,13,9,1,14,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,2,2,K12:L8:w1-1-1-3-1-2-1-2,127,12,8,1,13,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,3,3,K11:L7:w1-1-3-1-2-1-2,73,11,7,1,12,18
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,4,6,K3:L2:w1-2,0,3,2,2,7,18
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,5,8,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,6,11,K4:L3:w1-1-2,1,4,3,1,7,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,7,12,K3:L2:w1-2,0,3,2,1,5,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,8,14,K8:L6:w1-1-1-1-2-2,11,8,6,1,12,17
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,9,15,K7:L5:w1-1-1-2-2,7,7,5,1,12,18
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,10,16,K6:L4:w1-1-2-2,4,6,4,1,9,19
K14:L10:w1-1-1-1-1-3-1-2-1-2,1,1,11,17,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,0,0,0,K14:L10:w1-1-1-1-1-3-2-1-1-2,420,14,10,1,15,12
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,0,1,1,K13:L9:w1-1-1-1-3-2-1-1-2,193,13,9,1,14,13
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,0,2,2,K12:L8:w1-1-1-3-2-1-1-2,128,12,8,1,13,13
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,0,3,7,K4:L3:w1-1-2,1,4,3,1,5,13
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,0,4,8,K3:L2:w1-2,0,3,2,1,4,14
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,0,0,K14:L10:w1-1-1-1-1-3-2-1-1-2,420,14,10,1,19,16
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,1,1,K13:L9:w1-1-1-1-3-2-1-1-2,193,13,9,1,21,16
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,2,2,K12:L8:w1-1-1-3-2-1-1-2,128,12,8,1,16,17
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,3,7,K4:L3:w1-1-2,1,4,3,1,7,17
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,4,8,K3:L2:w1-2,0,3,2,1,5,17
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,5,10,K13:L9:w1-1-1-1-3-1-1-2-2,191,13,9,1,14,17
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,6,11,K12:L8:w1-1-1-3-1-1-2-2,126,12,8,1,13,18
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,7,15,K6:L4:w1-1-2-2,4,6,4,1,7,18
K14:L10:w1-1-1-1-1-3-2-1-1-2,1,1,8,16,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,0,0,0,K14:L10:w1-1-1-1-1-4-1-1-1-2,421,14,10,1,16,15
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,0,1,1,K16:L11:w1-1-1-1-4-1-1-1-2-1-2,1016,16,11,1,18,16
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,0,2,6,K12:L8:w1-1-1-2-1-2-1-3,119,12,8,1,13,16
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,0,3,7,K11:L7:w1-1-2-1-2-1-3,67,11,7,1,12,16
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,0,4,8,K3:L2:w1-2,0,3,2,2,9,17
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,0,5,10,K3:L2:w1-2,0,3,2,1,6,17
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,1,0,0,K14:L10:w1-1-1-1-1-4-1-1-1-2,421,14,10,1,15,16
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,1,1,1,K13:L9:w1-1-1-1-4-1-1-1-2,194,13,9,1,14,17
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,1,2,6,K5:L4:w1-1-1-2,2,5,4,1,6,17
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,1,3,7,K4:L3:w1-1-2,1,4,3,1,5,17
K14:L10:w1-1-1-1-1-4-1-1-1-2,1,1,4,8,K3:L2:w1-2,0,3,2,1,4,18
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,0,0,0,K16:L11:w1-1-1-1-2-1-1-1-1-4-2,947,16,11,1,17,8
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,0,1,1,K5:L4:w1-1-1-2,2,5,4,1,9,8
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,0,2,2,K4:L3:w1-1-2,1,4,3,1,7,9
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,0,3,3,K3:L2:w1-2,0,3,2,1,5,10
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,1,0,0,K14:L10:w1-1-1-1-2-1-1-1-1-4,422,14,10,1,16,16
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,1,1,1,K5:L4:w1-1-1-2,2,5,4,1,9,16
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,1,2,2,K4:L3:w1-1-2,1,4,3,1,7,17
K14:L10:w1-1-1-1-2-1-1-1-1-4,1,1,3,3,K3:L2:w1-2,0,3,2,1,5,17
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,0,0,K14:L10:w1-1-1-1-2-1-1-1-2-3,423,14,10,1,16,13
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,1,1,K5:L4:w1-1-1-2,2,5,4,2,11,14
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,2,2,K4:L3:w1-1-2,1,4,3,1,7,15
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,3,3,K3:L2:w1-2,0,3,2,1,5,15
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,4,5,K11:L7:w1-1-1-2-3-1-2,60,11,7,1,12,15
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,5,6,K4:L3:w1-1-2,1,4,3,1,5,16
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,0,6,7,K3:L2:w1-2,0,3,2,1,4,16
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,0,0,K14:L10:w1-1-1-1-2-1-1-1-2-3,423,14,10,1,15,16
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,1,1,K5:L4:w1-1-1-2,2,5,4,2,11,16
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,2,2,K4:L3:w1-1-2,1,4,3,1,7,17
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,3,3,K3:L2:w1-2,0,3,2,1,5,18
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,4,5,K5:L4:w1-1-1-2,2,5,4,1,6,18
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,5,6,K4:L3:w1-1-2,1,4,3,1,5,18
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,6,7,K3:L2:w1-2,0,3,2,1,4,19
K14:L10:w1-1-1-1-2-1-1-1-2-3,1,1,7,11,K5:L4:w1-1-1-2,2,5,4,1,6,16
