source_node,source_b,t,event_index,step,node,node_id,K,L,b,v2_n_minus_q,value_bit_length
K8:L7:w1-1-1-1-1-1-2,2,4,3,3,K5:L4:w1-1-1-2,2,5,4,1,9,22
K8:L7:w1-1-1-1-1-1-2,2,4,4,4,K4:L3:w1-1-2,1,4,3,1,7,22
K8:L7:w1-1-1-1-1-1-2,2,4,5,5,K3:L2:w1-2,0,3,2,1,5,23
K8:L7:w1-1-1-1-1-1-2,2,4,6,7,K8:L7:w1-1-1-1-1-1-2,13,8,7,1,9,23
K8:L7:w1-1-1-1-1-1-2,2,4,7,8,K10:L7:w1-1-1-1-1-2-3,29,10,7,1,11,23
K8:L7:w1-1-1-1-1-1-2,2,4,8,9,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,24
K8:L7:w1-1-1-1-1-1-2,2,4,9,10,K5:L4:w1-1-1-2,2,5,4,1,6,25
K8:L7:w1-1-1-1-1-1-2,2,4,10,11,K4:L3:w1-1-2,1,4,3,1,5,25
K8:L7:w1-1-1-1-1-1-2,2,4,11,12,K3:L2:w1-2,0,3,2,1,4,26
K8:L7:w1-1-1-1-1-1-2,2,5,0,0,K8:L7:w1-1-1-1-1-1-2,13,8,7,3,25,20
K8:L7:w1-1-1-1-1-1-2,2,5,1,1,K7:L6:w1-1-1-1-1-2,9,7,6,1,13,21
K8:L7:w1-1-1-1-1-1-2,2,5,2,2,K6:L5:w1-1-1-1-2,5,6,5,1,11,21
K8:L7:w1-1-1-1-1-1-2,2,5,3,3,K5:L4:w1-1-1-2,2,5,4,1,9,22
K8:L7:w1-1-1-1-1-1-2,2,5,4,4,K4:L3:w1-1-2,1,4,3,1,7,22
K8:L7:w1-1-1-1-1-1-2,2,5,5,5,K3:L2:w1-2,0,3,2,1,5,23
K8:L7:w1-1-1-1-1-1-2,2,5,6,7,K8:L7:w1-1-1-1-1-1-2,13,8,7,2,17,23
K8:L7:w1-1-1-1-1-1-2,2,5,7,8,K7:L6:w1-1-1-1-1-2,9,7,6,1,13,24
K8:L7:w1-1-1-1-1-1-2,2,5,8,9,K6:L5:w1-1-1-1-2,5,6,5,1,11,24
K8:L7:w1-1-1-1-1-1-2,2,5,9,10,K5:L4:w1-1-1-2,2,5,4,1,9,25
K8:L7:w1-1-1-1-1-1-2,2,5,10,11,K4:L3:w1-1-2,1,4,3,1,7,26
K8:L7:w1-1-1-1-1-1-2,2,5,11,12,K3:L2:w1-2,0,3,2,1,5,26
K8:L7:w1-1-1-1-1-1-2,2,5,12,14,K10:L8:w1-1-1-1-1-1-2-2,41,10,8,1,13,26
K8:L7:w1-1-1-1-1-1-2,2,5,13,15,K9:L7:w1-1-1-1-1-2-2,24,9,7,1,12,27
K8:L7:w1-1-1-1-1-1-2,2,5,14,16,K8:L6:w1-1-1-1-2-2,11,8,6,1,11,27
K8:L7:w1-1-1-1-1-1-2,2,5,15,17,K7:L5:w1-1-1-2-2,7,7,5,1,10,28
K8:L7:w1-1-1-1-1-1-2,2,5,16,18,K6:L4:w1-1-2-2,4,6,4,2,13,29
K8:L7:w1-1-1-1-1-1-2,2,5,17,19,K3:L2:w1-2,0,3,2,1,4,29
K8:L7:w1-1-1-1-1-1-2,2,5,18,22,K6:L4:w1-1-2-2,4,6,4,1,7,29
K8:L7:w1-1-1-1-1-1-2,2,5,19,23,K3:L2:w1-2,0,3,2,1,4,30
K8:L7:w1-1-1-1-1-1-2,2,5,20,37,K6:L4:w1-1-1-3,3,6,4,1,10,24
K8:L7:w1-1-1-1-1-1-2,2,5,21,41,K9:L8:w1-1-1-1-1-1-1-2,27,9,8,1,10,24
K8:L7:w1-1-1-1-1-1-2,2,5,22,42,K8:L7:w1-1-1-1-1-1-2,13,8,7,1,9,25
K8:L7:w1-1-1-1-1-1-2,2,5,23,43,K10:L7:w1-1-1-1-1-2-3,29,10,7,1,11,25
K8:L7:w1-1-1-1-1-1-2,2,5,24,44,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,26
K8:L7:w1-1-1-1-1-1-2,2,5,25,45,K5:L4:w1-1-1-2,2,5,4,1,6,26
K8:L7:w1-1-1-1-1-1-2,2,5,26,46,K4:L3:w1-1-2,1,4,3,1,5,27
K8:L7:w1-1-1-1-1-1-2,2,5,27,47,K3:L2:w1-2,0,3,2,1,4,28
K8:L7:w1-1-1-1-1-1-2,2,5,28,56,K8:L6:w1-1-1-1-1-3,10,8,6,1,10,21
K8:L7:w1-1-1-1-1-1-2,2,5,29,57,K10:L7:w1-1-1-1-3-1-2,33,10,7,1,13,21
K8:L7:w1-1-1-1-1-1-2,2,5,30,58,K9:L6:w1-1-1-3-1-2,19,9,6,1,12,22
K8:L7:w1-1-1-1-1-1-2,2,5,31,62,K3:L2:w1-2,0,3,2,1,5,22
K8:L7:w1-1-1-1-1-1-2,2,6,0,0,K8:L7:w1-1-1-1-1-1-2,13,8,7,2,17,20
K8:L7:w1-1-1-1-1-1-2,2,6,1,1,K7:L6:w1-1-1-1-1-2,9,7,6,1,13,21
K8:L7:w1-1-1-1-1-1-2,2,6,2,2,K6:L5:w1-1-1-1-2,5,6,5,1,11,21
K8:L7:w1-1-1-1-1-1-2,2,6,3,3,K5:L4:w1-1-1-2,2,5,4,1,9,22
K8:L7:w1-1-1-1-1-1-2,2,6,4,4,K4:L3:w1-1-2,1,4,3,1,7,23
K8:L7:w1-1-1-1-1-1-2,2,6,5,5,K3:L2:w1-2,0,3,2,1,5,23
K8:L7:w1-1-1-1-1-1-2,2,6,6,7,K10:L8:w1-1-1-1-1-1-2-2,41,10,8,1,11,23
K8:L7:w1-1-1-1-1-1-2,2,6,7,8,K9:L7:w1-1-1-1-1-2-2,24,9,7,1,10,24
K8:L7:w1-1-1-1-1-1-2,2,6,8,9,K8:L6:w1-1-1-1-2-2,11,8,6,1,9,25
K8:L7:w1-1-1-1-1-1-2,2,6,9,10,K7:L5:w1-1-1-2-2,7,7,5,1,8,25
K8:L7:w1-1-1-1-1-1-2,2,6,10,11,K6:L4:w1-1-2-2,4,6,4,1,7,26
K8:L7:w1-1-1-1-1-1-2,2,6,11,12,K3:L2:w1-2,0,3,2,1,4,26
K8:L7:w1-1-1-1-1-1-2,2,6,12,16,K7:L5:w1-1-1-1-3,6,7,5,1,8,22
K8:L7:w1-1-1-1-1-1-2,2,6,13,17,K6:L4:w1-1-1-3,3,6,4,1,7,22
K8:L7:w1-1-1-1-1-1-2,2,7,0,0,K8:L7:w1-1-1-1-1-1-2,13,8,7,2,18,20
K8:L7:w1-1-1-1-1-1-2,2,7,1,1,K7:L6:w1-1-1-1-1-2,9,7,6,1,13,21
K8:L7:w1-1-1-1-1-1-2,2,7,2,2,K6:L5:w1-1-1-1-2,5,6,5,1,11,22
K8:L7:w1-1-1-1-1-1-2,2,7,3,3,K5:L4:w1-1-1-2,2,5,4,1,9,22
K8:L7:w1-1-1-1-1-1-2,2,7,4,4,K4:L3:w1-1-2,1,4,3,1,7,23
K8:L7:w1-1-1-1-1-1-2,2,7,5,5,K3:L2:w1-2,0,3,2,1,5,23
K8:L7:w1-1-1-1-1-1-2,2,7,6,7,K8:L7:w1-1-1-1-1-1-2,13,8,7,1,10,24
K8:L7:w1-1-1-1-1-1-2,2,7,7,8,K7:L6:w1-1-1-1-1-2,9,7,6,1,9,24
K8:L7:w1-1-1-1-1-1-2,2,7,8,9,K6:L5:w1-1-1-1-2,5,6,5,1,8,25
K8:L7:w1-1-1-1-1-1-2,2,7,9,10,K5:L4:w1-1-1-2,2,5,4,1,7,25
K8:L7:w1-1-1-1-1-1-2,2,7,10,11,K4:L3:w1-1-2,1,4,3,1,6,26
K8:L7:w1-1-1-1-1-1-2,2,7,11,12,K3:L2:w1-2,0,3,2,1,6,27
K8:L7:w1-1-1-1-1-1-2,2,7,12,18,K8:L6:w1-1-1-1-1-3,10,8,6,1,11,23
K8:L7:w1-1-1-1-1-1-2,2,7,13,19,K7:L5:w1-1-1-1-3,6,7,5,1,10,24
K8:L7:w1-1-1-1-1-1-2,2,7,14,20,K10:L7:w1-1-1-3-1-1-2,37,10,7,1,11,24
K8:L7:w1-1-1-1-1-1-2,2,7,15,24,K6:L4:w1-1-2-2,4,6,4,1,7,25
K8:L7:w1-1-1-1-1-1-2,2,7,16,25,K3:L2:w1-2,0,3,2,1,4,25
K8:L7:w1-1-1-1-1-1-2,2,7,17,29,K3:L2:w1-2,0,3,2,2,9,23
K8:L7:w1-1-1-1-1-1-2,2,7,18,31,K3:L2:w1-2,0,3,2,1,6,24
K9:L6:w1-1-1-1-1-4,1,0,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,11,6
K9:L6:w1-1-1-1-1-4,1,0,1,6,K3:L2:w1-2,0,3,2,1,5,7
K9:L6:w1-1-1-1-1-4,1,0,2,8,K4:L3:w1-1-2,1,4,3,1,7,7
K9:L6:w1-1-1-1-1-4,1,0,3,9,K3:L2:w1-2,0,3,2,1,5,8
K9:L6:w1-1-1-1-1-4,1,0,4,11,K5:L4:w1-1-1-2,2,5,4,1,6,8
K9:L6:w1-1-1-1-1-4,1,0,5,12,K4:L3:w1-1-2,1,4,3,1,5,9
K9:L6:w1-1-1-1-1-4,1,0,6,13,K3:L2:w1-2,0,3,2,1,4,9
K9:L6:w1-1-1-1-1-4,1,0,7,16,K7:L5:w1-1-2-1-2,8,7,5,1,10,8
K9:L6:w1-1-1-1-1-4,1,0,8,17,K3:L2:w1-2,0,3,2,2,8,8
K9:L6:w1-1-1-1-1-4,1,0,9,19,K3:L2:w1-2,0,3,2,1,5,9
K9:L6:w1-1-1-1-1-4,1,0,10,21,K8:L6:w1-1-1-1-1-3,10,8,6,1,12,9
K9:L6:w1-1-1-1-1-4,1,0,11,22,K7:L5:w1-1-1-1-3,6,7,5,1,11,9
K9:L6:w1-1-1-1-1-4,1,0,12,23,K6:L4:w1-1-1-3,3,6,4,1,12,10
K9:L6:w1-1-1-1-1-4,1,1,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,11
K9:L6:w1-1-1-1-1-4,1,2,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,16,12
K9:L6:w1-1-1-1-1-4,1,2,1,6,K10:L8:w1-1-1-1-1-2-1-2,42,10,8,1,11,12
K9:L6:w1-1-1-1-1-4,1,2,2,7,K9:L7:w1-1-1-1-2-1-2,25,9,7,1,10,13
K9:L6:w1-1-1-1-1-4,1,2,3,8,K10:L7:w1-1-1-2-1-2-2,35,10,7,1,13,13
K9:L6:w1-1-1-1-1-4,1,2,4,9,K9:L6:w1-1-2-1-2-2,21,9,6,1,13,14
K9:L6:w1-1-1-1-1-4,1,2,5,10,K3:L2:w1-2,0,3,2,2,7,14
K9:L6:w1-1-1-1-1-4,1,2,6,12,K3:L2:w1-2,0,3,2,1,4,15
K9:L6:w1-1-1-1-1-4,1,2,7,19,K5:L4:w1-1-1-2,2,5,4,1,9,12
K9:L6:w1-1-1-1-1-4,1,2,8,20,K4:L3:w1-1-2,1,4,3,1,7,12
K9:L6:w1-1-1-1-1-4,1,2,9,21,K3:L2:w1-2,0,3,2,1,5,13
K9:L6:w1-1-1-1-1-4,1,2,10,23,K10:L8:w1-1-1-1-2-1-1-2,43,10,8,1,13,13
K9:L6:w1-1-1-1-1-4,1,2,11,24,K9:L7:w1-1-1-2-1-1-2,26,9,7,1,12,14
K9:L6:w1-1-1-1-1-4,1,2,12,25,K4:L3:w1-1-2,1,4,3,2,12,14
K9:L6:w1-1-1-1-1-4,1,2,13,26,K3:L2:w1-2,0,3,2,1,5,15
K9:L6:w1-1-1-1-1-4,1,2,14,28,K9:L6:w1-1-2-1-1-3,20,9,6,1,10,15
K9:L6:w1-1-1-1-1-4,1,2,15,29,K3:L2:w1-2,0,3,2,1,5,16
K9:L6:w1-1-1-1-1-4,1,2,16,36,K4:L3:w1-1-2,1,4,3,1,7,14
K9:L6:w1-1-1-1-1-4,1,2,17,37,K3:L2:w1-2,0,3,2,1,5,14
K9:L6:w1-1-1-1-1-4,1,3,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,12
K9:L6:w1-1-1-1-1-4,1,4,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,11,13
K9:L6:w1-1-1-1-1-4,1,5,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,13
K9:L6:w1-1-1-1-1-4,1,6,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,12,13
K9:L6:w1-1-1-1-1-4,1,6,1,6,K4:L3:w1-1-2,1,4,3,1,5,14
K9:L6:w1-1-1-1-1-4,1,6,2,7,K3:L2:w1-2,0,3,2,1,4,14
K9:L6:w1-1-1-1-1-4,1,7,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,13
K9:L6:w1-1-1-1-1-4,1,7,1,7,K3:L2:w1-2,0,3,2,1,4,13
K9:L6:w1-1-1-1-1-4,2,0,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,21,17
K9:L6:w1-1-1-1-1-4,2,0,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,12,17
K9:L6:w1-1-1-1-1-4,2,1,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,19,20
K9:L6:w1-1-1-1-1-4,2,1,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,20
K9:L6:w1-1-1-1-1-4,2,2,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,20,21
K9:L6:w1-1-1-1-1-4,2,2,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,11,21
K9:L6:w1-1-1-1-1-4,2,2,2,12,K3:L2:w1-2,0,3,2,2,7,22
K9:L6:w1-1-1-1-1-4,2,2,3,14,K3:L2:w1-2,0,3,2,1,4,22
K9:L6:w1-1-1-1-1-4,2,2,4,19,K9:L6:w1-1-1-2-1-3,17,9,6,1,11,22
K9:L6:w1-1-1-1-1-4,2,2,5,20,K4:L3:w1-1-2,1,4,3,1,6,22
K9:L6:w1-1-1-1-1-4,2,2,6,21,K3:L2:w1-2,0,3,2,1,6,23
K9:L6:w1-1-1-1-1-4,2,3,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,19,21
K9:L6:w1-1-1-1-1-4,2,3,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,22
K9:L6:w1-1-1-1-1-4,2,4,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,26,22
K9:L6:w1-1-1-1-1-4,2,4,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,17,22
K9:L6:w1-1-1-1-1-4,2,4,2,12,K8:L6:w1-1-1-1-1-3,10,8,6,1,9,23
K9:L6:w1-1-1-1-1-4,2,4,3,13,K7:L5:w1-1-1-1-3,6,7,5,1,8,23
K9:L6:w1-1-1-1-1-4,2,4,4,14,K6:L4:w1-1-1-3,3,6,4,1,7,24
K9:L6:w1-1-1-1-1-4,2,5,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,19,22
K9:L6:w1-1-1-1-1-4,2,5,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,22
K9:L6:w1-1-1-1-1-4,2,6,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,20,22
K9:L6:w1-1-1-1-1-4,2,6,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,11,23
K9:L6:w1-1-1-1-1-4,2,7,0,0,K9:L6:w1-1-1-1-1-4,14,9,6,2,19,22
K9:L6:w1-1-1-1-1-4,2,7,1,6,K9:L6:w1-1-1-1-1-4,14,9,6,1,10,23
K9:L6:w1-1-1-1-2-3,1,0,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,11,10
K9:L6:w1-1-1-1-2-3,1,0,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,11
K9:L6:w1-1-1-1-2-3,1,0,2,2,K4:L3:w1-1-2,1,4,3,1,5,11
K9:L6:w1-1-1-1-2-3,1,0,3,3,K3:L2:w1-2,0,3,2,1,4,12
K9:L6:w1-1-1-1-2-3,1,1,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,11
K9:L6:w1-1-1-1-2-3,1,1,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,12
K9:L6:w1-1-1-1-2-3,1,1,2,2,K4:L3:w1-1-2,1,4,3,1,5,13
K9:L6:w1-1-1-1-2-3,1,1,3,3,K3:L2:w1-2,0,3,2,1,4,13
K9:L6:w1-1-1-1-2-3,1,2,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,12,12
K9:L6:w1-1-1-1-2-3,1,2,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,13
K9:L6:w1-1-1-1-2-3,1,2,2,2,K4:L3:w1-1-2,1,4,3,1,5,13
K9:L6:w1-1-1-1-2-3,1,2,3,3,K3:L2:w1-2,0,3,2,1,4,14
K9:L6:w1-1-1-1-2-3,1,3,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,12
K9:L6:w1-1-1-1-2-3,1,3,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,13
K9:L6:w1-1-1-1-2-3,1,3,2,2,K4:L3:w1-1-2,1,4,3,1,5,14
K9:L6:w1-1-1-1-2-3,1,3,3,3,K3:L2:w1-2,0,3,2,1,4,14
K9:L6:w1-1-1-1-2-3,1,3,4,7,K4:L3:w1-1-2,1,4,3,1,6,13
K9:L6:w1-1-1-1-2-3,1,3,5,8,K3:L2:w1-2,0,3,2,1,6,13
K9:L6:w1-1-1-1-2-3,1,4,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,11,13
K9:L6:w1-1-1-1-2-3,1,4,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,13
K9:L6:w1-1-1-1-2-3,1,4,2,2,K4:L3:w1-1-2,1,4,3,1,5,14
K9:L6:w1-1-1-1-2-3,1,4,3,3,K3:L2:w1-2,0,3,2,1,4,15
K9:L6:w1-1-1-1-2-3,1,5,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,13
K9:L6:w1-1-1-1-2-3,1,5,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,14
K9:L6:w1-1-1-1-2-3,1,5,2,2,K4:L3:w1-1-2,1,4,3,1,5,14
K9:L6:w1-1-1-1-2-3,1,5,3,3,K3:L2:w1-2,0,3,2,1,4,15
K9:L6:w1-1-1-1-2-3,1,6,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,16,13
K9:L6:w1-1-1-1-2-3,1,6,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,14
K9:L6:w1-1-1-1-2-3,1,6,2,2,K4:L3:w1-1-2,1,4,3,1,5,14
K9:L6:w1-1-1-1-2-3,1,6,3,3,K3:L2:w1-2,0,3,2,1,4,15
K9:L6:w1-1-1-1-2-3,1,6,4,6,K10:L8:w1-1-1-1-2-1-1-2,43,10,8,1,12,14
K9:L6:w1-1-1-1-2-3,1,6,5,7,K9:L7:w1-1-1-2-1-1-2,26,9,7,1,11,14
K9:L6:w1-1-1-1-2-3,1,6,6,8,K4:L3:w1-1-2,1,4,3,2,10,15
K9:L6:w1-1-1-1-2-3,1,6,7,9,K3:L2:w1-2,0,3,2,1,5,16
K9:L6:w1-1-1-1-2-3,1,6,8,11,K10:L7:w1-1-2-1-2-1-2,39,10,7,1,11,16
K9:L6:w1-1-1-1-2-3,1,6,9,12,K3:L2:w1-2,0,3,2,3,10,16
K9:L6:w1-1-1-1-2-3,1,6,10,14,K3:L2:w1-2,0,3,2,2,7,16
K9:L6:w1-1-1-1-2-3,1,6,11,16,K3:L2:w1-2,0,3,2,1,4,17
K9:L6:w1-1-1-1-2-3,1,6,12,25,K8:L6:w1-1-1-1-1-3,10,8,6,1,9,16
K9:L6:w1-1-1-1-2-3,1,6,13,26,K7:L5:w1-1-1-1-3,6,7,5,1,8,16
K9:L6:w1-1-1-1-2-3,1,6,14,27,K6:L4:w1-1-1-3,3,6,4,1,7,17
K9:L6:w1-1-1-1-2-3,1,7,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,13
K9:L6:w1-1-1-1-2-3,1,7,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,14
K9:L6:w1-1-1-1-2-3,1,7,2,2,K4:L3:w1-1-2,1,4,3,1,5,15
K9:L6:w1-1-1-1-2-3,1,7,3,3,K3:L2:w1-2,0,3,2,1,4,15
K9:L6:w1-1-1-1-2-3,2,0,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,2,20,17
K9:L6:w1-1-1-1-2-3,2,0,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,17
K9:L6:w1-1-1-1-2-3,2,0,2,2,K4:L3:w1-1-2,1,4,3,1,5,18
K9:L6:w1-1-1-1-2-3,2,0,3,3,K3:L2:w1-2,0,3,2,1,4,18
K9:L6:w1-1-1-1-2-3,2,0,4,6,K9:L6:w1-1-1-1-2-3,15,9,6,1,11,17
K9:L6:w1-1-1-1-2-3,2,0,5,7,K5:L4:w1-1-1-2,2,5,4,1,6,18
K9:L6:w1-1-1-1-2-3,2,0,6,8,K4:L3:w1-1-2,1,4,3,1,5,18
K9:L6:w1-1-1-1-2-3,2,0,7,9,K3:L2:w1-2,0,3,2,1,4,19
K9:L6:w1-1-1-1-2-3,2,0,8,12,K3:L2:w1-2,0,3,2,2,9,18
K9:L6:w1-1-1-1-2-3,2,0,9,14,K3:L2:w1-2,0,3,2,1,6,18
K9:L6:w1-1-1-1-2-3,2,1,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,2,19,20
K9:L6:w1-1-1-1-2-3,2,1,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,20
K9:L6:w1-1-1-1-2-3,2,1,2,2,K4:L3:w1-1-2,1,4,3,1,5,21
K9:L6:w1-1-1-1-2-3,2,1,3,3,K3:L2:w1-2,0,3,2,1,4,21
K9:L6:w1-1-1-1-2-3,2,1,4,6,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,20
K9:L6:w1-1-1-1-2-3,2,1,5,7,K5:L4:w1-1-1-2,2,5,4,1,6,21
K9:L6:w1-1-1-1-2-3,2,1,6,8,K4:L3:w1-1-2,1,4,3,1,5,21
K9:L6:w1-1-1-1-2-3,2,1,7,9,K3:L2:w1-2,0,3,2,1,4,22
K9:L6:w1-1-1-1-2-3,2,2,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,2,23,21
K9:L6:w1-1-1-1-2-3,2,2,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,21
K9:L6:w1-1-1-1-2-3,2,2,2,2,K4:L3:w1-1-2,1,4,3,1,5,22
K9:L6:w1-1-1-1-2-3,2,2,3,3,K3:L2:w1-2,0,3,2,1,4,22
K9:L6:w1-1-1-1-2-3,2,2,4,6,K9:L6:w1-1-1-1-2-3,15,9,6,1,14,21
K9:L6:w1-1-1-1-2-3,2,2,5,7,K5:L4:w1-1-1-2,2,5,4,1,6,22
K9:L6:w1-1-1-1-2-3,2,2,6,8,K4:L3:w1-1-2,1,4,3,1,5,22
K9:L6:w1-1-1-1-2-3,2,2,7,9,K3:L2:w1-2,0,3,2,1,4,23
K9:L6:w1-1-1-1-2-3,2,2,8,12,K7:L6:w1-1-1-1-1-2,9,7,6,1,11,22
K9:L6:w1-1-1-1-2-3,2,2,9,13,K6:L5:w1-1-1-1-2,5,6,5,1,10,22
K9:L6:w1-1-1-1-2-3,2,2,10,14,K5:L4:w1-1-1-2,2,5,4,1,10,23
K9:L6:w1-1-1-1-2-3,2,2,11,15,K4:L3:w1-1-2,1,4,3,1,7,23
K9:L6:w1-1-1-1-2-3,2,2,12,16,K3:L2:w1-2,0,3,2,1,5,24
K9:L6:w1-1-1-1-2-3,2,2,13,23,K8:L7:w1-1-1-1-1-1-2,13,8,7,1,12,22
K9:L6:w1-1-1-1-2-3,2,2,14,24,K7:L6:w1-1-1-1-1-2,9,7,6,1,11,23
K9:L6:w1-1-1-1-2-3,2,2,15,25,K6:L5:w1-1-1-1-2,5,6,5,1,10,23
K9:L6:w1-1-1-1-2-3,2,2,16,26,K5:L4:w1-1-1-2,2,5,4,1,10,24
K9:L6:w1-1-1-1-2-3,2,2,17,27,K4:L3:w1-1-2,1,4,3,1,7,24
K9:L6:w1-1-1-1-2-3,2,2,18,28,K3:L2:w1-2,0,3,2,1,5,25
K9:L6:w1-1-1-1-2-3,2,2,19,30,K6:L4:w1-1-1-3,3,6,4,1,10,25
K9:L6:w1-1-1-1-2-3,2,2,20,34,K8:L6:w1-1-1-1-2-2,11,8,6,1,9,25
K9:L6:w1-1-1-1-2-3,2,2,21,35,K7:L5:w1-1-1-2-2,7,7,5,1,8,26
K9:L6:w1-1-1-1-2-3,2,2,22,36,K6:L4:w1-1-2-2,4,6,4,1,7,27
K9:L6:w1-1-1-1-2-3,2,2,23,37,K3:L2:w1-2,0,3,2,1,4,27
K9:L6:w1-1-1-1-2-3,2,2,24,43,K10:L7:w1-1-1-1-1-2-3,29,10,7,1,12,22
K9:L6:w1-1-1-1-2-3,2,2,25,44,K9:L6:w1-1-1-1-2-3,15,9,6,1,11,22
K9:L6:w1-1-1-1-2-3,2,2,26,45,K5:L4:w1-1-1-2,2,5,4,1,6,23
K9:L6:w1-1-1-1-2-3,2,2,27,46,K4:L3:w1-1-2,1,4,3,1,5,24
K9:L6:w1-1-1-1-2-3,2,2,28,47,K3:L2:w1-2,0,3,2,1,4,24
K9:L6:w1-1-1-1-2-3,2,3,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,2,19,21
K9:L6:w1-1-1-1-2-3,2,3,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,22
K9:L6:w1-1-1-1-2-3,2,3,2,2,K4:L3:w1-1-2,1,4,3,1,5,22
K9:L6:w1-1-1-1-2-3,2,3,3,3,K3:L2:w1-2,0,3,2,1,4,23
K9:L6:w1-1-1-1-2-3,2,3,4,6,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,22
K9:L6:w1-1-1-1-2-3,2,3,5,7,K5:L4:w1-1-1-2,2,5,4,1,6,22
K9:L6:w1-1-1-1-2-3,2,3,6,8,K4:L3:w1-1-2,1,4,3,1,5,23
K9:L6:w1-1-1-1-2-3,2,3,7,9,K3:L2:w1-2,0,3,2,1,4,23
K9:L6:w1-1-1-1-2-3,2,4,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,2,20,22
K9:L6:w1-1-1-1-2-3,2,4,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,22
K9:L6:w1-1-1-1-2-3,2,4,2,2,K4:L3:w1-1-2,1,4,3,1,5,23
K9:L6:w1-1-1-1-2-3,2,4,3,3,K3:L2:w1-2,0,3,2,1,4,23
K9:L6:w1-1-1-1-2-3,2,4,4,6,K9:L6:w1-1-1-1-2-3,15,9,6,1,11,22
K9:L6:w1-1-1-1-2-3,2,4,5,7,K5:L4:w1-1-1-2,2,5,4,1,6,23
K9:L6:w1-1-1-1-2-3,2,4,6,8,K4:L3:w1-1-2,1,4,3,1,5,23
K9:L6:w1-1-1-1-2-3,2,4,7,9,K3:L2:w1-2,0,3,2,1,4,24
K9:L6:w1-1-1-1-2-3,2,5,0,0,K9:L6:w1-1-1-1-2-3,15,9,6,2,19,22
K9:L6:w1-1-1-1-2-3,2,5,1,1,K5:L4:w1-1-1-2,2,5,4,1,6,22
K9:L6:w1-1-1-1-2-3,2,5,2,2,K4:L3:w1-1-2,1,4,3,1,5,23
K9:L6:w1-1-1-1-2-3,2,5,3,3,K3:L2:w1-2,0,3,2,1,4,24
K9:L6:w1-1-1-1-2-3,2,5,4,6,K9:L6:w1-1-1-1-2-3,15,9,6,1,10,22
K9:L6:w1-1-1-1-2-3,2,5,5,7,K5:L4:w1-1-1-2,2,5,4,1,6,23
K9:L6:w1-1-1-1-2-3,2,5,6,8,K4:L3:w1-1-2,1,4,3,1,5,24
