node,K,L,b,total_lift_classes,canonical_source_classes,shadowed_initial_classes,no_initial_classes,internal_hit_classes,external_hit_classes,below_start_classes,budget_classes,max_steps_observed,max_bit_length_observed
K10:L7:w1-1-1-1-1-1-4:b1,10,7,1,64,26,38,0,26,0,0,0,1,18
K10:L7:w1-1-1-1-1-2-3:b1,10,7,1,64,26,38,0,26,0,0,0,1,18
K10:L7:w1-1-1-1-1-3-2:b1,10,7,1,64,26,38,0,26,0,0,0,1,18
K10:L7:w1-1-1-1-1-3-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-1-1-2-1-3:b1,10,7,1,64,27,37,0,27,0,0,0,1,18
K10:L7:w1-1-1-1-2-1-3:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-1-1-2-2-2:b1,10,7,1,64,27,37,0,27,0,0,0,1,18
K10:L7:w1-1-1-1-2-2-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-1-1-3-1-2:b1,10,7,1,64,27,37,0,27,0,0,0,1,18
K10:L7:w1-1-1-1-3-1-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-1-2-1-1-3:b1,10,7,1,64,29,35,0,29,0,0,0,1,18
K10:L7:w1-1-1-2-1-1-3:b2,10,7,2,64,63,1,0,63,0,0,0,1,28
K10:L7:w1-1-1-2-1-2-2:b1,10,7,1,64,29,35,0,29,0,0,0,1,18
K10:L7:w1-1-1-2-1-2-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-1-2-2-1-2:b1,10,7,1,64,28,36,0,28,0,0,0,1,18
K10:L7:w1-1-1-2-2-1-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-1-3-1-1-2:b1,10,7,1,64,30,34,0,30,0,0,0,4,19
K10:L7:w1-1-1-3-1-1-2:b2,10,7,2,64,64,0,0,64,0,0,0,4,29
K10:L7:w1-1-2-1-1-2-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L7:w1-1-2-1-2-1-2:b1,10,7,1,64,33,31,0,33,0,0,0,1,18
K10:L7:w1-1-2-1-2-1-2:b2,10,7,2,64,64,0,0,64,0,0,0,1,28
K10:L8:w1-1-1-1-1-1-1-3:b1,10,8,1,64,11,53,0,11,0,0,0,1,18
K10:L8:w1-1-1-1-1-1-2-2:b1,10,8,1,64,11,53,0,11,0,0,0,1,18
K10:L8:w1-1-1-1-1-2-1-2:b1,10,8,1,64,11,53,0,11,0,0,0,1,18
K10:L8:w1-1-1-1-2-1-1-2:b1,10,8,1,64,12,52,0,12,0,0,0,1,18
K10:L9:w1-1-1-1-1-1-1-1-2:b1,10,9,1,64,8,56,0,8,0,0,0,1,18
K10:L9:w1-1-1-1-1-1-1-1-2:b2,10,9,2,64,64,0,0,64,0,0,0,1,28
K11:L10:w1-1-1-1-1-1-1-1-1-2:b1,11,10,1,64,12,52,0,12,0,0,0,1,19
K11:L7:w1-1-1-1-1-1-5:b1,11,7,1,64,50,14,0,5,0,45,0,11,22
K11:L7:w1-1-1-1-1-2-4:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-1-3-3:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-1-3-3:b2,11,7,2,64,64,0,0,64,0,0,0,1,30
K11:L7:w1-1-1-1-1-4-2:b1,11,7,1,64,50,14,0,3,0,47,0,14,22
K11:L7:w1-1-1-1-2-1-4:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-2-2-3:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-2-3-2:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-3-1-3:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-3-2-2:b1,11,7,1,64,50,14,0,50,0,0,0,1,19
K11:L7:w1-1-1-1-4-1-2:b1,11,7,1,64,50,14,0,0,0,50,0,5,21
K11:L7:w1-1-1-2-1-1-4:b1,11,7,1,64,52,12,0,52,0,0,0,1,19
K11:L7:w1-1-1-2-1-2-3:b1,11,7,1,64,52,12,0,52,0,0,0,1,19
K11:L7:w1-1-1-2-1-3-2:b1,11,7,1,64,52,12,0,52,0,0,0,1,19
K11:L7:w1-1-1-2-1-3-2:b2,11,7,2,64,64,0,0,64,0,0,0,1,30
K11:L7:w1-1-1-2-2-1-3:b1,11,7,1,64,52,12,0,52,0,0,0,1,19
K11:L7:w1-1-1-2-2-2-2:b1,11,7,1,64,52,12,0,52,0,0,0,1,19
K11:L7:w1-1-1-2-3-1-2:b1,11,7,1,64,52,12,0,52,0,0,0,1,19
K11:L7:w1-1-1-3-1-1-3:b1,11,7,1,64,52,12,0,6,0,46,0,13,20
K11:L7:w1-1-1-3-1-2-2:b1,11,7,1,64,52,12,0,52,0,0,0,4,20
K11:L7:w1-1-1-3-2-1-2:b1,11,7,1,64,52,12,0,0,0,52,0,5,20
K11:L7:w1-1-1-4-1-1-2:b1,11,7,1,64,52,12,0,0,0,52,0,4,20
K11:L7:w1-1-2-1-1-2-3:b2,11,7,2,64,64,0,0,64,0,0,0,1,30
K11:L7:w1-1-2-1-1-3-2:b1,11,7,1,64,56,8,0,56,0,0,0,1,19
K11:L7:w1-1-2-1-2-1-3:b1,11,7,1,64,56,8,0,56,0,0,0,1,19
K11:L7:w1-1-2-1-2-2-2:b1,11,7,1,64,55,9,0,55,0,0,0,1,19
K11:L7:w1-1-2-1-3-1-2:b1,11,7,1,64,56,8,0,56,0,0,0,1,19
K11:L7:w1-1-2-2-1-1-3:b1,11,7,1,64,56,8,0,56,0,0,0,1,19
K11:L7:w1-1-2-2-1-1-3:b2,11,7,2,64,64,0,0,64,0,0,0,1,30
K11:L7:w1-1-2-2-1-2-2:b1,11,7,1,64,56,8,0,56,0,0,0,1,19
K11:L7:w1-1-2-2-1-2-2:b2,11,7,2,64,64,0,0,64,0,0,0,1,30
K11:L7:w1-1-2-2-2-1-2:b1,11,7,1,64,56,8,0,56,0,0,0,1,19
K11:L7:w1-1-3-1-2-1-2:b1,11,7,1,64,56,8,0,0,0,56,0,3,20
K11:L8:w1-1-1-1-1-1-1-4:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-1-1-2-3:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-1-1-3-2:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-1-2-1-3:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-1-2-2-2:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-1-3-1-2:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-2-1-1-3:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-2-1-2-2:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-2-2-1-2:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-1-3-1-1-2:b1,11,8,1,64,20,44,0,20,0,0,0,1,19
K11:L8:w1-1-1-2-1-1-1-3:b1,11,8,1,64,22,42,0,22,0,0,0,1,19
K11:L8:w1-1-1-2-1-1-1-3:b2,11,8,2,64,64,0,0,64,0,0,0,1,30
K11:L8:w1-1-1-2-1-1-2-2:b1,11,8,1,64,22,42,0,22,0,0,0,1,19
K11:L8:w1-1-1-2-1-2-1-2:b1,11,8,1,64,22,42,0,22,0,0,0,1,19
K11:L8:w1-1-1-2-2-1-1-2:b1,11,8,1,64,22,42,0,22,0,0,0,1,19
K11:L9:w1-1-1-1-1-1-1-1-3:b1,11,9,1,64,14,50,0,14,0,0,0,1,19
K11:L9:w1-1-1-1-1-1-1-2-2:b1,11,9,1,64,14,50,0,14,0,0,0,1,19
K11:L9:w1-1-1-1-1-1-2-1-2:b1,11,9,1,64,14,50,0,14,0,0,0,1,19
K11:L9:w1-1-1-1-1-2-1-1-2:b1,11,9,1,64,14,50,0,14,0,0,0,1,19
K11:L9:w1-1-1-1-2-1-1-1-2:b1,11,9,1,64,14,50,0,14,0,0,0,1,19
K11:L9:w1-1-1-1-2-1-1-1-2:b2,11,9,2,64,64,0,0,64,0,0,0,1,30
K12:L10:w1-1-1-1-1-1-1-1-1-3:b1,12,10,1,64,20,44,0,20,0,0,0,1,20
K12:L10:w1-1-1-1-1-1-1-1-2-2:b1,12,10,1,64,20,44,0,20,0,0,0,1,20
K12:L10:w1-1-1-1-1-1-1-2-1-2:b1,12,10,1,64,20,44,0,20,0,0,0,1,20
K12:L10:w1-1-1-1-1-1-2-1-1-2:b1,12,10,1,64,20,44,0,20,0,0,0,1,20
K12:L10:w1-1-1-1-1-2-1-1-1-2:b1,12,10,1,64,20,44,0,20,0,0,0,1,20
K12:L11:w1-1-1-1-1-1-1-1-1-1-2:b1,12,11,1,64,20,44,0,20,0,0,0,1,20
K12:L8:w1-1-1-1-1-1-1-5:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-1-2-4:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-1-3-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-1-4-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-2-1-4:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-2-2-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-2-3-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-3-1-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-3-2-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-1-4-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-2-1-1-4:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-2-1-2-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-2-1-3-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-2-2-1-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-2-2-1-3:b2,12,8,2,64,64,0,0,64,0,0,0,1,32
K12:L8:w1-1-1-1-2-2-2-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-2-3-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-3-1-1-3:b1,12,8,1,64,36,28,0,35,1,0,0,1,20
K12:L8:w1-1-1-1-3-1-2-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-3-2-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-1-4-1-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-1-1-1-4:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-1-1-2-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-1-1-3-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-1-2-1-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-1-2-2-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-1-3-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-2-1-1-3:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-2-1-2-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-2-2-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-2-3-1-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-3-1-1-2-2:b1,12,8,1,64,36,28,0,36,0,0,0,4,21
K12:L8:w1-1-1-3-1-2-1-2:b1,12,8,1,64,36,28,0,36,0,0,0,1,20
K12:L8:w1-1-1-3-2-1-1-2:b1,12,8,1,64,36,28,0,0,0,36,0,5,21
K12:L8:w1-1-2-1-1-3-1-2:b1,12,8,1,64,40,24,0,40,0,0,0,1,20
K12:L8:w1-1-2-1-2-1-1-3:b1,12,8,1,64,40,24,0,40,0,0,0,1,20
K12:L8:w1-1-2-1-2-1-2-2:b1,12,8,1,64,40,24,0,40,0,0,0,1,20
K12:L8:w1-1-2-1-2-2-1-2:b1,12,8,1,64,40,24,0,40,0,0,0,1,20
K12:L8:w1-1-2-2-1-2-1-2:b1,12,8,1,64,40,24,0,40,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-1-1-4:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-1-2-3:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-1-2-3:b2,12,9,2,64,64,0,0,64,0,0,0,1,32
K12:L9:w1-1-1-1-1-1-1-3-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-2-1-3:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-2-1-3:b2,12,9,2,64,64,0,0,64,0,0,0,1,32
K12:L9:w1-1-1-1-1-1-2-2-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-3-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-1-3-1-2:b2,12,9,2,64,64,0,0,64,0,0,0,1,32
K12:L9:w1-1-1-1-1-2-1-1-3:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-2-1-2-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-2-2-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-1-3-1-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-2-1-1-1-3:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-2-1-1-2-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-2-1-2-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-2-2-1-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-1-3-1-1-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-2-1-1-2-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K12:L9:w1-1-1-2-1-2-1-1-2:b1,12,9,1,64,24,40,0,24,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-1-1-1-4:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-1-1-2-3:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-1-1-3-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-1-2-1-3:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-1-2-2-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-1-3-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-2-1-1-3:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-2-1-2-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-2-2-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-1-3-1-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-2-1-1-1-3:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-2-1-1-2-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-2-1-2-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-2-2-1-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-1-3-1-1-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-2-1-1-1-1-3:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-2-1-1-1-2-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-2-1-1-2-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-2-1-2-1-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-1-2-2-1-1-1-2:b1,13,10,1,64,32,32,0,32,0,0,0,1,21
K13:L10:w1-1-1-2-1-1-2-1-1-2:b1,13,10,1,64,32,32,0,31,1,0,0,1,21
K13:L11:w1-1-1-1-1-1-1-1-1-1-3:b1,13,11,1,64,32,32,0,32,0,0,0,1,21
K13:L11:w1-1-1-1-1-1-1-1-1-2-2:b1,13,11,1,64,32,32,0,32,0,0,0,1,21
K13:L11:w1-1-1-1-1-1-1-1-2-1-2:b1,13,11,1,64,32,32,0,32,0,0,0,1,21
K13:L11:w1-1-1-1-1-1-1-2-1-1-2:b1,13,11,1,64,32,32,0,32,0,0,0,1,21
K13:L11:w1-1-1-1-1-1-2-1-1-1-2:b1,13,11,1,64,32,32,0,32,0,0,0,1,21
K13:L11:w1-1-1-1-1-2-1-1-1-1-2:b1,13,11,1,64,32,32,0,32,0,0,0,1,21
K13:L12:w1-1-1-1-1-1-1-1-1-1-1-2:b1,13,12,1,64,32,32,0,32,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-1-1-5:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-1-2-4:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-1-3-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-1-4-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-2-1-4:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-2-2-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-2-3-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-3-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-3-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-1-4-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-2-1-1-4:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-2-1-2-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-2-1-3-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-2-2-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-2-2-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-2-3-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-3-1-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-3-1-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-3-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-1-4-1-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-1-1-1-4:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-1-1-2-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-1-1-3-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-1-2-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-1-2-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-1-3-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-2-1-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-2-1-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-2-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-2-3-1-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-3-1-1-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-3-1-1-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-3-1-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-3-2-1-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-1-4-1-1-1-2:b1,13,9,1,64,40,24,0,0,0,40,0,5,23
K13:L9:w1-1-1-2-1-1-1-3-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-1-2-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-1-2-1-3:b2,13,9,2,64,64,0,0,64,0,0,0,1,34
K13:L9:w1-1-1-2-1-1-2-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-1-3-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-2-1-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-2-1-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-2-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-1-3-1-1-2:b1,13,9,1,64,39,25,0,39,0,0,0,1,21
K13:L9:w1-1-1-2-1-3-1-1-2:b2,13,9,2,64,64,0,0,64,0,0,0,1,34
K13:L9:w1-1-1-2-2-1-1-1-3:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-2-1-1-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-2-1-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-2-2-2-1-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-1-3-1-1-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,4,22
K13:L9:w1-1-1-3-1-2-1-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,4,22
K13:L9:w1-1-2-1-2-1-1-2-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K13:L9:w1-1-2-1-2-1-2-1-2:b1,13,9,1,64,40,24,0,40,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-1-1-5:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-1-2-4:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-1-3-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-1-4-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-2-1-4:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-2-2-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-2-3-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-3-1-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-3-2-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-1-4-1-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-2-1-1-4:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-2-1-2-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-2-1-3-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-2-2-1-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-2-2-2-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-2-3-1-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-3-1-1-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-3-1-2-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-3-2-1-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-1-4-1-1-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-1-1-1-4:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-1-1-2-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-1-1-3-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-1-2-1-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-1-2-2-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-1-3-1-2:b1,14,10,1,64,48,16,0,47,1,0,0,1,22
K14:L10:w1-1-1-1-1-2-2-1-1-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-2-1-2-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-2-2-1-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-2-3-1-1-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-3-1-1-1-3:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
K14:L10:w1-1-1-1-1-3-1-1-2-2:b1,14,10,1,64,48,16,0,48,0,0,0,1,22
