node,K,L,b,total_lift_classes,canonical_source_classes,shadowed_initial_classes,no_initial_classes,internal_hit_classes,external_hit_classes,below_start_classes,budget_classes,max_steps_observed,max_bit_length_observed
K8:L7:w1-1-1-1-1-1-2:b2,8,7,2,64,63,1,0,63,0,0,0,1,24
K9:L6:w1-1-1-1-1-4:b1,9,6,1,64,29,35,0,2,0,27,0,10,19
K9:L6:w1-1-1-1-1-4:b2,9,6,2,64,64,0,0,64,0,0,0,6,28
K9:L6:w1-1-1-1-2-3:b1,9,6,1,64,30,34,0,30,0,0,0,1,17
K9:L6:w1-1-1-1-2-3:b2,9,6,2,64,64,0,0,64,0,0,0,1,26
K9:L6:w1-1-1-1-3-2:b1,9,6,1,64,31,33,0,31,0,0,0,1,17
K9:L6:w1-1-1-1-3-2:b2,9,6,2,64,63,1,0,63,0,0,0,1,26
K9:L6:w1-1-1-2-1-3:b1,9,6,1,64,32,32,0,32,0,0,0,1,17
K9:L6:w1-1-1-2-1-3:b2,9,6,2,64,64,0,0,64,0,0,0,1,26
K9:L6:w1-1-1-2-2-2:b1,9,6,1,64,33,31,0,33,0,0,0,1,17
K9:L6:w1-1-1-2-2-2:b2,9,6,2,64,64,0,0,64,0,0,0,1,26
K9:L6:w1-1-1-3-1-2:b1,9,6,1,64,34,30,0,34,0,0,0,4,18
K9:L6:w1-1-1-3-1-2:b2,9,6,2,64,64,0,0,64,0,0,0,4,27
K9:L6:w1-1-2-1-1-3:b1,9,6,1,64,36,28,0,36,0,0,0,1,17
K9:L6:w1-1-2-1-1-3:b2,9,6,2,64,63,1,0,63,0,0,0,1,26
K9:L6:w1-1-2-1-2-2:b1,9,6,1,64,37,27,0,37,0,0,0,1,17
K9:L6:w1-1-2-1-2-2:b2,9,6,2,64,64,0,0,64,0,0,0,1,26
K9:L6:w1-1-2-2-1-2:b1,9,6,1,64,38,26,0,38,0,0,0,1,17
K9:L6:w1-1-2-2-1-2:b2,9,6,2,64,63,1,0,63,0,0,0,1,26
K9:L7:w1-1-1-1-1-1-3:b1,9,7,1,64,13,51,0,13,0,0,0,1,17
K9:L7:w1-1-1-1-1-1-3:b2,9,7,2,64,64,0,0,64,0,0,0,1,26
K9:L7:w1-1-1-1-1-2-2:b1,9,7,1,64,13,51,0,13,0,0,0,1,17
K9:L7:w1-1-1-1-1-2-2:b2,9,7,2,64,64,0,0,64,0,0,0,1,26
K9:L7:w1-1-1-1-2-1-2:b1,9,7,1,64,16,48,0,16,0,0,0,1,17
K9:L7:w1-1-1-1-2-1-2:b2,9,7,2,64,64,0,0,64,0,0,0,1,26
K9:L7:w1-1-1-2-1-1-2:b1,9,7,1,64,18,46,0,18,0,0,0,1,17
K9:L7:w1-1-1-2-1-1-2:b2,9,7,2,64,64,0,0,64,0,0,0,1,26
K9:L8:w1-1-1-1-1-1-1-2:b1,9,8,1,64,7,57,0,7,0,0,0,1,17
K9:L8:w1-1-1-1-1-1-1-2:b2,9,8,2,64,64,0,0,64,0,0,0,1,26
