K,L,word,C_w,A,denominator,q_num,q_den,q_decimal,residue_bits,q_mod_2_power
15,12,1 1 1 1 2 1 1 1 1 2 1 2,603473,15,-498673,-603473,498673,-1.21015775869,16,61599
15,12,1 1 1 1 2 1 1 1 2 1 1 2,612689,15,-498673,-87527,71239,-1.22863880739,16,35999
15,12,1 1 1 1 2 1 1 2 1 1 1 2,626513,15,-498673,-626513,498673,-1.25636038045,16,63135
15,13,1 1 1 1 1 1 1 1 1 1 1 1 3,1586131,15,-1561555,-1586131,1561555,-1.01573815844,16,57343
15,13,1 1 1 1 1 1 1 1 1 1 1 2 2,1590227,15,-1561555,-1590227,1561555,-1.01836118484,16,12287
15,13,1 1 1 1 1 1 1 1 1 1 2 1 2,1596371,15,-1561555,-1596371,1561555,-1.02229572445,16,43007
15,13,1 1 1 1 1 1 1 1 1 2 1 1 2,1605587,15,-1561555,-1605587,1561555,-1.02819753387,16,56319
15,13,1 1 1 1 1 1 1 1 2 1 1 1 2,1619411,15,-1561555,-1619411,1561555,-1.03705024799,16,43519
15,13,1 1 1 1 1 1 1 2 1 1 1 1 2,1640147,15,-1561555,-1640147,1561555,-1.05032931917,16,57087
15,13,1 1 1 1 1 1 2 1 1 1 1 1 2,1671251,15,-1561555,-1671251,1561555,-1.07024792595,16,44671
15,14,1 1 1 1 1 1 1 1 1 1 1 1 1 2,4766585,15,-4750201,-4766585,4750201,-1.00344911721,16,49151
16,11,1 1 1 1 1 1 1 1 1 1 6,175099,16,-111611,-175099,111611,-1.56883282114,17,38911
16,11,1 1 1 1 1 1 1 1 1 2 5,176123,16,-111611,-176123,111611,-1.57800754406,17,117759
16,11,1 1 1 1 1 1 1 1 1 3 4,178171,16,-111611,-178171,111611,-1.5963569899,17,13311
16,11,1 1 1 1 1 1 1 1 1 4 3,182267,16,-111611,-182267,111611,-1.63305588159,17,66559
16,11,1 1 1 1 1 1 1 1 1 5 2,190459,16,-111611,-190459,111611,-1.70645366496,17,41983
16,11,1 1 1 1 1 1 1 1 2 1 5,177659,16,-111611,-177659,111611,-1.59176962844,17,39423
16,11,1 1 1 1 1 1 1 1 2 2 4,179707,16,-111611,-179707,111611,-1.61011907428,17,66047
16,11,1 1 1 1 1 1 1 1 2 3 3,183803,16,-111611,-183803,111611,-1.64681796597,17,119295
16,11,1 1 1 1 1 1 1 1 2 4 2,191995,16,-111611,-191995,111611,-1.72021574934,17,94719
16,11,1 1 1 1 1 1 1 1 3 1 4,182779,16,-111611,-182779,111611,-1.63764324305,17,40447
16,11,1 1 1 1 1 1 1 1 3 2 3,186875,16,-111611,-186875,111611,-1.67434213474,17,93695
16,11,1 1 1 1 1 1 1 1 3 3 2,195067,16,-111611,-195067,111611,-1.74773991811,17,69119
16,11,1 1 1 1 1 1 1 1 4 1 3,193019,16,-111611,-193019,111611,-1.72939047227,17,42495
16,11,1 1 1 1 1 1 1 1 4 2 2,201211,16,-111611,-201211,111611,-1.80278825564,17,17919
16,11,1 1 1 1 1 1 1 1 5 1 2,213499,16,-111611,-213499,111611,-1.9128849307,17,46591
16,11,1 1 1 1 1 1 1 2 1 1 5,179963,16,-111611,-179963,111611,-1.61241275502,17,118527
16,11,1 1 1 1 1 1 1 2 1 2 4,182011,16,-111611,-182011,111611,-1.63076220086,17,14079
16,11,1 1 1 1 1 1 1 2 1 3 3,186107,16,-111611,-186107,111611,-1.66746109254,17,67327
16,11,1 1 1 1 1 1 1 2 1 4 2,194299,16,-111611,-194299,111611,-1.74085887592,17,42751
16,11,1 1 1 1 1 1 1 2 2 1 4,185083,16,-111611,-185083,111611,-1.65828636962,17,119551
16,11,1 1 1 1 1 1 1 2 2 2 3,189179,16,-111611,-189179,111611,-1.69498526131,17,41727
16,11,1 1 1 1 1 1 1 2 2 3 2,197371,16,-111611,-197371,111611,-1.76838304468,17,17151
16,11,1 1 1 1 1 1 1 2 3 1 3,195323,16,-111611,-195323,111611,-1.75003359884,17,121599
16,11,1 1 1 1 1 1 1 2 3 2 2,203515,16,-111611,-203515,111611,-1.82343138221,17,97023
16,11,1 1 1 1 1 1 1 2 4 1 2,215803,16,-111611,-215803,111611,-1.93352805727,17,125695
16,11,1 1 1 1 1 1 1 3 1 1 4,189691,16,-111611,-189691,111611,-1.69957262277,17,15615
16,11,1 1 1 1 1 1 1 3 1 2 3,193787,16,-111611,-193787,111611,-1.73627151446,17,68863
16,11,1 1 1 1 1 1 1 3 1 3 2,201979,16,-111611,-201979,111611,-1.80966929783,17,44287
16,11,1 1 1 1 1 1 1 3 2 1 3,199931,16,-111611,-199931,111611,-1.79131985199,17,17663
16,11,1 1 1 1 1 1 1 3 2 2 2,208123,16,-111611,-208123,111611,-1.86471763536,17,124159
16,11,1 1 1 1 1 1 1 3 3 1 2,220411,16,-111611,-220411,111611,-1.97481431042,17,21759
16,11,1 1 1 1 1 1 1 4 1 1 3,209147,16,-111611,-209147,111611,-1.87389235828,17,71935
16,11,1 1 1 1 1 1 1 4 1 2 2,217339,16,-111611,-217339,111611,-1.94729014165,17,47359
16,11,1 1 1 1 1 1 1 4 2 1 2,229627,16,-111611,-229627,111611,-2.05738681671,17,76031
16,11,1 1 1 1 1 1 1 5 1 1 2,248059,16,-111611,-248059,111611,-2.2225318293,17,53503
16,11,1 1 1 1 1 1 2 1 1 1 5,183419,16,-111611,-183419,111611,-1.64337744488,17,40575
16,11,1 1 1 1 1 1 2 1 1 2 4,185467,16,-111611,-185467,111611,-1.66172689072,17,67199
16,11,1 1 1 1 1 1 2 1 1 3 3,189563,16,-111611,-189563,111611,-1.6984257824,17,120447
16,11,1 1 1 1 1 1 2 1 1 4 2,197755,16,-111611,-197755,111611,-1.77182356578,17,95871
16,11,1 1 1 1 1 1 2 1 2 1 4,188539,16,-111611,-188539,111611,-1.68925105948,17,41599
16,11,1 1 1 1 1 1 2 1 2 2 3,192635,16,-111611,-192635,111611,-1.72594995117,17,94847
16,11,1 1 1 1 1 1 2 1 2 3 2,200827,16,-111611,-200827,111611,-1.79934773454,17,70271
16,11,1 1 1 1 1 1 2 1 3 1 3,198779,16,-111611,-198779,111611,-1.7809982887,17,43647
16,11,1 1 1 1 1 1 2 1 3 2 2,206971,16,-111611,-206971,111611,-1.85439607207,17,19071
16,11,1 1 1 1 1 1 2 1 4 1 2,219259,16,-111611,-219259,111611,-1.96449274713,17,47743
16,11,1 1 1 1 1 1 2 2 1 1 4,193147,16,-111611,-193147,111611,-1.73053731263,17,68735
16,11,1 1 1 1 1 1 2 2 1 2 3,197243,16,-111611,-197243,111611,-1.76723620432,17,121983
16,11,1 1 1 1 1 1 2 2 1 3 2,205435,16,-111611,-205435,111611,-1.84063398769,17,97407
16,11,1 1 1 1 1 1 2 2 2 1 3,203387,16,-111611,-203387,111611,-1.82228454185,17,70783
16,11,1 1 1 1 1 1 2 2 2 2 2,211579,16,-111611,-211579,111611,-1.89568232522,17,46207
16,11,1 1 1 1 1 1 2 2 3 1 2,223867,16,-111611,-223867,111611,-2.00577900028,17,74879
16,11,1 1 1 1 1 1 2 3 1 1 3,212603,16,-111611,-212603,111611,-1.90485704814,17,125055
16,11,1 1 1 1 1 1 2 3 1 2 2,220795,16,-111611,-220795,111611,-1.97825483151,17,100479
16,11,1 1 1 1 1 1 2 3 2 1 2,233083,16,-111611,-233083,111611,-2.08835150657,17,129151
16,11,1 1 1 1 1 1 2 4 1 1 2,251515,16,-111611,-251515,111611,-2.25349651916,17,106623
16,11,1 1 1 1 1 1 3 1 1 1 4,200059,16,-111611,-200059,111611,-1.79246669235,17,43903
16,11,1 1 1 1 1 1 3 1 1 2 3,204155,16,-111611,-204155,111611,-1.82916558404,17,97151
16,11,1 1 1 1 1 1 3 1 1 3 2,212347,16,-111611,-212347,111611,-1.90256336741,17,72575
16,11,1 1 1 1 1 1 3 1 2 1 3,210299,16,-111611,-210299,111611,-1.88421392157,17,45951
16,11,1 1 1 1 1 1 3 1 2 2 2,218491,16,-111611,-218491,111611,-1.95761170494,17,21375
16,11,1 1 1 1 1 1 3 1 3 1 2,230779,16,-111611,-230779,111611,-2.06770838,17,50047
16,11,1 1 1 1 1 1 3 2 1 1 3,219515,16,-111611,-219515,111611,-1.96678642786,17,100223
16,11,1 1 1 1 1 1 3 2 1 2 2,227707,16,-111611,-227707,111611,-2.04018421123,17,75647
16,11,1 1 1 1 1 1 3 2 2 1 2,239995,16,-111611,-239995,111611,-2.15028088629,17,104319
16,11,1 1 1 1 1 1 3 3 1 1 2,258427,16,-111611,-258427,111611,-2.31542589888,17,81791
16,11,1 1 1 1 1 1 4 1 1 1 3,233339,16,-111611,-233339,111611,-2.0906451873,17,50559
16,11,1 1 1 1 1 1 4 1 1 2 2,241531,16,-111611,-241531,111611,-2.16404297067,17,25983
16,11,1 1 1 1 1 1 4 1 2 1 2,253819,16,-111611,-253819,111611,-2.27413964573,17,54655
16,11,1 1 1 1 1 1 4 2 1 1 2,272251,16,-111611,-272251,111611,-2.43928465832,17,32127
16,11,1 1 1 1 1 1 5 1 1 1 2,299899,16,-111611,-299899,111611,-2.6870021772,17,63871
16,11,1 1 1 1 1 2 1 1 1 1 5,188603,16,-111611,-188603,111611,-1.68982447967,17,54719
16,11,1 1 1 1 1 2 1 1 1 2 4,190651,16,-111611,-190651,111611,-1.70817392551,17,81343
16,11,1 1 1 1 1 2 1 1 1 3 3,194747,16,-111611,-194747,111611,-1.7448728172,17,3519
16,11,1 1 1 1 1 2 1 1 1 4 2,202939,16,-111611,-202939,111611,-1.81827060057,17,110015
16,11,1 1 1 1 1 2 1 1 2 1 4,193723,16,-111611,-193723,111611,-1.73569809427,17,55743
16,11,1 1 1 1 1 2 1 1 2 2 3,197819,16,-111611,-197819,111611,-1.77239698596,17,108991
16,11,1 1 1 1 1 2 1 1 2 3 2,206011,16,-111611,-206011,111611,-1.84579476933,17,84415
16,11,1 1 1 1 1 2 1 1 3 1 3,203963,16,-111611,-203963,111611,-1.82744532349,17,57791
16,11,1 1 1 1 1 2 1 1 3 2 2,212155,16,-111611,-212155,111611,-1.90084310686,17,33215
16,11,1 1 1 1 1 2 1 1 4 1 2,224443,16,-111611,-224443,111611,-2.01093978192,17,61887
16,11,1 1 1 1 1 2 1 2 1 1 4,198331,16,-111611,-198331,111611,-1.77698434742,17,82879
16,11,1 1 1 1 1 2 1 2 1 2 3,202427,16,-111611,-202427,111611,-1.81368323911,17,5055
16,11,1 1 1 1 1 2 1 2 1 3 2,210619,16,-111611,-210619,111611,-1.88708102248,17,111551
16,11,1 1 1 1 1 2 1 2 2 1 3,208571,16,-111611,-208571,111611,-1.86873157664,17,84927
16,11,1 1 1 1 1 2 1 2 2 2 2,216763,16,-111611,-216763,111611,-1.94212936001,17,60351
16,11,1 1 1 1 1 2 1 2 3 1 2,229051,16,-111611,-229051,111611,-2.05222603507,17,89023
16,11,1 1 1 1 1 2 1 3 1 1 3,217787,16,-111611,-217787,111611,-1.95130408293,17,8127
16,11,1 1 1 1 1 2 1 3 1 2 2,225979,16,-111611,-225979,111611,-2.0247018663,17,114623
16,11,1 1 1 1 1 2 1 3 2 1 2,238267,16,-111611,-238267,111611,-2.13479854136,17,12223
16,11,1 1 1 1 1 2 1 4 1 1 2,256699,16,-111611,-256699,111611,-2.29994355395,17,120767
16,11,1 1 1 1 1 2 2 1 1 1 4,205243,16,-111611,-205243,111611,-1.83891372714,17,58047
16,11,1 1 1 1 1 2 2 1 1 2 3,209339,16,-111611,-209339,111611,-1.87561261883,17,111295
16,11,1 1 1 1 1 2 2 1 1 3 2,217531,16,-111611,-217531,111611,-1.9490104022,17,86719
16,11,1 1 1 1 1 2 2 1 2 1 3,215483,16,-111611,-215483,111611,-1.93066095636,17,60095
16,11,1 1 1 1 1 2 2 1 2 2 2,223675,16,-111611,-223675,111611,-2.00405873973,17,35519
16,11,1 1 1 1 1 2 2 1 3 1 2,235963,16,-111611,-235963,111611,-2.11415541479,17,64191
16,11,1 1 1 1 1 2 2 2 1 1 3,224699,16,-111611,-224699,111611,-2.01323346265,17,114367
16,11,1 1 1 1 1 2 2 2 1 2 2,232891,16,-111611,-232891,111611,-2.08663124602,17,89791
16,11,1 1 1 1 1 2 2 2 2 1 2,245179,16,-111611,-245179,111611,-2.19672792108,17,118463
16,11,1 1 1 1 1 2 2 3 1 1 2,263611,16,-111611,-263611,111611,-2.36187293367,17,95935
16,11,1 1 1 1 1 2 3 1 1 1 3,238523,16,-111611,-238523,111611,-2.13709222209,17,64703
16,11,1 1 1 1 1 2 3 1 1 2 2,246715,16,-111611,-246715,111611,-2.21049000547,17,40127
16,11,1 1 1 1 1 2 3 1 2 1 2,259003,16,-111611,-259003,111611,-2.32058668052,17,68799
16,11,1 1 1 1 1 2 3 2 1 1 2,277435,16,-111611,-277435,111611,-2.48573169311,17,46271
16,11,1 1 1 1 1 2 4 1 1 1 2,305083,16,-111611,-305083,111611,-2.733449212,17,78015
16,11,1 1 1 1 1 3 1 1 1 1 4,215611,16,-111611,-215611,111611,-1.93180779672,17,86335
16,11,1 1 1 1 1 3 1 1 1 2 3,219707,16,-111611,-219707,111611,-1.96850668841,17,8511
16,11,1 1 1 1 1 3 1 1 1 3 2,227899,16,-111611,-227899,111611,-2.04190447178,17,115007
16,11,1 1 1 1 1 3 1 1 2 1 3,225851,16,-111611,-225851,111611,-2.02355502594,17,88383
16,11,1 1 1 1 1 3 1 1 2 2 2,234043,16,-111611,-234043,111611,-2.09695280931,17,63807
16,11,1 1 1 1 1 3 1 1 3 1 2,246331,16,-111611,-246331,111611,-2.20704948437,17,92479
16,11,1 1 1 1 1 3 1 2 1 1 3,235067,16,-111611,-235067,111611,-2.10612753223,17,11583
16,11,1 1 1 1 1 3 1 2 1 2 2,243259,16,-111611,-243259,111611,-2.17952531561,17,118079
16,11,1 1 1 1 1 3 1 2 2 1 2,255547,16,-111611,-255547,111611,-2.28962199066,17,15679
16,11,1 1 1 1 1 3 1 3 1 1 2,273979,16,-111611,-273979,111611,-2.45476700325,17,124223
16,11,1 1 1 1 1 3 2 1 1 1 3,248891,16,-111611,-248891,111611,-2.22998629167,17,92991
16,11,1 1 1 1 1 3 2 1 1 2 2,257083,16,-111611,-257083,111611,-2.30338407505,17,68415
16,11,1 1 1 1 1 3 2 1 2 1 2,269371,16,-111611,-269371,111611,-2.41348075011,17,97087
16,11,1 1 1 1 1 3 2 2 1 1 2,287803,16,-111611,-287803,111611,-2.57862576269,17,74559
16,11,1 1 1 1 1 3 3 1 1 1 2,315451,16,-111611,-315451,111611,-2.82634328158,17,106303
16,11,1 1 1 1 1 4 1 1 1 1 3,269627,16,-111611,-269627,111611,-2.41577443084,17,18495
16,11,1 1 1 1 1 4 1 1 1 2 2,277819,16,-111611,-277819,111611,-2.48917221421,17,124991
16,11,1 1 1 1 1 4 1 1 2 1 2,290107,16,-111611,-290107,111611,-2.59926888927,17,22591
16,11,1 1 1 1 1 4 1 2 1 1 2,308539,16,-111611,-308539,111611,-2.76441390186,17,63
16,11,1 1 1 1 1 4 2 1 1 1 2,336187,16,-111611,-336187,111611,-3.01213142074,17,31807
16,11,1 1 1 1 1 5 1 1 1 1 2,377659,16,-111611,-377659,111611,-3.38370769906,17,13887
16,11,1 1 1 1 2 1 1 1 1 2 4,198427,16,-111611,-198427,111611,-1.77784447769,17,102559
16,11,1 1 1 1 2 1 1 1 1 3 3,202523,16,-111611,-202523,111611,-1.81454336938,17,24735
16,11,1 1 1 1 2 1 1 1 1 4 2,210715,16,-111611,-210715,111611,-1.88794115275,17,159
16,11,1 1 1 1 2 1 1 1 2 1 4,201499,16,-111611,-201499,111611,-1.80536864646,17,76959
16,11,1 1 1 1 2 1 1 1 2 2 3,205595,16,-111611,-205595,111611,-1.84206753815,17,130207
16,11,1 1 1 1 2 1 1 1 2 3 2,213787,16,-111611,-213787,111611,-1.91546532152,17,105631
16,11,1 1 1 1 2 1 1 1 3 1 3,211739,16,-111611,-211739,111611,-1.89711587568,17,79007
16,11,1 1 1 1 2 1 1 1 3 2 2,219931,16,-111611,-219931,111611,-1.97051365905,17,54431
16,11,1 1 1 1 2 1 1 1 4 1 2,232219,16,-111611,-232219,111611,-2.08061033411,17,83103
16,11,1 1 1 1 2 1 1 2 1 1 4,206107,16,-111611,-206107,111611,-1.84665489961,17,104095
16,11,1 1 1 1 2 1 1 2 1 2 3,210203,16,-111611,-210203,111611,-1.88335379129,17,26271
16,11,1 1 1 1 2 1 1 2 1 3 2,218395,16,-111611,-218395,111611,-1.95675157467,17,1695
16,11,1 1 1 1 2 1 1 2 2 1 3,216347,16,-111611,-216347,111611,-1.93840212882,17,106143
16,11,1 1 1 1 2 1 1 2 2 2 2,224539,16,-111611,-224539,111611,-2.0117999122,17,81567
16,11,1 1 1 1 2 1 1 2 3 1 2,236827,16,-111611,-236827,111611,-2.12189658725,17,110239
16,11,1 1 1 1 2 1 1 3 1 1 3,225563,16,-111611,-225563,111611,-2.02097463512,17,29343
16,11,1 1 1 1 2 1 1 3 1 2 2,233755,16,-111611,-233755,111611,-2.09437241849,17,4767
16,11,1 1 1 1 2 1 1 3 2 1 2,246043,16,-111611,-246043,111611,-2.20446909355,17,33439
16,11,1 1 1 1 2 1 1 4 1 1 2,264475,16,-111611,-264475,111611,-2.36961410614,17,10911
16,11,1 1 1 1 2 1 2 1 1 1 4,213019,16,-111611,-213019,111611,-1.90858427933,17,79263
16,11,1 1 1 1 2 1 2 1 1 2 3,217115,16,-111611,-217115,111611,-1.94528317101,17,1439
16,11,1 1 1 1 2 1 2 1 1 3 2,225307,16,-111611,-225307,111611,-2.01868095439,17,107935
16,11,1 1 1 1 2 1 2 1 2 1 3,223259,16,-111611,-223259,111611,-2.00033150854,17,81311
16,11,1 1 1 1 2 1 2 1 2 2 2,231451,16,-111611,-231451,111611,-2.07372929192,17,56735
16,11,1 1 1 1 2 1 2 1 3 1 2,243739,16,-111611,-243739,111611,-2.18382596697,17,85407
16,11,1 1 1 1 2 1 2 2 1 1 3,232475,16,-111611,-232475,111611,-2.08290401484,17,4511
16,11,1 1 1 1 2 1 2 2 1 2 2,240667,16,-111611,-240667,111611,-2.15630179821,17,111007
16,11,1 1 1 1 2 1 2 2 2 1 2,252955,16,-111611,-252955,111611,-2.26639847327,17,8607
16,11,1 1 1 1 2 1 2 3 1 1 2,271387,16,-111611,-271387,111611,-2.43154348586,17,117151
16,11,1 1 1 1 2 1 3 1 1 1 3,246299,16,-111611,-246299,111611,-2.20676277428,17,85919
16,11,1 1 1 1 2 1 3 1 1 2 2,254491,16,-111611,-254491,111611,-2.28016055765,17,61343
16,11,1 1 1 1 2 1 3 1 2 1 2,266779,16,-111611,-266779,111611,-2.39025723271,17,90015
16,11,1 1 1 1 2 1 3 2 1 1 2,285211,16,-111611,-285211,111611,-2.5554022453,17,67487
16,11,1 1 1 1 2 1 4 1 1 1 2,312859,16,-111611,-312859,111611,-2.80311976418,17,99231
16,11,1 1 1 1 2 2 1 1 1 1 4,223387,16,-111611,-223387,111611,-2.00147834891,17,107551
16,11,1 1 1 1 2 2 1 1 1 2 3,227483,16,-111611,-227483,111611,-2.03817724059,17,29727
16,11,1 1 1 1 2 2 1 1 1 3 2,235675,16,-111611,-235675,111611,-2.11157502397,17,5151
16,11,1 1 1 1 2 2 1 1 2 1 3,233627,16,-111611,-233627,111611,-2.09322557812,17,109599
16,11,1 1 1 1 2 2 1 1 2 2 2,241819,16,-111611,-241819,111611,-2.1666233615,17,85023
16,11,1 1 1 1 2 2 1 1 3 1 2,254107,16,-111611,-254107,111611,-2.27672003656,17,113695
16,11,1 1 1 1 2 2 1 2 1 1 3,242843,16,-111611,-242843,111611,-2.17579808442,17,32799
16,11,1 1 1 1 2 2 1 2 1 2 2,251035,16,-111611,-251035,111611,-2.24919586779,17,8223
16,11,1 1 1 1 2 2 1 2 2 1 2,263323,16,-111611,-263323,111611,-2.35929254285,17,36895
16,11,1 1 1 1 2 2 1 3 1 1 2,281755,16,-111611,-281755,111611,-2.52443755544,17,14367
16,11,1 1 1 1 2 2 2 1 1 1 3,256667,16,-111611,-256667,111611,-2.29965684386,17,114207
16,11,1 1 1 1 2 2 2 1 1 2 2,264859,16,-111611,-264859,111611,-2.37305462723,17,89631
16,11,1 1 1 1 2 2 2 1 2 1 2,277147,16,-111611,-277147,111611,-2.48315130229,17,118303
16,11,1 1 1 1 2 2 2 2 1 1 2,295579,16,-111611,-295579,111611,-2.64829631488,17,95775
16,11,1 1 1 1 2 2 3 1 1 1 2,323227,16,-111611,-323227,111611,-2.89601383376,17,127519
16,11,1 1 1 1 2 3 1 1 1 1 3,277403,16,-111611,-277403,111611,-2.48544498302,17,39711
16,11,1 1 1 1 2 3 1 1 1 2 2,285595,16,-111611,-285595,111611,-2.55884276639,17,15135
16,11,1 1 1 1 2 3 1 1 2 1 2,297883,16,-111611,-297883,111611,-2.66893944145,17,43807
16,11,1 1 1 1 2 3 1 2 1 1 2,316315,16,-111611,-316315,111611,-2.83408445404,17,21279
16,11,1 1 1 1 2 3 2 1 1 1 2,343963,16,-111611,-343963,111611,-3.08180197292,17,53023
16,11,1 1 1 1 3 1 1 1 1 3 2,251227,16,-111611,-251227,111611,-2.25091612834,17,47583
16,11,1 1 1 1 3 1 1 1 2 1 3,249179,16,-111611,-249179,111611,-2.2325666825,17,20959
16,11,1 1 1 1 3 1 1 1 2 2 2,257371,16,-111611,-257371,111611,-2.30596446587,17,127455
16,11,1 1 1 1 3 1 1 1 3 1 2,269659,16,-111611,-269659,111611,-2.41606114093,17,25055
16,11,1 1 1 1 3 1 1 2 1 1 3,258395,16,-111611,-258395,111611,-2.31513918879,17,75231
16,11,1 1 1 1 3 1 1 2 1 2 2,266587,16,-111611,-266587,111611,-2.38853697216,17,50655
16,11,1 1 1 1 3 1 1 2 2 1 2,278875,16,-111611,-278875,111611,-2.49863364722,17,79327
16,11,1 1 1 1 3 1 1 3 1 1 2,297307,16,-111611,-297307,111611,-2.66377865981,17,56799
16,11,1 1 1 1 3 1 2 1 1 1 3,272219,16,-111611,-272219,111611,-2.43899794823,17,25567
16,11,1 1 1 1 3 1 2 1 1 2 2,280411,16,-111611,-280411,111611,-2.5123957316,17,991
16,11,1 1 1 1 3 1 2 1 2 1 2,292699,16,-111611,-292699,111611,-2.62249240666,17,29663
16,11,1 1 1 1 3 1 2 2 1 1 2,311131,16,-111611,-311131,111611,-2.78763741925,17,7135
16,11,1 1 1 1 3 1 3 1 1 1 2,338779,16,-111611,-338779,111611,-3.03535493813,17,38879
16,11,1 1 1 1 3 2 1 1 1 2 2,301147,16,-111611,-301147,111611,-2.69818387077,17,57567
16,11,1 1 1 1 3 2 1 1 2 1 2,313435,16,-111611,-313435,111611,-2.80828054582,17,86239
16,11,1 1 1 1 3 2 1 2 1 1 2,331867,16,-111611,-331867,111611,-2.97342555841,17,63711
16,11,1 1 1 1 3 2 2 1 1 1 2,359515,16,-111611,-359515,111611,-3.2211430773,17,95455
16,11,1 1 1 1 4 1 1 1 2 1 2,344539,16,-111611,-344539,111611,-3.08696275457,17,40031
16,11,1 1 1 1 4 1 1 2 1 1 2,362971,16,-111611,-362971,111611,-3.25210776716,17,17503
16,11,1 1 1 1 4 1 2 1 1 1 2,390619,16,-111611,-390619,111611,-3.49982528604,17,49247
16,11,1 1 1 2 1 1 1 2 1 1 4,217771,16,-111611,-217771,111611,-1.95116072789,17,4847
16,11,1 1 1 2 1 1 1 2 1 2 3,221867,16,-111611,-221867,111611,-1.98785961957,17,58095
16,11,1 1 1 2 1 1 1 2 1 3 2,230059,16,-111611,-230059,111611,-2.06125740294,17,33519
16,11,1 1 1 2 1 1 1 2 2 1 3,228011,16,-111611,-228011,111611,-2.0429079571,17,6895
16,11,1 1 1 2 1 1 1 2 2 2 2,236203,16,-111611,-236203,111611,-2.11630574047,17,113391
16,11,1 1 1 2 1 1 1 2 3 1 2,248491,16,-111611,-248491,111611,-2.22640241553,17,10991
16,11,1 1 1 2 1 1 1 3 1 1 3,237227,16,-111611,-237227,111611,-2.1254804634,17,61167
16,11,1 1 1 2 1 1 1 3 1 2 2,245419,16,-111611,-245419,111611,-2.19887824677,17,36591
16,11,1 1 1 2 1 1 1 3 2 1 2,257707,16,-111611,-257707,111611,-2.30897492183,17,65263
16,11,1 1 1 2 1 1 1 4 1 1 2,276139,16,-111611,-276139,111611,-2.47411993442,17,42735
16,11,1 1 1 2 1 1 2 1 1 1 4,224683,16,-111611,-224683,111611,-2.01309010761,17,111087
16,11,1 1 1 2 1 1 2 1 1 2 3,228779,16,-111611,-228779,111611,-2.04978899929,17,33263
16,11,1 1 1 2 1 1 2 1 1 3 2,236971,16,-111611,-236971,111611,-2.12318678266,17,8687
16,11,1 1 1 2 1 1 2 1 2 1 3,234923,16,-111611,-234923,111611,-2.10483733682,17,113135
16,11,1 1 1 2 1 1 2 1 2 2 2,243115,16,-111611,-243115,111611,-2.17823512019,17,88559
16,11,1 1 1 2 1 1 2 1 3 1 2,255403,16,-111611,-255403,111611,-2.28833179525,17,117231
16,11,1 1 1 2 1 1 2 2 1 1 3,244139,16,-111611,-244139,111611,-2.18740984312,17,36335
16,11,1 1 1 2 1 1 2 2 1 2 2,252331,16,-111611,-252331,111611,-2.26080762649,17,11759
16,11,1 1 1 2 1 1 2 2 2 1 2,264619,16,-111611,-264619,111611,-2.37090430155,17,40431
16,11,1 1 1 2 1 1 2 3 1 1 2,283051,16,-111611,-283051,111611,-2.53604931414,17,17903
16,11,1 1 1 2 1 1 3 1 1 1 3,257963,16,-111611,-257963,111611,-2.31126860256,17,117743
16,11,1 1 1 2 1 1 3 1 1 2 2,266155,16,-111611,-266155,111611,-2.38466638593,17,93167
16,11,1 1 1 2 1 1 3 1 2 1 2,278443,16,-111611,-278443,111611,-2.49476306099,17,121839
16,11,1 1 1 2 1 1 3 2 1 1 2,296875,16,-111611,-296875,111611,-2.65990807358,17,99311
16,11,1 1 1 2 1 2 1 1 1 2 3,239147,16,-111611,-239147,111611,-2.14268306887,17,61551
16,11,1 1 1 2 1 2 1 1 1 3 2,247339,16,-111611,-247339,111611,-2.21608085225,17,36975
16,11,1 1 1 2 1 2 1 1 2 1 3,245291,16,-111611,-245291,111611,-2.1977314064,17,10351
16,11,1 1 1 2 1 2 1 1 2 2 2,253483,16,-111611,-253483,111611,-2.27112918978,17,116847
16,11,1 1 1 2 1 2 1 1 3 1 2,265771,16,-111611,-265771,111611,-2.38122586483,17,14447
16,11,1 1 1 2 1 2 1 2 1 1 3,254507,16,-111611,-254507,111611,-2.2803039127,17,64623
16,11,1 1 1 2 1 2 1 2 1 2 2,262699,16,-111611,-262699,111611,-2.35370169607,17,40047
16,11,1 1 1 2 1 2 1 2 2 1 2,274987,16,-111611,-274987,111611,-2.46379837113,17,68719
16,11,1 1 1 2 1 2 1 3 1 1 2,293419,16,-111611,-293419,111611,-2.62894338372,17,46191
16,11,1 1 1 2 1 2 2 1 1 1 3,268331,16,-111611,-268331,111611,-2.40416267214,17,14959
16,11,1 1 1 2 1 2 2 1 1 2 2,276523,16,-111611,-276523,111611,-2.47756045551,17,121455
16,11,1 1 1 2 1 2 2 1 2 1 2,288811,16,-111611,-288811,111611,-2.58765713057,17,19055
16,11,1 1 1 2 1 2 2 2 1 1 2,307243,16,-111611,-307243,111611,-2.75280214316,17,127599
16,11,1 1 1 2 1 3 1 1 1 2 2,297259,16,-111611,-297259,111611,-2.66334859467,17,46959
16,11,1 1 1 2 1 3 1 1 2 1 2,309547,16,-111611,-309547,111611,-2.77344526973,17,75631
16,11,1 1 1 2 1 3 1 2 1 1 2,327979,16,-111611,-327979,111611,-2.93859028232,17,53103
16,11,1 1 1 2 2 1 1 1 2 2 2,269035,16,-111611,-269035,111611,-2.41047029415,17,28207
