K,L,word,C_w,A,denominator,q_num,q_den,q_decimal,residue_bits,q_mod_2_power
14,9,1 1 1 1 2 1 2 2 3,23555,14,-3299,-23555,3299,-7.1400424371,15,16799
14,9,1 1 1 1 2 1 2 3 2,25603,14,-3299,-25603,3299,-7.76083661716,15,27039
14,9,1 1 1 1 2 1 3 1 3,25091,14,-3299,-25091,3299,-7.60563807214,15,32671
14,9,1 1 1 1 2 1 3 2 2,27139,14,-3299,-27139,3299,-8.2264322522,15,10143
14,9,1 1 1 1 2 1 4 1 2,30211,14,-3299,-30211,3299,-9.15762352228,15,9119
14,9,1 1 1 1 2 2 1 1 4,23683,14,-3299,-23683,3299,-7.17884207336,15,23583
14,9,1 1 1 1 2 2 1 2 3,24707,14,-3299,-24707,3299,-7.48923916338,15,12319
14,9,1 1 1 1 2 2 1 3 2,26755,14,-3299,-26755,3299,-8.11003334344,15,22559
14,9,1 1 1 1 2 2 2 1 3,26243,14,-3299,-26243,3299,-7.95483479842,15,28191
14,9,1 1 1 1 2 2 2 2 2,28291,14,-3299,-28291,3299,-8.57562897848,15,5663
14,9,1 1 1 1 2 2 3 1 2,31363,14,-3299,-31363,3299,-9.50682024856,15,4639
14,9,1 1 1 1 2 3 1 1 3,28547,14,-3299,-28547,3299,-8.65322825099,15,19231
14,9,1 1 1 1 2 3 1 2 2,30595,14,-3299,-30595,3299,-9.27402243104,15,29471
14,9,1 1 1 1 2 3 2 1 2,33667,14,-3299,-33667,3299,-10.2052137011,15,28447
14,9,1 1 1 1 2 4 1 1 2,38275,14,-3299,-38275,3299,-11.6020006062,15,10527
14,9,1 1 1 1 3 1 1 1 4,25411,14,-3299,-25411,3299,-7.70263716278,15,479
14,9,1 1 1 1 3 1 1 2 3,26435,14,-3299,-26435,3299,-8.0130342528,15,21983
14,9,1 1 1 1 3 1 1 3 2,28483,14,-3299,-28483,3299,-8.63382843286,15,32223
14,9,1 1 1 1 3 1 2 1 3,27971,14,-3299,-27971,3299,-8.47862988784,15,5087
14,9,1 1 1 1 3 1 2 2 2,30019,14,-3299,-30019,3299,-9.0994240679,15,15327
14,9,1 1 1 1 3 1 3 1 2,33091,14,-3299,-33091,3299,-10.030615338,15,14303
14,9,1 1 1 1 3 2 1 1 3,30275,14,-3299,-30275,3299,-9.17702334041,15,28895
14,9,1 1 1 1 3 2 1 2 2,32323,14,-3299,-32323,3299,-9.79781752046,15,6367
14,9,1 1 1 1 3 2 2 1 2,35395,14,-3299,-35395,3299,-10.7290087905,15,5343
14,9,1 1 1 1 3 3 1 1 2,40003,14,-3299,-40003,3299,-12.1257956957,15,20191
14,9,1 1 1 1 4 1 1 1 3,33731,14,-3299,-33731,3299,-10.2246135192,15,15455
14,9,1 1 1 1 4 1 1 2 2,35779,14,-3299,-35779,3299,-10.8454076993,15,25695
14,9,1 1 1 1 4 1 2 1 2,38851,14,-3299,-38851,3299,-11.7765989694,15,24671
14,9,1 1 1 1 4 2 1 1 2,43459,14,-3299,-43459,3299,-13.1733858745,15,6751
14,9,1 1 1 1 5 1 1 1 2,50371,14,-3299,-50371,3299,-15.2685662322,15,12639
14,9,1 1 1 2 1 1 1 2 4,23059,14,-3299,-23059,3299,-6.98969384662,15,19183
14,9,1 1 1 2 1 1 1 3 3,24083,14,-3299,-24083,3299,-7.30009093665,15,7919
14,9,1 1 1 2 1 1 1 4 2,26131,14,-3299,-26131,3299,-7.9208851167,15,18159
14,9,1 1 1 2 1 1 2 1 4,23827,14,-3299,-23827,3299,-7.22249166414,15,27119
14,9,1 1 1 2 1 1 2 2 3,24851,14,-3299,-24851,3299,-7.53288875417,15,15855
14,9,1 1 1 2 1 1 2 3 2,26899,14,-3299,-26899,3299,-8.15368293422,15,26095
14,9,1 1 1 2 1 1 3 1 3,26387,14,-3299,-26387,3299,-7.99848438921,15,31727
14,9,1 1 1 2 1 1 3 2 2,28435,14,-3299,-28435,3299,-8.61927856926,15,9199
14,9,1 1 1 2 1 1 4 1 2,31507,14,-3299,-31507,3299,-9.55046983935,15,8175
14,9,1 1 1 2 1 2 1 1 4,24979,14,-3299,-24979,3299,-7.57168839042,15,22639
14,9,1 1 1 2 1 2 1 2 3,26003,14,-3299,-26003,3299,-7.88208548045,15,11375
14,9,1 1 1 2 1 2 1 3 2,28051,14,-3299,-28051,3299,-8.5028796605,15,21615
14,9,1 1 1 2 1 2 2 1 3,27539,14,-3299,-27539,3299,-8.34768111549,15,27247
14,9,1 1 1 2 1 2 2 2 2,29587,14,-3299,-29587,3299,-8.96847529554,15,4719
14,9,1 1 1 2 1 2 3 1 2,32659,14,-3299,-32659,3299,-9.89966656563,15,3695
14,9,1 1 1 2 1 3 1 1 3,29843,14,-3299,-29843,3299,-9.04607456805,15,18287
14,9,1 1 1 2 1 3 1 2 2,31891,14,-3299,-31891,3299,-9.66686874811,15,28527
14,9,1 1 1 2 1 3 2 1 2,34963,14,-3299,-34963,3299,-10.5980600182,15,27503
14,9,1 1 1 2 1 4 1 1 2,39571,14,-3299,-39571,3299,-11.9948469233,15,9583
14,9,1 1 1 2 2 1 1 1 4,26707,14,-3299,-26707,3299,-8.09548347984,15,32303
14,9,1 1 1 2 2 1 1 2 3,27731,14,-3299,-27731,3299,-8.40588056987,15,21039
14,9,1 1 1 2 2 1 1 3 2,29779,14,-3299,-29779,3299,-9.02667474992,15,31279
14,9,1 1 1 2 2 1 2 1 3,29267,14,-3299,-29267,3299,-8.87147620491,15,4143
14,9,1 1 1 2 2 1 2 2 2,31315,14,-3299,-31315,3299,-9.49227038497,15,14383
14,9,1 1 1 2 2 1 3 1 2,34387,14,-3299,-34387,3299,-10.423461655,15,13359
14,9,1 1 1 2 2 2 1 1 3,31571,14,-3299,-31571,3299,-9.56986965747,15,27951
14,9,1 1 1 2 2 2 1 2 2,33619,14,-3299,-33619,3299,-10.1906638375,15,5423
14,9,1 1 1 2 2 2 2 1 2,36691,14,-3299,-36691,3299,-11.1218551076,15,4399
14,9,1 1 1 2 2 3 1 1 2,41299,14,-3299,-41299,3299,-12.5186420127,15,19247
14,9,1 1 1 2 3 1 1 1 3,35027,14,-3299,-35027,3299,-10.6174598363,15,14511
14,9,1 1 1 2 3 1 1 2 2,37075,14,-3299,-37075,3299,-11.2382540164,15,24751
14,9,1 1 1 2 3 1 2 1 2,40147,14,-3299,-40147,3299,-12.1694452865,15,23727
14,9,1 1 1 2 3 2 1 1 2,44755,14,-3299,-44755,3299,-13.5662321916,15,5807
14,9,1 1 1 3 1 1 1 3 2,32371,14,-3299,-32371,3299,-9.81236738406,15,29391
14,9,1 1 1 3 1 1 2 1 3,31859,14,-3299,-31859,3299,-9.65716883904,15,2255
14,9,1 1 1 3 1 1 2 2 2,33907,14,-3299,-33907,3299,-10.2779630191,15,12495
14,9,1 1 1 3 1 1 3 1 2,36979,14,-3299,-36979,3299,-11.2091542892,15,11471
14,9,1 1 1 3 1 2 1 1 3,34163,14,-3299,-34163,3299,-10.3555622916,15,26063
14,9,1 1 1 3 1 2 1 2 2,36211,14,-3299,-36211,3299,-10.9763564717,15,3535
14,9,1 1 1 3 1 2 2 1 2,39283,14,-3299,-39283,3299,-11.9075477417,15,2511
14,9,1 1 1 3 1 3 1 1 2,43891,14,-3299,-43891,3299,-13.3043346469,15,17359
14,9,1 1 1 3 2 1 1 2 2,39667,14,-3299,-39667,3299,-12.0239466505,15,22863
14,9,1 1 1 3 2 1 2 1 2,42739,14,-3299,-42739,3299,-12.9551379206,15,21839
14,9,1 1 1 3 2 2 1 1 2,47347,14,-3299,-47347,3299,-14.3519248257,15,3919
14,9,1 1 1 4 1 1 2 1 2,47923,14,-3299,-47923,3299,-14.5265231888,15,18063
14,9,1 1 1 4 1 2 1 1 2,52531,14,-3299,-52531,3299,-15.923310094,15,143
14,9,1 1 2 1 1 2 1 1 4,26923,14,-3299,-26923,3299,-8.16095786602,15,4839
14,9,1 1 2 1 1 2 1 2 3,27947,14,-3299,-27947,3299,-8.47135495605,15,26343
14,9,1 1 2 1 1 2 1 3 2,29995,14,-3299,-29995,3299,-9.0921491361,15,3815
14,9,1 1 2 1 1 2 2 1 3,29483,14,-3299,-29483,3299,-8.93695059109,15,9447
14,9,1 1 2 1 1 2 2 2 2,31531,14,-3299,-31531,3299,-9.55774477114,15,19687
14,9,1 1 2 1 1 2 3 1 2,34603,14,-3299,-34603,3299,-10.4889360412,15,18663
14,9,1 1 2 1 1 3 1 1 3,31787,14,-3299,-31787,3299,-9.63534404365,15,487
14,9,1 1 2 1 1 3 1 2 2,33835,14,-3299,-33835,3299,-10.2561382237,15,10727
14,9,1 1 2 1 1 3 2 1 2,36907,14,-3299,-36907,3299,-11.1873294938,15,9703
14,9,1 1 2 1 2 1 1 2 3,29675,14,-3299,-29675,3299,-8.99515004547,15,3239
14,9,1 1 2 1 2 1 1 3 2,31723,14,-3299,-31723,3299,-9.61594422552,15,13479
14,9,1 1 2 1 2 1 2 1 3,31211,14,-3299,-31211,3299,-9.46074568051,15,19111
14,9,1 1 2 1 2 1 2 2 2,33259,14,-3299,-33259,3299,-10.0815398606,15,29351
14,9,1 1 2 1 2 1 3 1 2,36331,14,-3299,-36331,3299,-11.0127311306,15,28327
14,9,1 1 2 1 2 2 1 1 3,33515,14,-3299,-33515,3299,-10.1591391331,15,10151
14,9,1 1 2 1 2 2 1 2 2,35563,14,-3299,-35563,3299,-10.7799333131,15,20391
14,9,1 1 2 1 2 2 2 1 2,38635,14,-3299,-38635,3299,-11.7111245832,15,19367
14,9,1 1 2 1 3 1 1 2 2,39019,14,-3299,-39019,3299,-11.827523492,15,6951
14,9,1 1 2 1 3 1 2 1 2,42091,14,-3299,-42091,3299,-12.758714762,15,5927
14,9,1 1 2 2 1 1 2 2 2,35851,14,-3299,-35851,3299,-10.8672324947,15,27463
14,9,1 1 2 2 1 1 3 1 2,38923,14,-3299,-38923,3299,-11.7984237648,15,26439
14,9,1 1 2 2 1 2 1 1 3,36107,14,-3299,-36107,3299,-10.9448317672,15,8263
14,9,1 1 2 2 1 2 1 2 2,38155,14,-3299,-38155,3299,-11.5656259473,15,18503
14,9,1 1 2 2 1 2 2 1 2,41227,14,-3299,-41227,3299,-12.4968172173,15,17479
14,9,1 1 2 2 2 1 2 1 2,44683,14,-3299,-44683,3299,-13.5444073962,15,4039
14,9,1 1 3 1 2 1 2 1 2,48571,14,-3299,-48571,3299,-14.7229463474,15,1207
14,9,1 2 1 2 1 2 1 2 2,41071,14,-3299,-41071,3299,-12.4495301607,15,24571
14,10,1 1 1 1 1 1 1 1 1 5,58025,14,-42665,-11605,8533,-1.36001406305,15,9215
14,10,1 1 1 1 1 1 1 1 2 4,58537,14,-42665,-58537,42665,-1.37201453182,15,29183
14,10,1 1 1 1 1 1 1 1 3 3,59561,14,-42665,-59561,42665,-1.39601546935,15,3583
14,10,1 1 1 1 1 1 1 1 4 2,61609,14,-42665,-61609,42665,-1.44401734443,15,17919
14,10,1 1 1 1 1 1 1 2 1 4,59305,14,-42665,-11861,8533,-1.39001523497,15,9983
14,10,1 1 1 1 1 1 1 2 2 3,60329,14,-42665,-2623,1855,-1.41401617251,15,17151
14,10,1 1 1 1 1 1 1 2 3 2,62377,14,-42665,-8911,6095,-1.46201804758,15,31487
14,10,1 1 1 1 1 1 1 3 1 3,61865,14,-42665,-12373,8533,-1.45001757881,15,11519
14,10,1 1 1 1 1 1 1 3 2 2,63913,14,-42665,-63913,42665,-1.49801945388,15,25855
14,10,1 1 1 1 1 1 1 4 1 2,66985,14,-42665,-13397,8533,-1.57002226649,15,14591
14,10,1 1 1 1 1 1 2 1 1 4,60457,14,-42665,-60457,42665,-1.4170162897,15,30335
14,10,1 1 1 1 1 1 2 1 2 3,61481,14,-42665,-8783,6095,-1.44101722724,15,4735
14,10,1 1 1 1 1 1 2 1 3 2,63529,14,-42665,-63529,42665,-1.48901910231,15,19071
14,10,1 1 1 1 1 1 2 2 1 3,63017,14,-42665,-1189,805,-1.47701863354,15,31871
14,10,1 1 1 1 1 1 2 2 2 2,65065,14,-42665,-1859,1219,-1.52502050861,15,13439
14,10,1 1 1 1 1 1 2 3 1 2,68137,14,-42665,-68137,42665,-1.59702332122,15,2175
14,10,1 1 1 1 1 1 3 1 1 3,65321,14,-42665,-65321,42665,-1.531020743,15,7039
14,10,1 1 1 1 1 1 3 1 2 2,67369,14,-42665,-67369,42665,-1.57902261807,15,21375
14,10,1 1 1 1 1 1 3 2 1 2,70441,14,-42665,-10063,6095,-1.65102543068,15,10111
14,10,1 1 1 1 1 1 4 1 1 2,75049,14,-42665,-3263,1855,-1.7590296496,15,25983
14,10,1 1 1 1 1 2 1 1 1 4,62185,14,-42665,-12437,8533,-1.45751787179,15,11711
14,10,1 1 1 1 1 2 1 1 2 3,63209,14,-42665,-63209,42665,-1.48151880933,15,18879
14,10,1 1 1 1 1 2 1 1 3 2,65257,14,-42665,-65257,42665,-1.5295206844,15,447
14,10,1 1 1 1 1 2 1 2 1 3,64745,14,-42665,-563,371,-1.51752021563,15,13247
14,10,1 1 1 1 1 2 1 2 2 2,66793,14,-42665,-66793,42665,-1.56552209071,15,27583
14,10,1 1 1 1 1 2 1 3 1 2,69865,14,-42665,-13973,8533,-1.63752490332,15,16319
14,10,1 1 1 1 1 2 2 1 1 3,67049,14,-42665,-67049,42665,-1.57152232509,15,21183
14,10,1 1 1 1 1 2 2 1 2 2,69097,14,-42665,-9871,6095,-1.61952420016,15,2751
14,10,1 1 1 1 1 2 2 2 1 2,72169,14,-42665,-72169,42665,-1.69152701277,15,24255
14,10,1 1 1 1 1 2 3 1 1 2,76777,14,-42665,-76777,42665,-1.79953123169,15,7359
14,10,1 1 1 1 1 3 1 1 1 3,70505,14,-42665,-14101,8533,-1.65252548928,15,16703
14,10,1 1 1 1 1 3 1 1 2 2,72553,14,-42665,-72553,42665,-1.70052736435,15,31039
14,10,1 1 1 1 1 3 1 2 1 2,75625,14,-42665,-15125,8533,-1.77253017696,15,19775
14,10,1 1 1 1 1 3 2 1 1 2,80233,14,-42665,-80233,42665,-1.88053439587,15,2879
14,10,1 1 1 1 1 4 1 1 1 2,87145,14,-42665,-17429,8533,-2.04254072425,15,26687
14,10,1 1 1 1 2 1 1 1 1 4,64777,14,-42665,-64777,42665,-1.51827024493,15,159
14,10,1 1 1 1 2 1 1 1 2 3,65801,14,-42665,-65801,42665,-1.54227118247,15,7327
14,10,1 1 1 1 2 1 1 1 3 2,67849,14,-42665,-67849,42665,-1.59027305754,15,21663
14,10,1 1 1 1 2 1 1 2 1 3,67337,14,-42665,-67337,42665,-1.57827258877,15,1695
14,10,1 1 1 1 2 1 1 2 2 2,69385,14,-42665,-13877,8533,-1.62627446385,15,16031
14,10,1 1 1 1 2 1 1 3 1 2,72457,14,-42665,-10351,6095,-1.69827727646,15,4767
14,10,1 1 1 1 2 1 2 1 1 3,69641,14,-42665,-69641,42665,-1.63227469823,15,9631
14,10,1 1 1 1 2 1 2 1 2 2,71689,14,-42665,-71689,42665,-1.6802765733,15,23967
14,10,1 1 1 1 2 1 2 2 1 2,74761,14,-42665,-74761,42665,-1.75227938591,15,12703
14,10,1 1 1 1 2 1 3 1 1 2,79369,14,-42665,-79369,42665,-1.86028360483,15,28575
14,10,1 1 1 1 2 2 1 1 1 3,73097,14,-42665,-73097,42665,-1.71327786242,15,5151
14,10,1 1 1 1 2 2 1 1 2 2,75145,14,-42665,-2147,1219,-1.76127973749,15,19487
14,10,1 1 1 1 2 2 1 2 1 2,78217,14,-42665,-78217,42665,-1.8332825501,15,8223
14,10,1 1 1 1 2 2 2 1 1 2,82825,14,-42665,-16565,8533,-1.94128676901,15,24095
14,10,1 1 1 1 2 3 1 1 1 2,89737,14,-42665,-89737,42665,-2.10329309739,15,15135
14,10,1 1 1 1 3 1 1 1 2 2,80329,14,-42665,-80329,42665,-1.88278448377,15,29151
14,10,1 1 1 1 3 1 1 2 1 2,83401,14,-42665,-83401,42665,-1.95478729638,15,17887
14,10,1 1 1 1 3 1 2 1 1 2,88009,14,-42665,-88009,42665,-2.06279151529,15,991
14,10,1 1 1 1 3 2 1 1 1 2,94921,14,-42665,-4127,1855,-2.22479784367,15,24799
14,10,1 1 1 2 1 1 1 2 1 3,71225,14,-42665,-2035,1219,-1.66940114848,15,751
14,10,1 1 1 2 1 1 1 2 2 2,73273,14,-42665,-73273,42665,-1.71740302356,15,15087
14,10,1 1 1 2 1 1 1 3 1 2,76345,14,-42665,-15269,8533,-1.78940583617,15,3823
14,10,1 1 1 2 1 1 2 1 1 3,73529,14,-42665,-73529,42665,-1.72340325794,15,8687
14,10,1 1 1 2 1 1 2 1 2 2,75577,14,-42665,-75577,42665,-1.77140513301,15,23023
14,10,1 1 1 2 1 1 2 2 1 2,78649,14,-42665,-78649,42665,-1.84340794562,15,11759
14,10,1 1 1 2 1 1 3 1 1 2,83257,14,-42665,-83257,42665,-1.95141216454,15,27631
14,10,1 1 1 2 1 2 1 1 1 3,76985,14,-42665,-15397,8533,-1.80440642213,15,4207
14,10,1 1 1 2 1 2 1 1 2 2,79033,14,-42665,-79033,42665,-1.8524082972,15,18543
14,10,1 1 1 2 1 2 1 2 1 2,82105,14,-42665,-16421,8533,-1.92441110981,15,7279
14,10,1 1 1 2 1 2 2 1 1 2,86713,14,-42665,-86713,42665,-2.03241532872,15,23151
14,10,1 1 1 2 2 1 1 2 1 2,87289,14,-42665,-87289,42665,-2.04591585609,15,16943
14,10,1 1 1 2 2 1 2 1 1 2,91897,14,-42665,-91897,42665,-2.153920075,15,47
14,10,1 1 1 3 1 1 2 1 1 2,99673,14,-42665,-14239,6095,-2.33617719442,15,30927
14,10,1 1 2 1 1 2 1 1 2 2,84865,14,-42665,-16973,8533,-1.98910113676,15,743
14,10,1 1 2 1 1 2 1 2 1 2,87937,14,-42665,-87937,42665,-2.06110394937,15,22247
14,11,1 1 1 1 1 1 1 1 1 1 4,175099,14,-160763,-175099,160763,-1.08917474792,15,22527
14,11,1 1 1 1 1 1 1 1 1 2 3,176123,14,-160763,-176123,160763,-1.09554437277,15,3071
14,11,1 1 1 1 1 1 1 1 1 3 2,178171,14,-160763,-178171,160763,-1.10828362248,15,29695
14,11,1 1 1 1 1 1 1 1 2 1 3,177659,14,-160763,-177659,160763,-1.10509881005,15,23039
14,11,1 1 1 1 1 1 1 1 2 2 2,179707,14,-160763,-179707,160763,-1.11783805975,15,16895
14,11,1 1 1 1 1 1 1 1 3 1 2,182779,14,-160763,-182779,160763,-1.13694693431,15,24063
14,11,1 1 1 1 1 1 1 2 1 1 3,179963,14,-160763,-179963,160763,-1.11943046597,15,3839
14,11,1 1 1 1 1 1 1 2 1 2 2,182011,14,-160763,-182011,160763,-1.13216971567,15,30463
14,11,1 1 1 1 1 1 1 2 2 1 2,185083,14,-160763,-185083,160763,-1.15127859022,15,4863
14,11,1 1 1 1 1 1 1 3 1 1 2,189691,14,-160763,-189691,160763,-1.17994190205,15,31999
14,11,1 1 1 1 1 1 2 1 1 1 3,183419,14,-160763,-183419,160763,-1.14092794984,15,24191
14,11,1 1 1 1 1 1 2 1 1 2 2,185467,14,-160763,-185467,160763,-1.15366719954,15,18047
14,11,1 1 1 1 1 1 2 1 2 1 2,188539,14,-160763,-188539,160763,-1.1727760741,15,25215
14,11,1 1 1 1 1 1 2 2 1 1 2,193147,14,-160763,-193147,160763,-1.20143938593,15,19583
14,11,1 1 1 1 1 1 3 1 1 1 2,200059,14,-160763,-200059,160763,-1.24443435368,15,27519
14,11,1 1 1 1 1 2 1 1 1 1 3,188603,14,-160763,-188603,160763,-1.17317417565,15,5567
14,11,1 1 1 1 1 2 1 1 1 2 2,190651,14,-160763,-190651,160763,-1.18591342535,15,32191
14,11,1 1 1 1 1 2 1 1 2 1 2,193723,14,-160763,-193723,160763,-1.20502229991,15,6591
14,11,1 1 1 1 1 2 1 2 1 1 2,198331,14,-160763,-198331,160763,-1.23368561174,15,959
14,11,1 1 1 1 1 2 2 1 1 1 2,205243,14,-160763,-205243,160763,-1.27668057949,15,8895
14,11,1 1 1 1 1 3 1 1 1 1 2,215611,14,-160763,-215611,160763,-1.34117303111,15,4415
14,11,1 1 1 1 2 1 1 1 1 2 2,198427,14,-160763,-198427,160763,-1.23428276407,15,20639
14,11,1 1 1 1 2 1 1 1 2 1 2,201499,14,-160763,-201499,160763,-1.25339163862,15,27807
14,11,1 1 1 1 2 1 1 2 1 1 2,206107,14,-160763,-206107,160763,-1.28205495046,15,22175
14,11,1 1 1 1 2 1 2 1 1 1 2,213019,14,-160763,-213019,160763,-1.3250499182,15,30111
14,11,1 1 1 2 1 1 1 2 1 1 2,217771,14,-160763,-217771,160763,-1.35460895853,15,21231
14,12,1 1 1 1 1 1 1 1 1 1 1 3,527345,14,-515057,-527345,515057,-1.02385755363,15,20479
14,12,1 1 1 1 1 1 1 1 1 1 2 2,529393,14,-515057,-529393,515057,-1.02783381257,15,18431
14,12,1 1 1 1 1 1 1 1 1 2 1 2,532465,14,-515057,-532465,515057,-1.03379820098,15,31743
14,12,1 1 1 1 1 1 1 1 2 1 1 2,537073,14,-515057,-537073,515057,-1.04274478359,15,18943
14,12,1 1 1 1 1 1 1 2 1 1 1 2,543985,14,-515057,-543985,515057,-1.0561646575,15,32511
14,12,1 1 1 1 1 1 2 1 1 1 1 2,554353,14,-515057,-554353,515057,-1.07629446838,15,20095
14,13,1 1 1 1 1 1 1 1 1 1 1 1 2,1586131,14,-1577939,-1586131,1577939,-1.00519158218,15,8191
15,10,1 1 1 1 1 1 1 1 1 6,58025,15,-26281,-58025,26281,-2.20786880256,16,58367
15,10,1 1 1 1 1 1 1 1 2 5,58537,15,-26281,-58537,26281,-2.22735055744,16,45567
15,10,1 1 1 1 1 1 1 1 3 4,59561,15,-26281,-59561,26281,-2.2663140672,16,19967
15,10,1 1 1 1 1 1 1 1 4 3,61609,15,-26281,-61609,26281,-2.34424108672,16,34303
15,10,1 1 1 1 1 1 1 1 5 2,65705,15,-26281,-65705,26281,-2.50009512576,16,62975
15,10,1 1 1 1 1 1 1 2 1 5,59305,15,-26281,-59305,26281,-2.25657318976,16,59135
15,10,1 1 1 1 1 1 1 2 2 4,60329,15,-26281,-60329,26281,-2.29553669952,16,33535
15,10,1 1 1 1 1 1 1 2 3 3,62377,15,-26281,-62377,26281,-2.37346371904,16,47871
15,10,1 1 1 1 1 1 1 2 4 2,66473,15,-26281,-66473,26281,-2.52931775808,16,11007
15,10,1 1 1 1 1 1 1 3 1 4,61865,15,-26281,-61865,26281,-2.35398196416,16,60671
15,10,1 1 1 1 1 1 1 3 2 3,63913,15,-26281,-63913,26281,-2.43190898368,16,9471
15,10,1 1 1 1 1 1 1 3 3 2,68009,15,-26281,-68009,26281,-2.58776302272,16,38143
15,10,1 1 1 1 1 1 1 4 1 3,66985,15,-26281,-66985,26281,-2.54879951296,16,63743
15,10,1 1 1 1 1 1 1 4 2 2,71081,15,-26281,-71081,26281,-2.704653552,16,26879
15,10,1 1 1 1 1 1 1 5 1 2,77225,15,-26281,-77225,26281,-2.93843461056,16,4351
15,10,1 1 1 1 1 1 2 1 1 5,60457,15,-26281,-60457,26281,-2.30040713824,16,46719
15,10,1 1 1 1 1 1 2 1 2 4,61481,15,-26281,-61481,26281,-2.339370648,16,21119
15,10,1 1 1 1 1 1 2 1 3 3,63529,15,-26281,-63529,26281,-2.41729766752,16,35455
15,10,1 1 1 1 1 1 2 1 4 2,67625,15,-26281,-67625,26281,-2.57315170656,16,64127
15,10,1 1 1 1 1 1 2 2 1 4,63017,15,-26281,-1537,641,-2.39781591264,16,48255
15,10,1 1 1 1 1 1 2 2 2 3,65065,15,-26281,-65065,26281,-2.47574293216,16,62591
15,10,1 1 1 1 1 1 2 2 3 2,69161,15,-26281,-69161,26281,-2.6315969712,16,25727
15,10,1 1 1 1 1 1 2 3 1 3,68137,15,-26281,-68137,26281,-2.59263346144,16,51327
15,10,1 1 1 1 1 1 2 3 2 2,72233,15,-26281,-72233,26281,-2.74848750048,16,14463
15,10,1 1 1 1 1 1 2 4 1 2,78377,15,-26281,-78377,26281,-2.98226855904,16,57471
15,10,1 1 1 1 1 1 3 1 1 4,65321,15,-26281,-65321,26281,-2.4854838096,16,23423
15,10,1 1 1 1 1 1 3 1 2 3,67369,15,-26281,-67369,26281,-2.56341082912,16,37759
15,10,1 1 1 1 1 1 3 1 3 2,71465,15,-26281,-71465,26281,-2.71926486816,16,895
15,10,1 1 1 1 1 1 3 2 1 3,70441,15,-26281,-70441,26281,-2.6803013584,16,26495
15,10,1 1 1 1 1 1 3 2 2 2,74537,15,-26281,-74537,26281,-2.83615539744,16,55167
15,10,1 1 1 1 1 1 3 3 1 2,80681,15,-26281,-80681,26281,-3.06993645599,16,32639
15,10,1 1 1 1 1 1 4 1 1 3,75049,15,-26281,-75049,26281,-2.85563715232,16,42367
15,10,1 1 1 1 1 1 4 1 2 2,79145,15,-26281,-79145,26281,-3.01149119135,16,5503
15,10,1 1 1 1 1 1 4 2 1 2,85289,15,-26281,-85289,26281,-3.24527224991,16,48511
15,10,1 1 1 1 1 1 5 1 1 2,94505,15,-26281,-2305,641,-3.59594383775,16,14719
15,10,1 1 1 1 1 2 1 1 1 5,62185,15,-26281,-62185,26281,-2.36615806096,16,60863
15,10,1 1 1 1 1 2 1 1 2 4,63209,15,-26281,-63209,26281,-2.40512157072,16,35263
15,10,1 1 1 1 1 2 1 1 3 3,65257,15,-26281,-65257,26281,-2.48304859024,16,49599
15,10,1 1 1 1 1 2 1 1 4 2,69353,15,-26281,-69353,26281,-2.63890262928,16,12735
15,10,1 1 1 1 1 2 1 2 1 4,64745,15,-26281,-64745,26281,-2.46356683536,16,62399
15,10,1 1 1 1 1 2 1 2 2 3,66793,15,-26281,-66793,26281,-2.54149385488,16,11199
15,10,1 1 1 1 1 2 1 2 3 2,70889,15,-26281,-1729,641,-2.69734789392,16,39871
15,10,1 1 1 1 1 2 1 3 1 3,69865,15,-26281,-69865,26281,-2.65838438416,16,65471
15,10,1 1 1 1 1 2 1 3 2 2,73961,15,-26281,-73961,26281,-2.8142384232,16,28607
15,10,1 1 1 1 1 2 1 4 1 2,80105,15,-26281,-80105,26281,-3.04801948175,16,6079
15,10,1 1 1 1 1 2 2 1 1 4,67049,15,-26281,-67049,26281,-2.55123473232,16,37567
15,10,1 1 1 1 1 2 2 1 2 3,69097,15,-26281,-69097,26281,-2.62916175184,16,51903
15,10,1 1 1 1 1 2 2 1 3 2,73193,15,-26281,-73193,26281,-2.78501579088,16,15039
15,10,1 1 1 1 1 2 2 2 1 3,72169,15,-26281,-72169,26281,-2.74605228112,16,40639
15,10,1 1 1 1 1 2 2 2 2 2,76265,15,-26281,-76265,26281,-2.90190632016,16,3775
15,10,1 1 1 1 1 2 2 3 1 2,82409,15,-26281,-82409,26281,-3.13568737871,16,46783
15,10,1 1 1 1 1 2 3 1 1 3,76777,15,-26281,-76777,26281,-2.92138807504,16,56511
15,10,1 1 1 1 1 2 3 1 2 2,80873,15,-26281,-80873,26281,-3.07724211407,16,19647
15,10,1 1 1 1 1 2 3 2 1 2,87017,15,-26281,-87017,26281,-3.31102317263,16,62655
15,10,1 1 1 1 1 2 4 1 1 2,96233,15,-26281,-96233,26281,-3.66169476047,16,28863
15,10,1 1 1 1 1 3 1 1 1 4,70505,15,-26281,-70505,26281,-2.68273657776,16,319
15,10,1 1 1 1 1 3 1 1 2 3,72553,15,-26281,-72553,26281,-2.76066359728,16,14655
15,10,1 1 1 1 1 3 1 1 3 2,76649,15,-26281,-76649,26281,-2.91651763632,16,43327
15,10,1 1 1 1 1 3 1 2 1 3,75625,15,-26281,-75625,26281,-2.87755412656,16,3391
15,10,1 1 1 1 1 3 1 2 2 2,79721,15,-26281,-79721,26281,-3.03340816559,16,32063
