src,dst,count,source_events,empirical_probability
K14:L11:w1-1-1-1-1-1-2-2-1-1-2:b1,K13:L10:w1-1-1-1-1-2-2-1-1-2:b1,48,65,0.7384615384615385
K15:L10:w1-1-1-1-3-3-1-1-1-2:b1,K6:L4:w1-1-1-3:b1,48,48,1.0
K15:L10:w1-1-1-1-1-1-2-3-1-3:b1,K14:L9:w1-1-1-1-1-2-3-1-3:b1,48,48,1.0
K15:L10:w1-1-1-1-3-1-3-1-1-2:b1,K14:L9:w1-1-1-3-1-3-1-1-2:b1,48,48,1.0
K15:L10:w1-1-1-2-1-1-2-1-1-4:b1,K4:L3:w1-1-2:b2,48,48,1.0
K15:L10:w1-1-1-1-1-1-1-2-2-4:b1,K14:L9:w1-1-1-1-1-1-2-2-4:b1,48,48,1.0
K15:L11:w1-1-1-1-1-2-1-2-1-2-2:b1,K14:L10:w1-1-1-1-2-1-2-1-2-2:b1,48,67,0.7164179104477612
K14:L9:w1-1-1-1-4-2-1-1-2:b1,K4:L3:w1-1-2:b1,48,81,0.5925925925925926
K15:L10:w1-1-1-1-4-1-1-2-1-2:b1,K14:L9:w1-1-1-4-1-1-2-1-2:b1,48,48,1.0
K14:L11:w1-1-1-1-1-1-2-1-2-1-2:b1,K13:L10:w1-1-1-1-1-2-1-2-1-2:b1,48,67,0.7164179104477612
K14:L11:w1-1-1-1-1-2-1-2-1-1-2:b1,K13:L10:w1-1-1-1-2-1-2-1-1-2:b1,48,69,0.6956521739130435
K14:L12:w1-1-1-1-1-1-1-1-2-1-1-2:b1,K13:L11:w1-1-1-1-1-1-1-2-1-1-2:b1,48,62,0.7741935483870968
K15:L10:w1-1-1-1-1-4-1-1-1-3:b1,K14:L9:w1-1-1-1-4-1-1-1-3:b1,48,48,1.0
K15:L10:w1-1-1-2-2-1-2-1-1-3:b1,K14:L9:w1-1-2-2-1-2-1-1-3:b1,48,48,1.0
K15:L12:w1-1-1-1-1-1-1-1-2-1-2-2:b1,K14:L11:w1-1-1-1-1-1-1-2-1-2-2:b1,48,59,0.8135593220338984
K15:L10:w1-1-1-1-3-1-1-1-1-4:b1,K6:L4:w1-1-1-3:b1,48,48,1.0
K15:L10:w1-1-1-1-1-2-1-2-1-4:b1,K14:L9:w1-1-1-1-2-1-2-1-4:b1,48,48,1.0
K15:L10:w1-1-1-1-1-2-2-1-1-4:b1,K14:L9:w1-1-1-1-2-2-1-1-4:b1,48,48,1.0
K15:L12:w1-1-1-1-1-1-2-2-1-1-1-2:b1,K14:L11:w1-1-1-1-1-2-2-1-1-1-2:b1,47,56,0.8392857142857143
K15:L10:w1-1-1-2-2-2-1-1-1-3:b1,K6:L4:w1-1-2-2:b1,47,47,1.0
K15:L11:w1-1-1-1-1-2-2-2-1-1-2:b1,K14:L10:w1-1-1-1-2-2-2-1-1-2:b1,47,56,0.8392857142857143
K15:L10:w1-1-1-1-4-1-2-1-1-2:b1,K14:L9:w1-1-1-4-1-2-1-1-2:b1,47,47,1.0
K14:L11:w1-1-1-1-1-1-1-2-1-1-3:b1,K13:L10:w1-1-1-1-1-1-2-1-1-3:b1,47,61,0.7704918032786885
K15:L12:w1-1-1-1-1-2-1-1-1-1-1-3:b1,K6:L5:w1-1-1-1-2:b1,47,47,1.0
K15:L11:w1-1-1-1-1-1-2-1-1-2-3:b1,K14:L10:w1-1-1-1-1-2-1-1-2-3:b1,47,56,0.8392857142857143
K15:L11:w1-1-1-1-1-1-1-2-1-3-2:b1,K14:L10:w1-1-1-1-1-1-2-1-3-2:b1,47,62,0.7580645161290323
K15:L10:w1-1-1-1-1-1-1-1-2-5:b1,K14:L9:w1-1-1-1-1-1-1-2-5:b1,47,47,1.0
K15:L11:w1-1-1-1-1-1-2-1-3-1-2:b1,K14:L10:w1-1-1-1-1-2-1-3-1-2:b1,47,58,0.8103448275862069
K15:L11:w1-1-1-1-1-1-1-1-1-4-2:b1,K14:L10:w1-1-1-1-1-1-1-1-4-2:b1,47,60,0.7833333333333333
K15:L12:w1-1-1-1-1-1-1-1-1-3-1-2:b1,K14:L11:w1-1-1-1-1-1-1-1-3-1-2:b1,47,61,0.7704918032786885
K15:L10:w1-1-1-1-2-1-2-1-1-4:b1,K14:L9:w1-1-1-2-1-2-1-1-4:b1,47,47,1.0
K15:L10:w1-1-1-1-1-1-1-2-1-5:b1,K14:L9:w1-1-1-1-1-1-2-1-5:b1,47,47,1.0
K15:L10:w1-1-1-1-1-1-1-3-1-4:b1,K14:L9:w1-1-1-1-1-1-3-1-4:b1,47,47,1.0
K15:L11:w1-1-1-1-1-2-1-1-1-3-2:b1,K14:L10:w1-1-1-1-2-1-1-1-3-2:b1,47,64,0.734375
K15:L12:w1-1-1-1-1-1-1-1-1-1-3-2:b1,K14:L11:w1-1-1-1-1-1-1-1-1-3-2:b1,47,57,0.8245614035087719
K14:L12:w1-1-1-1-1-1-1-1-1-1-1-3:b1,K13:L11:w1-1-1-1-1-1-1-1-1-1-3:b1,47,62,0.7580645161290323
K15:L10:w1-1-1-1-2-1-1-2-1-4:b1,K14:L9:w1-1-1-2-1-1-2-1-4:b1,47,47,1.0
K15:L11:w1-1-1-1-2-2-1-2-1-1-2:b1,K14:L10:w1-1-1-2-2-1-2-1-1-2:b1,46,59,0.7796610169491526
K15:L10:w1-1-1-1-1-2-3-1-1-3:b1,K14:L9:w1-1-1-1-2-3-1-1-3:b1,46,46,1.0
K3:L2:w1-2:b1,K11:L8:w1-1-1-2-2-1-1-2:b1,46,50343,0.0009137317998530084
K15:L10:w1-1-1-1-2-1-1-1-1-5:b1,K5:L4:w1-1-1-2:b1,46,46,1.0
K14:L11:w1-1-1-1-2-1-2-1-1-1-2:b1,K8:L6:w1-1-1-2-1-2:b1,46,66,0.696969696969697
K15:L11:w1-1-1-1-1-1-2-1-2-2-2:b1,K14:L10:w1-1-1-1-1-2-1-2-2-2:b1,46,64,0.71875
K14:L11:w1-1-1-1-1-2-1-1-1-1-3:b1,K13:L10:w1-1-1-1-2-1-1-1-1-3:b1,46,59,0.7796610169491526
K15:L10:w1-1-1-1-1-2-1-1-1-5:b1,K14:L9:w1-1-1-1-2-1-1-1-5:b1,46,46,1.0
K15:L12:w1-1-1-1-1-1-1-2-1-1-2-2:b1,K14:L11:w1-1-1-1-1-1-2-1-1-2-2:b1,46,56,0.8214285714285714
K15:L13:w1-1-1-1-1-1-1-1-1-1-1-2-2:b1,K14:L12:w1-1-1-1-1-1-1-1-1-1-2-2:b1,45,60,0.75
K16:L11:w1-1-1-2-1-1-2-1-1-3-2:b1,K4:L3:w1-1-2:b2,45,45,1.0
K15:L11:w1-1-1-1-2-1-1-2-1-2-2:b1,K14:L10:w1-1-1-2-1-1-2-1-2-2:b1,45,71,0.6338028169014085
K15:L12:w1-1-1-1-1-1-2-1-1-2-1-2:b1,K14:L11:w1-1-1-1-1-2-1-1-2-1-2:b1,45,62,0.7258064516129032
K15:L10:w1-1-1-2-3-1-2-1-1-2:b1,K4:L3:w1-1-2:b1,45,45,1.0
K15:L11:w1-1-1-1-1-1-1-1-3-1-3:b1,K14:L10:w1-1-1-1-1-1-1-3-1-3:b1,45,55,0.8181818181818182
K15:L12:w1-1-1-1-1-2-1-1-2-1-1-2:b1,K14:L11:w1-1-1-1-2-1-1-2-1-1-2:b1,45,57,0.7894736842105263
K15:L11:w1-1-1-1-1-1-1-1-2-3-2:b1,K14:L10:w1-1-1-1-1-1-1-2-3-2:b1,45,62,0.7258064516129032
K14:L11:w1-1-1-1-1-1-1-3-1-1-2:b1,K13:L10:w1-1-1-1-1-1-3-1-1-2:b1,45,65,0.6923076923076923
K15:L11:w1-1-1-1-1-1-1-3-2-1-2:b1,K14:L10:w1-1-1-1-1-1-3-2-1-2:b1,45,61,0.7377049180327869
K15:L12:w1-1-1-1-1-1-1-1-2-2-1-2:b1,K14:L11:w1-1-1-1-1-1-1-2-2-1-2:b1,45,62,0.7258064516129032
K15:L10:w1-1-1-1-2-3-1-1-1-3:b1,K14:L9:w1-1-1-2-3-1-1-1-3:b1,45,45,1.0
K3:L2:w1-2:b1,K8:L7:w1-1-1-1-1-1-2:b1,44,50343,0.0008740043302941819
K14:L9:w1-1-1-3-1-3-1-1-2:b1,K4:L3:w1-1-2:b1,44,75,0.5866666666666667
K15:L11:w1-1-1-1-1-1-1-2-2-1-3:b1,K14:L10:w1-1-1-1-1-1-2-2-1-3:b1,44,54,0.8148148148148148
K15:L12:w1-1-1-1-1-1-1-1-1-2-1-3:b1,K14:L11:w1-1-1-1-1-1-1-1-2-1-3:b1,44,55,0.8
K14:L11:w1-1-1-1-1-1-1-1-2-1-3:b1,K13:L10:w1-1-1-1-1-1-1-2-1-3:b1,44,65,0.676923076923077
K15:L11:w1-1-1-1-2-1-1-1-3-1-2:b1,K14:L10:w1-1-1-2-1-1-1-3-1-2:b1,44,56,0.7857142857142857
K15:L11:w1-1-1-1-1-2-1-1-1-2-3:b1,K14:L10:w1-1-1-1-2-1-1-1-2-3:b1,44,55,0.8
K15:L12:w1-1-1-1-1-1-1-1-1-1-2-3:b1,K14:L11:w1-1-1-1-1-1-1-1-1-2-3:b1,44,54,0.8148148148148148
K15:L13:w1-1-1-1-1-1-1-1-1-1-2-1-2:b1,K14:L12:w1-1-1-1-1-1-1-1-1-2-1-2:b1,44,54,0.8148148148148148
K15:L10:w1-1-1-1-2-2-1-1-1-4:b1,K14:L9:w1-1-1-2-2-1-1-1-4:b1,44,44,1.0
K3:L2:w1-2:b1,K11:L7:w1-1-1-1-2-3-2:b1,43,50343,0.0008541405955147687
K15:L11:w1-1-1-1-1-1-1-3-1-1-3:b1,K14:L10:w1-1-1-1-1-1-3-1-1-3:b1,43,58,0.7413793103448276
K15:L12:w1-1-1-1-1-1-2-1-2-1-1-2:b1,K14:L11:w1-1-1-1-1-2-1-2-1-1-2:b1,43,54,0.7962962962962963
K15:L11:w1-1-1-1-2-2-2-1-1-1-2:b1,K9:L6:w1-1-1-2-2-2:b1,43,44,0.9772727272727273
K15:L11:w1-1-1-1-1-2-1-1-2-1-3:b1,K14:L10:w1-1-1-1-2-1-1-2-1-3:b1,43,52,0.8269230769230769
K14:L12:w1-1-1-1-1-1-2-1-1-1-1-2:b1,K13:L11:w1-1-1-1-1-2-1-1-1-1-2:b1,43,55,0.7818181818181819
K15:L11:w1-1-1-1-1-1-1-2-1-2-3:b1,K14:L10:w1-1-1-1-1-1-2-1-2-3:b1,43,55,0.7818181818181819
K15:L12:w1-1-1-1-1-2-1-1-1-2-1-2:b1,K14:L11:w1-1-1-1-2-1-1-1-2-1-2:b1,43,57,0.7543859649122807
K15:L10:w1-1-1-1-2-4-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,43,43,1.0
K15:L11:w1-1-1-1-1-1-2-3-1-1-2:b1,K14:L10:w1-1-1-1-1-2-3-1-1-2:b1,43,55,0.7818181818181819
K15:L10:w1-1-1-1-1-1-1-1-1-6:b1,K14:L9:w1-1-1-1-1-1-1-1-6:b1,43,43,1.0
K14:L13:w1-1-1-1-1-1-1-1-1-1-1-1-2:b1,K13:L12:w1-1-1-1-1-1-1-1-1-1-1-2:b1,43,57,0.7543859649122807
K3:L2:w1-2:b1,K11:L7:w1-1-1-1-2-2-3:b1,42,50343,0.0008342768607353555
K15:L11:w1-1-1-1-1-1-3-2-1-1-2:b1,K14:L10:w1-1-1-1-1-3-2-1-1-2:b1,42,53,0.7924528301886793
K15:L11:w1-1-1-1-2-2-1-1-2-1-2:b1,K14:L10:w1-1-1-2-2-1-1-2-1-2:b1,42,54,0.7777777777777778
K3:L2:w1-2:b5,K3:L2:w1-2:b4,42,42,1.0
K15:L11:w1-1-1-1-1-1-4-1-1-1-2:b1,K14:L10:w1-1-1-1-1-4-1-1-1-2:b1,42,50,0.84
K15:L10:w1-1-1-3-1-1-2-1-2-2:b1,K9:L6:w1-1-2-1-2-2:b1,42,67,0.6268656716417911
K15:L11:w1-1-1-1-3-1-1-2-1-1-2:b1,K14:L10:w1-1-1-3-1-1-2-1-1-2:b1,42,52,0.8076923076923077
K15:L11:w1-1-1-1-1-1-1-4-1-1-2:b1,K14:L10:w1-1-1-1-1-1-4-1-1-2:b1,42,52,0.8076923076923077
K16:L11:w1-1-1-1-1-2-1-2-2-2-2:b1,K15:L10:w1-1-1-1-2-1-2-2-2-2:b1,42,42,1.0
K15:L11:w1-1-1-1-1-1-1-1-2-2-3:b1,K14:L10:w1-1-1-1-1-1-1-2-2-3:b1,42,55,0.7636363636363637
K15:L12:w1-1-1-1-1-1-1-2-1-2-1-2:b1,K14:L11:w1-1-1-1-1-1-2-1-2-1-2:b1,42,56,0.75
K15:L11:w1-1-1-1-1-1-1-2-1-1-4:b1,K14:L10:w1-1-1-1-1-1-2-1-1-4:b1,42,50,0.84
K16:L11:w1-1-1-2-2-1-1-2-1-2-2:b1,K6:L4:w1-1-2-2:b1,42,42,1.0
K15:L12:w1-1-1-1-1-2-1-2-1-1-1-2:b1,K14:L11:w1-1-1-1-2-1-2-1-1-1-2:b1,41,51,0.803921568627451
K15:L12:w1-1-1-1-1-1-3-1-1-1-1-2:b1,K14:L11:w1-1-1-1-1-3-1-1-1-1-2:b1,41,51,0.803921568627451
K14:L9:w1-1-1-3-2-2-1-1-2:b1,K4:L3:w1-1-2:b1,41,79,0.5189873417721519
K15:L11:w1-1-1-1-1-1-2-1-2-1-3:b1,K14:L10:w1-1-1-1-1-2-1-2-1-3:b1,41,52,0.7884615384615384
K16:L11:w1-1-1-1-2-1-2-1-2-2-2:b1,K15:L10:w1-1-1-2-1-2-1-2-2-2:b1,41,41,1.0
K15:L12:w1-1-1-1-1-1-1-2-2-1-1-2:b1,K14:L11:w1-1-1-1-1-1-2-2-1-1-2:b1,41,55,0.7454545454545455
K3:L2:w1-2:b1,K10:L7:w1-1-1-1-1-3-2:b1,41,50343,0.0008144131259559422
K14:L9:w1-1-1-1-1-5-1-1-2:b1,K4:L3:w1-1-2:b1,41,84,0.4880952380952381
K15:L11:w1-1-1-2-1-2-1-2-1-1-2:b1,K10:L7:w1-1-2-1-2-1-2:b1,41,50,0.82
K3:L2:w1-2:b1,K12:L8:w1-1-2-1-1-3-1-2:b1,41,50343,0.0008144131259559422
K15:L11:w1-1-1-1-1-1-1-1-4-1-2:b1,K14:L10:w1-1-1-1-1-1-1-4-1-2:b1,41,52,0.7884615384615384
K15:L11:w1-1-1-1-1-1-1-2-3-1-2:b1,K14:L10:w1-1-1-1-1-1-2-3-1-2:b1,41,55,0.7454545454545455
K15:L11:w1-1-1-1-1-3-1-2-1-1-2:b1,K14:L10:w1-1-1-1-3-1-2-1-1-2:b1,41,54,0.7592592592592593
K15:L11:w1-1-1-1-1-1-1-1-1-3-3:b1,K14:L10:w1-1-1-1-1-1-1-1-3-3:b1,41,55,0.7454545454545455
K6:L4:w1-1-1-3:b1,K9:L6:w1-1-1-2-2-2:b1,41,6057,0.006769027571404986
K3:L2:w1-2:b1,K10:L7:w1-1-1-1-2-1-3:b1,40,50343,0.000794549391176529
K3:L2:w1-2:b1,K6:L4:w1-1-1-3:b2,40,50343,0.000794549391176529
K15:L11:w1-1-1-1-1-1-2-2-1-1-3:b1,K14:L10:w1-1-1-1-1-2-2-1-1-3:b1,40,54,0.7407407407407407
K15:L11:w1-1-1-1-1-2-2-1-2-1-2:b1,K14:L10:w1-1-1-1-2-2-1-2-1-2:b1,40,64,0.625
K16:L11:w1-1-1-1-1-1-2-2-2-2-2:b1,K15:L10:w1-1-1-1-1-2-2-2-2-2:b1,40,40,1.0
K15:L11:w1-1-1-1-1-2-1-3-1-1-2:b1,K14:L10:w1-1-1-1-2-1-3-1-1-2:b1,40,54,0.7407407407407407
K15:L11:w1-1-1-1-1-1-1-1-1-2-4:b1,K14:L10:w1-1-1-1-1-1-1-1-2-4:b1,40,49,0.8163265306122449
K15:L11:w1-1-1-1-1-1-2-1-1-1-4:b1,K14:L10:w1-1-1-1-1-2-1-1-1-4:b1,40,50,0.8
K15:L11:w1-1-1-1-1-3-2-1-1-1-2:b1,K14:L10:w1-1-1-1-3-2-1-1-1-2:b1,40,50,0.8
K16:L11:w1-1-1-1-1-2-2-1-2-2-2:b1,K15:L10:w1-1-1-1-2-2-1-2-2-2:b1,40,40,1.0
K15:L13:w1-1-1-1-1-1-2-1-1-1-1-1-2:b1,K7:L6:w1-1-1-1-1-2:b2,40,41,0.975609756097561
K16:L11:w1-1-1-1-2-1-1-1-3-2-2:b1,K15:L10:w1-1-1-2-1-1-1-3-2-2:b1,39,39,1.0
K15:L13:w1-1-1-1-1-1-1-1-1-2-1-1-2:b1,K14:L12:w1-1-1-1-1-1-1-1-2-1-1-2:b1,39,47,0.8297872340425532
K15:L11:w1-1-1-1-1-1-3-1-1-1-3:b1,K14:L10:w1-1-1-1-1-3-1-1-1-3:b1,39,48,0.8125
K16:L11:w1-1-1-2-1-1-2-2-1-2-2:b1,K4:L3:w1-1-2:b2,39,39,1.0
K15:L13:w1-1-1-1-1-1-1-1-2-1-1-1-2:b1,K14:L12:w1-1-1-1-1-1-1-2-1-1-1-2:b1,39,52,0.75
K15:L11:w1-1-1-1-2-1-3-1-1-1-2:b1,K9:L6:w1-1-1-2-1-3:b1,39,49,0.7959183673469388
K15:L11:w1-1-1-1-1-1-3-1-2-1-2:b1,K14:L10:w1-1-1-1-1-3-1-2-1-2:b1,39,56,0.6964285714285714
K16:L11:w1-1-1-1-1-3-1-2-1-2-2:b1,K15:L10:w1-1-1-1-3-1-2-1-2-2:b1,39,39,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-2-2-2:b1,K15:L11:w1-1-1-1-2-1-1-1-2-2-2:b1,39,39,1.0
K15:L11:w1-1-1-1-1-2-3-1-1-1-2:b1,K14:L10:w1-1-1-1-2-3-1-1-1-2:b1,39,48,0.8125
K15:L11:w1-1-1-1-1-2-1-1-1-1-4:b1,K14:L10:w1-1-1-1-2-1-1-1-1-4:b1,39,49,0.7959183673469388
K15:L11:w1-1-1-1-2-1-1-3-1-1-2:b1,K14:L10:w1-1-1-2-1-1-3-1-1-2:b1,39,52,0.75
K15:L10:w1-1-1-1-1-5-1-1-1-2:b1,K14:L9:w1-1-1-1-5-1-1-1-2:b1,39,39,1.0
K3:L2:w1-2:b1,K10:L7:w1-1-1-1-1-2-3:b1,38,50343,0.0007548219216177025
K15:L12:w1-1-1-1-1-1-2-1-1-1-1-3:b1,K14:L11:w1-1-1-1-1-2-1-1-1-1-3:b1,38,47,0.8085106382978723
K16:L12:w1-1-1-1-1-2-1-1-2-1-2-2:b1,K15:L11:w1-1-1-1-2-1-1-2-1-2-2:b1,38,38,1.0
K15:L12:w1-1-1-1-1-2-2-1-1-1-1-2:b1,K8:L6:w1-1-1-1-2-2:b1,38,46,0.8260869565217391
K15:L12:w1-1-1-1-1-1-1-1-2-1-1-3:b1,K14:L11:w1-1-1-1-1-1-1-2-1-1-3:b1,38,48,0.7916666666666666
K15:L11:w1-1-1-1-1-2-1-2-1-1-3:b1,K14:L10:w1-1-1-1-2-1-2-1-1-3:b1,38,50,0.76
K16:L12:w1-1-1-1-1-1-1-1-2-2-2-2:b1,K15:L11:w1-1-1-1-1-1-1-2-2-2-2:b1,38,38,1.0
K15:L10:w1-1-1-3-1-1-2-2-1-2:b1,K9:L6:w1-1-2-2-1-2:b1,38,61,0.6229508196721312
K15:L12:w1-1-1-1-1-1-1-1-1-1-1-4:b1,K14:L11:w1-1-1-1-1-1-1-1-1-1-4:b1,38,46,0.8260869565217391
K16:L12:w1-1-1-1-1-1-1-1-3-1-2-2:b1,K15:L11:w1-1-1-1-1-1-1-3-1-2-2:b1,38,38,1.0
K16:L11:w1-1-1-1-1-1-1-2-2-3-2:b1,K15:L10:w1-1-1-1-1-1-2-2-3-2:b1,38,38,1.0
K16:L11:w1-1-1-1-1-3-1-1-2-2-2:b1,K15:L10:w1-1-1-1-3-1-1-2-2-2:b1,38,38,1.0
K15:L10:w1-1-1-3-2-1-2-1-1-2:b1,K3:L2:w1-2:b1,38,47,0.8085106382978723
K15:L12:w1-1-1-1-1-1-1-1-3-1-1-2:b1,K14:L11:w1-1-1-1-1-1-1-3-1-1-2:b1,38,46,0.8260869565217391
K16:L11:w1-1-1-1-1-1-2-1-3-2-2:b1,K15:L10:w1-1-1-1-1-2-1-3-2-2:b1,38,38,1.0
K16:L11:w1-1-1-2-1-1-3-1-1-2-2:b1,K15:L10:w1-1-2-1-1-3-1-1-2-2:b1,38,38,1.0
K16:L11:w1-1-2-1-2-1-1-2-2-1-2:b1,K3:L2:w1-2:b2,38,38,1.0
K16:L11:w1-1-1-1-1-1-1-2-3-2-2:b1,K15:L10:w1-1-1-1-1-1-2-3-2-2:b1,38,38,1.0
K3:L2:w1-2:b1,K9:L7:w1-1-1-1-1-1-3:b1,37,50343,0.0007349581868382894
K16:L11:w1-1-1-1-3-1-2-1-1-2-2:b1,K15:L10:w1-1-1-3-1-2-1-1-2-2:b1,37,37,1.0
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-2-1-1-3:b1,37,50343,0.0007349581868382894
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-2-1-3-2:b1,37,50343,0.0007349581868382894
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-2-2-1-3:b1,37,50343,0.0007349581868382894
K15:L12:w1-1-1-1-2-1-1-2-1-1-1-2:b1,K9:L7:w1-1-1-2-1-1-2:b1,37,49,0.7551020408163265
K15:L11:w1-1-1-1-2-1-1-2-1-1-3:b1,K14:L10:w1-1-1-2-1-1-2-1-1-3:b1,37,54,0.6851851851851852
K15:L11:w1-1-1-1-1-1-1-1-2-1-4:b1,K14:L10:w1-1-1-1-1-1-1-2-1-4:b1,37,46,0.8043478260869565
K16:L12:w1-1-1-1-1-1-1-2-2-1-2-2:b1,K15:L11:w1-1-1-1-1-1-2-2-1-2-2:b1,37,37,1.0
K15:L10:w1-1-1-3-1-1-3-1-1-2:b1,K4:L3:w1-1-2:b1,37,59,0.6271186440677966
K15:L12:w1-1-1-1-1-1-1-3-1-1-1-2:b1,K14:L11:w1-1-1-1-1-1-3-1-1-1-2:b1,37,47,0.7872340425531915
K16:L12:w1-1-1-1-1-1-2-1-2-1-2-2:b1,K15:L11:w1-1-1-1-1-2-1-2-1-2-2:b1,37,37,1.0
K16:L12:w1-1-1-1-1-1-2-2-1-1-2-2:b1,K15:L11:w1-1-1-1-1-2-2-1-1-2-2:b1,36,36,1.0
K15:L11:w1-1-1-1-1-2-2-1-1-1-3:b1,K14:L10:w1-1-1-1-2-2-1-1-1-3:b1,36,47,0.7659574468085106
K16:L11:w1-1-1-1-1-1-3-2-1-2-2:b1,K15:L10:w1-1-1-1-1-3-2-1-2-2:b1,36,36,1.0
K16:L11:w1-1-1-1-1-1-3-1-1-3-2:b1,K15:L10:w1-1-1-1-1-3-1-1-3-2:b1,36,36,1.0
K16:L11:w1-1-1-1-2-1-2-2-1-2-2:b1,K15:L10:w1-1-1-2-1-2-2-1-2-2:b1,36,36,1.0
K16:L11:w1-1-1-1-1-1-1-3-2-2-2:b1,K15:L10:w1-1-1-1-1-1-3-2-2-2:b1,36,36,1.0
K15:L11:w1-1-1-1-2-1-2-1-1-1-3:b1,K14:L10:w1-1-1-2-1-2-1-1-1-3:b1,36,45,0.8
K16:L11:w1-1-1-2-1-1-2-1-1-2-3:b1,K4:L3:w1-1-2:b3,36,36,1.0
K3:L2:w1-2:b1,K11:L7:w1-1-1-1-3-1-3:b1,36,50343,0.0007150944520588761
K16:L12:w1-1-1-1-2-1-1-1-2-1-2-2:b1,K5:L4:w1-1-1-2:b2,36,36,1.0
K16:L11:w1-1-1-1-1-1-1-1-4-2-2:b1,K15:L10:w1-1-1-1-1-1-1-4-2-2:b1,36,36,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-2-2-2:b1,K15:L12:w1-1-1-1-1-1-1-1-1-2-2-2:b1,36,36,1.0
K16:L11:w1-1-1-2-1-1-1-3-1-2-2:b1,K4:L3:w1-1-2:b1,36,36,1.0
K16:L11:w1-1-1-1-2-1-1-2-2-2-2:b1,K15:L10:w1-1-1-2-1-1-2-2-2-2:b1,36,36,1.0
K15:L11:w1-1-1-1-1-1-1-1-1-1-5:b1,K14:L10:w1-1-1-1-1-1-1-1-1-5:b1,36,49,0.7346938775510204
K16:L13:w1-1-1-1-1-1-1-2-1-1-1-2-2:b1,K15:L12:w1-1-1-1-1-1-2-1-1-1-2-2:b1,36,36,1.0
K15:L13:w1-1-1-1-1-1-1-1-1-1-1-1-3:b1,K14:L12:w1-1-1-1-1-1-1-1-1-1-1-3:b1,36,45,0.8
K16:L11:w1-1-1-1-2-1-1-1-1-4-2:b1,K5:L4:w1-1-1-2:b1,35,35,1.0
K16:L11:w1-1-1-1-2-1-1-2-1-3-2:b1,K15:L10:w1-1-1-2-1-1-2-1-3-2:b1,35,35,1.0
K3:L2:w1-2:b1,K11:L7:w1-1-1-1-2-1-4:b1,35,50343,0.0006952307172794628
K16:L11:w1-1-1-2-1-2-1-2-1-2-2:b1,K15:L10:w1-1-2-1-2-1-2-1-2-2:b1,35,35,1.0
K3:L2:w1-2:b1,K11:L8:w1-1-1-2-1-2-1-2:b1,35,50343,0.0006952307172794628
K16:L11:w1-1-1-1-1-1-2-3-1-2-2:b1,K15:L10:w1-1-1-1-1-2-3-1-2-2:b1,35,35,1.0
K16:L11:w1-1-1-1-1-1-3-1-2-2-2:b1,K15:L10:w1-1-1-1-1-3-1-2-2-2:b1,35,35,1.0
K16:L11:w1-1-1-1-1-1-2-1-2-2-3:b1,K15:L10:w1-1-1-1-1-2-1-2-2-3:b1,35,35,1.0
K16:L11:w1-1-1-1-1-2-1-2-1-3-2:b1,K15:L10:w1-1-1-1-2-1-2-1-3-2:b1,35,35,1.0
K16:L11:w1-1-1-2-1-2-1-1-2-2-2:b1,K15:L10:w1-1-2-1-2-1-1-2-2-2:b1,35,35,1.0
K16:L12:w1-1-1-1-2-1-2-1-1-1-2-2:b1,K15:L11:w1-1-1-2-1-2-1-1-1-2-2:b1,35,35,1.0
K15:L12:w1-1-1-1-1-1-1-2-1-1-1-3:b1,K14:L11:w1-1-1-1-1-1-2-1-1-1-3:b1,35,46,0.7608695652173914
K3:L2:w1-2:b1,K11:L7:w1-1-1-1-1-2-4:b1,34,50343,0.0006753669825000497
K16:L11:w1-1-1-2-1-2-1-2-2-1-2:b1,K15:L10:w1-1-2-1-2-1-2-2-1-2:b1,34,34,1.0
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-3-1-2-2:b1,34,50343,0.0006753669825000497
K16:L11:w1-1-1-1-2-2-1-1-2-2-2:b1,K15:L10:w1-1-1-2-2-1-1-2-2-2:b1,34,34,1.0
K16:L11:w1-1-1-2-1-2-2-1-1-2-2:b1,K15:L10:w1-1-2-1-2-2-1-1-2-2:b1,34,34,1.0
K16:L11:w1-1-1-1-1-3-1-2-2-1-2:b1,K15:L10:w1-1-1-1-3-1-2-2-1-2:b1,34,34,1.0
K16:L11:w1-1-1-1-2-1-3-1-1-2-2:b1,K15:L10:w1-1-1-2-1-3-1-1-2-2:b1,34,34,1.0
K16:L11:w1-1-1-1-1-1-1-1-3-3-2:b1,K15:L10:w1-1-1-1-1-1-1-3-3-2:b1,34,34,1.0
K16:L11:w1-1-1-2-2-2-1-1-2-1-2:b1,K6:L4:w1-1-2-2:b1,34,34,1.0
K16:L11:w1-1-1-1-3-2-2-1-1-1-2:b1,K6:L4:w1-1-1-3:b1,34,34,1.0
K16:L12:w1-1-1-1-1-2-1-2-1-1-2-2:b1,K15:L11:w1-1-1-1-2-1-2-1-1-2-2:b1,34,34,1.0
