node,K,L,b,total_lift_classes,canonical_source_classes,shadowed_initial_classes,no_initial_classes,internal_hit_classes,external_hit_classes,below_start_classes,budget_classes,max_steps_observed,max_bit_length_observed
K16:L12:w1-1-1-1-1-1-1-2-1-2-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-2-1-2-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-2-1-3-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-2-2-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-2-2-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-2-2-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-2-3-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-3-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-3-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-3-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-3-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-1-4-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-1-1-1-4:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-1-1-2-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-1-1-3-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-1-2-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-1-2-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-1-3-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-2-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-2-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-2-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-1-3-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-2-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-2-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-2-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-2-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-2-3-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-3-1-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-3-1-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-3-1-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-3-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-3-2-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-1-4-1-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-1-1-1-4:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-1-1-2-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-1-1-3-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-1-2-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-1-2-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-1-3-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-2-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-2-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-2-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-1-3-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-2-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-2-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-2-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-2-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-1-3-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-2-1-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-2-1-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-2-1-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-2-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-2-2-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-2-3-1-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-3-1-1-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-3-1-1-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-3-1-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-3-1-2-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-1-3-2-1-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-1-1-3-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-1-2-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-1-2-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-1-2-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-1-3-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-2-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-2-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-2-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-2-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-1-3-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-2-1-1-1-1-3:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-2-1-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-2-1-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-2-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-1-2-2-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-2-1-1-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-2-1-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-2-2-1-2-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-3-1-1-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-1-3-1-1-2-1-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-2-1-1-2-1-1-1-2-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-2-1-1-2-1-1-2-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-2-1-1-2-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L12:w1-1-1-2-1-2-1-1-2-1-1-2:b1,16,12,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-1-4:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-2-3:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-3-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-1-2-1-3:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-1-2-2-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-1-3-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-2-1-1-3:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-2-1-2-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-2-2-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-1-3-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-2-1-1-1-3:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-2-1-1-2-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-2-1-2-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-2-2-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-1-3-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-2-1-1-1-1-3:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-2-1-1-1-2-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-2-1-1-2-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-2-1-2-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-2-2-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-1-3-1-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-2-1-1-1-1-1-3:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-2-1-1-1-1-2-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-2-1-1-1-2-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-2-1-1-2-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-2-1-2-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-2-2-1-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-1-3-1-1-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-2-1-1-1-1-2-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-2-1-1-1-2-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-2-1-1-2-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-1-2-1-2-1-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L13:w1-1-1-1-2-1-1-1-2-1-1-1-2:b1,16,13,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-1-1-3:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-1-2-2:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-2-1-2:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-1-1-1-2-1-1-2:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-1-1-2-1-1-1-2:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-1-2-1-1-1-1-2:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L14:w1-1-1-1-1-1-1-2-1-1-1-1-1-2:b1,16,14,1,16,16,0,0,16,0,0,0,1,22
K16:L15:w1-1-1-1-1-1-1-1-1-1-1-1-1-1-2:b1,16,15,1,16,16,0,0,16,0,0,0,1,22
K3:L2:w1-2:b1,3,2,1,16,14,2,0,3,0,11,0,5,10
K3:L2:w1-2:b2,3,2,2,16,14,2,0,14,0,0,0,2,12
K3:L2:w1-2:b3,3,2,3,16,14,2,0,14,0,0,0,2,15
K3:L2:w1-2:b4,3,2,4,16,14,2,0,14,0,0,0,2,18
K3:L2:w1-2:b5,3,2,5,16,14,2,0,14,0,0,0,2,21
K3:L2:w1-2:b6,3,2,6,16,14,2,0,14,0,0,0,2,24
K4:L3:w1-1-2:b1,4,3,1,16,8,8,0,8,0,0,0,1,10
K4:L3:w1-1-2:b2,4,3,2,16,15,1,0,15,0,0,0,1,14
K4:L3:w1-1-2:b3,4,3,3,16,15,1,0,15,0,0,0,1,18
K4:L3:w1-1-2:b4,4,3,4,16,15,1,0,15,0,0,0,1,22
K5:L4:w1-1-1-2:b1,5,4,1,16,5,11,0,5,0,0,0,1,11
K5:L4:w1-1-1-2:b2,5,4,2,16,15,1,0,15,0,0,0,1,16
K5:L4:w1-1-1-2:b3,5,4,3,16,15,1,0,15,0,0,0,1,21
K5:L4:w1-1-1-2:b4,5,4,4,16,16,0,0,16,0,0,0,1,26
K6:L4:w1-1-1-3:b1,6,4,1,16,12,4,0,1,0,11,0,8,13
K6:L4:w1-1-1-3:b2,6,4,2,16,16,0,0,16,0,0,0,4,19
K6:L4:w1-1-1-3:b3,6,4,3,16,16,0,0,16,0,0,0,4,25
K6:L4:w1-1-2-2:b1,6,4,1,16,13,3,0,13,0,0,0,1,12
K6:L4:w1-1-2-2:b2,6,4,2,16,16,0,0,16,0,0,0,1,18
K6:L4:w1-1-2-2:b3,6,4,3,16,16,0,0,16,0,0,0,1,24
K6:L4:w1-1-2-2:b4,6,4,4,16,16,0,0,16,0,0,0,1,30
K6:L5:w1-1-1-1-2:b1,6,5,1,16,2,14,0,2,0,0,0,1,11
K6:L5:w1-1-1-1-2:b2,6,5,2,16,16,0,0,16,0,0,0,1,18
K6:L5:w1-1-1-1-2:b3,6,5,3,16,16,0,0,16,0,0,0,1,24
K7:L5:w1-1-1-1-3:b1,7,5,1,16,7,9,0,7,0,0,0,1,13
K7:L5:w1-1-1-1-3:b2,7,5,2,16,15,1,0,15,0,0,0,1,20
K7:L5:w1-1-1-2-2:b1,7,5,1,16,8,8,0,8,0,0,0,1,13
K7:L5:w1-1-1-2-2:b2,7,5,2,16,16,0,0,16,0,0,0,1,20
K7:L5:w1-1-1-2-2:b3,7,5,3,16,16,0,0,16,0,0,0,1,27
K7:L5:w1-1-2-1-2:b1,7,5,1,16,8,8,0,8,0,0,0,1,13
K7:L5:w1-1-2-1-2:b2,7,5,2,16,16,0,0,16,0,0,0,1,20
K7:L6:w1-1-1-1-1-2:b1,7,6,1,16,2,14,0,2,0,0,0,1,12
K7:L6:w1-1-1-1-1-2:b2,7,6,2,16,16,0,0,16,0,0,0,1,20
K7:L6:w1-1-1-1-1-2:b3,7,6,3,16,15,1,0,15,0,0,0,1,27
K8:L6:w1-1-1-1-1-3:b1,8,6,1,16,3,13,0,3,0,0,0,1,14
K8:L6:w1-1-1-1-1-3:b2,8,6,2,16,16,0,0,16,0,0,0,1,22
K8:L6:w1-1-1-1-2-2:b1,8,6,1,16,5,11,0,5,0,0,0,1,14
K8:L6:w1-1-1-1-2-2:b2,8,6,2,16,15,1,0,15,0,0,0,1,22
K8:L6:w1-1-1-2-1-2:b1,8,6,1,16,5,11,0,5,0,0,0,1,14
K8:L6:w1-1-1-2-1-2:b2,8,6,2,16,16,0,0,16,0,0,0,1,22
K8:L7:w1-1-1-1-1-1-2:b1,8,7,1,16,2,14,0,2,0,0,0,1,14
K8:L7:w1-1-1-1-1-1-2:b2,8,7,2,16,15,1,0,15,0,0,0,1,22
K9:L6:w1-1-1-1-1-4:b1,9,6,1,16,8,8,0,1,0,7,0,9,17
K9:L6:w1-1-1-1-1-4:b2,9,6,2,16,16,0,0,16,0,0,0,6,26
K9:L6:w1-1-1-1-2-3:b1,9,6,1,16,8,8,0,8,0,0,0,1,15
K9:L6:w1-1-1-1-2-3:b2,9,6,2,16,16,0,0,16,0,0,0,1,24
K9:L6:w1-1-1-1-3-2:b1,9,6,1,16,8,8,0,8,0,0,0,1,15
K9:L6:w1-1-1-1-3-2:b2,9,6,2,16,15,1,0,15,0,0,0,1,24
K9:L6:w1-1-1-2-1-3:b1,9,6,1,16,9,7,0,9,0,0,0,1,15
K9:L6:w1-1-1-2-1-3:b2,9,6,2,16,16,0,0,16,0,0,0,1,24
K9:L6:w1-1-1-2-2-2:b1,9,6,1,16,9,7,0,9,0,0,0,1,15
K9:L6:w1-1-1-2-2-2:b2,9,6,2,16,16,0,0,16,0,0,0,1,24
K9:L6:w1-1-1-3-1-2:b1,9,6,1,16,9,7,0,9,0,0,0,4,16
K9:L6:w1-1-1-3-1-2:b2,9,6,2,16,16,0,0,16,0,0,0,4,25
K9:L6:w1-1-2-1-1-3:b1,9,6,1,16,8,8,0,8,0,0,0,1,15
K9:L6:w1-1-2-1-1-3:b2,9,6,2,16,16,0,0,16,0,0,0,1,24
K9:L6:w1-1-2-1-2-2:b1,9,6,1,16,9,7,0,9,0,0,0,1,15
K9:L6:w1-1-2-1-2-2:b2,9,6,2,16,16,0,0,16,0,0,0,1,24
K9:L6:w1-1-2-2-1-2:b1,9,6,1,16,9,7,0,9,0,0,0,1,15
K9:L6:w1-1-2-2-1-2:b2,9,6,2,16,15,1,0,15,0,0,0,1,24
K9:L7:w1-1-1-1-1-1-3:b1,9,7,1,16,3,13,0,3,0,0,0,1,15
K9:L7:w1-1-1-1-1-1-3:b2,9,7,2,16,16,0,0,16,0,0,0,1,24
K9:L7:w1-1-1-1-1-2-2:b1,9,7,1,16,4,12,0,4,0,0,0,1,14
K9:L7:w1-1-1-1-1-2-2:b2,9,7,2,16,16,0,0,16,0,0,0,1,24
K9:L7:w1-1-1-1-2-1-2:b1,9,7,1,16,5,11,0,5,0,0,0,1,15
K9:L7:w1-1-1-1-2-1-2:b2,9,7,2,16,16,0,0,16,0,0,0,1,24
K9:L7:w1-1-1-2-1-1-2:b1,9,7,1,16,4,12,0,4,0,0,0,1,15
K9:L7:w1-1-1-2-1-1-2:b2,9,7,2,16,16,0,0,16,0,0,0,1,24
K9:L8:w1-1-1-1-1-1-1-2:b1,9,8,1,16,1,15,0,1,0,0,0,1,14
K9:L8:w1-1-1-1-1-1-1-2:b2,9,8,2,16,16,0,0,16,0,0,0,1,24
