source_node,source_id,source_K,source_L,source_b,t,start_residue_bits,start_residue,start_bit_length,stopped_below_start,stop_or_final_step,episode_count,max_ratio,episode_path
K14:L10:w1-1-1-2-1-2-1-2-1-2,450,14,10,1,1,15,7279,16,1,14,6,4.805578445326741,K16:L11:w1-1-1-2-1-2-1-2-1-2-2:b1@0 > K15:L10:w1-1-2-1-2-1-2-1-2-2:b1@1 > K3:L2:w1-2:b4@2 > K3:L2:w1-2:b3@4 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8
K14:L10:w1-1-1-2-1-2-2-1-1-2,451,14,10,1,0,15,23151,15,1,15,6,5.406461923890976,K14:L10:w1-1-1-2-1-2-2-1-1-2:b1@0 > K9:L6:w1-1-2-1-2-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K14:L10:w1-1-1-2-1-2-2-1-1-2,451,14,10,1,1,15,23151,16,1,11,6,4.805540156297502,K14:L10:w1-1-1-2-1-2-2-1-1-2:b1@0 > K9:L6:w1-1-2-1-2-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K14:L10:w1-1-1-2-2-1-1-2-1-2,452,14,10,1,0,15,16943,15,1,12,6,4.805819512483032,K14:L10:w1-1-1-2-2-1-1-2-1-2:b1@0 > K6:L4:w1-1-2-2:b1@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-2-1-2:b1@5 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8
K14:L10:w1-1-1-2-2-1-1-2-1-2,452,14,10,1,1,15,16943,16,1,21,9,18.2462030536501,K14:L10:w1-1-1-2-2-1-1-2-1-2:b1@0 > K6:L4:w1-1-2-2:b1@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-2-1-2:b1@5 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8 > K14:L9:w1-1-1-1-3-1-2-2-2:b1@10 > K11:L7:w1-1-1-3-1-2-2:b1@11 > K3:L2:w1-2:b1@15
K14:L10:w1-1-1-2-2-1-2-1-1-2,453,14,10,1,0,15,47,6,1,34,14,65.46808510638297,K14:L10:w1-1-1-2-2-1-2-1-1-2:b1@0 > K9:L6:w1-1-2-2-1-2:b1@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8 > K15:L10:w1-1-1-2-3-1-1-2-1-2:b1@10 > K4:L3:w1-1-2:b1@11 > K3:L2:w1-2:b1@12 > K7:L5:w1-1-2-1-2:b1@15 > K3:L2:w1-2:b2@16 > K3:L2:w1-2:b1@18 > K15:L10:w1-1-1-1-1-3-1-1-1-4:b1@20 > K14:L9:w1-1-1-1-3-1-1-1-4:b1@21 > K6:L4:w1-1-1-3:b1@22
K14:L10:w1-1-1-2-2-1-2-1-1-2,453,14,10,1,1,15,47,16,1,23,10,4.871461222002133,K16:L11:w1-1-1-2-2-1-2-1-1-2-2:b1@0 > K9:L6:w1-1-2-2-1-2:b1@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-2-2:b1@7 > K3:L2:w1-2:b1@8 > K11:L8:w1-1-1-2-2-1-1-2:b1@14 > K6:L4:w1-1-2-2:b1@15 > K3:L2:w1-2:b1@16 > K4:L3:w1-1-2:b1@19 > K3:L2:w1-2:b1@20
K14:L10:w1-1-1-3-1-1-2-1-1-2,454,14,10,1,0,15,30927,15,1,15,5,4.805671419795001,K14:L10:w1-1-1-3-1-1-2-1-1-2:b1@0 > K4:L3:w1-1-2:b2@4 > K3:L2:w1-2:b1@5 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K14:L10:w1-1-1-3-1-1-2-1-1-2,454,14,10,1,1,15,30927,16,1,43,22,62.421932647774554,K14:L10:w1-1-1-3-1-1-2-1-1-2:b1@0 > K4:L3:w1-1-2:b2@4 > K3:L2:w1-2:b1@5 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8 > K11:L7:w1-1-1-1-1-2-4:b1@10 > K6:L5:w1-1-1-1-2:b1@11 > K5:L4:w1-1-1-2:b1@12 > K4:L3:w1-1-2:b1@13 > K3:L2:w1-2:b1@14 > K15:L12:w1-1-1-1-1-1-1-1-1-3-1-2:b1@20 > K16:L12:w1-1-1-1-1-1-1-1-3-1-2-2:b1@21 > K15:L11:w1-1-1-1-1-1-1-3-1-2-2:b1@22 > K14:L10:w1-1-1-1-1-1-3-1-2-2:b1@23 > K13:L9:w1-1-1-1-1-3-1-2-2:b1@24 > K12:L8:w1-1-1-1-3-1-2-2:b1@25 > K11:L7:w1-1-1-3-1-2-2:b1@26 > K3:L2:w1-2:b1@30 > K4:L3:w1-1-2:b1@34 > K3:L2:w1-2:b1@35 > K7:L5:w1-1-1-1-3:b1@37 > K6:L4:w1-1-1-3:b1@38
K14:L10:w1-1-2-1-1-2-1-1-2-2,455,14,10,1,0,15,743,10,1,15,8,6.4185733512786,K4:L3:w1-1-2:b3@0 > K3:L2:w1-2:b1@1 > K4:L3:w1-1-2:b2@3 > K3:L2:w1-2:b1@4 > K12:L8:w1-1-2-2-1-2-1-2:b1@6 > K3:L2:w1-2:b1@7 > K3:L2:w1-2:b2@10 > K3:L2:w1-2:b1@12
K14:L10:w1-1-2-1-1-2-1-1-2-2,455,14,10,1,1,15,743,16,1,12,6,6.407478141505774,K4:L3:w1-1-2:b3@0 > K3:L2:w1-2:b1@1 > K4:L3:w1-1-2:b2@3 > K3:L2:w1-2:b1@4 > K6:L4:w1-1-2-2:b1@6 > K3:L2:w1-2:b1@7
K14:L10:w1-1-2-1-1-2-1-2-1-2,456,14,10,1,0,15,22247,15,1,25,9,14.614689621072504,K4:L3:w1-1-2:b2@0 > K3:L2:w1-2:b1@1 > K15:L10:w1-1-2-1-2-1-2-2-1-2:b1@3 > K3:L2:w1-2:b3@4 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8 > K8:L6:w1-1-1-1-1-3:b1@17 > K7:L5:w1-1-1-1-3:b1@18 > K6:L4:w1-1-1-3:b1@19
K14:L10:w1-1-2-1-1-2-1-2-1-2,456,14,10,1,1,15,22247,16,1,15,7,5.406252840134509,K4:L3:w1-1-2:b2@0 > K3:L2:w1-2:b1@1 > K13:L9:w1-1-2-1-2-1-2-1-2:b1@3 > K3:L2:w1-2:b4@4 > K3:L2:w1-2:b3@6 > K3:L2:w1-2:b2@8 > K3:L2:w1-2:b1@10
K14:L11:w1-1-1-1-1-1-1-1-1-1-4,457,14,11,1,0,15,22527,15,1,27,8,57.667554490167355,K16:L12:w1-1-1-1-1-1-1-1-1-1-4-2:b1@0 > K15:L11:w1-1-1-1-1-1-1-1-1-4-2:b1@1 > K14:L10:w1-1-1-1-1-1-1-1-4-2:b1@2 > K16:L11:w1-1-1-1-1-1-1-4-2-1-2:b1@3 > K15:L10:w1-1-1-1-1-1-4-2-1-2:b1@4 > K14:L9:w1-1-1-1-1-4-2-1-2:b1@5 > K3:L2:w1-2:b1@12 > K6:L4:w1-1-1-3:b1@14
K14:L11:w1-1-1-1-1-1-1-1-1-1-4,457,14,11,1,1,15,22527,16,1,23,10,57.66606383940682,K14:L11:w1-1-1-1-1-1-1-1-1-1-4:b1@0 > K13:L10:w1-1-1-1-1-1-1-1-1-4:b1@1 > K12:L9:w1-1-1-1-1-1-1-1-4:b1@2 > K16:L12:w1-1-1-1-1-1-1-4-1-1-1-2:b1@3 > K15:L11:w1-1-1-1-1-1-4-1-1-1-2:b1@4 > K14:L10:w1-1-1-1-1-4-1-1-1-2:b1@5 > K13:L9:w1-1-1-1-4-1-1-1-2:b1@6 > K9:L6:w1-1-1-2-1-3:b1@11 > K4:L3:w1-1-2:b1@12 > K3:L2:w1-2:b1@13
K14:L11:w1-1-1-1-1-1-1-1-1-2-3,458,14,11,1,0,15,3071,12,1,34,14,138.60143275805927,K14:L11:w1-1-1-1-1-1-1-1-1-2-3:b1@0 > K13:L10:w1-1-1-1-1-1-1-1-2-3:b1@1 > K12:L9:w1-1-1-1-1-1-1-2-3:b1@2 > K11:L8:w1-1-1-1-1-1-2-3:b1@3 > K10:L7:w1-1-1-1-1-2-3:b1@4 > K9:L6:w1-1-1-1-2-3:b1@5 > K5:L4:w1-1-1-2:b1@6 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8 > K16:L11:w1-1-1-1-1-2-1-1-3-2-2:b1@11 > K15:L10:w1-1-1-1-2-1-1-3-2-2:b1@12 > K14:L9:w1-1-1-2-1-1-3-2-2:b1@13 > K11:L7:w1-1-2-1-1-3-2:b1@14 > K3:L2:w1-2:b1@15
K14:L11:w1-1-1-1-1-1-1-1-1-2-3,458,14,11,1,1,15,3071,16,1,13,9,38.44440414074053,K14:L11:w1-1-1-1-1-1-1-1-1-2-3:b1@0 > K13:L10:w1-1-1-1-1-1-1-1-2-3:b1@1 > K12:L9:w1-1-1-1-1-1-1-2-3:b1@2 > K11:L8:w1-1-1-1-1-1-2-3:b1@3 > K10:L7:w1-1-1-1-1-2-3:b1@4 > K9:L6:w1-1-1-1-2-3:b1@5 > K5:L4:w1-1-1-2:b1@6 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K14:L11:w1-1-1-1-1-1-1-1-1-3-2,459,14,11,1,0,15,29695,15,1,22,7,69.27890217208284,K14:L11:w1-1-1-1-1-1-1-1-1-3-2:b1@0 > K13:L10:w1-1-1-1-1-1-1-1-3-2:b1@1 > K12:L9:w1-1-1-1-1-1-1-3-2:b1@2 > K16:L11:w1-1-1-1-1-1-3-2-1-1-3:b1@3 > K15:L10:w1-1-1-1-1-3-2-1-1-3:b1@4 > K14:L9:w1-1-1-1-3-2-1-1-3:b1@5 > K6:L4:w1-1-1-3:b1@6
K14:L11:w1-1-1-1-1-1-1-1-1-3-2,459,14,11,1,1,15,29695,16,1,20,7,38.44395882362358,K14:L11:w1-1-1-1-1-1-1-1-1-3-2:b1@0 > K16:L11:w1-1-1-1-1-1-1-1-3-2-3:b1@1 > K15:L10:w1-1-1-1-1-1-1-3-2-3:b1@2 > K14:L9:w1-1-1-1-1-1-3-2-3:b1@3 > K10:L7:w1-1-1-1-1-3-2:b1@4 > K9:L6:w1-1-1-1-3-2:b1@5 > K6:L4:w1-1-1-3:b1@6
K14:L11:w1-1-1-1-1-1-1-1-2-1-3,460,14,11,1,0,15,23039,15,1,19,10,28.833760145839662,K16:L12:w1-1-1-1-1-1-1-1-2-1-3-2:b1@0 > K15:L11:w1-1-1-1-1-1-1-2-1-3-2:b1@1 > K14:L10:w1-1-1-1-1-1-2-1-3-2:b1@2 > K13:L9:w1-1-1-1-1-2-1-3-2:b1@3 > K12:L8:w1-1-1-1-2-1-3-2:b1@4 > K11:L7:w1-1-1-2-1-3-2:b1@5 > K4:L3:w1-1-2:b1@6 > K3:L2:w1-2:b1@7 > K4:L3:w1-1-2:b1@14 > K3:L2:w1-2:b1@15
K14:L11:w1-1-1-1-1-1-1-1-2-1-3,460,14,11,1,1,15,23039,16,1,16,8,36.491855860375935,K14:L11:w1-1-1-1-1-1-1-1-2-1-3:b1@0 > K13:L10:w1-1-1-1-1-1-1-2-1-3:b1@1 > K12:L9:w1-1-1-1-1-1-2-1-3:b1@2 > K11:L8:w1-1-1-1-1-2-1-3:b1@3 > K10:L7:w1-1-1-1-2-1-3:b1@4 > K9:L6:w1-1-1-2-1-3:b1@5 > K4:L3:w1-1-2:b1@6 > K3:L2:w1-2:b1@7
K14:L11:w1-1-1-1-1-1-1-1-2-2-2,461,14,11,1,0,15,16895,15,1,29,10,51.96075762059781,K14:L11:w1-1-1-1-1-1-1-1-2-2-2:b1@0 > K16:L12:w1-1-1-1-1-1-1-2-2-2-1-2:b1@1 > K15:L11:w1-1-1-1-1-1-2-2-2-1-2:b1@2 > K14:L10:w1-1-1-1-1-2-2-2-1-2:b1@3 > K13:L9:w1-1-1-1-2-2-2-1-2:b1@4 > K12:L8:w1-1-1-2-2-2-1-2:b1@5 > K11:L7:w1-1-2-2-2-1-2:b1@6 > K3:L2:w1-2:b1@7 > K6:L4:w1-1-1-3:b1@13 > K3:L2:w1-2:b1@26
K14:L11:w1-1-1-1-1-1-1-1-2-2-2,461,14,11,1,1,15,16895,16,1,15,8,25.629402170630048,K16:L12:w1-1-1-1-1-1-1-1-2-2-2-2:b1@0 > K15:L11:w1-1-1-1-1-1-1-2-2-2-2:b1@1 > K14:L10:w1-1-1-1-1-1-2-2-2-2:b1@2 > K13:L9:w1-1-1-1-1-2-2-2-2:b1@3 > K12:L8:w1-1-1-1-2-2-2-2:b1@4 > K11:L7:w1-1-1-2-2-2-2:b1@5 > K6:L4:w1-1-2-2:b1@6 > K3:L2:w1-2:b1@7
K14:L11:w1-1-1-1-1-1-1-1-3-1-2,462,14,11,1,0,15,24063,15,1,16,7,25.629929767693138,K16:L12:w1-1-1-1-1-1-1-1-3-1-2-2:b1@0 > K15:L11:w1-1-1-1-1-1-1-3-1-2-2:b1@1 > K14:L10:w1-1-1-1-1-1-3-1-2-2:b1@2 > K13:L9:w1-1-1-1-1-3-1-2-2:b1@3 > K12:L8:w1-1-1-1-3-1-2-2:b1@4 > K11:L7:w1-1-1-3-1-2-2:b1@5 > K3:L2:w1-2:b1@9
K14:L11:w1-1-1-1-1-1-1-1-3-1-2,462,14,11,1,1,15,24063,16,1,30,12,36.49186183596981,K14:L11:w1-1-1-1-1-1-1-1-3-1-2:b1@0 > K13:L10:w1-1-1-1-1-1-1-3-1-2:b1@1 > K12:L9:w1-1-1-1-1-1-3-1-2:b1@2 > K11:L8:w1-1-1-1-1-3-1-2:b1@3 > K16:L11:w1-1-1-1-3-1-2-1-1-1-3:b1@4 > K9:L6:w1-1-1-3-1-2:b1@5 > K3:L2:w1-2:b1@9 > K6:L4:w1-1-1-3:b1@11 > K3:L2:w1-2:b1@16 > K10:L7:w1-1-1-3-1-1-2:b1@18 > K4:L3:w1-1-2:b1@22 > K3:L2:w1-2:b1@23
K14:L11:w1-1-1-1-1-1-1-2-1-1-3,463,14,11,1,0,15,3839,12,1,24,12,77.95910393331597,K14:L11:w1-1-1-1-1-1-1-2-1-1-3:b1@0 > K13:L10:w1-1-1-1-1-1-2-1-1-3:b1@1 > K12:L9:w1-1-1-1-1-2-1-1-3:b1@2 > K16:L12:w1-1-1-1-2-1-1-3-1-1-1-2:b1@3 > K10:L7:w1-1-1-2-1-1-3:b1@4 > K9:L6:w1-1-2-1-1-3:b1@5 > K3:L2:w1-2:b1@6 > K11:L8:w1-1-1-2-2-1-1-2:b1@11 > K6:L4:w1-1-2-2:b1@12 > K3:L2:w1-2:b1@13 > K4:L3:w1-1-2:b1@16 > K3:L2:w1-2:b1@17
K14:L11:w1-1-1-1-1-1-1-2-1-1-3,463,14,11,1,1,15,3839,16,1,38,17,28.833310569016856,K14:L11:w1-1-1-1-1-1-1-2-1-1-3:b1@0 > K13:L10:w1-1-1-1-1-1-2-1-1-3:b1@1 > K12:L9:w1-1-1-1-1-2-1-1-3:b1@2 > K11:L8:w1-1-1-1-2-1-1-3:b1@3 > K10:L7:w1-1-1-2-1-1-3:b1@4 > K9:L6:w1-1-2-1-1-3:b1@5 > K3:L2:w1-2:b1@6 > K15:L10:w1-1-2-1-1-3-1-1-2-2:b1@12 > K3:L2:w1-2:b1@13 > K6:L4:w1-1-2-2:b1@18 > K3:L2:w1-2:b1@19 > K5:L4:w1-1-1-2:b2@24 > K4:L3:w1-1-2:b1@25 > K3:L2:w1-2:b1@26 > K10:L7:w1-1-1-2-1-1-3:b1@28 > K9:L6:w1-1-2-1-1-3:b1@29 > K3:L2:w1-2:b1@30
K14:L11:w1-1-1-1-1-1-1-2-1-2-2,464,14,11,1,0,15,30463,15,1,28,15,32.88070774382037,K14:L11:w1-1-1-1-1-1-1-2-1-2-2:b1@0 > K13:L10:w1-1-1-1-1-1-2-1-2-2:b1@1 > K16:L12:w1-1-1-1-1-2-1-2-2-1-1-2:b1@2 > K15:L11:w1-1-1-1-2-1-2-2-1-1-2:b1@3 > K14:L10:w1-1-1-2-1-2-2-1-1-2:b1@4 > K9:L6:w1-1-2-1-2-2:b1@5 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8 > K7:L5:w1-1-2-1-2:b1@11 > K3:L2:w1-2:b2@12 > K3:L2:w1-2:b1@14 > K13:L9:w1-1-1-1-1-1-3-2-2:b1@18 > K12:L8:w1-1-1-1-1-3-2-2:b1@19 > K11:L7:w1-1-1-1-3-2-2:b1@20 > K6:L4:w1-1-1-3:b1@21
K14:L11:w1-1-1-1-1-1-1-2-1-2-2,464,14,11,1,1,15,30463,16,1,25,10,19.221979725134823,K14:L11:w1-1-1-1-1-1-1-2-1-2-2:b1@0 > K16:L11:w1-1-1-1-1-1-2-1-2-2-3:b1@1 > K15:L10:w1-1-1-1-1-2-1-2-2-3:b1@2 > K14:L9:w1-1-1-1-2-1-2-2-3:b1@3 > K10:L7:w1-1-1-2-1-2-2:b1@4 > K9:L6:w1-1-2-1-2-2:b1@5 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8 > K3:L2:w1-2:b2@12 > K3:L2:w1-2:b1@14
K14:L11:w1-1-1-1-1-1-1-2-2-1-2,465,14,11,1,0,15,4863,13,1,20,10,41.062101583384745,K14:L11:w1-1-1-1-1-1-1-2-2-1-2:b1@0 > K13:L10:w1-1-1-1-1-1-2-2-1-2:b1@1 > K12:L9:w1-1-1-1-1-2-2-1-2:b1@2 > K16:L12:w1-1-1-1-2-2-1-2-1-1-1-2:b1@3 > K10:L7:w1-1-1-2-2-1-2:b1@4 > K9:L6:w1-1-2-2-1-2:b1@5 > K3:L2:w1-2:b1@6 > K5:L4:w1-1-1-2:b1@11 > K4:L3:w1-1-2:b1@12 > K3:L2:w1-2:b1@13
K14:L11:w1-1-1-1-1-1-1-2-2-1-2,465,14,11,1,1,15,4863,16,1,14,7,17.086364965055406,K14:L11:w1-1-1-1-1-1-1-2-2-1-2:b1@0 > K13:L10:w1-1-1-1-1-1-2-2-1-2:b1@1 > K12:L9:w1-1-1-1-1-2-2-1-2:b1@2 > K11:L8:w1-1-1-1-2-2-1-2:b1@3 > K10:L7:w1-1-1-2-2-1-2:b1@4 > K9:L6:w1-1-2-2-1-2:b1@5 > K3:L2:w1-2:b1@6
K14:L11:w1-1-1-1-1-1-1-3-1-1-2,466,14,11,1,0,15,31999,15,1,17,9,24.32829150910966,K14:L11:w1-1-1-1-1-1-1-3-1-1-2:b1@0 > K13:L10:w1-1-1-1-1-1-3-1-1-2:b1@1 > K16:L12:w1-1-1-1-1-3-1-1-2-1-1-2:b1@2 > K15:L11:w1-1-1-1-3-1-1-2-1-1-2:b1@3 > K14:L10:w1-1-1-3-1-1-2-1-1-2:b1@4 > K4:L3:w1-1-2:b2@8 > K3:L2:w1-2:b1@9 > K4:L3:w1-1-2:b1@11 > K3:L2:w1-2:b1@12
K14:L11:w1-1-1-1-1-1-1-3-1-1-2,466,14,11,1,1,15,31999,16,1,19,9,17.08618586625905,K14:L11:w1-1-1-1-1-1-1-3-1-1-2:b1@0 > K16:L11:w1-1-1-1-1-1-3-1-1-2-3:b1@1 > K15:L10:w1-1-1-1-1-3-1-1-2-3:b1@2 > K14:L9:w1-1-1-1-3-1-1-2-3:b1@3 > K10:L7:w1-1-1-3-1-1-2:b1@4 > K4:L3:w1-1-2:b1@8 > K3:L2:w1-2:b1@9 > K9:L6:w1-1-1-3-1-2:b1@12 > K3:L2:w1-2:b1@16
K14:L11:w1-1-1-1-1-1-2-1-1-1-3,467,14,11,1,0,15,24191,15,1,18,9,28.833739820594435,K16:L12:w1-1-1-1-1-1-2-1-1-1-3-2:b1@0 > K15:L11:w1-1-1-1-1-2-1-1-1-3-2:b1@1 > K16:L11:w1-1-1-1-2-1-1-1-3-2-2:b1@2 > K15:L10:w1-1-1-2-1-1-1-3-2-2:b1@3 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5 > K6:L4:w1-1-1-3:b1@7 > K4:L3:w1-1-2:b1@14 > K3:L2:w1-2:b1@15
K14:L11:w1-1-1-1-1-1-2-1-1-1-3,467,14,11,1,1,15,24191,16,1,23,9,28.833037799118664,K14:L11:w1-1-1-1-1-1-2-1-1-1-3:b1@0 > K13:L10:w1-1-1-1-1-2-1-1-1-3:b1@1 > K12:L9:w1-1-1-1-2-1-1-1-3:b1@2 > K16:L11:w1-1-1-2-1-1-1-3-1-1-3:b1@3 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5 > K11:L7:w1-1-1-3-1-1-3:b1@7 > K6:L4:w1-1-2-2:b1@16 > K3:L2:w1-2:b1@17
K14:L11:w1-1-1-1-1-1-2-1-1-2-2,468,14,11,1,0,15,18047,15,1,15,8,19.222751703884303,K14:L11:w1-1-1-1-1-1-2-1-1-2-2:b1@0 > K13:L10:w1-1-1-1-1-2-1-1-2-2:b1@1 > K12:L9:w1-1-1-1-2-1-1-2-2:b1@2 > K11:L8:w1-1-1-2-1-1-2-2:b1@3 > K4:L3:w1-1-2:b2@4 > K3:L2:w1-2:b1@5 > K6:L4:w1-1-2-2:b1@7 > K3:L2:w1-2:b1@8
K14:L11:w1-1-1-1-1-1-2-1-1-2-2,468,14,11,1,1,15,18047,16,1,52,23,47.45529863229361,K16:L12:w1-1-1-1-1-1-2-1-1-2-2-2:b1@0 > K15:L11:w1-1-1-1-1-2-1-1-2-2-2:b1@1 > K14:L10:w1-1-1-1-2-1-1-2-2-2:b1@2 > K16:L11:w1-1-1-2-1-1-2-2-2-1-2:b1@3 > K4:L3:w1-1-2:b2@4 > K3:L2:w1-2:b1@5 > K11:L7:w1-1-2-2-2-1-2:b1@7 > K3:L2:w1-2:b1@8 > K6:L5:w1-1-1-1-2:b1@16 > K5:L4:w1-1-1-2:b1@17 > K4:L3:w1-1-2:b1@18 > K3:L2:w1-2:b1@19 > K15:L11:w1-1-1-2-1-1-2-1-1-1-3:b1@25 > K4:L3:w1-1-2:b2@26 > K3:L2:w1-2:b1@27 > K4:L3:w1-1-2:b1@29 > K3:L2:w1-2:b1@30 > K6:L4:w1-1-1-3:b1@32 > K9:L7:w1-1-1-2-1-1-2:b1@36 > K4:L3:w1-1-2:b2@37 > K3:L2:w1-2:b1@38 > K4:L3:w1-1-2:b1@40 > K3:L2:w1-2:b1@41
K14:L11:w1-1-1-1-1-1-2-1-2-1-2,469,14,11,1,0,15,25215,15,1,16,8,14.416855046599247,K16:L12:w1-1-1-1-1-1-2-1-2-1-2-2:b1@0 > K15:L11:w1-1-1-1-1-2-1-2-1-2-2:b1@1 > K16:L11:w1-1-1-1-2-1-2-1-2-2-2:b1@2 > K15:L10:w1-1-1-2-1-2-1-2-2-2:b1@3 > K14:L9:w1-1-2-1-2-1-2-2-2:b1@4 > K3:L2:w1-2:b3@5 > K3:L2:w1-2:b2@7 > K3:L2:w1-2:b1@9
K14:L11:w1-1-1-1-1-1-2-1-2-1-2,469,14,11,1,1,15,25215,16,1,22,10,24.327906455340358,K14:L11:w1-1-1-1-1-1-2-1-2-1-2:b1@0 > K13:L10:w1-1-1-1-1-2-1-2-1-2:b1@1 > K12:L9:w1-1-1-1-2-1-2-1-2:b1@2 > K16:L11:w1-1-1-2-1-2-1-2-1-1-3:b1@3 > K15:L10:w1-1-2-1-2-1-2-1-1-3:b1@4 > K3:L2:w1-2:b3@5 > K3:L2:w1-2:b2@7 > K3:L2:w1-2:b1@9 > K4:L3:w1-1-2:b1@16 > K3:L2:w1-2:b1@17
K14:L11:w1-1-1-1-1-1-2-2-1-1-2,470,14,11,1,0,15,19583,15,1,15,8,16.219220752693662,K14:L11:w1-1-1-1-1-1-2-2-1-1-2:b1@0 > K13:L10:w1-1-1-1-1-2-2-1-1-2:b1@1 > K12:L9:w1-1-1-1-2-2-1-1-2:b1@2 > K11:L8:w1-1-1-2-2-1-1-2:b1@3 > K6:L4:w1-1-2-2:b1@4 > K3:L2:w1-2:b1@5 > K4:L3:w1-1-2:b1@8 > K3:L2:w1-2:b1@9
K14:L11:w1-1-1-1-1-1-2-2-1-1-2,470,14,11,1,1,15,19583,16,1,21,9,15.39510229030964,K16:L12:w1-1-1-1-1-1-2-2-1-1-2-2:b1@0 > K15:L11:w1-1-1-1-1-2-2-1-1-2-2:b1@1 > K14:L10:w1-1-1-1-2-2-1-1-2-2:b1@2 > K13:L9:w1-1-1-2-2-1-1-2-2:b1@3 > K6:L4:w1-1-2-2:b2@4 > K3:L2:w1-2:b1@5 > K6:L4:w1-1-2-2:b1@8 > K3:L2:w1-2:b1@9 > K6:L4:w1-1-1-3:b1@14
K14:L11:w1-1-1-1-1-1-3-1-1-1-2,471,14,11,1,0,15,27519,15,1,30,14,16.440604673134924,K16:L12:w1-1-1-1-1-1-3-1-1-1-2-2:b1@0 > K15:L11:w1-1-1-1-1-3-1-1-1-2-2:b1@1 > K14:L10:w1-1-1-1-3-1-1-1-2-2:b1@2 > K6:L4:w1-1-1-3:b1@3 > K14:L9:w1-1-1-2-2-3-1-1-2:b1@7 > K6:L4:w1-1-2-2:b1@8 > K3:L2:w1-2:b1@9 > K4:L3:w1-1-2:b2@13 > K3:L2:w1-2:b1@14 > K14:L9:w1-1-2-1-2-2-1-1-3:b1@16 > K3:L2:w1-2:b2@17 > K3:L2:w1-2:b1@19 > K4:L3:w1-1-2:b1@26 > K3:L2:w1-2:b1@27
K14:L11:w1-1-1-1-1-1-3-1-1-1-2,471,14,11,1,1,15,27519,16,1,25,12,24.327914807504104,K14:L11:w1-1-1-1-1-1-3-1-1-1-2:b1@0 > K13:L10:w1-1-1-1-1-3-1-1-1-2:b1@1 > K16:L12:w1-1-1-1-3-1-1-1-2-1-1-2:b1@2 > K6:L4:w1-1-1-3:b1@3 > K11:L8:w1-1-1-2-1-1-2-2:b1@7 > K4:L3:w1-1-2:b2@8 > K3:L2:w1-2:b1@9 > K6:L4:w1-1-2-2:b1@11 > K3:L2:w1-2:b1@12 > K9:L6:w1-1-1-2-2-2:b1@17 > K6:L4:w1-1-2-2:b1@18 > K3:L2:w1-2:b1@19
K14:L11:w1-1-1-1-1-2-1-1-1-1-3,472,14,11,1,0,15,5567,13,1,22,9,28.837973774025507,K14:L11:w1-1-1-1-1-2-1-1-1-1-3:b1@0 > K16:L12:w1-1-1-1-2-1-1-1-1-3-1-2:b1@1 > K5:L4:w1-1-1-2:b1@2 > K4:L3:w1-1-2:b1@3 > K3:L2:w1-2:b1@4 > K12:L8:w1-1-1-1-3-1-2-2:b1@6 > K11:L7:w1-1-1-3-1-2-2:b1@7 > K3:L2:w1-2:b1@11 > K6:L4:w1-1-1-3:b1@16
K14:L11:w1-1-1-1-1-2-1-1-1-1-3,472,14,11,1,1,15,5567,16,1,20,9,28.833311595148036,K16:L12:w1-1-1-1-1-2-1-1-1-1-3-2:b1@0 > K15:L11:w1-1-1-1-2-1-1-1-1-3-2:b1@1 > K5:L4:w1-1-1-2:b1@2 > K4:L3:w1-1-2:b1@3 > K3:L2:w1-2:b1@4 > K11:L7:w1-1-1-1-3-2-2:b1@6 > K6:L4:w1-1-1-3:b1@7 > K4:L3:w1-1-2:b1@15 > K3:L2:w1-2:b1@16
