source_node,source_id,source_K,source_L,source_b,t,start_residue_bits,start_residue,start_bit_length,stopped_below_start,stop_or_final_step,episode_count,max_ratio,episode_path
K15:L10:w1-1-1-1-3-1-1-2-2-2,599,15,10,1,0,16,30175,15,1,17,4,5.062634631317316,K15:L10:w1-1-1-1-3-1-1-2-2-2:b1@0 > K14:L9:w1-1-1-3-1-1-2-2-2:b1@1 > K11:L7:w1-1-2-2-2-1-2:b1@5 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-1-3-1-1-2-2-2,599,15,10,1,1,16,30175,17,1,11,4,5.062542445486935,K15:L10:w1-1-1-1-3-1-1-2-2-2:b1@0 > K14:L9:w1-1-1-3-1-1-2-2-2:b1@1 > K6:L4:w1-1-2-2:b1@5 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-1-3-1-1-3-1-2,600,15,10,1,0,16,7647,13,1,13,3,5.06303125408657,K15:L10:w1-1-1-1-3-1-1-3-1-2:b1@0 > K14:L9:w1-1-1-3-1-1-3-1-2:b1@1 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-1-1-3-1-2,600,15,10,1,1,16,7647,17,1,17,3,6.842313105502644,K15:L10:w1-1-1-1-3-1-1-3-1-2:b1@0 > K14:L9:w1-1-1-3-1-1-3-1-2:b1@1 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-1-2-1-1-3,601,15,10,1,0,16,17375,15,1,12,3,5.062733812949641,K15:L10:w1-1-1-1-3-1-2-1-1-3:b1@0 > K14:L9:w1-1-1-3-1-2-1-1-3:b1@1 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-1-3-1-2-1-1-3,601,15,10,1,1,16,17375,17,1,12,3,5.0625489983235035,K15:L10:w1-1-1-1-3-1-2-1-1-3:b1@0 > K14:L9:w1-1-1-3-1-2-1-1-3:b1@1 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-1-3-1-2-1-2-2,602,15,10,1,0,16,46047,16,1,11,5,5.06258822507438,K15:L10:w1-1-1-1-3-1-2-1-2-2:b1@0 > K14:L9:w1-1-1-3-1-2-1-2-2:b1@1 > K11:L7:w1-1-3-1-2-1-2:b1@2 > K3:L2:w1-2:b2@5 > K3:L2:w1-2:b1@7
K15:L10:w1-1-1-1-3-1-2-1-2-2,602,15,10,1,1,16,46047,17,1,14,5,5.0625364078757515,K15:L10:w1-1-1-1-3-1-2-1-2-2:b1@0 > K14:L9:w1-1-1-3-1-2-1-2-2:b1@1 > K11:L7:w1-1-3-1-2-1-2:b1@2 > K3:L2:w1-2:b2@5 > K3:L2:w1-2:b1@7
K15:L10:w1-1-1-1-3-1-2-2-1-2,603,15,10,1,0,16,23519,15,1,12,3,5.062672732684213,K15:L10:w1-1-1-1-3-1-2-2-1-2:b1@0 > K14:L9:w1-1-1-3-1-2-2-1-2:b1@1 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-1-3-1-2-2-1-2,603,15,10,1,1,16,23519,17,1,12,3,5.0625456178765935,K15:L10:w1-1-1-1-3-1-2-2-1-2:b1@0 > K14:L9:w1-1-1-3-1-2-2-1-2:b1@1 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-1-3-1-3-1-1-2,604,15,10,1,0,16,55263,16,1,11,4,5.062573512114796,K15:L10:w1-1-1-1-3-1-3-1-1-2:b1@0 > K14:L9:w1-1-1-3-1-3-1-1-2:b1@1 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-1-3-1-1-2,604,15,10,1,1,16,55263,17,1,13,4,5.062533630245284,K15:L10:w1-1-1-1-3-1-3-1-1-2:b1@0 > K14:L9:w1-1-1-3-1-3-1-1-2:b1@1 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-2-1-1-1-3,605,15,10,1,0,16,8415,14,1,22,6,13.687581699346405,K15:L10:w1-1-1-1-3-2-1-1-1-3:b1@0 > K6:L4:w1-1-1-3:b1@1 > K13:L9:w1-1-1-1-1-3-2-1-2:b1@10 > K12:L8:w1-1-1-1-3-2-1-2:b1@11 > K11:L7:w1-1-1-3-2-1-2:b1@12 > K3:L2:w1-2:b1@17
K15:L10:w1-1-1-1-3-2-1-1-1-3,605,15,10,1,1,16,8415,17,1,12,2,5.062554935024544,K15:L10:w1-1-1-1-3-2-1-1-1-3:b1@0 > K6:L4:w1-1-1-3:b1@1
K15:L10:w1-1-1-1-3-2-1-1-2-2,606,15,10,1,0,16,37087,16,1,17,4,5.062609539730903,K15:L10:w1-1-1-1-3-2-1-1-2-2:b1@0 > K14:L9:w1-1-1-3-2-1-1-2-2:b1@1 > K6:L4:w1-1-2-2:b1@6 > K3:L2:w1-2:b1@7
K15:L10:w1-1-1-1-3-2-1-1-2-2,606,15,10,1,1,16,37087,17,1,11,4,5.06253958664237,K15:L10:w1-1-1-1-3-2-1-1-2-2:b1@0 > K14:L9:w1-1-1-3-2-1-1-2-2:b1@1 > K6:L4:w1-1-2-2:b1@6 > K3:L2:w1-2:b1@7
K15:L10:w1-1-1-1-3-2-1-2-1-2,607,15,10,1,0,16,14559,14,1,36,16,38.97417405041555,K15:L10:w1-1-1-1-3-2-1-2-1-2:b1@0 > K14:L9:w1-1-1-3-2-1-2-1-2:b1@1 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8 > K15:L12:w1-1-1-1-1-1-2-1-1-2-1-2:b1@10 > K16:L12:w1-1-1-1-1-2-1-1-2-1-2-2:b1@11 > K15:L11:w1-1-1-1-2-1-1-2-1-2-2:b1@12 > K16:L11:w1-1-1-2-1-1-2-1-2-2-2:b1@13 > K4:L3:w1-1-2:b2@14 > K3:L2:w1-2:b1@15 > K11:L7:w1-1-2-1-2-2-2:b1@17 > K3:L2:w1-2:b2@18 > K3:L2:w1-2:b1@20 > K12:L8:w1-1-1-1-1-3-1-3:b1@27 > K11:L7:w1-1-1-1-3-1-3:b1@28 > K6:L4:w1-1-1-3:b1@29
K15:L10:w1-1-1-1-3-2-1-2-1-2,607,15,10,1,1,16,14559,17,1,12,4,5.06255072101879,K15:L10:w1-1-1-1-3-2-1-2-1-2:b1@0 > K14:L9:w1-1-1-3-2-1-2-1-2:b1@1 > K3:L2:w1-2:b2@6 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-2-2-1-1-2,608,15,10,1,0,16,46303,16,1,13,4,5.062587737295639,K15:L10:w1-1-1-1-3-2-2-1-1-2:b1@0 > K14:L9:w1-1-1-3-2-2-1-1-2:b1@1 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-2-2-1-1-2,608,15,10,1,1,16,46303,17,1,11,4,5.062536324537952,K15:L10:w1-1-1-1-3-2-2-1-1-2:b1@0 > K14:L9:w1-1-1-3-2-2-1-1-2:b1@1 > K4:L3:w1-1-2:b1@7 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-1-3-3-1-1-1-2,609,15,10,1,0,16,28383,15,1,6,2,5.062643131451925,K15:L10:w1-1-1-1-3-3-1-1-1-2:b1@0 > K6:L4:w1-1-1-3:b1@1
K15:L10:w1-1-1-1-3-3-1-1-1-2,609,15,10,1,1,16,28383,17,1,6,2,5.0625432553583405,K15:L10:w1-1-1-1-3-3-1-1-1-2:b1@0 > K6:L4:w1-1-1-3:b1@1
K15:L10:w1-1-1-1-4-1-1-1-2-2,610,15,10,1,0,16,56415,16,1,5,1,5.062572010989985,K15:L10:w1-1-1-1-4-1-1-1-2-2:b1@0
K15:L10:w1-1-1-1-4-1-1-1-2-2,610,15,10,1,1,16,56415,17,1,5,1,5.062533312559963,K15:L10:w1-1-1-1-4-1-1-1-2-2:b1@0
K15:L10:w1-1-1-1-4-1-1-2-1-2,611,15,10,1,0,16,33887,16,1,5,2,5.062619883731224,K15:L10:w1-1-1-1-4-1-1-2-1-2:b1@0 > K14:L9:w1-1-1-4-1-1-2-1-2:b1@1
K15:L10:w1-1-1-1-4-1-1-2-1-2,611,15,10,1,1,16,33887,17,1,5,2,5.062540860766624,K15:L10:w1-1-1-1-4-1-1-2-1-2:b1@0 > K14:L9:w1-1-1-4-1-1-2-1-2:b1@1
K15:L10:w1-1-1-1-4-1-2-1-1-2,612,15,10,1,0,16,95,7,1,5,2,5.105263157894737,K15:L10:w1-1-1-1-4-1-2-1-1-2:b1@0 > K14:L9:w1-1-1-4-1-2-1-1-2:b1@1
K15:L10:w1-1-1-1-4-1-2-1-1-2,612,15,10,1,1,16,95,17,1,5,2,5.062561899102558,K15:L10:w1-1-1-1-4-1-2-1-1-2:b1@0 > K14:L9:w1-1-1-4-1-2-1-1-2:b1@1
K15:L10:w1-1-1-1-4-2-1-1-1-2,613,15,10,1,0,16,47711,16,1,5,1,5.06258514807906,K15:L10:w1-1-1-1-4-2-1-1-1-2:b1@0
K15:L10:w1-1-1-1-4-2-1-1-1-2,613,15,10,1,1,16,47711,17,1,5,1,5.062535872914956,K15:L10:w1-1-1-1-4-2-1-1-1-2:b1@0
K15:L10:w1-1-1-2-1-1-1-2-1-4,614,15,10,1,0,16,49903,16,1,15,6,9.611065467005991,K5:L4:w1-1-1-2:b2@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K5:L4:w1-1-1-2:b1@4 > K4:L3:w1-1-2:b1@5 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-2-1-1-1-2-1-4,614,15,10,1,1,16,49903,17,1,21,11,9.610937378182417,K5:L4:w1-1-1-2:b2@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K5:L4:w1-1-1-2:b1@4 > K4:L3:w1-1-2:b1@5 > K3:L2:w1-2:b1@6 > K11:L8:w1-1-1-2-2-1-1-2:b1@12 > K6:L4:w1-1-2-2:b1@13 > K3:L2:w1-2:b1@14 > K4:L3:w1-1-2:b1@17 > K3:L2:w1-2:b1@18
K15:L10:w1-1-1-2-1-1-1-2-2-3,615,15,10,1,0,16,64239,16,1,13,6,8.543112439483803,K5:L4:w1-1-1-2:b2@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-1-2-2:b1@4 > K6:L4:w1-1-2-2:b1@5 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-2-1-1-1-2-2-3,615,15,10,1,1,16,64239,17,1,11,6,8.54303987670969,K5:L4:w1-1-1-2:b2@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-1-2-2:b1@4 > K6:L4:w1-1-2-2:b1@5 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-2-1-1-1-2-3-2,616,15,10,1,0,16,27375,15,1,11,6,8.54330593607306,K5:L4:w1-1-1-2:b2@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K5:L4:w1-1-1-2:b1@4 > K4:L3:w1-1-2:b1@5 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-2-1-1-1-2-3-2,616,15,10,1,1,16,27375,17,1,15,8,8.54306809742657,K5:L4:w1-1-1-2:b2@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K14:L9:w1-1-1-2-3-2-1-1-2:b1@4 > K4:L3:w1-1-2:b1@5 > K3:L2:w1-2:b1@6 > K4:L3:w1-1-2:b1@10 > K3:L2:w1-2:b1@11
K15:L10:w1-1-1-2-1-1-1-3-1-3,617,15,10,1,0,16,52975,16,1,16,7,8.543142991977348,K15:L10:w1-1-1-2-1-1-1-3-1-3:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-1-3:b1@4 > K5:L4:w1-1-1-2:b1@11 > K4:L3:w1-1-2:b1@12 > K3:L2:w1-2:b1@13
K15:L10:w1-1-1-2-1-1-1-3-1-3,617,15,10,1,1,16,52975,17,1,14,5,8.543046637021035,K15:L10:w1-1-1-2-1-1-1-3-1-3:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-1-3:b1@4 > K3:L2:w1-2:b1@10
K15:L10:w1-1-1-2-1-1-1-3-2-2,618,15,10,1,0,16,16111,14,1,15,5,8.54354167959779,K15:L10:w1-1-1-2-1-1-1-3-2-2:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-1-3:b1@4 > K3:L2:w1-2:b1@10
K15:L10:w1-1-1-2-1-1-1-3-2-2,618,15,10,1,1,16,16111,17,1,11,4,8.543081803373058,K15:L10:w1-1-1-2-1-1-1-3-2-2:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-1-3:b1@4
K15:L10:w1-1-1-2-1-1-1-4-1-2,619,15,10,1,0,16,59119,16,1,25,7,8.54312488370913,K15:L10:w1-1-1-2-1-1-1-4-1-2:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K12:L8:w1-1-1-1-2-2-1-3:b1@11 > K11:L7:w1-1-1-2-2-1-3:b1@12 > K6:L4:w1-1-2-2:b1@13 > K3:L2:w1-2:b1@14
K15:L10:w1-1-1-2-1-1-1-4-1-2,619,15,10,1,1,16,59119,17,1,16,6,8.54304279812282,K15:L10:w1-1-1-2-1-1-1-4-1-2:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K3:L2:w1-2:b3@8 > K3:L2:w1-2:b2@10 > K3:L2:w1-2:b1@12
K15:L10:w1-1-1-2-1-1-2-1-1-4,620,15,10,1,0,16,25071,15,1,11,5,9.61130389693271,K15:L10:w1-1-1-2-1-1-2-1-1-4:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-2-1-1-2-1-1-4,620,15,10,1,1,16,25071,17,1,18,7,9.610968247486397,K15:L10:w1-1-1-2-1-1-2-1-1-4:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5 > K9:L6:w1-1-1-3-1-2:b1@10 > K3:L2:w1-2:b1@14
K15:L10:w1-1-1-2-1-1-2-1-2-3,621,15,10,1,0,16,39407,16,1,24,12,29.227421524094705,K15:L10:w1-1-1-2-1-1-2-1-2-3:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-2-1-2:b1@4 > K3:L2:w1-2:b2@5 > K3:L2:w1-2:b1@7 > K4:L3:w1-1-2:b1@10 > K3:L2:w1-2:b1@11 > K8:L6:w1-1-1-1-2-2:b1@13 > K7:L5:w1-1-1-2-2:b1@14 > K6:L4:w1-1-2-2:b1@15 > K3:L2:w1-2:b1@16
K15:L10:w1-1-1-2-1-1-2-1-2-3,621,15,10,1,1,16,39407,17,1,14,6,6.4072972947218965,K15:L10:w1-1-1-2-1-1-2-1-2-3:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-2-1-2:b1@4 > K3:L2:w1-2:b2@5 > K3:L2:w1-2:b1@7
K15:L10:w1-1-1-2-1-1-2-1-3-2,622,15,10,1,0,16,2543,12,1,17,8,6.410145497443964,K15:L10:w1-1-1-2-1-1-2-1-3-2:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5 > K5:L4:w1-1-1-2:b1@11 > K4:L3:w1-1-2:b1@12 > K3:L2:w1-2:b1@13
K15:L10:w1-1-1-2-1-1-2-1-3-2,622,15,10,1,1,16,2543,17,1,14,5,6.4073355954112134,K15:L10:w1-1-1-2-1-1-2-1-3-2:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-2-1-1-2-2-1-3,623,15,10,1,0,16,28143,15,1,11,5,5.69551931208471,K15:L10:w1-1-1-2-1-1-2-2-1-3:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-2-2:b1@4 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-2-1-1-2-2-1-3,623,15,10,1,1,16,28143,17,1,17,8,6.842227180051025,K15:L10:w1-1-1-2-1-1-2-2-1-3:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-2-2:b1@4 > K3:L2:w1-2:b1@5 > K9:L6:w1-1-1-2-1-3:b1@10 > K4:L3:w1-1-2:b1@11 > K3:L2:w1-2:b1@12
K15:L10:w1-1-1-2-1-1-2-2-2-2,624,15,10,1,0,16,56815,16,1,12,5,5.6954149432368215,K15:L10:w1-1-1-2-1-1-2-2-2-2:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-2-2:b1@4 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-2-1-1-2-2-2-2,624,15,10,1,1,16,56815,17,1,12,5,5.695360070616505,K15:L10:w1-1-1-2-1-1-2-2-2-2:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-2-2:b1@4 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-2-1-1-2-3-1-2,625,15,10,1,0,16,34287,16,1,11,5,5.695482252748855,K15:L10:w1-1-1-2-1-1-2-3-1-2:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5
K15:L10:w1-1-1-2-1-1-2-3-1-2,625,15,10,1,1,16,34287,17,1,17,8,6.081975095919778,K15:L10:w1-1-1-2-1-1-2-3-1-2:b1@0 > K4:L3:w1-1-2:b2@1 > K3:L2:w1-2:b1@2 > K4:L3:w1-1-2:b1@4 > K3:L2:w1-2:b1@5 > K5:L4:w1-1-1-2:b1@10 > K4:L3:w1-1-2:b1@11 > K3:L2:w1-2:b1@12
K15:L10:w1-1-1-2-1-1-3-1-1-3,626,15,10,1,0,16,44015,16,1,13,3,5.695444734749517,K15:L10:w1-1-1-2-1-1-3-1-1-3:b1@0 > K14:L9:w1-1-2-1-1-3-1-1-3:b1@1 > K3:L2:w1-2:b1@2
K15:L10:w1-1-1-2-1-1-3-1-1-3,626,15,10,1,1,16,44015,17,1,17,3,6.842228733649168,K15:L10:w1-1-1-2-1-1-3-1-1-3:b1@0 > K14:L9:w1-1-2-1-1-3-1-1-3:b1@1 > K3:L2:w1-2:b1@2
K15:L10:w1-1-1-2-1-1-3-1-2-2,627,15,10,1,0,16,7151,13,1,13,3,5.69612641588589,K15:L10:w1-1-1-2-1-1-3-1-2-2:b1@0 > K14:L9:w1-1-2-1-1-3-1-2-2:b1@1 > K3:L2:w1-2:b1@2
K15:L10:w1-1-1-2-1-1-3-1-2-2,627,15,10,1,1,16,7151,17,1,17,3,5.695392573637652,K15:L10:w1-1-1-2-1-1-3-1-2-2:b1@0 > K14:L9:w1-1-2-1-1-3-1-2-2:b1@1 > K3:L2:w1-2:b1@2
K15:L10:w1-1-1-2-1-1-3-2-1-2,628,15,10,1,0,16,50159,16,1,13,3,5.69542853725154,K15:L10:w1-1-1-2-1-1-3-2-1-2:b1@0 > K14:L9:w1-1-2-1-1-3-2-1-2:b1@1 > K3:L2:w1-2:b1@2
K15:L10:w1-1-1-2-1-1-3-2-1-2,628,15,10,1,1,16,50159,17,1,19,4,5.773153550283072,K15:L10:w1-1-1-2-1-1-3-2-1-2:b1@0 > K14:L9:w1-1-2-1-1-3-2-1-2:b1@1 > K3:L2:w1-2:b1@2 > K6:L4:w1-1-1-3:b1@11
K15:L10:w1-1-1-2-1-1-4-1-1-2,629,15,10,1,0,16,16367,14,1,17,5,5.69566811266573,K15:L10:w1-1-1-2-1-1-4-1-1-2:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K14:L9:w1-1-2-2-1-2-2-1-2:b1@7 > K3:L2:w1-2:b1@8
K15:L10:w1-1-1-2-1-1-4-1-1-2,629,15,10,1,1,16,16367,17,1,13,6,5.695383563483633,K15:L10:w1-1-1-2-1-1-4-1-1-2:b1@0 > K4:L3:w1-1-2:b1@1 > K3:L2:w1-2:b1@2 > K7:L5:w1-1-2-1-2:b1@7 > K3:L2:w1-2:b2@8 > K3:L2:w1-2:b1@10
K15:L10:w1-1-1-2-1-2-1-1-1-4,630,15,10,1,0,16,53359,16,1,11,4,9.611068423321276,K15:L10:w1-1-1-2-1-2-1-1-1-4:b1@0 > K7:L5:w1-1-2-1-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4
K15:L10:w1-1-1-2-1-2-1-1-1-4,630,15,10,1,1,16,53359,17,1,39,20,87.6791202321376,K15:L10:w1-1-1-2-1-2-1-1-1-4:b1@0 > K7:L5:w1-1-2-1-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K5:L4:w1-1-1-2:b1@10 > K4:L3:w1-1-2:b1@11 > K3:L2:w1-2:b1@12 > K14:L11:w1-1-1-1-1-1-2-1-1-2-2:b1@14 > K13:L10:w1-1-1-1-1-2-1-1-2-2:b1@15 > K12:L9:w1-1-1-1-2-1-1-2-2:b1@16 > K11:L8:w1-1-1-2-1-1-2-2:b1@17 > K4:L3:w1-1-2:b2@18 > K3:L2:w1-2:b1@19 > K6:L4:w1-1-2-2:b1@21 > K3:L2:w1-2:b1@22 > K7:L6:w1-1-1-1-1-2:b1@29 > K6:L5:w1-1-1-1-2:b1@30 > K5:L4:w1-1-1-2:b1@31 > K4:L3:w1-1-2:b1@32 > K3:L2:w1-2:b1@33
K15:L10:w1-1-1-2-1-2-1-1-2-3,631,15,10,1,0,16,2159,12,1,11,6,6.410838351088467,K15:L10:w1-1-1-2-1-2-1-1-2-3:b1@0 > K14:L9:w1-1-2-1-2-1-1-2-3:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K4:L3:w1-1-2:b1@6 > K3:L2:w1-2:b1@7
K15:L10:w1-1-1-2-1-2-1-1-2-3,631,15,10,1,1,16,2159,17,1,14,8,6.407341753452988,K15:L10:w1-1-1-2-1-2-1-1-2-3:b1@0 > K14:L9:w1-1-2-1-2-1-1-2-3:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K4:L3:w1-1-2:b1@6 > K3:L2:w1-2:b1@7 > K4:L3:w1-1-2:b1@10 > K3:L2:w1-2:b1@11
K15:L10:w1-1-1-2-1-2-1-1-3-2,632,15,10,1,0,16,30831,15,1,16,6,6.407479484933995,K15:L10:w1-1-1-2-1-2-1-1-3-2:b1@0 > K14:L9:w1-1-2-1-2-1-1-3-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K6:L4:w1-1-2-2:b1@11 > K3:L2:w1-2:b1@12
K15:L10:w1-1-1-2-1-2-1-1-3-2,632,15,10,1,1,16,30831,17,1,27,12,12.330040366515508,K15:L10:w1-1-1-2-1-2-1-1-3-2:b1@0 > K14:L9:w1-1-2-1-2-1-1-3-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K4:L3:w1-1-2:b1@12 > K3:L2:w1-2:b1@13 > K4:L3:w1-1-2:b1@17 > K3:L2:w1-2:b1@18 > K8:L6:w1-1-1-2-1-2:b1@20 > K7:L5:w1-1-2-1-2:b1@21 > K3:L2:w1-2:b2@22 > K3:L2:w1-2:b1@24
K15:L10:w1-1-1-2-1-2-1-2-1-3,633,15,10,1,0,16,56431,16,1,11,5,4.805532420123691,K15:L10:w1-1-1-2-1-2-1-2-1-3:b1@0 > K14:L9:w1-1-2-1-2-1-2-1-3:b1@1 > K3:L2:w1-2:b3@2 > K3:L2:w1-2:b2@4 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-2-1-2-1-2-1-3,633,15,10,1,1,16,56431,17,1,20,6,6.081948395877573,K15:L10:w1-1-1-2-1-2-1-2-1-3:b1@0 > K14:L9:w1-1-2-1-2-1-2-1-3:b1@1 > K3:L2:w1-2:b3@2 > K3:L2:w1-2:b2@4 > K3:L2:w1-2:b1@6 > K6:L4:w1-1-1-3:b1@14
K15:L10:w1-1-1-2-1-2-1-2-2-2,634,15,10,1,0,16,19567,15,1,27,12,23.094444728369194,K15:L10:w1-1-1-2-1-2-1-2-2-2:b1@0 > K14:L9:w1-1-2-1-2-1-2-2-2:b1@1 > K3:L2:w1-2:b3@2 > K3:L2:w1-2:b2@4 > K3:L2:w1-2:b1@6 > K15:L10:w1-1-1-1-1-2-1-1-2-4:b1@10 > K14:L9:w1-1-1-1-2-1-1-2-4:b1@11 > K9:L7:w1-1-1-2-1-1-2:b1@12 > K4:L3:w1-1-2:b2@13 > K3:L2:w1-2:b1@14 > K4:L3:w1-1-2:b1@16 > K3:L2:w1-2:b1@17
K15:L10:w1-1-1-2-1-2-1-2-2-2,634,15,10,1,1,16,19567,17,1,12,5,4.271541543776365,K15:L10:w1-1-1-2-1-2-1-2-2-2:b1@0 > K14:L9:w1-1-2-1-2-1-2-2-2:b1@1 > K3:L2:w1-2:b3@2 > K3:L2:w1-2:b2@4 > K3:L2:w1-2:b1@6
K15:L10:w1-1-1-2-1-2-1-3-1-2,635,15,10,1,0,16,62575,16,1,11,4,4.271562125449461,K15:L10:w1-1-1-2-1-2-1-3-1-2:b1@0 > K14:L9:w1-1-2-1-2-1-3-1-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4
K15:L10:w1-1-1-2-1-2-1-3-1-2,635,15,10,1,1,16,62575,17,1,21,8,6.081952369429636,K15:L10:w1-1-1-2-1-2-1-3-1-2:b1@0 > K14:L9:w1-1-2-1-2-1-3-1-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K13:L9:w1-1-1-3-1-2-1-1-2:b1@10 > K3:L2:w1-2:b1@14 > K4:L3:w1-1-2:b1@16 > K3:L2:w1-2:b1@17
K15:L10:w1-1-1-2-1-2-2-1-1-3,636,15,10,1,0,16,6767,13,1,11,4,4.806413477168612,K15:L10:w1-1-1-2-1-2-2-1-1-3:b1@0 > K14:L9:w1-1-2-1-2-2-1-1-3:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4
K15:L10:w1-1-1-2-1-2-2-1-1-3,636,15,10,1,1,16,6767,17,1,15,4,4.805512910944221,K15:L10:w1-1-1-2-1-2-2-1-1-3:b1@0 > K14:L9:w1-1-2-1-2-2-1-1-3:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4
K15:L10:w1-1-1-2-1-2-2-1-2-2,637,15,10,1,0,16,35439,16,1,23,11,19.48545387849544,K15:L10:w1-1-1-2-1-2-2-1-2-2:b1@0 > K14:L9:w1-1-2-1-2-2-1-2-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4 > K11:L9:w1-1-1-1-1-1-2-1-2:b1@13 > K10:L8:w1-1-1-1-1-2-1-2:b1@14 > K9:L7:w1-1-1-1-2-1-2:b1@15 > K8:L6:w1-1-1-2-1-2:b1@16 > K7:L5:w1-1-2-1-2:b1@17 > K3:L2:w1-2:b2@18 > K3:L2:w1-2:b1@20
K15:L10:w1-1-1-2-1-2-2-1-2-2,637,15,10,1,1,16,35439,17,1,13,4,3.7969101262688785,K15:L10:w1-1-1-2-1-2-2-1-2-2:b1@0 > K14:L9:w1-1-2-1-2-2-1-2-2:b1@1 > K3:L2:w1-2:b2@2 > K3:L2:w1-2:b1@4
