K,L,word,C_w,A,denominator,q_num,q_den,q_decimal,residue_bits,q_mod_2_power
18,12,1 1 1 1 1 3 1 2 1 2 2 2,795313,18,-269297,-795313,269297,-2.95329320416,19,118079
18,12,1 1 1 1 1 3 1 2 1 3 1 2,844465,18,-269297,-844465,269297,-3.13581287575,19,331071
18,12,1 1 1 1 1 3 1 2 2 1 1 3,799409,18,-269297,-799409,269297,-2.96850317679,19,48447
18,12,1 1 1 1 1 3 1 2 2 1 2 2,832177,18,-269297,-832177,269297,-3.09018295785,19,15679
18,12,1 1 1 1 1 3 1 2 2 2 1 2,881329,18,-269297,-12073,3689,-3.27270262944,19,228671
18,12,1 1 1 1 1 3 1 2 3 1 1 2,955057,18,-269297,-955057,269297,-3.54648213682,19,23871
18,12,1 1 1 1 1 3 1 3 1 1 1 3,854705,18,-269297,-854705,269297,-3.17383780733,19,156991
18,12,1 1 1 1 1 3 1 3 1 1 2 2,887473,18,-269297,-887473,269297,-3.29551758839,19,124223
18,12,1 1 1 1 1 3 1 3 1 2 1 2,936625,18,-269297,-936625,269297,-3.47803725998,19,337215
18,12,1 1 1 1 1 3 1 3 2 1 1 2,1010353,18,-269297,-1010353,269297,-3.75181676736,19,132415
18,12,1 1 1 1 1 3 1 4 1 1 1 2,1120945,18,-269297,-160135,38471,-4.16248602844,19,349503
18,12,1 1 1 1 1 3 2 1 1 1 1 4,763057,18,-269297,-763057,269297,-2.83351466968,19,11071
18,12,1 1 1 1 1 3 2 1 1 1 2 3,779441,18,-269297,-779441,269297,-2.89435456021,19,256831
18,12,1 1 1 1 1 3 2 1 1 1 3 2,812209,18,-269297,-47777,15841,-3.01603434127,19,224063
18,12,1 1 1 1 1 3 2 1 1 2 1 3,804017,18,-269297,-804017,269297,-2.985614396,19,363327
18,12,1 1 1 1 1 3 2 1 1 2 2 2,836785,18,-269297,-836785,269297,-3.10729417706,19,330559
18,12,1 1 1 1 1 3 2 1 1 3 1 2,885937,18,-269297,-885937,269297,-3.28981384865,19,19263
18,12,1 1 1 1 1 3 2 1 2 1 1 3,840881,18,-269297,-840881,269297,-3.12250414969,19,260927
18,12,1 1 1 1 1 3 2 1 2 1 2 2,873649,18,-269297,-124807,38471,-3.24418393075,19,228159
18,12,1 1 1 1 1 3 2 1 2 2 1 2,922801,18,-269297,-922801,269297,-3.42670360234,19,441151
18,12,1 1 1 1 1 3 2 1 3 1 1 2,996529,18,-269297,-996529,269297,-3.70048310973,19,236351
18,12,1 1 1 1 1 3 2 2 1 1 1 3,896177,18,-269297,-896177,269297,-3.32783878023,19,369471
18,12,1 1 1 1 1 3 2 2 1 1 2 2,928945,18,-269297,-928945,269297,-3.44951856129,19,336703
18,12,1 1 1 1 1 3 2 2 1 2 1 2,978097,18,-269297,-978097,269297,-3.63203823288,19,25407
18,12,1 1 1 1 1 3 2 2 2 1 1 2,1051825,18,-269297,-1051825,269297,-3.90581774026,19,344895
18,12,1 1 1 1 1 3 2 3 1 1 1 2,1162417,18,-269297,-1162417,269297,-4.31648700134,19,37695
18,12,1 1 1 1 1 3 3 1 1 1 1 3,979121,18,-269297,-979121,269297,-3.63584072604,19,270143
18,12,1 1 1 1 1 3 3 1 1 1 2 2,1011889,18,-269297,-1011889,269297,-3.7575205071,19,237375
18,12,1 1 1 1 1 3 3 1 1 2 1 2,1061041,18,-269297,-1061041,269297,-3.94004017869,19,450367
18,12,1 1 1 1 1 3 3 1 2 1 1 2,1134769,18,-269297,-1134769,269297,-4.21381968607,19,245567
18,12,1 1 1 1 1 3 3 2 1 1 1 2,1245361,18,-269297,-1245361,269297,-4.62448894715,19,462655
18,12,1 1 1 1 1 3 4 1 1 1 1 2,1411249,18,-269297,-201607,38471,-5.24049283876,19,263999
18,12,1 1 1 1 1 4 1 1 1 1 2 3,841649,18,-269297,-841649,269297,-3.12535601956,19,313407
18,12,1 1 1 1 1 4 1 1 1 1 3 2,874417,18,-269297,-28207,8687,-3.24703580062,19,280639
18,12,1 1 1 1 1 4 1 1 1 2 1 3,866225,18,-269297,-866225,269297,-3.21661585536,19,419903
18,12,1 1 1 1 1 4 1 1 1 2 2 2,898993,18,-269297,-898993,269297,-3.33829563642,19,387135
18,12,1 1 1 1 1 4 1 1 1 3 1 2,948145,18,-269297,-948145,269297,-3.52081530801,19,75839
18,12,1 1 1 1 1 4 1 1 2 1 1 3,903089,18,-269297,-903089,269297,-3.35350560905,19,317503
18,12,1 1 1 1 1 4 1 1 2 1 2 2,935857,18,-269297,-935857,269297,-3.47518539011,19,284735
18,12,1 1 1 1 1 4 1 1 2 2 1 2,985009,18,-269297,-985009,269297,-3.6577050617,19,497727
18,12,1 1 1 1 1 4 1 1 3 1 1 2,1058737,18,-269297,-1058737,269297,-3.93148456908,19,292927
18,12,1 1 1 1 1 4 1 2 1 1 1 3,958385,18,-269297,-958385,269297,-3.55884023959,19,426047
18,12,1 1 1 1 1 4 1 2 1 1 2 2,991153,18,-269297,-991153,269297,-3.68052002065,19,393279
18,12,1 1 1 1 1 4 1 2 1 2 1 2,1040305,18,-269297,-148615,38471,-3.86303969224,19,81983
18,12,1 1 1 1 1 4 1 2 2 1 1 2,1114033,18,-269297,-1114033,269297,-4.13681919962,19,401471
18,12,1 1 1 1 1 4 1 3 1 1 1 2,1224625,18,-269297,-1224625,269297,-4.5474884607,19,94271
18,12,1 1 1 1 1 4 2 1 1 1 1 3,1041329,18,-269297,-1041329,269297,-3.86684218539,19,326719
18,12,1 1 1 1 1 4 2 1 1 1 2 2,1074097,18,-269297,-1074097,269297,-3.98852196645,19,293951
18,12,1 1 1 1 1 4 2 1 1 2 1 2,1123249,18,-269297,-1123249,269297,-4.17104163804,19,506943
18,12,1 1 1 1 1 4 2 1 2 1 1 2,1196977,18,-269297,-1196977,269297,-4.44482114543,19,302143
18,12,1 1 1 1 1 4 2 2 1 1 1 2,1307569,18,-269297,-1307569,269297,-4.8554904065,19,519231
18,12,1 1 1 1 1 4 3 1 1 1 1 2,1473457,18,-269297,-1473457,269297,-5.47149429812,19,320575
18,12,1 1 1 1 1 5 1 1 1 1 2 2,1198513,18,-269297,-1198513,269297,-4.45052488516,19,407103
18,12,1 1 1 1 1 5 1 1 1 2 1 2,1247665,18,-269297,-1247665,269297,-4.63304455675,19,95807
18,12,1 1 1 1 1 5 1 1 2 1 1 2,1321393,18,-269297,-77729,15841,-4.90682406414,19,415295
18,12,1 1 1 1 1 5 1 2 1 1 1 2,1431985,18,-269297,-1431985,269297,-5.31749332521,19,108095
18,12,1 1 1 1 1 5 2 1 1 1 1 2,1597873,18,-269297,-1597873,269297,-5.93349721683,19,433727
18,12,1 1 1 1 2 1 1 1 1 2 1 5,603473,18,-269297,-603473,269297,-2.24091987657,19,28831
18,12,1 1 1 1 2 1 1 1 1 2 2 4,611665,18,-269297,-611665,269297,-2.27133982183,19,413855
18,12,1 1 1 1 2 1 1 1 1 2 3 3,628049,18,-269297,-628049,269297,-2.33217971236,19,135327
18,12,1 1 1 1 2 1 1 1 1 2 4 2,660817,18,-269297,-660817,269297,-2.45385949342,19,102559
18,12,1 1 1 1 2 1 1 1 1 3 1 4,623953,18,-269297,-623953,269297,-2.31696973973,19,204959
18,12,1 1 1 1 2 1 1 1 1 3 2 3,640337,18,-269297,-640337,269297,-2.37780963026,19,450719
18,12,1 1 1 1 2 1 1 1 1 3 3 2,673105,18,-269297,-673105,269297,-2.49948941132,19,417951
18,12,1 1 1 1 2 1 1 1 1 4 1 3,664913,18,-269297,-664913,269297,-2.46906946605,19,32927
18,12,1 1 1 1 2 1 1 1 1 4 2 2,697681,18,-269297,-697681,269297,-2.59074924711,19,159
18,12,1 1 1 1 2 1 1 1 1 5 1 2,746833,18,-269297,-746833,269297,-2.7732689187,19,213151
18,12,1 1 1 1 2 1 1 1 2 1 1 5,612689,18,-269297,-1199,527,-2.27514231499,19,134303
18,12,1 1 1 1 2 1 1 1 2 1 2 4,620881,18,-269297,-620881,269297,-2.30556226026,19,519327
18,12,1 1 1 1 2 1 1 1 2 1 3 3,637265,18,-269297,-637265,269297,-2.36640215079,19,240799
18,12,1 1 1 1 2 1 1 1 2 1 4 2,670033,18,-269297,-95719,38471,-2.48808193184,19,208031
18,12,1 1 1 1 2 1 1 1 2 2 1 4,633169,18,-269297,-633169,269297,-2.35119217815,19,310431
18,12,1 1 1 1 2 1 1 1 2 2 2 3,649553,18,-269297,-38209,15841,-2.41203206868,19,31903
18,12,1 1 1 1 2 1 1 1 2 2 3 2,682321,18,-269297,-682321,269297,-2.53371184974,19,523423
18,12,1 1 1 1 2 1 1 1 2 3 1 3,674129,18,-269297,-674129,269297,-2.50329190448,19,138399
18,12,1 1 1 1 2 1 1 1 2 3 2 2,706897,18,-269297,-706897,269297,-2.62497168554,19,105631
18,12,1 1 1 1 2 1 1 1 2 4 1 2,756049,18,-269297,-108007,38471,-2.80749135713,19,318623
18,12,1 1 1 1 2 1 1 1 3 1 1 4,651601,18,-269297,-651601,269297,-2.419637055,19,521375
18,12,1 1 1 1 2 1 1 1 3 1 2 3,667985,18,-269297,-667985,269297,-2.48047694553,19,242847
18,12,1 1 1 1 2 1 1 1 3 1 3 2,700753,18,-269297,-700753,269297,-2.60215672659,19,210079
18,12,1 1 1 1 2 1 1 1 3 2 1 3,692561,18,-269297,-692561,269297,-2.57173678132,19,349343
18,12,1 1 1 1 2 1 1 1 3 2 2 2,725329,18,-269297,-725329,269297,-2.69341656238,19,316575
18,12,1 1 1 1 2 1 1 1 3 3 1 2,774481,18,-269297,-774481,269297,-2.87593623397,19,5279
18,12,1 1 1 1 2 1 1 1 4 1 1 3,729425,18,-269297,-729425,269297,-2.70862653502,19,246943
18,12,1 1 1 1 2 1 1 1 4 1 2 2,762193,18,-269297,-10441,3689,-2.83030631607,19,214175
18,12,1 1 1 1 2 1 1 1 4 2 1 2,811345,18,-269297,-811345,269297,-3.01282598766,19,427167
18,12,1 1 1 1 2 1 1 1 5 1 1 2,885073,18,-269297,-126439,38471,-3.28660549505,19,222367
18,12,1 1 1 1 2 1 1 2 1 1 1 5,626513,18,-269297,-626513,269297,-2.32647597263,19,30367
18,12,1 1 1 1 2 1 1 2 1 1 2 4,634705,18,-269297,-634705,269297,-2.35689591789,19,415391
18,12,1 1 1 1 2 1 1 2 1 1 3 3,651089,18,-269297,-651089,269297,-2.41773580842,19,136863
18,12,1 1 1 1 2 1 1 2 1 1 4 2,683857,18,-269297,-683857,269297,-2.53941558948,19,104095
18,12,1 1 1 1 2 1 1 2 1 2 1 4,646993,18,-269297,-646993,269297,-2.40252583579,19,206495
18,12,1 1 1 1 2 1 1 2 1 2 2 3,663377,18,-269297,-663377,269297,-2.46336572632,19,452255
18,12,1 1 1 1 2 1 1 2 1 2 3 2,696145,18,-269297,-696145,269297,-2.58504550738,19,419487
18,12,1 1 1 1 2 1 1 2 1 3 1 3,687953,18,-269297,-98279,38471,-2.55462556211,19,34463
18,12,1 1 1 1 2 1 1 2 1 3 2 2,720721,18,-269297,-720721,269297,-2.67630534317,19,1695
18,12,1 1 1 1 2 1 1 2 1 4 1 2,769873,18,-269297,-769873,269297,-2.85882501476,19,214687
18,12,1 1 1 1 2 1 1 2 2 1 1 4,665425,18,-269297,-665425,269297,-2.47097071263,19,417439
18,12,1 1 1 1 2 1 1 2 2 1 2 3,681809,18,-269297,-681809,269297,-2.53181060316,19,138911
18,12,1 1 1 1 2 1 1 2 2 1 3 2,714577,18,-269297,-714577,269297,-2.65349038422,19,106143
18,12,1 1 1 1 2 1 1 2 2 2 1 3,706385,18,-269297,-706385,269297,-2.62307043896,19,245407
18,12,1 1 1 1 2 1 1 2 2 2 2 2,739153,18,-269297,-739153,269297,-2.74475022002,19,212639
18,12,1 1 1 1 2 1 1 2 2 3 1 2,788305,18,-269297,-112615,38471,-2.92726989161,19,425631
18,12,1 1 1 1 2 1 1 2 3 1 1 3,743249,18,-269297,-743249,269297,-2.75996019265,19,143007
18,12,1 1 1 1 2 1 1 2 3 1 2 2,776017,18,-269297,-776017,269297,-2.88163997371,19,110239
18,12,1 1 1 1 2 1 1 2 3 2 1 2,825169,18,-269297,-825169,269297,-3.0641596453,19,323231
18,12,1 1 1 1 2 1 1 2 4 1 1 2,898897,18,-269297,-898897,269297,-3.33793915268,19,118431
18,12,1 1 1 1 2 1 1 3 1 1 1 4,693073,18,-269297,-40769,15841,-2.5736380279,19,209567
18,12,1 1 1 1 2 1 1 3 1 1 2 3,709457,18,-269297,-101351,38471,-2.63447791843,19,455327
18,12,1 1 1 1 2 1 1 3 1 1 3 2,742225,18,-269297,-742225,269297,-2.75615769949,19,422559
18,12,1 1 1 1 2 1 1 3 1 2 1 3,734033,18,-269297,-734033,269297,-2.72573775423,19,37535
18,12,1 1 1 1 2 1 1 3 1 2 2 2,766801,18,-269297,-109543,38471,-2.84741753529,19,4767
18,12,1 1 1 1 2 1 1 3 1 3 1 2,815953,18,-269297,-815953,269297,-3.02993720688,19,217759
18,12,1 1 1 1 2 1 1 3 2 1 1 3,770897,18,-269297,-770897,269297,-2.86262750792,19,459423
18,12,1 1 1 1 2 1 1 3 2 1 2 2,803665,18,-269297,-803665,269297,-2.98430728898,19,426655
18,12,1 1 1 1 2 1 1 3 2 2 1 2,852817,18,-269297,-121831,38471,-3.16682696057,19,115359
18,12,1 1 1 1 2 1 1 3 3 1 1 2,926545,18,-269297,-926545,269297,-3.44060646795,19,434847
18,12,1 1 1 1 2 1 1 4 1 1 1 3,826193,18,-269297,-826193,269297,-3.06796213846,19,43679
18,12,1 1 1 1 2 1 1 4 1 1 2 2,858961,18,-269297,-858961,269297,-3.18964191952,19,10911
18,12,1 1 1 1 2 1 1 4 1 2 1 2,908113,18,-269297,-908113,269297,-3.37216159111,19,223903
18,12,1 1 1 1 2 1 1 4 2 1 1 2,981841,18,-269297,-140263,38471,-3.64594109849,19,19103
18,12,1 1 1 1 2 1 1 5 1 1 1 2,1092433,18,-269297,-1092433,269297,-4.05661035957,19,236191
18,12,1 1 1 1 2 1 2 1 1 1 1 5,647249,18,-269297,-20879,8687,-2.40347645908,19,398751
18,12,1 1 1 1 2 1 2 1 1 1 2 4,655441,18,-269297,-655441,269297,-2.43389640434,19,259487
18,12,1 1 1 1 2 1 2 1 1 1 3 3,671825,18,-269297,-95975,38471,-2.49473629487,19,505247
18,12,1 1 1 1 2 1 2 1 1 1 4 2,704593,18,-269297,-704593,269297,-2.61641607593,19,472479
18,12,1 1 1 1 2 1 2 1 1 2 1 4,667729,18,-269297,-667729,269297,-2.47952632224,19,50591
18,12,1 1 1 1 2 1 2 1 1 2 2 3,684113,18,-269297,-684113,269297,-2.54036621277,19,296351
18,12,1 1 1 1 2 1 2 1 1 2 3 2,716881,18,-269297,-716881,269297,-2.66204599383,19,263583
18,12,1 1 1 1 2 1 2 1 1 3 1 3,708689,18,-269297,-708689,269297,-2.63162604856,19,402847
18,12,1 1 1 1 2 1 2 1 1 3 2 2,741457,18,-269297,-741457,269297,-2.75330582962,19,370079
18,12,1 1 1 1 2 1 2 1 1 4 1 2,790609,18,-269297,-790609,269297,-2.93582550121,19,58783
18,12,1 1 1 1 2 1 2 1 2 1 1 4,686161,18,-269297,-98023,38471,-2.54797119909,19,261535
18,12,1 1 1 1 2 1 2 1 2 1 2 3,702545,18,-269297,-702545,269297,-2.60881108961,19,507295
18,12,1 1 1 1 2 1 2 1 2 1 3 2,735313,18,-269297,-735313,269297,-2.73049087067,19,474527
18,12,1 1 1 1 2 1 2 1 2 2 1 3,727121,18,-269297,-727121,269297,-2.70007092541,19,89503
18,12,1 1 1 1 2 1 2 1 2 2 2 2,759889,18,-269297,-759889,269297,-2.82175070647,19,56735
18,12,1 1 1 1 2 1 2 1 2 3 1 2,809041,18,-269297,-809041,269297,-3.00427037806,19,269727
18,12,1 1 1 1 2 1 2 1 3 1 1 3,763985,18,-269297,-763985,269297,-2.8369606791,19,511391
18,12,1 1 1 1 2 1 2 1 3 1 2 2,796753,18,-269297,-796753,269297,-2.95864046016,19,478623
18,12,1 1 1 1 2 1 2 1 3 2 1 2,845905,18,-269297,-845905,269297,-3.14116013175,19,167327
18,12,1 1 1 1 2 1 2 1 4 1 1 2,919633,18,-269297,-919633,269297,-3.41493963913,19,486815
18,12,1 1 1 1 2 1 2 2 1 1 1 4,713809,18,-269297,-713809,269297,-2.65063851435,19,53663
18,12,1 1 1 1 2 1 2 2 1 1 2 3,730193,18,-269297,-730193,269297,-2.71147840488,19,299423
18,12,1 1 1 1 2 1 2 2 1 1 3 2,762961,18,-269297,-762961,269297,-2.83315818594,19,266655
18,12,1 1 1 1 2 1 2 2 1 2 1 3,754769,18,-269297,-754769,269297,-2.80273824068,19,405919
18,12,1 1 1 1 2 1 2 2 1 2 2 2,787537,18,-269297,-787537,269297,-2.92441802174,19,373151
18,12,1 1 1 1 2 1 2 2 1 3 1 2,836689,18,-269297,-7031,2263,-3.10693769333,19,61855
18,12,1 1 1 1 2 1 2 2 2 1 1 3,791633,18,-269297,-791633,269297,-2.93962799437,19,303519
18,12,1 1 1 1 2 1 2 2 2 1 2 2,824401,18,-269297,-824401,269297,-3.06130777543,19,270751
18,12,1 1 1 1 2 1 2 2 2 2 1 2,873553,18,-269297,-873553,269297,-3.24382744702,19,483743
18,12,1 1 1 1 2 1 2 2 3 1 1 2,947281,18,-269297,-947281,269297,-3.5176069544,19,278943
18,12,1 1 1 1 2 1 2 3 1 1 1 3,846929,18,-269297,-846929,269297,-3.14496262491,19,412063
18,12,1 1 1 1 2 1 2 3 1 1 2 2,879697,18,-269297,-125671,38471,-3.26664240597,19,379295
18,12,1 1 1 1 2 1 2 3 1 2 1 2,928849,18,-269297,-928849,269297,-3.44916207756,19,67999
18,12,1 1 1 1 2 1 2 3 2 1 1 2,1002577,18,-269297,-1002577,269297,-3.72294158494,19,387487
18,12,1 1 1 1 2 1 2 4 1 1 1 2,1113169,18,-269297,-1113169,269297,-4.13361084602,19,80287
18,12,1 1 1 1 2 1 3 1 1 1 1 4,755281,18,-269297,-755281,269297,-2.80463948726,19,266143
18,12,1 1 1 1 2 1 3 1 1 1 2 3,771665,18,-269297,-771665,269297,-2.86547937779,19,511903
18,12,1 1 1 1 2 1 3 1 1 1 3 2,804433,18,-269297,-114919,38471,-2.98715915885,19,479135
18,12,1 1 1 1 2 1 3 1 1 2 1 3,796241,18,-269297,-796241,269297,-2.95673921358,19,94111
18,12,1 1 1 1 2 1 3 1 1 2 2 2,829009,18,-269297,-829009,269297,-3.07841899464,19,61343
18,12,1 1 1 1 2 1 3 1 1 3 1 2,878161,18,-269297,-878161,269297,-3.26093866623,19,274335
18,12,1 1 1 1 2 1 3 1 2 1 1 3,833105,18,-269297,-119015,38471,-3.09362896727,19,515999
18,12,1 1 1 1 2 1 3 1 2 1 2 2,865873,18,-269297,-865873,269297,-3.21530874833,19,483231
18,12,1 1 1 1 2 1 3 1 2 2 1 2,915025,18,-269297,-53825,15841,-3.39782841992,19,171935
18,12,1 1 1 1 2 1 3 1 3 1 1 2,988753,18,-269297,-988753,269297,-3.67160792731,19,491423
18,12,1 1 1 1 2 1 3 2 1 1 1 3,888401,18,-269297,-888401,269297,-3.29896359781,19,100255
18,12,1 1 1 1 2 1 3 2 1 1 2 2,921169,18,-269297,-921169,269297,-3.42064337887,19,67487
18,12,1 1 1 1 2 1 3 2 1 2 1 2,970321,18,-269297,-970321,269297,-3.60316305046,19,280479
18,12,1 1 1 1 2 1 3 2 2 1 1 2,1044049,18,-269297,-33679,8687,-3.87694255785,19,75679
18,12,1 1 1 1 2 1 3 3 1 1 1 2,1154641,18,-269297,-15817,3689,-4.28761181892,19,292767
18,12,1 1 1 1 2 1 4 1 1 1 1 3,971345,18,-269297,-971345,269297,-3.60696554362,19,927
18,12,1 1 1 1 2 1 4 1 1 1 2 2,1004113,18,-269297,-1004113,269297,-3.72864532468,19,492447
18,12,1 1 1 1 2 1 4 1 1 2 1 2,1053265,18,-269297,-1053265,269297,-3.91116499627,19,181151
18,12,1 1 1 1 2 1 4 1 2 1 1 2,1126993,18,-269297,-160999,38471,-4.18494450365,19,500639
18,12,1 1 1 1 2 1 4 2 1 1 1 2,1237585,18,-269297,-1237585,269297,-4.59561376473,19,193439
18,12,1 1 1 1 2 2 1 1 1 1 2 4,686545,18,-269297,-40385,15841,-2.54939713402,19,287775
18,12,1 1 1 1 2 2 1 1 1 1 3 3,702929,18,-269297,-702929,269297,-2.61023702455,19,9247
18,12,1 1 1 1 2 2 1 1 1 1 4 2,735697,18,-269297,-735697,269297,-2.73191680561,19,500767
18,12,1 1 1 1 2 2 1 1 1 2 1 4,698833,18,-269297,-22543,8687,-2.59502705192,19,78879
18,12,1 1 1 1 2 2 1 1 1 2 2 3,715217,18,-269297,-715217,269297,-2.65586694245,19,324639
18,12,1 1 1 1 2 2 1 1 1 2 3 2,747985,18,-269297,-106855,38471,-2.77754672351,19,291871
18,12,1 1 1 1 2 2 1 1 1 3 1 3,739793,18,-269297,-739793,269297,-2.74712677824,19,431135
18,12,1 1 1 1 2 2 1 1 1 3 2 2,772561,18,-269297,-772561,269297,-2.8688065593,19,398367
18,12,1 1 1 1 2 2 1 1 1 4 1 2,821713,18,-269297,-821713,269297,-3.05132623089,19,87071
18,12,1 1 1 1 2 2 1 1 2 1 1 4,717265,18,-269297,-717265,269297,-2.66347192876,19,289823
18,12,1 1 1 1 2 2 1 1 2 1 2 3,733649,18,-269297,-104807,38471,-2.72431181929,19,11295
18,12,1 1 1 1 2 2 1 1 2 1 3 2,766417,18,-269297,-766417,269297,-2.84599160035,19,502815
18,12,1 1 1 1 2 2 1 1 2 2 1 3,758225,18,-269297,-758225,269297,-2.81557165509,19,117791
18,12,1 1 1 1 2 2 1 1 2 2 2 2,790993,18,-269297,-6647,2263,-2.93725143615,19,85023
18,12,1 1 1 1 2 2 1 1 2 3 1 2,840145,18,-269297,-840145,269297,-3.11977110774,19,298015
18,12,1 1 1 1 2 2 1 1 3 1 1 3,795089,18,-269297,-795089,269297,-2.95246140878,19,15391
18,12,1 1 1 1 2 2 1 1 3 1 2 2,827857,18,-269297,-827857,269297,-3.07414118984,19,506911
18,12,1 1 1 1 2 2 1 1 3 2 1 2,877009,18,-269297,-125287,38471,-3.25666086143,19,195615
18,12,1 1 1 1 2 2 1 1 4 1 1 2,950737,18,-269297,-950737,269297,-3.53044036881,19,515103
18,12,1 1 1 1 2 2 1 2 1 1 1 4,744913,18,-269297,-744913,269297,-2.76613924403,19,81951
18,12,1 1 1 1 2 2 1 2 1 1 2 3,761297,18,-269297,-761297,269297,-2.82697913456,19,327711
18,12,1 1 1 1 2 2 1 2 1 1 3 2,794065,18,-269297,-25615,8687,-2.94865891562,19,294943
18,12,1 1 1 1 2 2 1 2 1 2 1 3,785873,18,-269297,-785873,269297,-2.91823897036,19,434207
18,12,1 1 1 1 2 2 1 2 1 2 2 2,818641,18,-269297,-818641,269297,-3.03991875142,19,401439
18,12,1 1 1 1 2 2 1 2 1 3 1 2,867793,18,-269297,-867793,269297,-3.22243842301,19,90143
18,12,1 1 1 1 2 2 1 2 2 1 1 3,822737,18,-269297,-822737,269297,-3.05512872405,19,331807
18,12,1 1 1 1 2 2 1 2 2 1 2 2,855505,18,-269297,-122215,38471,-3.17680850511,19,299039
18,12,1 1 1 1 2 2 1 2 2 2 1 2,904657,18,-269297,-904657,269297,-3.3593281767,19,512031
18,12,1 1 1 1 2 2 1 2 3 1 1 2,978385,18,-269297,-978385,269297,-3.63310768408,19,307231
18,12,1 1 1 1 2 2 1 3 1 1 1 3,878033,18,-269297,-51649,15841,-3.26046335459,19,440351
18,12,1 1 1 1 2 2 1 3 1 1 2 2,910801,18,-269297,-910801,269297,-3.38214313565,19,407583
18,12,1 1 1 1 2 2 1 3 1 2 1 2,959953,18,-269297,-959953,269297,-3.56466280724,19,96287
18,12,1 1 1 1 2 2 1 3 2 1 1 2,1033681,18,-269297,-1033681,269297,-3.83844231462,19,415775
18,12,1 1 1 1 2 2 1 4 1 1 1 2,1144273,18,-269297,-1144273,269297,-4.2491115757,19,108575
18,12,1 1 1 1 2 2 2 1 1 1 1 4,786385,18,-269297,-786385,269297,-2.92014021694,19,294431
18,12,1 1 1 1 2 2 2 1 1 1 2 3,802769,18,-269297,-802769,269297,-2.98098010746,19,15903
18,12,1 1 1 1 2 2 2 1 1 1 3 2,835537,18,-269297,-835537,269297,-3.10265988852,19,507423
18,12,1 1 1 1 2 2 2 1 1 2 1 3,827345,18,-269297,-827345,269297,-3.07223994326,19,122399
18,12,1 1 1 1 2 2 2 1 1 2 2 2,860113,18,-269297,-860113,269297,-3.19391972432,19,89631
18,12,1 1 1 1 2 2 2 1 1 3 1 2,909265,18,-269297,-129895,38471,-3.37643939591,19,302623
18,12,1 1 1 1 2 2 2 1 2 1 1 3,864209,18,-269297,-864209,269297,-3.20912969695,19,19999
18,12,1 1 1 1 2 2 2 1 2 1 2 2,896977,18,-269297,-896977,269297,-3.33080947801,19,511519
18,12,1 1 1 1 2 2 2 1 2 2 1 2,946129,18,-269297,-946129,269297,-3.5133291496,19,200223
18,12,1 1 1 1 2 2 2 1 3 1 1 2,1019857,18,-269297,-1019857,269297,-3.78710865698,19,519711
18,12,1 1 1 1 2 2 2 2 1 1 1 3,919505,18,-269297,-919505,269297,-3.41446432749,19,128543
18,12,1 1 1 1 2 2 2 2 1 1 2 2,952273,18,-269297,-136039,38471,-3.53614410855,19,95775
18,12,1 1 1 1 2 2 2 2 1 2 1 2,1001425,18,-269297,-1001425,269297,-3.71866378014,19,308767
18,12,1 1 1 1 2 2 2 2 2 1 1 2,1075153,18,-269297,-1075153,269297,-3.99244328752,19,103967
18,12,1 1 1 1 2 2 2 3 1 1 1 2,1185745,18,-269297,-1185745,269297,-4.4031125486,19,321055
18,12,1 1 1 1 2 2 3 1 1 1 1 3,1002449,18,-269297,-143207,38471,-3.7224662733,19,29215
18,12,1 1 1 1 2 2 3 1 1 1 2 2,1035217,18,-269297,-1035217,269297,-3.84414605436,19,520735
18,12,1 1 1 1 2 2 3 1 1 2 1 2,1084369,18,-269297,-1084369,269297,-4.02666572595,19,209439
18,12,1 1 1 1 2 2 3 1 2 1 1 2,1158097,18,-269297,-1158097,269297,-4.30044523333,19,4639
18,12,1 1 1 1 2 2 3 2 1 1 1 2,1268689,18,-269297,-1268689,269297,-4.71111449441,19,221727
18,12,1 1 1 1 2 3 1 1 1 1 3 2,897745,18,-269297,-897745,269297,-3.33366134788,19,39711
18,12,1 1 1 1 2 3 1 1 1 2 1 3,889553,18,-269297,-127079,38471,-3.30324140261,19,178975
18,12,1 1 1 1 2 3 1 1 1 2 2 2,922321,18,-269297,-922321,269297,-3.42492118367,19,146207
18,12,1 1 1 1 2 3 1 1 1 3 1 2,971473,18,-269297,-971473,269297,-3.60744085526,19,359199
18,12,1 1 1 1 2 3 1 1 2 1 1 3,926417,18,-269297,-926417,269297,-3.44013115631,19,76575
18,12,1 1 1 1 2 3 1 1 2 1 2 2,959185,18,-269297,-959185,269297,-3.56181093737,19,43807
18,12,1 1 1 1 2 3 1 1 2 2 1 2,1008337,18,-269297,-32527,8687,-3.74433060896,19,256799
18,12,1 1 1 1 2 3 1 1 3 1 1 2,1082065,18,-269297,-1082065,269297,-4.01811011634,19,51999
18,12,1 1 1 1 2 3 1 2 1 1 1 3,981713,18,-269297,-981713,269297,-3.64546578685,19,185119
18,12,1 1 1 1 2 3 1 2 1 1 2 2,1014481,18,-269297,-13897,3689,-3.7671455679,19,152351
18,12,1 1 1 1 2 3 1 2 1 2 1 2,1063633,18,-269297,-1063633,269297,-3.94966523949,19,365343
18,12,1 1 1 1 2 3 1 2 2 1 1 2,1137361,18,-269297,-1137361,269297,-4.22344474688,19,160543
