K,L,word,C_w,A,denominator,q_num,q_den,q_decimal,residue_bits,q_mod_2_power
19,12,1 1 2 1 2 1 1 2 2 3 1 2,1202633,19,-7153,-1202633,7153,-168.129875577,20,928935
19,12,1 1 2 1 2 1 1 2 3 1 1 3,1112521,19,-7153,-1112521,7153,-155.53208444,20,363687
19,12,1 1 2 1 2 1 1 2 3 1 2 2,1178057,19,-7153,-1178057,7153,-164.694114358,20,298151
19,12,1 1 2 1 2 1 1 2 3 2 1 2,1276361,19,-7153,-1276361,7153,-178.437159234,20,724135
19,12,1 1 2 1 2 1 1 3 1 1 2 3,1044937,19,-7153,-1044937,7153,-146.083741088,20,988327
19,12,1 1 2 1 2 1 1 3 1 1 3 2,1110473,19,-7153,-1110473,7153,-155.245771005,20,922791
19,12,1 1 2 1 2 1 1 3 1 2 1 3,1094089,19,-7153,-1094089,7153,-152.955263526,20,152743
19,12,1 1 2 1 2 1 1 3 1 2 2 2,1159625,19,-7153,-1159625,7153,-162.117293443,20,87207
19,12,1 1 2 1 2 1 1 3 1 3 1 2,1257929,19,-7153,-1257929,7153,-175.86033832,20,513191
19,12,1 1 2 1 2 1 1 3 2 1 1 3,1167817,19,-7153,-1167817,7153,-163.262547183,20,996519
19,12,1 1 2 1 2 1 1 3 2 1 2 2,1233353,19,-7153,-1233353,7153,-172.424577101,20,930983
19,12,1 1 2 1 2 1 1 3 2 2 1 2,1331657,19,-7153,-1331657,7153,-186.167621977,20,308391
19,12,1 1 2 1 2 1 1 4 1 1 2 2,1343945,19,-7153,-1343945,7153,-187.885502586,20,99495
19,12,1 1 2 1 2 1 1 4 1 2 1 2,1442249,19,-7153,-1442249,7153,-201.628547463,20,525479
19,12,1 1 2 1 2 1 2 1 1 2 1 4,961481,19,-7153,-961481,7153,-134.416468615,20,178855
19,12,1 1 2 1 2 1 2 1 1 2 2 3,994249,19,-7153,-994249,7153,-138.997483573,20,670375
19,12,1 1 2 1 2 1 2 1 1 2 3 2,1059785,19,-7153,-1059785,7153,-148.159513491,20,604839
19,12,1 1 2 1 2 1 2 1 1 3 1 3,1043401,19,-7153,-1043401,7153,-145.869006011,20,883367
19,12,1 1 2 1 2 1 2 1 1 3 2 2,1108937,19,-7153,-1108937,7153,-155.031035929,20,817831
19,12,1 1 2 1 2 1 2 1 1 4 1 2,1207241,19,-7153,-1207241,7153,-168.774080805,20,195239
19,12,1 1 2 1 2 1 2 1 2 1 1 4,998345,19,-7153,-998345,7153,-139.570110443,20,600743
19,12,1 1 2 1 2 1 2 1 2 1 2 3,1031113,19,-7153,-44831,311,-144.151125402,20,43687
19,12,1 1 2 1 2 1 2 1 2 1 3 2,1096649,19,-7153,-1096649,7153,-153.313155319,20,1026727
19,12,1 1 2 1 2 1 2 1 2 2 1 3,1080265,19,-7153,-1080265,7153,-151.02264784,20,256679
19,12,1 1 2 1 2 1 2 1 2 2 2 2,1145801,19,-7153,-1145801,7153,-160.184677758,20,191143
19,12,1 1 2 1 2 1 2 1 2 3 1 2,1244105,19,-7153,-1244105,7153,-173.927722634,20,617127
19,12,1 1 2 1 2 1 2 1 3 1 1 3,1153993,19,-7153,-1153993,7153,-161.329931497,20,51879
19,12,1 1 2 1 2 1 2 1 3 1 2 2,1219529,19,-7153,-53023,311,-170.491961415,20,1034919
19,12,1 1 2 1 2 1 2 1 3 2 1 2,1317833,19,-7153,-1317833,7153,-184.235006291,20,412327
19,12,1 1 2 1 2 1 2 2 1 1 2 3,1086409,19,-7153,-1086409,7153,-151.881588145,20,676519
19,12,1 1 2 1 2 1 2 2 1 1 3 2,1151945,19,-7153,-1151945,7153,-161.043618062,20,610983
19,12,1 1 2 1 2 1 2 2 1 2 1 3,1135561,19,-7153,-1135561,7153,-158.753110583,20,889511
19,12,1 1 2 1 2 1 2 2 1 2 2 2,1201097,19,-7153,-1201097,7153,-167.9151405,20,823975
19,12,1 1 2 1 2 1 2 2 1 3 1 2,1299401,19,-7153,-1299401,7153,-181.658185377,20,201383
19,12,1 1 2 1 2 1 2 2 2 1 1 3,1209289,19,-7153,-1209289,7153,-169.06039424,20,684711
19,12,1 1 2 1 2 1 2 2 2 1 2 2,1274825,19,-7153,-1274825,7153,-178.222424158,20,619175
19,12,1 1 2 1 2 1 2 2 2 2 1 2,1373129,19,-7153,-1373129,7153,-191.965469034,20,1045159
19,12,1 1 2 1 2 1 2 3 1 1 2 2,1385417,19,-7153,-1385417,7153,-193.683349644,20,836263
19,12,1 1 2 1 2 1 2 3 1 2 1 2,1483721,19,-7153,-1483721,7153,-207.42639452,20,213671
19,12,1 1 2 1 2 1 3 1 1 2 1 3,1218505,19,-7153,-1218505,7153,-170.348804697,20,265895
19,12,1 1 2 1 2 1 3 1 1 2 2 2,1284041,19,-7153,-1284041,7153,-179.510834615,20,200359
19,12,1 1 2 1 2 1 3 1 1 3 1 2,1382345,19,-7153,-1382345,7153,-193.253879491,20,626343
19,12,1 1 2 1 2 1 3 1 2 1 1 3,1292233,19,-7153,-1292233,7153,-180.656088355,20,61095
19,12,1 1 2 1 2 1 3 1 2 1 2 2,1357769,19,-7153,-1357769,7153,-189.818118272,20,1044135
19,12,1 1 2 1 2 1 3 1 2 2 1 2,1456073,19,-7153,-1456073,7153,-203.561163148,20,421543
19,12,1 1 2 1 2 1 3 2 1 1 2 2,1468361,19,-7153,-1468361,7153,-205.279043758,20,212647
19,12,1 1 2 1 2 1 3 2 1 2 1 2,1566665,19,-7153,-1566665,7153,-219.022088634,20,638631
19,12,1 1 2 1 2 2 1 1 2 1 2 3,1093321,19,-7153,-1093321,7153,-152.847895988,20,100263
19,12,1 1 2 1 2 2 1 1 2 1 3 2,1158857,19,-7153,-1158857,7153,-162.009925905,20,34727
19,12,1 1 2 1 2 2 1 1 2 2 1 3,1142473,19,-7153,-1142473,7153,-159.719418426,20,313255
19,12,1 1 2 1 2 2 1 1 2 2 2 2,1208009,19,-7153,-1208009,7153,-168.881448343,20,247719
19,12,1 1 2 1 2 2 1 1 2 3 1 2,1306313,19,-7153,-1306313,7153,-182.62449322,20,673703
19,12,1 1 2 1 2 2 1 1 3 1 1 3,1216201,19,-7153,-1216201,7153,-170.026702083,20,108455
19,12,1 1 2 1 2 2 1 1 3 1 2 2,1281737,19,-7153,-1281737,7153,-179.188732001,20,42919
19,12,1 1 2 1 2 2 1 1 3 2 1 2,1380041,19,-7153,-1380041,7153,-192.931776877,20,468903
19,12,1 1 2 1 2 2 1 2 1 1 2 3,1148617,19,-7153,-1148617,7153,-160.578358731,20,733095
19,12,1 1 2 1 2 2 1 2 1 1 3 2,1214153,19,-7153,-1214153,7153,-169.740388648,20,667559
19,12,1 1 2 1 2 2 1 2 1 2 1 3,1197769,19,-7153,-1197769,7153,-167.449881169,20,946087
19,12,1 1 2 1 2 2 1 2 1 2 2 2,1263305,19,-7153,-1263305,7153,-176.611911086,20,880551
19,12,1 1 2 1 2 2 1 2 1 3 1 2,1361609,19,-7153,-1361609,7153,-190.354955963,20,257959
19,12,1 1 2 1 2 2 1 2 2 1 1 3,1271497,19,-7153,-1271497,7153,-177.757164826,20,741287
19,12,1 1 2 1 2 2 1 2 2 1 2 2,1337033,19,-7153,-1337033,7153,-186.919194743,20,675751
19,12,1 1 2 1 2 2 1 2 2 2 1 2,1435337,19,-7153,-1435337,7153,-200.66223962,20,53159
19,12,1 1 2 1 2 2 1 3 1 1 2 2,1447625,19,-7153,-1447625,7153,-202.380120229,20,892839
19,12,1 1 2 1 2 2 1 3 1 2 1 2,1545929,19,-7153,-1545929,7153,-216.123165106,20,270247
19,12,1 1 2 1 2 2 2 1 1 2 1 3,1280713,19,-7153,-1280713,7153,-179.045575283,20,322471
19,12,1 1 2 1 2 2 2 1 1 2 2 2,1346249,19,-7153,-1346249,7153,-188.207605201,20,256935
19,12,1 1 2 1 2 2 2 1 1 3 1 2,1444553,19,-7153,-1444553,7153,-201.950650077,20,682919
19,12,1 1 2 1 2 2 2 1 2 1 1 3,1354441,19,-7153,-1354441,7153,-189.35285894,20,117671
19,12,1 1 2 1 2 2 2 1 2 1 2 2,1419977,19,-7153,-1419977,7153,-198.514888858,20,52135
19,12,1 1 2 1 2 2 2 1 2 2 1 2,1518281,19,-7153,-1518281,7153,-212.257933734,20,478119
19,12,1 1 2 1 2 2 2 2 1 1 2 2,1530569,19,-7153,-1530569,7153,-213.975814344,20,269223
19,12,1 1 2 1 2 2 2 2 1 2 1 2,1628873,19,-7153,-1628873,7153,-227.71885922,20,695207
19,12,1 1 2 1 2 3 1 1 2 2 1 2,1642697,19,-7153,-1642697,7153,-229.651474906,20,591271
19,12,1 1 2 1 2 3 1 2 1 1 2 2,1654985,19,-7153,-1654985,7153,-231.369355515,20,382375
19,12,1 1 2 1 2 3 1 2 1 2 1 2,1753289,19,-7153,-1753289,7153,-245.112400391,20,808359
19,12,1 1 2 1 3 1 1 2 1 3 1 2,1454921,19,-7153,-1454921,7153,-203.400111841,20,342823
19,12,1 1 2 1 3 1 1 2 2 1 1 3,1364809,19,-7153,-1364809,7153,-190.802320705,20,826151
19,12,1 1 2 1 3 1 1 2 2 1 2 2,1430345,19,-7153,-1430345,7153,-199.964350622,20,760615
19,12,1 1 2 1 3 1 1 2 2 2 1 2,1528649,19,-7153,-66463,311,-213.707395498,20,138023
19,12,1 1 2 1 3 1 1 3 1 1 2 2,1540937,19,-7153,-1540937,7153,-215.425276108,20,977703
19,12,1 1 2 1 3 1 1 3 1 2 1 2,1639241,19,-7153,-1639241,7153,-229.168320984,20,355111
19,12,1 1 2 1 3 1 2 1 1 2 2 2,1439561,19,-7153,-1439561,7153,-201.252761079,20,341799
19,12,1 1 2 1 3 1 2 1 1 3 1 2,1537865,19,-7153,-1537865,7153,-214.995805956,20,767783
19,12,1 1 2 1 3 1 2 1 2 1 1 3,1447753,19,-7153,-1447753,7153,-202.398014819,20,202535
19,12,1 1 2 1 3 1 2 1 2 1 2 2,1513289,19,-7153,-1513289,7153,-211.560044736,20,136999
19,12,1 1 2 1 3 1 2 1 2 2 1 2,1611593,19,-7153,-1611593,7153,-225.303089613,20,562983
19,12,1 1 2 1 3 1 2 2 1 1 2 2,1623881,19,-7153,-1623881,7153,-227.020970222,20,354087
19,12,1 1 2 1 3 1 2 2 1 2 1 2,1722185,19,-7153,-1722185,7153,-240.764015099,20,780071
19,12,1 1 2 1 3 2 1 1 2 2 1 2,1736009,19,-7153,-1736009,7153,-242.696630784,20,676135
19,12,1 1 2 1 3 2 1 2 1 1 2 2,1748297,19,-7153,-1748297,7153,-244.414511394,20,467239
19,12,1 1 2 1 3 2 1 2 1 2 1 2,1846601,19,-7153,-80287,311,-258.15755627,20,893223
19,12,1 1 2 2 1 1 2 2 1 1 2 3,1156393,19,-7153,-1156393,7153,-161.665455054,20,478023
19,12,1 1 2 2 1 1 2 2 1 1 3 2,1221929,19,-7153,-1221929,7153,-170.827484971,20,412487
19,12,1 1 2 2 1 1 2 2 1 2 1 3,1205545,19,-7153,-52415,311,-168.536977492,20,691015
19,12,1 1 2 2 1 1 2 2 1 2 2 2,1271081,19,-7153,-1271081,7153,-177.699007409,20,625479
19,12,1 1 2 2 1 1 2 2 1 3 1 2,1369385,19,-7153,-1369385,7153,-191.442052286,20,2887
19,12,1 1 2 2 1 1 2 2 2 1 1 3,1279273,19,-7153,-1279273,7153,-178.844261149,20,486215
19,12,1 1 2 2 1 1 2 2 2 1 2 2,1344809,19,-7153,-1344809,7153,-188.006291067,20,420679
19,12,1 1 2 2 1 1 2 2 2 2 1 2,1443113,19,-7153,-1443113,7153,-201.749335943,20,846663
19,12,1 1 2 2 1 1 2 3 1 2 1 2,1553705,19,-7153,-1553705,7153,-217.210261429,20,15175
19,12,1 1 2 2 1 1 3 1 1 2 2 2,1354025,19,-7153,-1354025,7153,-189.294701524,20,1863
19,12,1 1 2 2 1 1 3 1 1 3 1 2,1452329,19,-7153,-1452329,7153,-203.0377464,20,427847
19,12,1 1 2 2 1 1 3 1 2 1 1 3,1362217,19,-7153,-1362217,7153,-190.439955264,20,911175
19,12,1 1 2 2 1 1 3 1 2 1 2 2,1427753,19,-7153,-1427753,7153,-199.601985181,20,845639
19,12,1 1 2 2 1 1 3 1 2 2 1 2,1526057,19,-7153,-1526057,7153,-213.345030057,20,223047
19,12,1 1 2 2 1 1 3 2 1 2 1 2,1636649,19,-7153,-1636649,7153,-228.805955543,20,440135
19,12,1 1 2 2 1 2 1 1 2 2 1 3,1212457,19,-7153,-1212457,7153,-169.503285335,20,114759
19,12,1 1 2 2 1 2 1 1 2 2 2 2,1277993,19,-7153,-1277993,7153,-178.665315252,20,49223
19,12,1 1 2 2 1 2 1 1 2 3 1 2,1376297,19,-7153,-59839,311,-192.408360129,20,475207
19,12,1 1 2 2 1 2 1 1 3 1 1 3,1286185,19,-7153,-1286185,7153,-179.810568992,20,958535
19,12,1 1 2 2 1 2 1 1 3 1 2 2,1351721,19,-7153,-1351721,7153,-188.97259891,20,892999
19,12,1 1 2 2 1 2 1 1 3 2 1 2,1450025,19,-7153,-1450025,7153,-202.715643786,20,270407
19,12,1 1 2 2 1 2 1 2 1 1 2 3,1218601,19,-7153,-1218601,7153,-170.36222564,20,534599
19,12,1 1 2 2 1 2 1 2 1 1 3 2,1284137,19,-7153,-1284137,7153,-179.524255557,20,469063
19,12,1 1 2 2 1 2 1 2 1 2 1 3,1267753,19,-7153,-1267753,7153,-177.233748078,20,747591
19,12,1 1 2 2 1 2 1 2 1 2 2 2,1333289,19,-7153,-1333289,7153,-186.395777995,20,682055
19,12,1 1 2 2 1 2 1 2 1 3 1 2,1431593,19,-7153,-1431593,7153,-200.138822872,20,59463
19,12,1 1 2 2 1 2 1 2 2 1 1 3,1341481,19,-7153,-1341481,7153,-187.541031735,20,542791
19,12,1 1 2 2 1 2 1 2 2 1 2 2,1407017,19,-7153,-1407017,7153,-196.703061652,20,477255
19,12,1 1 2 2 1 2 1 2 2 2 1 2,1505321,19,-7153,-1505321,7153,-210.446106529,20,903239
19,12,1 1 2 2 1 2 1 3 1 2 1 2,1615913,19,-7153,-1615913,7153,-225.907032015,20,71751
19,12,1 1 2 2 1 2 2 1 1 2 2 2,1416233,19,-7153,-1416233,7153,-197.99147211,20,58439
19,12,1 1 2 2 1 2 2 1 1 3 1 2,1514537,19,-7153,-1514537,7153,-211.734516986,20,484423
19,12,1 1 2 2 1 2 2 1 2 1 1 3,1424425,19,-7153,-1424425,7153,-199.136725849,20,967751
19,12,1 1 2 2 1 2 2 1 2 1 2 2,1489961,19,-7153,-1489961,7153,-208.298755767,20,902215
19,12,1 1 2 2 1 2 2 1 2 2 1 2,1588265,19,-7153,-69055,311,-222.041800643,20,279623
19,12,1 1 2 2 1 2 2 2 1 2 1 2,1698857,19,-7153,-1698857,7153,-237.502726129,20,496711
19,12,1 1 2 2 1 3 1 2 1 2 1 2,1823273,19,-7153,-1823273,7153,-254.8962673,20,609863
19,12,1 1 2 2 2 1 1 2 2 2 1 2,1598633,19,-7153,-1598633,7153,-223.491262407,20,988103
19,12,1 1 2 2 2 1 1 3 1 2 1 2,1709225,19,-7153,-1709225,7153,-238.952187893,20,156615
19,12,1 1 2 2 2 1 2 1 1 3 1 2,1607849,19,-7153,-1607849,7153,-224.779672865,20,569287
19,12,1 1 2 2 2 1 2 1 2 1 1 3,1517737,19,-7153,-1517737,7153,-212.181881728,20,4039
19,12,1 1 2 2 2 1 2 1 2 1 2 2,1583273,19,-7153,-1583273,7153,-221.343911645,20,987079
19,12,1 1 2 2 2 1 2 1 2 2 1 2,1681577,19,-7153,-5407,23,-235.086956522,20,364487
19,12,1 1 2 2 2 1 2 2 1 2 1 2,1792169,19,-7153,-1792169,7153,-250.547882008,20,581575
19,12,1 1 2 2 2 2 1 2 1 2 1 2,1916585,19,-7153,-1916585,7153,-267.941423179,20,694727
19,12,1 1 2 3 1 2 1 2 1 2 1 2,2056553,19,-7153,-2056553,7153,-287.509156997,20,297735
19,12,1 1 3 1 1 3 1 2 1 2 1 2,1928249,19,-7153,-1928249,7153,-269.572067664,20,312119
19,12,1 1 3 1 2 1 1 3 1 2 1 2,1814201,19,-7153,-1814201,7153,-253.627988257,20,907447
19,12,1 1 3 1 2 1 2 1 2 1 2 2,1688249,19,-7153,-1688249,7153,-236.019712009,20,689335
19,12,1 1 3 1 2 1 2 1 2 2 1 2,1786553,19,-7153,-1786553,7153,-249.762756885,20,66743
19,12,1 1 3 1 2 1 2 2 1 2 1 2,1897145,19,-7153,-1897145,7153,-265.223682371,20,283831
19,12,1 1 3 1 2 2 1 2 1 2 1 2,2021561,19,-7153,-2021561,7153,-282.617223543,20,396983
19,12,1 1 3 2 1 2 1 2 1 2 1 2,2161529,19,-7153,-2161529,7153,-302.184957361,20,1048567
19,12,1 2 1 2 1 2 1 2 1 2 1 3,1346485,19,-7153,-1346485,7153,-188.24059835,20,786427
19,12,1 2 1 2 1 2 1 2 1 2 2 2,1412021,19,-7153,-1412021,7153,-197.402628268,20,720891
19,12,1 2 1 2 1 2 1 2 2 1 2 2,1485749,19,-7153,-1485749,7153,-207.709911925,20,516091
19,12,1 2 1 2 1 2 2 1 2 1 2 2,1568693,19,-7153,-1568693,7153,-219.305606039,20,941051
19,13,1 1 1 1 1 1 1 1 1 1 1 1 7,1586131,19,-1070035,-1586131,1070035,-1.48231693356,20,221183
19,13,1 1 1 1 1 1 1 1 1 1 1 2 6,1590227,19,-1070035,-1590227,1070035,-1.48614484573,20,897023
19,13,1 1 1 1 1 1 1 1 1 1 1 3 5,1598419,19,-1070035,-1598419,1070035,-1.49380067007,20,151551
19,13,1 1 1 1 1 1 1 1 1 1 1 4 4,1614803,19,-1070035,-1614803,1070035,-1.50911231876,20,757759
19,13,1 1 1 1 1 1 1 1 1 1 1 5 3,1647571,19,-1070035,-1647571,1070035,-1.53973561612,20,921599
19,13,1 1 1 1 1 1 1 1 1 1 1 6 2,1713107,19,-1070035,-1713107,1070035,-1.60098221086,20,200703
19,13,1 1 1 1 1 1 1 1 1 1 2 1 6,1596371,19,-1070035,-1596371,1070035,-1.49188671399,20,337919
19,13,1 1 1 1 1 1 1 1 1 1 2 2 5,1604563,19,-1070035,-1604563,1070035,-1.49954253833,20,641023
19,13,1 1 1 1 1 1 1 1 1 1 2 3 4,1620947,19,-1070035,-1620947,1070035,-1.51485418701,20,198655
19,13,1 1 1 1 1 1 1 1 1 1 2 4 3,1653715,19,-1070035,-330743,214007,-1.54547748438,20,362495
19,13,1 1 1 1 1 1 1 1 1 1 2 5 2,1719251,19,-1070035,-1719251,1070035,-1.60672407912,20,690175
19,13,1 1 1 1 1 1 1 1 1 1 3 1 5,1616851,19,-1070035,-1616851,1070035,-1.51102627484,20,571391
19,13,1 1 1 1 1 1 1 1 1 1 3 2 4,1633235,19,-1070035,-326647,214007,-1.52633792353,20,129023
19,13,1 1 1 1 1 1 1 1 1 1 3 3 3,1666003,19,-1070035,-1666003,1070035,-1.55696122089,20,292863
19,13,1 1 1 1 1 1 1 1 1 1 3 4 2,1731539,19,-1070035,-1731539,1070035,-1.61820781563,20,620543
19,13,1 1 1 1 1 1 1 1 1 1 4 1 4,1657811,19,-1070035,-1657811,1070035,-1.54930539655,20,1038335
19,13,1 1 1 1 1 1 1 1 1 1 4 2 3,1690579,19,-1070035,-1690579,1070035,-1.57992869392,20,153599
19,13,1 1 1 1 1 1 1 1 1 1 4 3 2,1756115,19,-1070035,-351223,214007,-1.64117528866,20,481279
19,13,1 1 1 1 1 1 1 1 1 1 5 1 3,1739731,19,-1070035,-1739731,1070035,-1.62586363997,20,923647
19,13,1 1 1 1 1 1 1 1 1 1 5 2 2,1805267,19,-1070035,-1805267,1070035,-1.68711023471,20,202751
19,13,1 1 1 1 1 1 1 1 1 1 6 1 2,1903571,19,-1070035,-1903571,1070035,-1.77898012682,20,694271
19,13,1 1 1 1 1 1 1 1 1 2 1 1 6,1605587,19,-1070035,-1605587,1070035,-1.50049951637,20,547839
19,13,1 1 1 1 1 1 1 1 1 2 1 2 5,1613779,19,-1070035,-1613779,1070035,-1.50815534071,20,850943
19,13,1 1 1 1 1 1 1 1 1 2 1 3 4,1630163,19,-1070035,-1630163,1070035,-1.5234669894,20,408575
19,13,1 1 1 1 1 1 1 1 1 2 1 4 3,1662931,19,-1070035,-1662931,1070035,-1.55409028677,20,572415
19,13,1 1 1 1 1 1 1 1 1 2 1 5 2,1728467,19,-1070035,-1728467,1070035,-1.6153368815,20,900095
19,13,1 1 1 1 1 1 1 1 1 2 2 1 5,1626067,19,-1070035,-1626067,1070035,-1.51963907723,20,781311
19,13,1 1 1 1 1 1 1 1 1 2 2 2 4,1642451,19,-1070035,-1642451,1070035,-1.53495072591,20,338943
19,13,1 1 1 1 1 1 1 1 1 2 2 3 3,1675219,19,-1070035,-1675219,1070035,-1.56557402328,20,502783
19,13,1 1 1 1 1 1 1 1 1 2 2 4 2,1740755,19,-1070035,-348151,214007,-1.62682061802,20,830463
19,13,1 1 1 1 1 1 1 1 1 2 3 1 4,1667027,19,-1070035,-1667027,1070035,-1.55791819894,20,199679
19,13,1 1 1 1 1 1 1 1 1 2 3 2 3,1699795,19,-1070035,-339959,214007,-1.58854149631,20,363519
19,13,1 1 1 1 1 1 1 1 1 2 3 3 2,1765331,19,-1070035,-1765331,1070035,-1.64978809104,20,691199
19,13,1 1 1 1 1 1 1 1 1 2 4 1 3,1748947,19,-1070035,-1748947,1070035,-1.63447644236,20,84991
19,13,1 1 1 1 1 1 1 1 1 2 4 2 2,1814483,19,-1070035,-1814483,1070035,-1.6957230371,20,412671
19,13,1 1 1 1 1 1 1 1 1 2 5 1 2,1912787,19,-1070035,-1912787,1070035,-1.7875929292,20,904191
19,13,1 1 1 1 1 1 1 1 1 3 1 1 5,1644499,19,-1070035,-1644499,1070035,-1.536864682,20,152575
19,13,1 1 1 1 1 1 1 1 1 3 1 2 4,1660883,19,-1070035,-1660883,1070035,-1.55217633068,20,758783
19,13,1 1 1 1 1 1 1 1 1 3 1 3 3,1693651,19,-1070035,-1693651,1070035,-1.58279962805,20,922623
19,13,1 1 1 1 1 1 1 1 1 3 1 4 2,1759187,19,-1070035,-1759187,1070035,-1.64404622279,20,201727
19,13,1 1 1 1 1 1 1 1 1 3 2 1 4,1685459,19,-1070035,-1685459,1070035,-1.57514380371,20,619519
19,13,1 1 1 1 1 1 1 1 1 3 2 2 3,1718227,19,-1070035,-1718227,1070035,-1.60576710108,20,783359
19,13,1 1 1 1 1 1 1 1 1 3 2 3 2,1783763,19,-1070035,-1783763,1070035,-1.66701369581,20,62463
19,13,1 1 1 1 1 1 1 1 1 3 3 1 3,1767379,19,-1070035,-1767379,1070035,-1.65170204713,20,504831
19,13,1 1 1 1 1 1 1 1 1 3 3 2 2,1832915,19,-1070035,-366583,214007,-1.71294864187,20,832511
19,13,1 1 1 1 1 1 1 1 1 3 4 1 2,1931219,19,-1070035,-1931219,1070035,-1.80481853397,20,275455
19,13,1 1 1 1 1 1 1 1 1 4 1 1 4,1722323,19,-1070035,-1722323,1070035,-1.60959501325,20,410623
19,13,1 1 1 1 1 1 1 1 1 4 1 2 3,1755091,19,-1070035,-1755091,1070035,-1.64021831062,20,574463
19,13,1 1 1 1 1 1 1 1 1 4 1 3 2,1820627,19,-1070035,-1820627,1070035,-1.70146490535,20,902143
19,13,1 1 1 1 1 1 1 1 1 4 2 1 3,1804243,19,-1070035,-1804243,1070035,-1.68615325667,20,295935
19,13,1 1 1 1 1 1 1 1 1 4 2 2 2,1869779,19,-1070035,-1869779,1070035,-1.74739985141,20,623615
19,13,1 1 1 1 1 1 1 1 1 4 3 1 2,1968083,19,-1070035,-1968083,1070035,-1.83926974351,20,66559
19,13,1 1 1 1 1 1 1 1 1 5 1 1 3,1877971,19,-1070035,-1877971,1070035,-1.75505567575,20,926719
19,13,1 1 1 1 1 1 1 1 1 5 1 2 2,1943507,19,-1070035,-1943507,1070035,-1.81630227049,20,205823
19,13,1 1 1 1 1 1 1 1 1 5 2 1 2,2041811,19,-1070035,-2041811,1070035,-1.90817216259,20,697343
19,13,1 1 1 1 1 1 1 1 1 6 1 1 2,2189267,19,-1070035,-2189267,1070035,-2.04597700075,20,910335
19,13,1 1 1 1 1 1 1 1 2 1 1 1 6,1619411,19,-1070035,-1619411,1070035,-1.51341871995,20,862719
19,13,1 1 1 1 1 1 1 1 2 1 1 2 5,1627603,19,-1070035,-1627603,1070035,-1.52107454429,20,117247
19,13,1 1 1 1 1 1 1 1 2 1 1 3 4,1643987,19,-1070035,-1643987,1070035,-1.53638619297,20,723455
19,13,1 1 1 1 1 1 1 1 2 1 1 4 3,1676755,19,-1070035,-335351,214007,-1.56700949034,20,887295
19,13,1 1 1 1 1 1 1 1 2 1 1 5 2,1742291,19,-1070035,-1742291,1070035,-1.62825608508,20,166399
19,13,1 1 1 1 1 1 1 1 2 1 2 1 5,1639891,19,-1070035,-1639891,1070035,-1.5325582808,20,47615
19,13,1 1 1 1 1 1 1 1 2 1 2 2 4,1656275,19,-1070035,-331255,214007,-1.54786992949,20,653823
19,13,1 1 1 1 1 1 1 1 2 1 2 3 3,1689043,19,-1070035,-1689043,1070035,-1.57849322686,20,817663
19,13,1 1 1 1 1 1 1 1 2 1 2 4 2,1754579,19,-1070035,-1754579,1070035,-1.63973982159,20,96767
19,13,1 1 1 1 1 1 1 1 2 1 3 1 4,1680851,19,-1070035,-1680851,1070035,-1.57083740251,20,514559
19,13,1 1 1 1 1 1 1 1 2 1 3 2 3,1713619,19,-1070035,-1713619,1070035,-1.60146069988,20,678399
19,13,1 1 1 1 1 1 1 1 2 1 3 3 2,1779155,19,-1070035,-355831,214007,-1.66270729462,20,1006079
19,13,1 1 1 1 1 1 1 1 2 1 4 1 3,1762771,19,-1070035,-1762771,1070035,-1.64739564594,20,399871
19,13,1 1 1 1 1 1 1 1 2 1 4 2 2,1828307,19,-1070035,-1828307,1070035,-1.70864224067,20,727551
19,13,1 1 1 1 1 1 1 1 2 1 5 1 2,1926611,19,-1070035,-1926611,1070035,-1.80051213278,20,170495
19,13,1 1 1 1 1 1 1 1 2 2 1 1 5,1658323,19,-1070035,-1658323,1070035,-1.54978388557,20,467455
19,13,1 1 1 1 1 1 1 1 2 2 1 2 4,1674707,19,-1070035,-1674707,1070035,-1.56509553426,20,25087
19,13,1 1 1 1 1 1 1 1 2 2 1 3 3,1707475,19,-1070035,-341495,214007,-1.59571883163,20,188927
19,13,1 1 1 1 1 1 1 1 2 2 1 4 2,1773011,19,-1070035,-1773011,1070035,-1.65696542636,20,516607
19,13,1 1 1 1 1 1 1 1 2 2 2 1 4,1699283,19,-1070035,-1699283,1070035,-1.58806300728,20,934399
19,13,1 1 1 1 1 1 1 1 2 2 2 2 3,1732051,19,-1070035,-1732051,1070035,-1.61868630465,20,49663
19,13,1 1 1 1 1 1 1 1 2 2 2 3 2,1797587,19,-1070035,-1797587,1070035,-1.67993289939,20,377343
19,13,1 1 1 1 1 1 1 1 2 2 3 1 3,1781203,19,-1070035,-1781203,1070035,-1.66462125071,20,819711
19,13,1 1 1 1 1 1 1 1 2 2 3 2 2,1846739,19,-1070035,-1846739,1070035,-1.72586784544,20,98815
19,13,1 1 1 1 1 1 1 1 2 2 4 1 2,1945043,19,-1070035,-1945043,1070035,-1.81773773755,20,590335
19,13,1 1 1 1 1 1 1 1 2 3 1 1 4,1736147,19,-1070035,-1736147,1070035,-1.62251421682,20,725503
19,13,1 1 1 1 1 1 1 1 2 3 1 2 3,1768915,19,-1070035,-353783,214007,-1.65313751419,20,889343
19,13,1 1 1 1 1 1 1 1 2 3 1 3 2,1834451,19,-1070035,-1834451,1070035,-1.71438410893,20,168447
