src,dst,count,source_events,empirical_probability
K14:L9:b1,K14:L10:b1,3,24504,0.00012242899118511264
K14:L9:b1,K5:L4:b2,3,24504,0.00012242899118511264
K11:L7:b1,K10:L8:b1,3,19101,0.00015705983979896342
K14:L10:b1,K13:L9:b2,3,9431,0.0003180998833633761
K3:L2:b1,K3:L2:b5,3,100901,2.9732113655959802e-05
K15:L11:b1,K7:L5:b3,3,9803,0.0003060287667040702
K7:L5:b3,K6:L4:b1,3,3,1.0
K3:L2:b1,K10:L7:b2,3,100901,2.9732113655959802e-05
K6:L4:b1,K9:L6:b2,2,28722,6.963303391128752e-05
K13:L9:b1,K13:L9:b1,2,9399,0.00021278859453133312
K11:L7:b1,K11:L8:b1,2,19101,0.0001047065598659756
K9:L6:b1,K8:L6:b2,2,12438,0.00016079755587715066
K15:L11:b1,K9:L7:b1,2,9803,0.00020401917780271344
K9:L8:b1,K8:L7:b2,2,219,0.0091324200913242
K15:L10:b1,K8:L6:b1,2,21691,9.220413996588446e-05
K11:L7:b1,K11:L9:b1,2,19101,0.0001047065598659756
K13:L9:b1,K11:L8:b1,2,9399,0.00021278859453133312
K12:L8:b1,K11:L7:b2,2,9660,0.00020703933747412008
K15:L11:b1,K15:L11:b1,2,9803,0.00020401917780271344
K11:L7:b1,K13:L10:b1,2,19101,0.0001047065598659756
K11:L7:b1,K7:L6:b1,2,19101,0.0001047065598659756
K11:L7:b1,K9:L8:b1,2,19101,0.0001047065598659756
K11:L7:b1,K16:L13:b1,2,19101,0.0001047065598659756
K11:L7:b1,K6:L4:b2,2,19101,0.0001047065598659756
K15:L10:b1,K4:L3:b3,2,21691,9.220413996588446e-05
K6:L4:b1,K12:L11:b1,2,28722,6.963303391128752e-05
K13:L9:b1,K12:L9:b1,2,9399,0.00021278859453133312
K15:L11:b1,K10:L8:b1,2,9803,0.00020401917780271344
K16:L11:b1,K11:L7:b2,2,14187,0.0001409741312469162
K11:L7:b1,K3:L2:b3,2,19101,0.0001047065598659756
K15:L11:b1,K11:L9:b1,2,9803,0.00020401917780271344
K3:L2:b1,K5:L4:b3,2,100901,1.98214091039732e-05
K9:L6:b2,K14:L9:b1,1,192,0.005208333333333333
K9:L6:b2,K12:L8:b1,1,192,0.005208333333333333
K14:L9:b1,K7:L5:b2,1,24504,4.080966372837088e-05
K11:L7:b1,K14:L11:b1,1,19101,5.23532799329878e-05
K12:L10:b1,K11:L9:b2,1,745,0.0013422818791946308
